BYSID,BYTID,BYAID,BYHID,GENDER,BYS02003,BYS02004,BYS02012,BYS03001,BYS04007,BYS04008,BYS04009,BYS04010,BYS05001,BYS05003,BYS05006,BYS06001,BYS06004,BYS07001,BYS07002,BYS07003,BYS07006,BYS07014,BYS07022,BYS07025,BYS07026,BYS07027,BYS07029,BYS08001,BYS08002,BYS08003,BYS08004,BYS08005,BYS08007,BYS09001,BYS09002,BYS09003,BYS09004,BYS10001,BYS10002,BYS10003,BYS10005,BYS11001,BYS11002,BYS11003,BYS11004,BYS11005,BYS11006,BYS12001,BYS12004,BYS12007,BYS12010,BYS12013,BYS12016,BYS12019,BYS12022,BYS13001,BYS14001,BYS14013,BYS14025,BYS15001,BYS16001,BYS20001,BYS20007,BYS20009,BYS20011,BYS20013,BYS20015,BYS20017,BYS20018,BYS20019,BYS20020,BYS20021,BYS21001,BYS22001,BYS22002,BYS22003,BYS22006,BYS22010,BYS22012,BYS22013,BYS22014,BYS22015,BYS22017,BYS23002,BYS23003,BYS23004,BYS24001,BYS24002,BYS24005,BYS25001,BYS25002,BYS25003,BYS26001,BYS26002,BYS26003,BYS26004,BYS26005,BYS26006,BYS26007,BYS26009,BYS27001,BYS27003,BYS27006,BYS27010,BYS27011,BYS27012,BYS27020,BYS29001,BYS29002,BYS29003,BYS29004,BYS29005,BYS29006,BYS29007,BYS29008,BYS29009,BYS29010,BYS29011,BYS29012,BYS29013,BYS29014,BYS29015,BYS29016,BYS29017,BYS29018,BYS29019,BYS29020,BYS29021,BYS29022,BYSCLASS,J007C
1977,1194,119,19771,1,3,1,4,1,5,4,3,2,1,2,1,2,2,5,1,1,1,1,1,4,4,3,4,1,3,3,6,1,1,2,1,2,4,2,5,6,3,4,2,5,4,3,4,1,1,1,1,2,2,2,2,2,1,2,2,2,3,1,2,2,1,1,1,1,1,1,2,1,2,2,1,4,3,1,4,5,5,4,3,2,1,2,1,7,2,5,6,2,2,2,1,1,2,2,1,2,2,2,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1983,1972,197,19831,2,3,3,5,1,5,6,3,1,2,1,1,2,2,4,1,1,1,1,1,4,3,2,3,2,5,5,5,1,1,2,1,4,3,5,2,2,4,4,3,1,2,1,1,1,1,1,1,1,2,2,2,6,2,1,2,1,3,1,1,2,1,2,2,1,2,1,1,6,2,8,1,1,5,1,3,3,3,3,2,1,5,2,2,7,1,3,6,3,2,3,1,2,2,2,2,2,2,2,2,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8
1985,1523,152,19851,1,3,3,1,1,3,4,1,2,2,2,2,2,2,3,1,1,1,1,1,4,3,2,4,1,3,2,6,1,2,1,1,1,2,3,4,6,4,2,3,3,3,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,3,2,2,2,1,2,1,1,1,1,2,4,2,9,8,3,4,2,2,4,2,2,3,6,1,2,1,7,2,3,8,1,3,4,2,2,1,2,2,2,2,2,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1987,1123,112,19871,2,4,1,2,1,3,6,1,2,2,2,2,2,2,5,1,1,1,1,1,4,1,3,5,2,1,5,5,3,1,1,1,4,3,2,4,2,2,3,3,4,3,3,2,2,2,2,2,2,2,2,2,5,2,2,2,2,3,2,1,2,1,2,1,1,1,1,1,12,2,1,2,3,2,1,2,3,3,3,5,1,9,2,2,1,2,3,7,1,2,3,1,1,2,2,2,2,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1993,1064,106,19931,2,3,4,2,1,3,3,9,1,1,1,1,2,2,5,1,1,1,1,1,5,3,3,4,1,5,6,6,2,14,3,1,4,4,1,4,5,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,1,1,1,1,2,7,2,3,2,3,3,1,2,4,2,3,4,2,1,1,2,7,2,3,8,1,2,2,1,1,3,1,2,2,2,2,2,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1994,1121,112,19941,2,4,2,4,1,5,3,4,2,2,2,1,2,2,3,1,1,1,1,1,5,4,2,1,1,5,3,6,1,2,3,1,4,2,3,3,2,5,3,2,4,3,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,2,1,1,2,7,2,1,3,3,2,1,4,4,4,3,3,1,9,2,2,1,2,5,7,2,2,2,2,2,1,1,2,2,2,2,2,50,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1996,1751,175,19961,1,3,2,3,1,4,4,3,2,2,2,2,2,2,3,1,1,1,1,1,4,3,2,3,1,5,2,6,1,13,1,1,2,3,3,3,5,4,2,4,4,4,3,3,1,1,1,1,1,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,2,1,3,4,3,2,3,4,3,3,3,4,2,4,1,7,2,3,7,1,2,3,2,2,1,1,1,2,2,2,2,3,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1997,1594,159,19971,1,4,2,3,1,3,4,5,2,2,1,2,2,2,3,1,1,1,1,1,3,3,1,3,2,1,4,3,1,2,1,1,4,2,3,4,1,6,4,2,4,2,4,3,2,1,1,2,2,2,2,2,3,2,2,1,2,3,2,2,2,1,2,1,1,1,1,1,4,2,2,10,2,2,1,2,2,2,2,2,1,2,2,1,3,2,2,8,1,3,2,2,2,1,2,2,1,2,2,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1999,1041,104,19991,1,3,1,2,1,4,4,1,2,1,2,1,2,2,4,1,1,1,1,2,4,4,1,1,2,2,5,6,2,1,2,1,2,4,2,3,3,4,5,3,1,1,3,2,1,1,1,2,2,2,2,2,1,2,2,2,1,3,1,2,2,1,2,2,1,1,1,1,11,2,2,7,3,4,1,5,5,4,3,4,1,2,1,1,2,2,4,9,1,3,2,2,1,1,1,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2002,1982,198,20021,1,3,1,2,1,4,4,3,2,2,1,1,2,2,4,1,1,1,1,1,4,4,3,4,1,1,3,6,1,1,2,1,2,3,2,4,5,5,5,4,3,3,3,3,2,2,2,2,2,1,1,2,1,1,1,1,1,4,1,2,2,1,2,1,1,1,1,1,3,2,1,6,3,4,1,4,4,4,3,4,1,4,2,1,7,2,4,7,2,2,2,2,1,1,1,1,2,2,2,2,0,0,2,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5
2007,1161,116,20071,1,3,1,3,2,3,4,3,2,2,2,2,2,2,2,1,1,1,1,1,3,1,1,4,2,5,5,6,8,2,2,1,4,4,3,1,4,6,4,2,4,1,3,1,1,1,1,1,1,2,2,2,1,2,2,2,1,3,1,2,2,2,1,1,1,1,1,2,6,2,2,6,1,4,1,1,2,2,3,4,1,8,2,1,7,2,4,8,1,4,2,2,2,1,1,2,2,2,2,2,0,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
2008,1682,168,20081,2,2,2,3,1,4,4,3,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,5,2,1,5,6,1,1,1,1,2,4,3,1,1,3,3,3,4,3,3,3,2,1,2,2,2,2,2,2,3,2,2,2,1,3,2,2,2,2,2,1,1,1,1,2,3,2,10,2,3,4,1,3,3,3,3,3,5,1,4,2,7,2,3,8,1,2,1,1,1,1,1,1,2,2,2,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2010,2004,200,20101,2,3,2,1,1,3,4,5,2,2,2,2,2,2,3,1,1,1,1,1,4,3,1,4,2,5,1,6,2,2,1,1,2,2,3,6,6,6,3,3,3,3,3,2,1,1,1,1,1,2,2,2,5,1,2,1,1,3,2,2,2,1,2,1,1,1,1,1,5,2,3,6,4,5,1,3,5,5,4,3,3,6,4,2,7,2,2,6,1,2,2,2,3,1,2,1,1,2,2,2,0,0,2,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
2012,1641,164,20121,1,2,2,1,1,2,4,1,2,2,2,2,2,2,3,1,1,1,1,1,4,4,3,4,1,3,2,6,1,1,1,1,2,2,2,2,2,3,3,2,3,3,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,1,2,1,2,4,2,1,3,3,3,1,2,2,3,3,3,2,7,4,1,7,2,2,7,1,2,2,1,2,1,2,2,2,2,2,2,3,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
2013,1644,164,20131,2,2,3,2,1,4,6,4,2,2,1,1,1,2,4,1,1,1,1,1,4,3,3,5,2,1,3,4,2,1,1,1,3,2,2,4,5,3,3,3,5,4,4,3,1,1,1,1,1,1,1,2,1,2,2,1,1,5,1,1,1,1,2,1,1,1,1,2,4,1,4,2,4,4,1,4,4,4,3,4,1,3,2,2,1,2,3,8,1,2,3,2,1,1,1,2,2,2,2,2,6,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2017,1172,117,20171,1,2,1,2,2,3,4,9,2,1,2,1,2,2,4,1,1,1,1,1,4,4,3,3,1,3,4,6,2,5,1,1,2,2,2,2,6,4,3,3,3,3,1,3,1,1,1,1,1,2,2,2,1,1,2,1,1,3,1,2,2,1,2,1,1,1,1,2,12,1,1,3,3,4,1,3,4,3,3,3,1,2,2,1,1,2,4,8,1,2,2,1,1,1,1,1,2,2,1,2,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2018,1033,103,20181,1,4,2,2,1,4,4,5,2,2,2,1,2,2,3,1,1,1,1,1,4,2,1,2,2,1,3,5,1,1,1,1,1,3,3,2,6,2,3,3,4,4,3,4,1,1,1,1,1,2,2,2,3,2,2,1,1,3,2,2,2,1,2,2,2,1,1,2,6,2,3,1,3,4,1,3,2,3,3,4,3,2,1,1,2,2,2,7,1,2,2,2,2,1,2,3,2,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2019,1811,181,20191,2,2,3,3,2,1,4,9,2,2,2,2,1,2,5,2,1,1,6,1,4,3,1,3,2,5,5,6,2,1,3,1,1,5,5,3,4,6,3,2,3,2,3,1,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,7,2,8,3,1,2,1,2,2,3,3,4,2,3,1,2,1,2,4,8,2,2,3,1,1,1,1,2,2,2,1,2,3,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2021,1111,111,20211,2,3,2,3,1,4,1,5,2,2,1,1,1,2,4,1,1,1,1,1,5,3,3,5,2,1,2,6,2,2,2,1,4,4,3,2,1,4,4,3,5,3,4,2,1,1,1,1,2,2,2,2,1,2,2,1,2,3,2,2,2,1,2,2,2,1,1,2,12,2,1,3,3,4,1,2,2,4,3,3,1,3,4,2,7,2,4,6,1,3,3,1,1,1,1,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2022,1941,194,20221,1,2,3,1,2,3,4,6,2,2,2,2,2,2,2,1,1,1,1,1,4,2,1,4,1,5,3,6,2,2,1,1,4,2,3,2,6,5,3,3,4,4,3,3,1,1,1,1,1,2,2,2,1,2,2,1,2,3,2,2,1,1,2,2,2,1,1,1,7,2,3,1,2,3,2,3,3,4,3,3,3,2,4,1,2,2,4,7,2,2,3,4,3,1,1,2,2,2,1,2,30,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2024,1981,198,20241,1,3,3,2,2,4,4,6,2,1,2,2,2,2,3,3,1,6,1,1,4,4,2,4,7,1,6,6,1,1,1,1,4,3,5,1,3,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,12,2,2,6,2,5,1,3,3,4,3,3,1,4,2,1,7,2,3,7,1,2,3,2,2,1,2,2,2,2,2,2,2,1,2,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2025,1882,188,20251,2,3,2,2,1,3,1,5,2,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,2,1,2,3,3,3,5,5,3,3,4,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,1,1,1,2,2,2,6,2,3,3,1,2,2,3,2,3,2,3,1,2,1,2,3,7,3,3,3,2,1,1,3,3,1,2,2,2,15,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2030,1222,122,20301,2,4,1,2,1,4,4,1,2,1,2,1,2,2,4,1,1,1,1,1,4,2,2,3,2,5,1,1,2,1,2,1,4,2,2,2,3,4,4,3,4,3,3,2,1,1,1,1,1,2,1,2,1,2,1,2,2,3,2,2,2,2,2,2,2,1,1,1,4,2,1,6,3,3,1,4,4,4,4,4,1,2,2,2,7,2,5,6,2,3,4,3,2,2,3,3,2,2,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2031,1931,193,20311,2,2,2,3,1,4,3,4,2,1,1,1,2,2,5,1,1,1,1,1,4,2,3,4,1,1,1,2,1,1,1,1,4,5,2,3,4,4,5,4,5,4,5,5,1,1,1,1,1,2,2,2,1,1,1,2,1,3,1,2,2,1,2,2,1,1,1,2,2,2,2,7,5,5,1,4,5,5,4,4,1,6,2,2,3,2,2,7,3,4,4,2,1,4,1,4,2,2,2,2,0,0,2,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2
2033,1564,156,20331,2,3,3,2,1,4,9,4,2,1,2,2,1,2,5,1,1,1,1,2,4,3,3,4,7,2,5,6,1,1,1,1,4,4,5,1,1,5,2,2,4,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,3,1,2,2,2,2,2,1,1,1,1,7,1,2,1,2,5,1,4,5,4,3,4,1,9,2,2,1,2,5,8,2,3,3,1,1,1,1,2,2,2,2,2,0,0,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5
2037,1414,141,20371,1,3,2,2,1,4,6,9,2,1,2,1,2,2,3,1,1,1,1,1,5,4,3,4,3,1,3,5,3,3,2,1,2,3,2,4,5,3,3,3,5,5,4,4,2,1,1,2,2,2,2,2,1,2,2,2,2,5,2,2,1,2,2,1,1,1,1,2,3,2,1,2,3,4,1,3,4,4,3,4,1,4,2,1,8,2,3,6,2,2,2,1,1,2,1,2,1,2,2,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2038,1073,107,20381,1,4,1,2,1,5,4,3,2,2,2,1,2,2,5,1,1,1,1,1,5,2,1,1,1,1,6,6,2,5,2,1,2,3,4,4,6,3,5,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,1,1,1,2,2,1,1,1,1,10,2,1,2,2,5,1,4,5,4,4,4,1,3,2,1,1,2,3,7,1,1,1,1,1,1,1,1,1,2,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2040,1731,173,20401,2,3,2,3,1,4,3,5,2,2,2,1,2,2,4,1,1,1,1,1,4,3,1,1,1,5,5,6,1,4,1,1,4,4,3,2,1,2,3,3,3,2,4,3,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,1,12,2,1,2,3,4,1,4,3,4,3,4,1,4,2,2,7,2,4,6,2,2,2,2,1,1,1,2,2,2,2,2,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2042,1571,157,20421,1,3,2,3,1,4,6,9,2,2,2,2,2,2,3,1,1,1,1,2,4,3,3,2,1,5,5,6,1,8,1,1,2,2,3,2,2,4,3,2,5,4,4,4,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,1,1,1,2,7,2,2,1,3,2,1,4,3,3,3,3,1,4,4,1,7,2,3,8,2,2,2,2,2,2,1,2,2,2,2,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2044,1072,107,20441,1,3,2,2,1,4,4,3,2,2,2,2,1,2,2,1,1,1,1,1,4,3,3,3,1,1,1,2,3,3,1,1,4,2,1,6,6,1,4,4,3,4,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,3,2,2,2,1,2,1,1,2,1,2,2,2,3,1,3,1,2,2,2,2,2,2,1,2,1,1,7,2,4,6,1,3,1,1,2,1,1,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6
2047,1031,103,20471,1,3,3,3,2,1,4,3,2,2,2,2,2,2,3,1,1,1,1,1,3,1,1,1,2,3,2,3,1,2,1,2,1,1,2,4,6,4,2,3,1,3,2,3,2,1,1,1,2,2,2,2,5,1,2,2,2,3,1,2,2,1,2,2,2,2,2,2,12,2,8,1,3,3,2,3,4,4,3,2,1,2,2,1,1,2,2,8,1,2,2,2,1,2,1,1,2,2,2,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2052,1622,162,20521,1,4,2,1,1,4,6,3,2,2,1,2,2,2,4,1,1,1,1,2,4,1,1,1,1,5,2,3,4,4,3,1,4,4,2,3,2,2,4,3,5,4,4,2,1,1,1,1,1,2,2,2,1,2,2,2,1,3,1,1,1,1,2,2,1,1,1,1,1,1,2,1,3,4,1,5,5,3,4,3,1,4,4,1,7,1,5,6,2,3,3,2,2,1,2,1,1,2,1,2,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2054,1184,118,20541,1,4,1,4,1,3,3,4,2,2,2,2,2,2,5,1,1,1,1,1,4,4,3,5,2,1,5,6,1,2,3,1,2,4,3,2,3,5,3,2,3,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,1,3,1,1,2,1,2,1,1,1,1,1,5,2,8,3,2,4,1,3,4,5,4,3,1,4,2,1,7,1,2,7,2,2,2,2,1,1,1,2,2,2,2,2,7,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2057,1082,108,20571,1,3,3,4,1,4,4,1,2,1,2,1,2,2,4,1,1,1,1,1,4,4,1,4,2,5,5,6,2,4,2,1,3,4,4,3,5,5,4,3,3,3,4,4,2,2,2,2,2,2,2,2,4,2,2,1,2,3,2,2,2,1,2,2,1,1,1,2,4,2,1,3,3,3,1,4,4,4,3,4,3,1,2,1,7,2,4,7,3,3,2,2,1,1,2,2,2,2,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2059,1091,109,20591,2,2,2,2,2,4,3,4,2,2,2,2,2,2,4,1,1,1,1,1,4,3,3,1,1,5,4,6,1,2,2,1,4,3,3,3,6,5,5,5,5,5,5,4,1,1,1,1,2,2,2,2,3,2,1,1,2,3,1,1,1,1,2,2,1,1,1,1,4,2,6,1,4,4,1,4,4,4,3,4,1,4,3,2,7,2,4,7,1,2,2,1,1,1,1,1,2,2,2,2,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
2060,1083,108,20601,2,3,2,3,1,4,5,4,2,2,2,1,2,2,4,1,1,1,1,1,4,3,3,5,1,3,4,6,2,1,2,1,4,4,4,3,4,3,4,3,3,2,4,2,1,1,1,1,2,2,2,2,2,2,2,2,1,3,2,2,2,1,2,2,1,1,1,2,7,2,8,1,3,4,1,2,3,2,2,3,1,5,3,2,7,2,4,9,1,2,2,2,1,1,2,2,2,2,2,2,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2064,1081,108,20641,1,3,2,4,1,4,3,4,2,1,2,1,2,2,4,1,1,1,1,1,4,1,1,1,2,5,4,6,2,2,1,1,2,4,4,2,3,5,4,3,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,2,1,2,2,1,2,2,2,5,2,6,9,2,4,1,3,5,3,4,4,1,4,2,1,7,2,4,10,3,4,2,2,1,1,1,2,2,2,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2065,1261,126,20651,1,3,3,3,2,2,4,6,2,2,2,2,2,2,3,2,1,1,3,1,4,3,1,4,6,5,6,6,2,1,1,1,5,1,5,2,6,6,3,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,3,1,1,8,1,3,2,3,3,3,2,2,3,2,4,1,2,2,2,6,2,3,3,3,2,2,2,2,2,2,2,2,2,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2067,1841,184,20671,2,2,4,1,1,3,4,5,2,2,2,2,2,2,3,3,1,6,1,1,2,1,1,1,2,5,6,6,1,2,1,1,4,2,5,4,5,6,3,4,4,3,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,7,2,1,9,3,4,1,2,2,2,3,3,9,1,2,2,1,2,3,6,1,3,2,2,2,1,1,1,2,2,2,2,10,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6
2070,1393,139,20701,1,3,2,3,1,5,4,1,2,2,2,2,2,2,4,1,1,1,1,1,4,3,1,1,2,5,3,6,1,2,1,1,1,3,3,2,5,4,3,3,3,4,3,2,1,1,1,1,1,2,2,2,1,2,2,2,1,3,2,2,2,1,2,2,1,1,1,1,11,2,2,1,3,4,1,2,2,3,2,3,1,2,3,1,1,2,4,7,1,2,2,2,1,1,1,1,2,2,2,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2071,1124,112,20711,2,3,1,2,1,4,3,6,2,1,2,2,2,2,4,1,1,1,1,1,4,3,2,1,1,5,4,6,1,1,2,1,4,3,5,2,4,6,4,4,1,1,5,4,1,1,1,1,1,2,2,2,3,2,2,2,1,3,2,1,2,1,2,1,1,1,1,2,3,2,6,3,3,4,1,2,2,3,3,4,2,9,1,2,2,2,4,9,1,2,2,1,1,2,2,3,2,2,1,2,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2074,1852,185,20741,1,4,2,2,2,5,4,3,2,2,2,2,2,2,3,1,1,1,1,2,4,3,2,1,2,4,6,6,2,2,2,1,4,2,2,4,6,6,1,1,4,4,3,3,2,2,2,2,2,2,2,2,4,2,2,2,1,3,1,2,2,1,2,1,1,1,1,1,3,2,2,8,2,4,1,4,5,3,3,3,1,6,2,1,7,2,4,9,1,3,3,1,1,1,2,2,2,2,2,2,30,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2075,1472,147,20751,2,2,4,2,2,2,6,4,1,1,2,1,2,2,3,1,1,1,1,1,4,1,3,1,1,3,5,6,8,2,3,1,4,2,5,2,2,6,4,4,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,1,3,2,2,2,1,2,2,2,2,1,2,12,1,2,3,2,4,1,2,4,2,2,2,1,2,1,2,2,2,4,6,3,2,2,2,2,3,3,2,1,2,1,2,20,20,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2076,1422,142,20761,2,3,2,4,2,3,6,9,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,1,1,1,6,6,10,2,2,1,2,3,3,2,2,3,2,2,4,3,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,1,1,1,2,2,2,2,3,3,2,1,2,2,3,2,3,1,2,4,2,7,2,3,5,1,2,2,2,2,1,1,1,2,2,2,2,100,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2078,1834,183,20781,2,2,3,1,1,5,1,9,2,2,1,2,2,2,3,1,1,1,1,1,4,3,4,3,1,1,3,6,10,2,2,1,4,4,2,6,4,3,5,4,3,2,5,5,2,1,1,2,2,2,2,1,3,1,1,2,1,4,1,2,1,1,1,2,1,1,1,1,12,2,2,9,3,4,1,4,4,4,3,2,1,8,4,2,3,2,4,7,1,2,2,1,1,1,1,2,2,2,2,2,50,0,2,12,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6
2080,1943,194,20801,2,3,3,1,1,5,6,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,5,2,6,8,1,1,1,1,2,2,3,2,1,3,2,3,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,3,2,2,2,1,2,1,2,2,1,2,3,1,3,1,2,4,2,1,1,1,3,1,2,3,1,2,7,2,3,6,1,4,4,4,4,1,4,4,2,2,2,2,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2083,1441,144,20831,1,3,1,2,1,3,4,6,2,1,2,2,2,2,4,1,1,1,1,1,5,4,5,5,1,2,5,6,1,1,2,1,1,4,4,2,1,3,5,3,2,2,5,4,1,1,1,1,1,2,2,2,1,2,2,2,1,3,1,2,2,1,2,2,1,1,1,2,1,2,1,3,3,5,1,4,4,4,3,3,1,3,1,1,7,2,2,8,1,2,2,1,1,1,1,2,2,2,2,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2084,1364,136,20841,1,3,2,4,1,3,4,5,2,2,2,1,2,2,3,1,1,1,1,1,4,3,3,4,1,5,2,5,2,2,1,1,3,3,3,2,3,5,3,3,4,3,3,3,1,1,1,1,1,2,2,2,3,2,2,2,1,3,2,2,2,2,2,2,1,1,1,1,1,2,8,3,3,4,1,4,4,4,3,3,4,9,2,1,3,2,4,7,1,2,2,2,2,1,1,1,2,2,2,2,10,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
2086,1012,101,20861,1,4,1,3,1,5,4,3,2,2,2,1,2,2,5,1,1,1,1,1,4,1,1,1,2,1,6,6,2,2,2,1,4,5,5,1,5,6,4,3,5,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,1,2,1,2,3,2,2,10,3,3,1,2,2,2,4,5,1,5,2,1,7,2,5,7,2,2,2,1,1,1,1,4,2,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
