BYHID,BYSID,BYSCLASS,F1H01001,F1H01002,F1H01003,F1H01004,F1H01005,F1H01006,F1H01007,F1H01008,F1H02001,F1H02002,F1H02003,F1H02004,F1H02005C,F1H02006,F1H03001,F1H03002,F1H03003,F1H03004,F1H03005C,F1H03006,F1H04001,F1H04002,F1H04003,F1H04004,F1H04005,F1H05001,F1H05002,F1H05003,F1H06001,F1H06002,F1H06003
53591,5359,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,2,200,1490,2,2002,1,2,100,1332,2,300,50,30000,2,-5,250,80,80,1,1,1
53601,5360,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,2000,1723,2,2002,1,5,-5,0241,2,2000,800,-2,2,-5,1000,-4,-4,1,1,2
53611,5361,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,80,2323,1,2002,1,5,-5,2321,1,80,10,-6,2,-5,50,-4,-4,1,4,4
53621,5362,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,0933,1,2002,1,1,100,1032,2,250,0,5000,1,1000,250,10,10,1,1,1
53631,5363,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,400,0121,1,2002,2,-5,-5,-5,2,400,-3,-3,-3,-5,-3,50,50,1,1,1
53641,5364,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,3,400,0141,2,400,50,10000,1,-3,100,0,0,1,1,4
53651,5365,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0451,2,2002,2,-5,-5,-5,2,300,0,-2,2,-5,300,-4,-4,1,1,2
53661,5366,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,300,-3,2,2002,2,-5,-5,-5,2,300,100,-3,2,-5,200,70,0,1,2,3
53671,5367,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,100,0931,1,2002,1,4,50,1031,2,150,40,4000,1,2000,210,10,0,2,1,2
53681,5368,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,100,1031,2,2002,1,5,-5,1031,2,100,0,-2,1,1000,100,0,0,1,1,4
53691,5369,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,510,1412,2,2002,2,-5,-5,-5,2,510,200,20000,1,7000,300,60,50,1,1,3
53701,5370,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,400,0142,2,2002,1,5,-5,0252,2,400,250,40000,1,10000,100,0,0,1,1,3
53711,5371,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,100,1020,1,2002,1,3,100,0156,2,200,0,3000,1,2000,200,0,0,1,1,4
53721,5372,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,500,0511,2,2002,2,-5,-5,-5,2,500,100,-3,1,20000,350,60,60,1,1,1
53741,5374,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,300,1553,-2,2002,1,4,300,1031,2,600,150,3500,2,-5,400,30,0,1,2,2
53751,5375,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,220,0142,1,2002,1,2,60,1332,1,280,80,-2,2,-5,200,30,30,1,1,3
53761,5376,3,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,2,70,1330,2,70,0,6000,1,3000,200,50,50,1,1,1
53771,5377,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,3,300,0141,1,2002,2,-5,-5,-5,2,300,0,100000,2,-5,300,0,0,1,1,3
53781,5378,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,400,2030,1,2002,2,-5,-5,-5,2,400,200,10000,2,-5,200,0,0,1,1,2
53791,5379,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,350,0142,2,2002,2,-5,-5,-5,2,350,-3,-2,2,-5,180,-4,5,1,1,3
53801,5380,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,4,150,0156,1,150,50,10000,2,-5,100,50,50,1,1,3
53811,5381,3,2001,1,1,2,-5,1,-5,-5,2001,1,4,250,-3,2,2002,1,4,250,-3,2,500,100,10000,1,3000,400,20,0,1,2,3
53821,5382,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,400,0221,1,2002,1,1,140,0232,2,540,200,5000,2,-5,300,0,0,1,1,2
53831,5383,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,1031,2,2002,1,5,-5,1032,2,200,50,10000,2,-5,200,-4,-4,1,1,4
53841,5384,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,0932,2,2002,1,4,40,2320,2,190,0,1000,2,-5,100,0,0,2,1,3
53851,5385,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,1920,1,2002,1,4,50,1031,2,250,-2,15000,2,-5,200,0,0,1,1,3
53861,5386,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,500,0224,2,2002,1,2,100,1032,2,600,100,37000,2,-5,500,0,0,1,1,2
53871,5387,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,2321,2,2002,1,5,-5,2321,2,200,20,15000,1,4000,180,0,0,1,1,4
53881,5388,3,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,2,80,1970,2,80,0,10000,2,-5,100,0,0,2,1,2
53891,5389,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,170,1460,2,2002,1,5,-5,0252,2,200,0,8000,1,4000,300,15,0,1,1,3
53901,5390,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,250,0220,2,2002,2,-5,-5,-5,2,250,50,40000,2,-5,-2,30,30,1,1,2
53911,5391,3,3000,2,-5,-5,-5,-5,-5,-5,2001,1,3,-2,0142,-2,2002,2,-5,-5,-5,2,-2,-2,-2,2,-5,-2,-4,0,1,1,2
53921,5392,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,-3,0142,2,2002,1,5,-5,0142,2,400,30,-3,-3,-5,300,70,30,1,3,2
53931,5393,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,-3,0421,1,2002,2,-5,-5,-5,2,-3,-3,-3,2,-5,350,40,20,1,1,1
53941,5394,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,400,1912,2,2002,1,1,400,0451,2,800,0,-2,2,-5,800,0,0,1,1,2
53961,5396,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,1835,2,2002,2,-5,-5,-5,2,150,40,18000,2,-5,200,70,60,1,1,2
53971,5397,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,0932,1,2002,1,2,130,2123,2,150,80,3000,2,-5,120,30,15,1,1,3
53981,5398,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,100,9999,2,2002,1,4,200,0156,2,300,0,-2,2,-5,250,15,-4,1,2,4
53991,5399,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,0142,1,2002,1,1,100,1970,1,300,100,10000,2,-5,200,30,0,1,1,3
54001,5400,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,2322,1,2002,1,5,-5,2322,2,150,0,5000,1,-3,150,0,0,1,1,4
54011,5401,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,1031,2,2002,1,2,150,0150,2,350,0,15000,2,-5,300,0,0,1,1,4
54021,5402,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,0932,1,2002,1,2,100,0678,1,400,150,50000,2,-5,250,29,0,1,1,3
54041,5404,3,2001,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,-4,-5,-5,-5,-5,-5,190,0,10000,2,-5,190,14,0,2,1,2
54051,5405,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,3,500,0156,2,500,200,90000,1,10000,300,200,150,1,1,3
54061,5406,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,-2,1031,2,2002,1,5,-5,1031,2,-2,-2,-2,-2,-5,-2,10,-4,1,1,1
54071,5407,3,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,2,70,-3,2,70,0,3000,1,1000,70,0,0,1,2,3
54081,5408,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,400,0462,2,2002,2,-5,-5,-5,2,400,50,30000,2,-5,300,35,0,1,1,2
54091,5409,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,250,0930,1,2002,1,3,0,0156,1,250,0,-3,1,3000,250,0,0,2,3,4
54101,5410,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,-3,9999,2,2002,1,2,120,1032,1,-3,150,100000,2,-5,300,100,50,1,1,1
54111,5411,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,200,0152,-2,2002,2,-5,-5,-5,2,200,20,-6,-3,-5,180,0,0,1,1,3
54121,5412,3,2001,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,2,70,1330,2,70,0,25000,1,4000,80,0,0,1,1,3
54131,5413,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,250,2410,1,2002,2,-5,-5,-5,2,250,100,10000,2,-5,150,20,20,1,4,3
54141,5414,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,1031,2,2002,2,-5,-5,-5,2,300,50,30000,1,-3,250,130,90,1,1,1
54161,5416,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,180,2323,1,2002,1,5,-5,2322,1,180,3,10000,1,10000,170,0,0,1,1,4
54171,5417,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,1232,2,2002,2,-5,-5,-5,2,300,0,-3,2,-5,300,80,50,1,1,2
54181,5418,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,1460,2,2002,2,-5,-5,-5,2,200,0,10000,2,-5,150,50,0,1,1,2
54191,5419,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,250,0930,2,2002,2,-5,-5,-5,2,250,0,14000,1,5000,300,100,50,1,1,4
54201,5420,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,-3,0220,2,2002,2,-5,-5,-5,2,-3,-3,-3,2,-5,300,0,0,1,1,1
54211,5421,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,400,0154,2,2002,1,5,-5,0154,2,400,100,-2,2,-5,300,50,-4,1,1,1
54221,5422,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,0331,2,2002,2,-5,-5,-5,1,150,70,20000,2,-5,100,0,0,1,1,2
54231,5423,3,2002,1,1,3,1,-5,-5,-5,2001,1,4,300,-3,2,2002,1,1,150,1970,2,450,150,14000,2,-5,300,0,0,1,1,3
54241,5424,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,0121,2,2002,1,2,80,1552,2,230,0,9000,1,5000,150,0,0,1,1,3
54251,5425,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,1463,2,2002,2,-5,-5,-5,2,150,0,10000,2,-5,100,0,0,1,1,1
54261,5426,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,0934,2,2002,2,-5,-5,-5,2,300,0,-3,1,-3,250,30,0,1,2,3
54271,5427,3,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,1,150,2271,2,150,0,4000,2,-5,150,0,0,1,2,4
54281,5428,3,2002,1,3,3,1,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,2,-5,-5,-5,2,-3,0,-3,2,-5,150,0,0,1,1,3
54291,5429,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,350,1031,2,2002,1,5,-5,1031,2,350,100,-3,2,-5,220,70,70,1,2,1
54311,5431,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,80,0934,2,2002,1,1,50,1041,2,130,0,0,1,5000,130,0,0,2,3,4
54331,5433,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,250,1529,1,2002,2,-5,-5,-5,2,250,100,15000,2,-5,200,20,20,1,1,1
54341,5434,3,2002,1,3,3,1,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,100,1332,2,100,0,0,2,-5,100,20,20,1,4,3
54351,5435,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,250,1650,2,2002,1,2,100,1581,2,350,0,-2,2,-5,200,0,0,2,1,2
54361,5436,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,300,1031,2,2002,2,-5,-5,-5,2,300,50,-2,1,-2,250,-4,-4,1,1,2
54371,5437,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,-2,0141,2,2002,2,-5,-5,-5,2,-2,-2,-2,2,-5,350,-4,-4,1,1,2
54381,5438,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,-2,0142,-2,2002,1,5,-5,1830,2,-2,0,20000,1,-2,300,0,0,1,1,2
54391,5439,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,1,100,0959,2,100,0,2600,1,1000,100,10,0,2,2,2
54401,5440,3,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,2,-5,-5,-5,2,60,0,5000,2,-5,60,0,0,1,1,3
54411,5441,3,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,1,2002,2,-5,-5,-5,2,300,0,20000,2,-5,200,80,50,1,2,3
54421,5442,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,80,1490,2,2002,2,-5,-5,-5,2,80,0,-2,2,-5,100,0,0,1,1,3
54431,5443,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,0142,2,2002,1,5,-5,0142,2,400,0,0,1,10000,300,0,0,1,1,3
54441,5444,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,1540,2,-4,-5,-5,-5,-5,-5,200,10,5000,2,-5,180,0,0,1,1,4
54451,5445,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,150,0931,1,2002,1,2,100,1841,2,250,30,28000,2,-5,200,30,0,1,1,1
54461,5446,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,1460,2,2002,2,-5,-5,-5,2,200,100,70000,2,-5,100,0,0,1,1,3
54471,5447,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,350,2410,2,2002,2,-5,-5,-5,2,350,100,-2,2,-5,150,0,0,1,1,2
54481,5448,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,-3,0220,2,2002,1,1,-3,0232,2,-3,0,-3,-2,-5,-3,30,30,1,1,1
54491,5449,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,-3,1650,1,2002,1,4,-3,0150,1,-3,-3,-3,-3,-5,-3,0,400,1,1,4
54501,5450,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,250,2321,1,2002,1,4,0,2321,1,250,0,7000,1,5000,170,10,0,1,1,4
54511,5451,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,0154,2,2002,2,-5,-5,-5,2,300,100,-3,-3,-5,100,0,0,1,1,2
54521,5452,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,0224,1,2002,1,1,100,1970,1,250,20,10000,2,-5,230,50,50,1,1,3
54531,5453,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,1031,2,2002,1,5,-5,0232,2,300,50,40000,2,-5,250,30,30,1,1,1
54541,5454,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,0930,2,2002,2,-5,-5,-5,2,200,0,-2,1,-2,200,-4,-4,1,1,2
54551,5455,3,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,2,50,1121,2,50,0,0,1,3000,100,0,0,2,3,1
54571,5457,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,300,0141,2,2002,2,-5,-5,-5,2,300,50,4000,2,-5,150,60,0,1,2,1
54581,5458,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,0930,1,2002,1,2,150,2123,1,350,80,13000,2,-5,250,40,0,1,1,3
54591,5459,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,1031,2,2002,1,2,100,1331,2,300,30,5000,1,3000,270,30,20,1,1,3
54601,5460,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,0142,2,2002,2,-5,-5,-5,2,300,70,9000,1,3000,230,0,0,1,1,3
54611,5461,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,0156,2,2002,1,5,-5,0156,2,150,20,6000,1,-2,130,0,0,1,1,3
54621,5462,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,80,2271,2,2002,1,2,70,2271,2,150,0,0,1,5000,150,0,0,2,3,3
54631,5463,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,400,0141,2,2002,1,5,-5,0141,2,400,-2,-2,1,-2,250,-4,-4,1,1,1
54641,5464,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,1922,1,2002,2,-5,-5,-5,2,300,10,4000,1,1500,290,10,10,1,1,3
54651,5465,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,200,1460,1,2002,2,-5,-5,-5,2,200,50,-3,2,-5,150,0,0,1,2,3
54661,5466,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,400,0232,1,2002,2,-5,-5,-5,2,400,30,50000,2,-5,350,100,0,1,1,1
54671,5467,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,80,2320,2,2002,1,4,0,2320,2,80,0,3500,2,-5,40,0,0,1,1,4
54681,5468,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,300,1031,2,2002,2,-5,-5,-5,2,300,0,15000,1,9000,200,70,43,1,1,2
54691,5469,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,400,0861,2,2002,1,1,300,0220,2,700,100,-3,1,-3,450,60,60,1,2,1
54701,5470,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0220,2,2002,1,3,500,0142,2,800,200,-3,2,-5,200,100,50,1,1,3
54721,5472,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,1685,2,2002,2,-5,-5,-5,2,150,0,7000,1,2000,150,-4,-4,1,1,4
54741,5474,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,-3,0142,2,2002,1,5,-5,0142,2,-3,-3,-3,2,-5,400,200,100,1,3,2
54751,5475,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,170,2271,2,2002,2,-5,-5,-5,2,170,50,5000,1,3000,120,10,0,1,1,4
54771,5477,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0142,1,2002,1,4,100,1031,2,400,100,30000,2,-5,300,60,0,1,1,3
54781,5478,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,3,300,0142,1,2002,1,1,100,0332,1,400,50,1000,1,4000,350,30,20,1,1,3
54791,5479,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0411,1,2002,2,-5,-5,-5,2,300,130,-3,1,-3,200,0,0,1,1,1
54811,5481,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,100,2320,1,2002,1,5,-5,2320,2,100,0,5000,1,1000,100,0,0,1,1,4
54821,5482,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,450,0122,1,2002,2,-5,-5,-5,2,450,150,30000,1,1000,500,50,0,1,1,2
54831,5483,3,3000,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,80,2122,2,80,0,-2,2,-5,80,0,0,2,3,4
54841,5484,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,100,1490,2,-4,-5,-5,-5,-5,-5,100,0,100,1,2000,100,0,0,1,3,2
54851,5485,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,1020,2,2002,2,-5,-5,-5,2,150,0,25000,1,10000,100,0,0,1,1,3
54861,5486,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,-3,0322,1,2002,2,-5,-5,-5,2,-3,200,40000,2,-5,300,120,0,1,2,1
54891,5489,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,0220,2,2002,2,-5,-5,-5,2,150,15,3500,2,-5,130,0,0,2,2,2
54911,5491,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,1582,2,2002,1,1,300,0332,2,600,0,15000,2,-5,600,100,40,1,1,4
54921,5492,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,-3,0143,1,2002,2,-5,-5,-5,2,-3,-3,-3,-3,-5,300,100,30,1,1,1
54931,5493,3,3000,2,-5,-5,-5,-5,-5,-5,2001,1,1,-2,1810,-2,2002,1,1,-2,0640,1,-2,-2,-2,2,-5,200,100,10,1,1,2
54941,5494,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,0231,2,2002,1,1,150,0462,2,350,50,30000,2,-5,300,80,60,1,1,3
54951,5495,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,1460,1,2002,2,-5,-5,-5,2,350,100,-2,2,-5,250,0,0,1,1,4
54961,5496,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,4,200,1845,2,200,0,-3,2,-5,200,0,0,1,2,3
54971,5497,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,70,2271,2,80,0,2000,2,-5,80,0,0,1,2,4
54981,5498,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,1031,2,2002,1,5,-5,1031,2,300,0,8000,2,-5,100,-4,-4,1,1,4
55001,5500,3,1002,2,-5,-5,-5,-5,-5,-5,2001,1,4,0,2212,2,-4,-5,-5,-5,-5,-5,0,0,-2,-2,-5,70,0,0,1,4,3
55011,5501,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,130,1970,2,2002,1,2,80,0220,2,210,10,9000,1,3000,200,10,10,2,1,3
55021,5502,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,30,2320,2,2002,1,4,50,0156,1,80,0,4500,1,500,125,0,0,1,2,4
55031,5503,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0227,-2,2002,1,1,90,1311,1,390,60,10000,2,-5,350,5,0,1,1,3
55041,5504,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0532,1,2002,1,4,50,1031,2,350,100,20000,2,-5,250,0,0,1,1,4
55051,5505,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,180,0228,1,2002,1,1,180,0220,1,360,100,15000,2,-5,260,10,10,1,1,3
55061,5506,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,1640,2,2002,1,1,80,1970,2,230,0,7000,1,2000,230,0,0,1,1,3
55071,5507,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,70,1490,2,2002,2,-5,-5,-5,2,-2,0,0,1,-2,170,-2,-2,2,3,2
55081,5508,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,1970,1,2002,2,-5,-5,-5,2,200,50,15000,2,-5,150,15,0,1,1,3
55091,5509,3,4001,2,-5,-5,-5,-5,-5,-5,2001,1,3,-3,0112,-2,4001,2,-5,-5,-5,2,150,0,-3,2,-5,150,0,0,1,2,1
55101,5510,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,-2,0141,2,2002,2,-5,-5,-5,2,-2,0,-2,2,-5,300,200,140,1,1,2
55111,5511,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,-3,-3,2,2002,1,1,300,0452,1,350,100,-3,2,-5,250,0,0,1,1,1
55121,5512,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,400,1470,2,2002,1,1,70,1970,2,470,0,10000,2,-5,300,50,50,2,4,4
55131,5513,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,130,1520,2,2002,1,2,60,1121,2,190,5,8000,2,-5,180,0,0,1,1,3
55141,5514,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,250,2030,2,2002,2,-5,-5,-5,2,250,50,13000,2,-5,200,15,0,1,1,2
55151,5515,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,350,0151,1,2002,2,-5,-5,-5,2,350,200,10000,2,-5,100,0,0,1,1,3
55161,5516,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,1113,2,2002,2,-5,-5,-5,2,300,0,15000,2,-5,200,50,0,1,1,3
55171,5517,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,-3,1031,2,2002,1,5,-5,1032,2,-3,-3,-3,2,-5,-3,0,0,1,1,1
55181,5518,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0227,1,2002,2,-5,-5,-5,2,300,50,9000,2,-5,200,0,0,1,1,2
55191,5519,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,550,0123,1,2002,2,-5,-5,-5,2,550,50,45000,2,-5,400,0,0,1,1,2
55201,5520,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,100,0331,2,2002,1,2,80,1032,2,180,0,0,1,-3,180,0,0,2,4,2
55211,5521,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,600,2410,1,2002,2,-5,-5,-5,2,600,130,40000,1,4000,400,5,5,1,4,1
55221,5522,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,1411,2,2002,2,-5,-5,-5,2,300,10,6000,1,2000,250,0,0,1,1,4
55231,5523,3,2001,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,2,50,1970,2,60,0,8000,1,6500,25,0,0,1,1,2
55241,5524,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,350,-3,2,2002,2,-5,-5,-5,2,350,50,-3,2,-5,300,40,40,1,1,1
55251,5525,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,400,-3,1,2002,2,-5,-5,-5,2,400,100,-3,2,-5,300,30,30,1,1,3
55261,5526,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,1014,2,2002,1,2,100,1032,2,400,50,-2,2,-5,250,15,15,1,1,3
55271,5527,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0220,1,2002,2,-5,-5,-5,2,300,0,9000,2,-5,270,0,0,1,1,3
55281,5528,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,0227,2,2002,2,-5,-5,-5,2,200,0,5000,1,10000,-2,-4,-4,1,1,3
55291,5529,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,1460,-2,2002,2,-5,-5,-5,2,150,30,7000,2,-5,120,0,0,1,1,3
55301,5530,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,1684,-2,2002,2,-5,-5,-5,2,400,0,-2,2,-5,250,0,0,1,1,3
55311,5531,3,3000,1,3,3,4,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,2,-5,-5,-5,2,0,0,0,2,-5,-3,-4,-4,1,4,4
55321,5532,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,200,0142,2,2002,1,5,-5,0220,2,200,10,-2,-3,-5,190,100,70,1,1,1
55331,5533,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,400,0930,2,2002,2,-5,-5,-5,2,400,20,9000,2,-5,400,20,20,1,2,1
55341,5534,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,500,0411,1,2002,1,1,300,0452,1,800,200,150000,2,-5,300,40,0,1,1,1
55351,5535,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,250,0934,2,2002,2,-5,-5,-5,2,250,0,10000,2,-5,250,0,0,1,1,2
