BYHID,BYSID,BYSCLASS,F1H01001,F1H01002,F1H01003,F1H01004,F1H01005,F1H01006,F1H01007,F1H01008,F1H02001,F1H02002,F1H02003,F1H02004,F1H02005C,F1H02006,F1H03001,F1H03002,F1H03003,F1H03004,F1H03005C,F1H03006,F1H04001,F1H04002,F1H04003,F1H04004,F1H04005,F1H05001,F1H05002,F1H05003,F1H06001,F1H06002,F1H06003
39761,3976,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,100,0931,1,2002,1,1,150,1310,1,250,25,7000,1,1300,150,45,20,1,1,3
39771,3977,2,3000,2,-5,-5,-5,-5,-5,-5,2001,1,3,350,0141,2,2002,2,-5,-5,-5,2,350,-2,-2,1,5000,200,0,0,1,4,4
39781,3978,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,1044,2,2002,2,-5,-5,-5,2,200,0,10000,2,-5,100,30,-4,1,1,2
39791,3979,2,2001,1,1,1,-5,-5,-5,-5,2001,1,4,200,0930,2,2002,2,-5,-5,-5,2,200,10,-3,2,-5,100,0,0,1,3,1
39801,3980,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,70,2321,1,2002,1,4,0,2321,1,70,0,500,1,13000,80,0,0,2,1,4
39811,3981,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,1450,1,2002,1,1,50,1970,2,200,30,4000,2,-5,170,0,0,1,1,3
39821,3982,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,150,1490,1,2002,2,-5,-5,-5,2,150,0,0,2,-5,150,0,0,1,4,4
39831,3983,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,0930,1,2002,2,-5,-5,-5,2,270,40,25000,2,-5,230,40,0,1,1,3
39841,3984,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,100,0151,-2,2002,1,2,50,1045,1,150,40,-2,-3,-5,110,0,0,1,1,4
39851,3985,2,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,1,150,0332,2,150,0,-3,2,-5,150,0,0,1,2,3
39861,3986,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,0931,2,2002,2,-5,-5,-5,2,200,40,18000,2,-5,130,20,20,1,1,1
39871,3987,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,100,1031,2,2002,1,5,-5,1031,2,100,10,10000,1,3000,200,20,0,1,1,3
39881,3988,2,2001,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,1,65,1045,2,65,0,150,1,5000,65,0,0,2,3,3
39891,3989,2,3001,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,2323,2,2002,1,5,-5,2323,2,150,20,-3,2,-5,130,-4,-4,1,1,4
39901,3990,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,400,0332,2,2002,1,5,-5,0122,2,400,0,-3,-3,-5,-3,0,0,1,1,4
39911,3991,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,160,2251,2,2002,1,2,100,1468,2,260,50,10000,2,-5,180,30,12,1,1,3
39921,3992,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,150,1450,2,2002,1,2,50,-3,2,200,0,-3,2,-5,150,100,50,1,2,3
39931,3993,2,1002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,1002,1,4,50,1031,2,50,3,-2,1,800,47,0,0,1,1,4
39941,3994,2,1002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,1002,1,4,100,0156,1,100,0,2500,1,2500,100,0,0,1,1,4
39951,3995,2,1002,1,4,-5,-5,-5,2,1,1001,1,2,20,1490,2,1002,2,-5,-5,-5,2,20,0,0,1,1000,20,0,0,1,4,4
39961,3996,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,100,0152,2,2002,1,2,100,1845,2,200,30,2000,1,1000,200,0,0,1,2,2
39971,3997,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,1020,2,2002,1,2,100,1032,2,300,100,-3,2,-5,150,0,0,1,1,4
39981,3998,2,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,60,2271,2,60,0,0,1,-3,60,0,0,2,3,2
39991,3999,2,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,1,60,0722,1,60,8,160,1,-3,80,0,0,2,3,1
40001,4000,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,100,2321,2,2002,1,5,-5,2321,2,100,0,-3,1,13000,100,0,0,1,4,2
40011,4001,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,2,150,9999,2,2002,2,-5,-5,-5,2,150,0,8000,2,-5,150,0,0,2,1,1
40021,4002,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,0933,2,2002,2,-5,-5,-5,2,200,0,10000,2,-5,-2,-4,-4,1,1,2
40041,4004,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,1031,2,2002,2,-5,-5,-5,2,150,0,-3,-2,-5,150,0,0,1,1,3
40051,4005,2,2002,1,1,3,4,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,2,70,1332,1,150,15,1500,1,3000,200,-4,0,2,4,2
40061,4006,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,300,1031,2,2002,1,1,300,9999,2,600,50,-6,2,-5,200,18,-4,1,1,2
40071,4007,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,0931,2,2002,2,-5,-5,-5,2,150,0,8000,2,-5,50,-4,-4,1,1,2
40081,4008,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,2,80,1490,2,2002,2,-5,-5,-5,2,80,0,0,1,3000,80,0,0,1,3,3
40091,4009,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,250,1540,1,2002,1,1,80,2269,2,330,50,25000,2,-5,280,50,35,1,1,1
40101,4010,2,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,2,-5,-5,-5,2,100,0,-3,1,-3,100,35,10,2,3,1
40111,4011,2,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,50,2271,2,50,0,0,2,-5,50,0,0,1,2,3
40121,4012,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,-3,0221,1,2002,1,2,100,0332,1,-3,-2,10000,1,-3,250,0,0,1,2,3
40131,4013,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,70,1132,2,2002,2,-5,-5,-5,2,70,0,4500,1,2000,100,-4,-4,1,1,2
40151,4015,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,300,0141,-2,2002,2,-5,-5,-5,2,300,100,-2,2,-5,200,0,0,1,1,4
40161,4016,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,-4,0156,2,2002,1,5,-5,0156,2,0,0,0,1,2000,70,-4,-4,1,3,1
40171,4017,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,2321,2,2002,1,5,-5,2321,2,200,0,3000,2,-5,190,0,0,1,1,4
40181,4018,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,90,2321,1,2002,1,4,0,2321,1,90,0,2000,2,-5,80,0,0,1,1,4
40191,4019,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,3,200,0142,1,-4,-5,-5,-5,-5,-5,200,30,10000,1,3500,180,40,15,1,1,1
40201,4020,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,100,2322,1,2002,1,5,-5,2322,2,100,4,10000,1,2000,96,-4,-4,1,1,4
40211,4021,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,-2,0156,2,2002,1,5,-5,0156,2,-3,0,-2,2,-5,150,50,-4,1,1,2
40221,4022,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,250,0222,2,2002,1,1,100,1319,1,350,180,-3,1,2000,180,0,0,1,3,1
40231,4023,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,2322,1,2002,1,4,0,2322,1,200,0,5000,2,-5,200,0,0,1,1,4
40241,4024,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,2321,1,2002,1,5,-5,2321,2,200,0,7500,1,2000,150,0,0,1,1,4
40251,4025,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,0142,2,2002,1,5,-5,0142,2,300,30,8000,2,-5,300,-4,-4,1,1,2
40261,4026,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,2,200,1450,2,-4,-5,-5,-5,-5,-5,200,100,2000,2,-5,100,50,30,1,2,2
40271,4027,2,1002,2,-5,-5,-5,-5,-5,-5,2001,1,1,-2,1950,2,2002,1,2,-2,2262,2,-2,-2,5000,1,-2,-2,0,0,1,1,2
40281,4028,2,2001,1,2,2,-5,4,-5,-5,2001,1,4,100,2325,2,-4,-5,-5,-5,-5,-5,100,0,20000,1,3000,150,0,0,2,1,3
40301,4030,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,3,200,1031,2,-4,-5,-5,-5,-5,-5,200,0,-2,1,10000,150,-4,-4,1,1,2
40311,4031,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,120,2321,2,2002,1,4,120,2321,2,120,0,8000,1,10000,100,0,0,1,1,4
40321,4032,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,300,0141,1,2002,2,-5,-5,-5,2,300,150,20000,2,-5,150,50,0,1,1,2
40341,4034,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,80,2320,1,2002,1,5,-5,2320,1,80,0,-2,1,10000,80,0,0,1,1,4
40351,4035,2,2001,1,1,1,-5,-5,-5,-5,2001,1,2,150,0931,2,2002,1,2,100,2271,2,250,0,2000,1,2000,230,0,0,1,2,3
40361,4036,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,170,0930,2,2002,2,-5,-5,-5,2,170,0,5000,2,-5,170,0,0,1,2,3
40371,4037,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,180,0932,2,2002,1,2,100,-3,2,280,-2,5000,1,-3,250,-4,-4,1,1,3
40381,4038,2,1003,2,-5,-5,-5,-5,-5,-5,1003,2,-5,-5,-5,2,1004,2,-5,-5,-5,2,20,0,2700,2,-5,20,0,0,1,2,4
40391,4039,2,1002,2,-5,-5,-5,-5,-5,-5,2001,1,2,100,1490,2,1002,2,-5,-5,-5,2,100,0,0,-2,-5,100,0,0,1,3,3
40401,4040,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,150,1450,2,2002,1,4,150,1212,2,300,100,-3,1,-3,200,7,7,1,1,3
40411,4041,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,140,1583,2,2002,1,1,140,1581,2,280,0,15000,1,3500,150,-4,-4,2,2,2
40421,4042,2,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,2,80,1331,2,230,70,10000,2,-5,150,0,0,1,1,1
40431,4043,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,2321,1,2002,2,-5,-5,-5,2,200,0,80000,1,5000,200,30,0,1,1,4
40441,4044,2,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,2,-5,-5,-5,2,40,0,0,2,-5,100,-4,0,1,4,2
40451,4045,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,100,2320,1,2002,1,5,-5,2320,2,100,3,3000,1,3000,100,0,0,1,1,4
40461,4046,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,0953,2,2002,1,2,90,1311,2,240,0,8000,1,500,300,0,0,2,1,2
40471,4047,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,150,0931,2,2002,2,-5,-5,-5,2,150,0,4000,1,700,150,0,0,2,1,3
40481,4048,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,2271,1,2002,1,1,100,2271,1,300,0,-3,-3,-5,200,0,0,1,-3,1
40491,4049,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,220,0223,1,2002,2,-5,-5,-5,2,220,50,20000,2,-5,170,-4,-4,1,1,3
40511,4051,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0450,2,2002,2,-5,-5,-5,2,300,80,-2,2,-5,220,0,0,1,1,1
40531,4053,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,120,1921,2,2002,2,-5,-5,-5,2,120,0,0,1,2000,150,0,0,2,3,3
40551,4055,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,130,2325,2,2002,1,5,-5,2325,2,130,0,2000,1,1000,100,0,0,1,1,4
40561,4056,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,350,0160,2,2002,1,5,-5,0160,2,350,100,10000,2,-5,150,-4,12,1,1,3
40571,4057,2,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,2,80,1332,2,80,0,6000,2,-5,150,0,0,1,1,3
40581,4058,2,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,2,-5,-5,-5,2,40,0,-2,2,-5,40,0,0,2,1,3
40591,4059,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,120,1333,2,-4,-5,-5,-5,-5,-5,120,0,0,1,3000,120,-4,-4,2,4,4
40601,4060,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,2,80,1461,2,-4,-5,-5,-5,-5,-5,80,0,300,2,-5,80,0,0,1,3,2
40611,4061,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,0933,1,-4,-5,-5,-5,-5,-5,150,0,2000,1,5000,150,0,0,1,2,1
40621,4062,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,1460,2,2002,2,-5,-5,-5,2,300,60,-3,2,-5,130,30,-4,1,1,1
40631,4063,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,120,1460,2,2002,1,1,100,-3,2,220,30,-3,2,-5,150,0,0,1,1,1
40651,4065,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,120,0932,2,2002,2,-5,-5,-5,2,120,0,-2,1,2000,120,15,0,2,1,3
40661,4066,2,2001,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,4,-2,2320,2,-3,10,-3,2,-5,150,0,0,1,2,1
40681,4068,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,100,0931,1,2002,2,-5,-5,-5,2,100,0,5000,1,5000,100,0,0,2,1,3
40691,4069,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,250,1460,2,2002,1,2,250,1032,1,500,200,-2,2,-5,250,0,0,2,1,2
40701,4070,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0252,1,2002,2,-5,-5,-5,2,300,0,-2,2,-5,300,100,0,1,1,3
40711,4071,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,30,2320,2,2002,1,5,-5,2320,2,30,5,1000,1,500,30,0,0,1,1,4
40721,4072,2,3000,1,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,100,0,0,2,-5,100,0,0,1,3,2
40731,4073,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,1581,1,2002,1,3,300,0156,2,600,100,7000,2,-5,160,30,0,2,1,2
40741,4074,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,3,-2,0151,2,2002,2,-5,-5,-5,2,-2,0,60000,1,6000,200,30,-4,1,1,2
40751,4075,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,500,0228,1,2002,2,-5,-5,-5,2,500,100,200000,2,-5,300,50,50,1,1,1
40761,4076,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,70,2320,1,2002,1,1,70,2271,1,140,0,-3,2,-5,140,0,0,1,1,3
40771,4077,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,120,1121,1,2002,1,2,70,1332,1,190,50,3500,2,-5,140,35,15,2,1,4
40791,4079,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,100,2325,2,2002,1,5,-5,2325,2,100,0,30000,2,-5,100,0,0,2,1,3
40801,4080,2,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,-3,1121,2,160,30,-3,2,-5,100,0,0,2,3,2
40811,4081,2,1002,2,-5,-5,-5,-5,-5,-5,2001,1,2,80,1490,2,-4,-5,-5,-5,-5,-5,80,0,0,2,-5,80,0,0,1,4,3
40821,4082,2,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,80,1121,2,80,4,1200,2,-5,80,0,0,2,2,3
40831,4083,2,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,2,-5,-5,-5,2,200,30,70000,2,-5,300,10,10,1,1,3
40841,4084,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,100,1490,2,2002,1,2,50,0220,2,150,0,8000,2,-5,150,45,45,1,1,1
40851,4085,2,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,50,1330,2,50,0,1900,2,-5,40,-4,-4,1,1,2
40861,4086,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,3,200,0142,2,-4,-5,-5,-5,-5,-5,200,0,0,2,-5,200,0,0,2,4,3
40881,4088,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,50,1529,1,2002,2,-5,-5,-5,2,50,0,10000,2,-5,100,10,10,1,1,3
40891,4089,2,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,4,70,0156,1,160,60,40000,2,-5,100,0,0,1,1,3
40901,4090,2,3001,2,-5,-5,-5,-5,-5,-5,2001,1,1,-2,0220,-2,2002,1,1,-2,2269,2,-2,-2,-2,2,-5,-2,-4,0,2,1,2
40911,4091,2,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,90,1332,2,90,0,2500,1,1700,90,0,0,1,2,3
40921,4092,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,120,0933,1,2002,2,-5,-5,-5,2,120,0,0,1,300,120,10,0,2,4,3
40931,4093,2,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,4,250,0129,2,250,0,100000,1,-3,400,8,0,1,1,4
40941,4094,2,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,120,1332,2,-2,0,-2,2,-5,120,0,0,1,1,2
40951,4095,2,2002,2,-5,-5,-5,-5,-5,-5,2001,-4,-5,-5,-5,2,2002,1,2,70,1330,2,70,0,3000,2,-5,70,0,0,1,1,3
40961,4096,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,100,2320,2,2002,1,5,-5,2320,2,100,0,5000,2,-5,150,20,20,1,1,3
40971,4097,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,400,0533,1,2002,2,-5,-5,-5,2,400,100,10000,1,3000,300,0,0,1,1,3
40981,4098,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,1031,2,2002,1,5,-5,1031,2,300,70,20000,1,7000,230,0,0,1,2,2
40991,4099,2,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,-3,1330,2,-3,0,300,1,-3,50,0,0,1,3,3
41001,4100,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,2,130,2332,2,2002,1,1,100,0332,1,230,0,1000,1,1000,200,30,0,1,3,4
41011,4101,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,90,1113,2,2002,1,2,80,1841,2,170,0,1000,1,4000,70,15,15,1,3,1
41021,4102,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,200,-2,2,2002,2,-5,-5,-5,2,200,0,5000,2,-5,100,0,0,1,2,1
41031,4103,2,2001,1,1,2,-5,1,-5,-5,2001,1,2,150,0141,2,2002,2,-5,-5,-5,2,150,0,0,1,10000,150,0,0,1,3,3
41041,4104,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,380,2410,1,2002,2,-5,-5,-5,2,380,100,8000,2,-5,150,0,0,1,4,4
41051,4105,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,-3,1031,2,2002,1,2,-3,0813,1,-3,200,-2,2,-5,250,110,50,1,1,1
41081,4108,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,-3,1524,2,2002,2,-5,-5,-5,2,-3,-3,-3,1,-3,200,40,0,1,1,2
41091,4109,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,0930,2,2002,1,1,80,2271,2,380,0,1000,1,4000,380,0,0,1,3,3
41111,4111,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,0930,1,2002,1,2,80,1841,2,230,0,500,1,3000,230,0,0,2,3,4
41121,4112,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,170,1121,2,2002,2,-5,-5,-5,2,170,-2,-2,2,-5,150,40,20,1,1,3
41131,4113,2,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,2,100,1331,2,100,0,100,1,2000,100,8,8,1,3,3
41151,4115,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,30,2320,2,2002,1,2,100,1331,2,130,60,10000,1,4500,75,-4,-4,1,1,4
41161,4116,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,170,2322,1,-4,-5,-5,-5,-5,-5,170,0,0,1,5000,170,0,0,1,3,4
41181,4118,2,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,1,100,0220,2,200,0,-3,2,-5,200,40,20,1,3,3
41191,4119,2,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,2,-5,-5,-5,2,20,0,500,2,-5,7,-4,-4,2,1,2
41201,4120,2,3001,2,-5,-5,-5,-5,-5,-5,2001,1,1,-2,1581,2,2002,2,-5,-5,-5,2,-2,-2,10000,2,-5,-2,8,0,1,1,2
41221,4122,2,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,120,1310,1,120,0,0,1,3000,120,0,0,1,3,3
41231,4123,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,50,2320,2,-4,-5,-5,-5,-5,-5,50,0,2000,2,-5,50,-4,-4,1,2,4
41241,4124,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,2,50,1490,2,-4,-5,-5,-5,-5,-5,50,0,0,2,-5,50,-4,-4,1,3,3
41251,4125,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,30,1490,2,2002,1,2,70,1332,2,100,0,1500,2,-5,100,-4,-4,1,3,4
41261,4126,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,120,1920,-2,2002,1,2,130,1330,2,250,50,6000,2,-5,200,-4,-4,1,1,3
41271,4127,2,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,40,9999,2,40,0,-2,2,-5,40,0,0,1,1,4
41281,4128,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,200,1031,2,2002,1,5,-5,1031,2,200,20,15000,2,-5,200,18,8,1,1,2
41291,4129,2,1004,2,-5,-5,-5,-5,-5,-5,2001,1,1,-2,0931,1,1004,2,-5,-5,-5,2,-2,0,-2,-2,-5,50,-2,-2,2,4,1
41301,4130,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,-3,0225,2,2002,1,2,100,1331,2,-3,20,15000,1,5000,-2,100,0,1,1,3
41311,4131,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,-3,0170,1,2002,2,-5,-5,-5,2,-3,50,-3,1,-2,150,18,18,1,1,3
41321,4132,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,2321,1,2002,1,5,-5,2321,2,150,0,-2,2,-5,150,17,7,2,1,4
41331,4133,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,100,1583,2,2002,1,2,50,1332,2,150,30,2000,1,500,120,0,0,2,2,2
41351,4135,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,100,1490,2,2002,2,-5,-5,-5,2,100,0,0,2,-5,100,20,-4,1,3,3
41361,4136,2,1004,2,-5,-5,-5,-5,-5,-5,1003,2,-5,-5,-5,2,1004,1,4,30,2320,2,30,0,500,1,5000,30,0,0,1,1,4
41371,4137,2,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,2,150,1310,2,150,130,-3,1,500,20,20,0,1,3,3
41401,4140,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,0931,1,2002,2,-5,-5,-5,2,150,2,7500,1,5000,150,0,0,2,2,1
41421,4142,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,70,1490,2,2002,1,1,100,1581,-2,170,0,8000,2,-5,170,10,0,1,1,4
41431,4143,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,-2,0953,1,2002,2,-5,-5,-5,2,-2,0,-2,2,-5,100,15,15,1,4,4
41441,4144,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,100,2271,2,2002,2,-5,-5,-5,2,100,0,-3,2,-5,100,0,0,1,2,4
41451,4145,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,1031,2,2002,1,1,300,1032,2,600,-3,-3,2,-5,300,16,16,1,1,2
41461,4146,2,4001,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,4001,2,-5,-5,-5,2,0,0,0,1,-2,100,0,0,2,4,1
41471,4147,2,2001,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,-4,-5,-5,-5,-5,-5,80,0,4500,-3,-5,120,0,0,1,2,1
41481,4148,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,0141,2,2002,1,4,100,1020,2,300,50,13000,2,-5,100,25,0,1,1,1
41491,4149,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,-3,1020,1,2002,1,3,-3,1031,2,-3,-3,-3,-3,-5,-3,0,0,1,1,1
41501,4150,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,3,-3,1031,2,2002,1,5,-5,1032,2,-3,-3,-3,2,-5,-3,-2,-2,2,1,1
41511,4151,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,100,2322,2,2002,1,5,-5,2322,2,100,0,0,1,10000,150,-4,-4,1,4,4
41521,4152,2,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,800,2325,1,2002,1,5,-5,2325,1,800,300,60000,1,40000,500,0,0,1,1,4
41531,4153,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,120,1835,2,2002,1,2,40,1842,2,190,30,1000,2,-5,100,0,0,2,3,1
41541,4154,2,3001,2,-5,-5,-5,-5,-5,-5,6001,1,1,170,0220,2,3001,1,1,150,0640,2,320,70,15000,1,1000,-2,25,-4,1,1,2
41551,4155,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,-3,0931,2,2002,2,-5,-5,-5,2,-3,-3,-3,2,-5,30,0,0,1,1,3
41561,4156,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,150,1490,2,2002,1,2,50,1122,2,200,0,8000,1,-3,120,15,0,1,1,1
41581,4158,2,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,100,1490,2,2002,2,-5,-5,-5,2,100,0,-3,1,-3,80,50,-3,1,1,2
