BYS02001,BYS02002,BYS02005,BYS02006,BYS02007,BYS02008,BYS02009,BYS02010,BYS02011,BYS03002,BYS03003,BYS03004,BYS04001,BYS04002,BYS04003,BYS04004,BYS04005,BYS04006,BYS07015,BYS07016,BYS07017,BYS07018,BYS07019,BYS07020,BYS07021,BYS07028,BYS08008,BYS10004,BYS11007,BYS11008,BYS11009,BYS11010,BYS11011,BYS11012,BYS11013,BYS11014,BYS11015,BYS11016,BYS12025,BYS20022,BYS22004,BYS22005,BYS22007,BYS22008,BYS22009,BYS22016,BYS23001,BYS24003,BYS24004,BYS26008,BYS32001,BYS32002,BYS32003,BYS32004,BYS32005,BYS32006,BYS32007,BYS32008,BYS32009,BYS32010,BYSID
2,3,1,4,4,5,3,3,3,1,1,1,2,3,2,5,3,3,5,4,5,5,4,1,5,1,4,1,5,4,1,1,1,1,1,1,5,5,2,8,3,2,3,4,4,3,1,167,63,3,1,1,2,4,3,4,5,3,5,5,5195
3,2,3,1,3,4,5,5,5,1,1,2,2,3,2,4,2,4,2,1,3,1,1,1,5,5,2,1,5,3,1,1,3,3,3,3,5,4,1,6,5,3,2,5,3,3,1,172,64,2,2,2,2,1,3,3,4,2,4,3,5196
2,2,3,1,2,4,4,3,2,2,2,2,4,4,3,4,3,4,5,5,4,3,3,2,3,1,2,4,4,4,5,5,3,3,3,3,4,4,4,11,3,3,3,3,3,3,1,170,56,1,1,1,2,4,2,2,4,2,3,4,5198
3,3,2,4,3,3,3,2,4,1,1,1,3,3,3,3,4,3,3,4,4,4,3,1,4,4,2,2,4,2,3,2,2,3,2,3,5,4,5,11,4,3,2,5,2,2,1,170,62,1,1,1,2,2,4,2,4,2,4,4,5199
3,4,3,4,3,4,3,3,3,1,2,2,3,3,3,4,2,4,4,4,4,4,4,1,3,3,2,2,3,3,1,1,2,2,3,2,4,3,3,2,3,3,3,4,4,3,1,173,80,2,1,1,2,2,2,3,3,3,4,4,5200
3,4,3,3,2,2,2,2,3,1,1,1,2,2,3,5,3,4,2,4,5,3,4,3,3,1,3,5,5,5,4,4,4,3,4,4,4,2,4,4,3,4,3,4,4,2,3,160,65,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5203
3,3,4,4,1,1,2,1,3,2,1,2,5,3,3,5,3,4,3,5,4,3,2,3,4,2,6,1,3,3,1,1,5,3,1,1,5,4,4,2,3,3,3,4,4,4,1,169,59,2,1,1,2,3,4,3,4,3,4,4,5204
4,3,3,3,4,3,3,4,2,1,1,1,4,4,4,4,3,4,4,4,4,3,4,2,5,1,2,1,1,3,4,4,3,3,1,1,5,5,4,2,3,3,2,4,3,1,1,175,68,1,2,1,2,3,3,3,4,2,3,3,5206
3,3,2,4,3,4,3,3,3,2,1,2,3,3,3,3,3,3,5,4,5,3,3,3,4,4,12,2,3,3,4,4,4,3,2,3,4,3,4,1,3,4,3,3,3,3,1,174,73,1,1,1,2,2,2,3,3,2,3,3,5211
3,3,3,3,3,4,3,4,3,1,1,1,4,4,3,5,3,4,3,4,4,3,3,3,3,3,2,1,3,2,3,2,3,2,3,2,5,4,4,3,4,3,3,4,5,4,1,176,71,2,1,1,2,1,4,3,4,3,4,4,5213
4,3,3,2,3,3,3,2,4,1,1,1,3,2,2,4,2,3,3,2,4,3,2,3,4,3,4,2,2,1,5,4,3,3,1,1,5,5,3,7,2,2,2,3,3,3,1,174,60,2,1,1,2,4,3,3,3,3,4,5,5215
3,3,3,3,4,3,3,3,3,1,1,1,1,3,4,5,4,5,4,4,4,4,5,2,4,1,4,1,2,2,3,3,3,3,3,3,5,5,2,2,4,4,2,5,5,4,1,174,60,2,1,1,2,2,3,3,4,2,4,3,5219
3,4,3,3,2,2,3,2,2,1,1,1,4,4,3,4,3,5,5,5,4,4,5,3,5,2,8,2,4,4,1,1,4,5,4,4,4,5,3,2,4,2,3,5,5,4,1,166,65,2,1,1,2,2,3,2,3,3,3,4,5220
3,3,4,5,2,3,4,3,4,2,1,2,3,1,3,2,3,3,4,3,4,3,3,2,4,1,8,2,3,3,3,3,4,4,3,3,3,3,3,7,3,3,3,3,3,3,1,175,70,2,1,1,2,3,3,3,4,3,5,5,5221
5,4,4,3,5,4,3,3,4,1,1,1,3,2,3,4,3,3,4,5,4,3,5,2,4,1,13,1,1,1,2,2,3,3,3,3,2,1,3,3,2,2,3,3,3,3,4,164,46,2,1,1,2,4,3,3,4,4,3,3,5222
3,3,4,2,4,4,3,4,4,2,2,2,3,2,2,3,3,4,4,3,4,3,3,2,5,2,8,1,1,1,4,3,4,1,1,1,4,3,4,1,4,4,3,4,3,3,1,174,68,1,2,1,2,3,2,2,2,2,3,2,5223
3,3,2,2,3,2,2,2,2,1,1,1,3,3,3,3,3,3,5,5,5,5,5,1,5,4,4,2,5,3,1,1,1,1,1,1,3,3,3,1,2,2,3,3,3,3,1,189,85,1,1,1,2,5,3,3,5,3,4,5,5225
4,4,4,3,4,4,4,4,4,2,1,2,3,3,2,3,3,3,5,5,4,4,4,1,5,3,13,2,4,3,2,2,4,3,4,3,2,2,4,2,3,3,3,3,4,3,3,161,50,2,2,1,2,3,3,3,4,4,4,4,5226
4,4,2,3,4,3,4,4,4,1,1,1,4,3,3,4,3,3,4,5,4,4,4,1,5,1,14,3,2,2,1,1,3,3,1,1,3,3,5,2,3,2,3,3,4,3,1,158,47,3,1,1,2,5,3,4,5,4,4,5,5227
4,3,3,3,4,3,3,3,3,1,1,1,3,3,2,3,2,3,4,3,3,4,4,2,3,1,6,1,3,3,3,3,3,3,3,3,3,3,4,2,3,2,3,3,3,3,3,146,44,1,1,1,2,3,1,2,4,3,4,3,5231
4,5,4,2,5,5,4,3,5,1,1,1,5,4,4,5,4,5,5,5,4,5,5,1,5,2,13,5,5,4,3,2,5,5,5,5,5,4,4,3,5,5,2,5,5,5,3,159,59,1,1,1,2,4,4,4,5,3,5,5,5233
3,3,2,2,4,4,3,2,4,1,1,2,3,3,3,4,3,4,4,4,4,3,3,1,4,3,1,1,4,3,4,3,4,3,2,2,4,4,3,2,3,3,3,4,3,2,1,165,52,1,1,1,2,4,2,3,4,3,3,4,5235
3,2,2,2,5,5,2,3,1,2,2,2,3,5,4,5,2,5,4,3,4,5,4,2,5,4,2,2,4,3,4,3,2,1,1,1,3,2,4,1,1,1,2,4,4,2,1,145,36,3,1,1,2,4,3,3,3,3,4,4,5236
2,2,2,4,3,4,2,2,3,1,1,1,3,4,3,2,3,1,3,5,4,3,2,4,3,1,1,6,1,1,4,3,5,1,4,2,4,1,5,9,1,1,2,1,2,1,3,172,65,2,1,1,2,3,3,3,4,5,4,4,5237
4,3,3,2,3,4,2,3,2,2,1,2,1,3,1,4,3,3,3,4,4,4,3,2,3,3,1,1,4,3,5,3,5,4,5,4,5,4,2,1,4,1,3,3,3,2,4,158,48,2,1,1,2,1,3,3,4,2,3,4,5243
2,2,2,5,5,5,2,5,5,2,1,2,3,3,3,5,3,3,4,5,5,4,5,1,5,1,13,1,5,4,1,1,4,5,4,4,1,1,4,5,1,2,3,5,4,3,4,162,60,3,1,1,2,3,3,3,4,3,4,5,5244
4,4,2,3,3,4,3,3,3,1,1,1,4,3,3,4,3,4,3,5,4,4,4,2,3,3,5,2,3,2,3,2,3,3,4,3,3,3,4,1,3,3,3,4,3,3,3,162,48,2,2,1,2,3,3,3,4,3,3,4,5245
3,4,2,3,3,2,2,2,3,1,1,1,3,3,4,3,2,4,3,4,3,4,4,3,4,3,13,2,2,2,3,3,4,4,4,3,2,2,4,2,4,4,2,4,3,3,1,175,63,3,1,1,2,2,3,3,4,2,3,4,5246
4,4,4,4,3,4,2,3,4,1,1,1,3,2,2,4,3,4,4,4,4,4,4,3,4,4,3,5,2,3,4,4,4,2,4,2,2,1,4,2,4,4,3,4,4,3,3,164,65,2,1,1,2,4,4,5,4,3,5,5,5251
3,4,3,4,4,4,4,3,3,1,1,1,4,3,2,4,2,3,4,4,4,4,4,3,4,2,3,2,3,3,2,2,3,3,4,4,3,3,3,3,2,2,3,3,4,4,4,164,64,1,1,1,2,3,2,3,4,3,3,5,5252
4,5,3,3,2,2,3,4,3,1,1,1,4,3,4,5,2,4,-5,-5,-5,-5,-5,-5,-5,2,5,4,3,2,5,5,4,3,3,2,3,3,4,7,4,4,1,4,3,3,3,176,75,2,1,1,2,4,3,4,4,1,3,4,5253
3,4,3,3,4,4,3,2,3,2,1,2,3,4,3,4,3,4,3,3,4,3,3,2,3,3,12,2,4,4,2,2,4,3,4,3,4,4,3,7,3,3,3,3,3,3,1,160,45,2,1,1,2,3,3,3,4,3,4,5,5255
3,3,3,3,4,5,3,4,3,1,2,2,2,3,3,3,3,4,4,5,3,3,3,3,3,3,8,2,2,2,3,3,2,2,3,3,2,2,3,3,2,1,3,3,3,2,3,180,64,2,1,1,1,3,3,3,4,3,4,4,5256
2,1,2,3,3,3,3,3,4,2,1,2,3,4,4,5,3,4,3,3,2,3,2,2,3,4,14,2,3,2,3,2,4,3,5,4,3,4,2,7,3,3,2,3,3,3,3,151,45,2,3,2,2,3,4,3,4,3,3,4,5257
2,1,2,5,5,4,4,2,3,2,2,2,2,2,3,4,2,4,4,3,3,4,4,1,4,2,5,2,1,1,3,3,2,1,2,1,3,2,4,11,1,2,2,4,4,2,1,165,56,3,1,1,2,4,4,4,4,4,4,4,5258
4,4,5,4,4,4,3,5,5,1,1,1,4,4,3,4,3,5,5,5,5,5,5,1,5,3,6,5,4,4,5,5,5,5,2,2,4,3,3,11,4,3,3,4,4,4,3,174,58,1,1,1,2,4,3,3,4,4,4,4,5259
4,3,2,2,3,2,3,2,2,1,2,2,3,3,2,5,2,4,3,3,3,2,5,3,2,1,1,1,4,2,1,1,3,3,1,1,5,5,4,5,3,2,2,4,3,2,4,173,92,2,2,1,1,3,3,3,4,1,3,3,5260
2,2,2,3,2,4,3,2,3,2,2,2,3,3,4,3,4,4,4,4,4,5,4,3,4,3,2,2,4,3,3,3,2,3,2,4,5,3,4,2,2,2,3,3,3,3,1,178,52,3,2,1,2,3,1,2,4,3,3,3,5261
2,3,3,3,2,2,4,2,2,2,1,1,3,4,4,5,2,3,4,5,5,4,5,2,4,1,5,1,4,3,2,2,5,5,4,4,5,5,4,1,4,5,3,4,4,3,1,158,52,2,2,2,2,3,4,3,5,4,4,4,5262
2,2,5,4,2,3,5,4,1,2,1,2,5,4,2,4,2,3,4,5,4,5,1,1,4,3,3,1,4,3,1,1,1,1,2,2,4,4,5,11,3,3,1,3,4,4,1,171,62,1,1,1,2,4,3,2,4,3,4,4,5263
4,1,1,5,1,1,4,2,5,1,1,2,4,5,5,4,5,5,4,4,5,3,4,2,4,2,4,1,1,3,4,3,3,1,3,3,5,4,4,11,4,4,3,4,5,3,3,181,65,3,1,1,2,5,4,4,5,4,4,4,5268
3,2,2,4,2,3,4,4,3,1,1,1,4,3,3,4,4,4,4,4,4,3,3,2,4,3,5,2,5,4,5,4,5,3,4,4,4,4,4,9,2,2,4,4,3,4,2,176,72,1,1,1,2,3,2,2,4,3,4,4,5269
3,4,3,3,5,4,5,3,3,1,1,1,4,3,3,3,3,4,5,4,4,4,4,1,4,3,13,5,4,2,3,3,2,2,4,3,3,2,3,3,2,2,3,4,4,2,3,164,52,2,1,1,2,2,2,2,3,2,2,4,5270
4,4,3,3,4,4,4,3,4,2,2,2,3,2,2,4,2,5,1,1,2,3,3,3,3,3,2,2,5,3,1,1,2,2,1,1,2,2,3,11,2,2,2,5,5,3,1,162,58,3,1,1,2,3,2,3,4,3,4,5,5274
2,3,4,5,4,4,4,4,5,2,1,2,3,5,3,4,3,4,5,3,5,4,4,3,4,3,8,2,1,1,4,3,3,3,5,4,3,2,5,11,3,3,3,5,2,3,4,163,72,2,2,2,1,2,3,3,3,3,3,2,5275
3,3,2,2,3,4,1,2,4,2,1,1,4,4,2,5,3,5,4,4,5,5,5,2,5,3,8,1,4,4,5,4,1,1,5,5,1,1,4,7,2,1,3,4,4,3,1,160,67,3,1,1,2,2,2,3,4,3,4,4,5276
3,4,2,4,3,3,3,3,3,2,1,2,3,2,2,3,3,4,4,4,4,3,3,3,5,2,13,2,2,2,5,4,5,5,5,4,5,1,4,11,4,3,3,4,4,3,4,155,46,2,2,2,2,3,3,3,4,3,3,4,5277
2,2,1,3,4,2,2,3,2,1,1,2,4,2,3,5,2,3,4,4,3,5,4,3,5,4,13,3,3,2,4,4,4,2,4,4,4,4,4,11,4,4,2,4,3,4,3,156,56,3,2,1,2,2,3,2,4,3,3,4,5278
3,3,3,4,3,3,3,3,4,2,1,1,4,3,3,4,3,4,5,4,5,5,5,2,4,3,6,1,2,2,3,3,5,5,3,3,3,3,3,8,4,4,3,4,4,4,3,155,52,2,1,1,2,3,4,3,4,3,4,4,5279
3,1,3,1,3,3,5,3,3,2,2,1,3,3,2,4,3,3,3,4,4,4,3,2,4,3,6,1,1,1,4,3,5,4,5,1,2,3,1,4,3,3,3,3,2,3,3,173,55,2,1,1,2,3,4,3,4,3,3,4,5283
3,4,3,3,2,2,2,2,2,2,2,2,3,4,4,3,3,3,3,5,4,4,4,4,4,1,2,1,1,1,2,2,1,1,1,1,3,3,4,11,2,2,2,3,3,5,3,180,80,2,1,1,2,4,3,4,3,3,4,4,5284
4,4,1,2,2,3,3,2,2,1,1,1,2,5,4,4,3,4,5,5,3,5,5,1,4,2,13,1,1,1,3,2,3,2,2,2,5,5,4,9,4,3,3,3,4,3,3,174,63,1,2,1,1,2,5,4,4,3,4,3,5285
3,4,3,2,3,2,2,3,3,2,1,2,3,1,2,3,3,4,3,4,3,4,3,2,3,2,3,1,1,2,3,3,3,1,4,2,2,1,4,2,2,2,2,4,3,3,1,135,55,3,1,1,2,3,2,2,1,4,2,4,5286
4,4,4,3,3,4,5,5,2,1,1,1,3,3,3,5,3,4,4,4,4,5,5,2,5,3,2,2,3,2,4,3,4,4,3,3,3,3,4,2,4,4,3,4,4,3,4,168,60,2,1,1,2,3,4,4,4,4,4,4,5288
3,3,4,4,3,4,4,2,3,1,1,1,3,3,3,3,2,3,3,4,4,4,3,3,3,1,12,2,4,2,4,3,3,2,3,3,3,3,4,9,3,3,2,3,3,3,2,163,56,3,1,1,2,2,2,2,3,2,2,4,5289
4,3,4,3,3,4,5,3,4,1,1,1,4,4,4,5,3,4,4,4,4,3,4,2,4,2,12,2,2,1,4,3,3,3,2,2,2,2,3,11,4,3,2,4,3,3,3,158,53,1,1,1,2,2,3,2,4,1,4,5,5291
4,4,3,3,3,4,4,3,4,1,1,2,4,4,4,4,4,4,4,5,5,3,3,3,4,3,4,2,4,4,3,3,2,2,2,2,4,3,4,1,3,3,3,4,4,3,1,168,68,2,1,1,2,4,4,3,4,3,4,4,5293
3,2,3,4,2,3,3,3,3,1,1,2,4,4,3,4,3,4,3,3,2,2,3,2,4,3,2,1,3,2,2,3,3,4,4,4,4,4,4,2,3,3,3,4,3,3,1,183,88,2,1,1,1,4,3,4,4,3,4,4,5296
2,3,2,5,3,2,2,3,3,2,1,2,2,3,3,4,3,4,2,4,3,4,4,2,4,3,13,1,2,2,2,2,2,2,3,2,5,5,4,7,3,2,3,3,4,3,1,170,55,1,1,1,2,1,3,2,3,3,4,3,5298
4,4,3,4,5,4,4,3,3,1,1,1,3,4,4,3,3,4,4,5,4,4,4,1,4,3,4,2,2,2,3,3,4,3,2,3,5,5,4,1,4,4,3,4,3,3,1,164,54,2,1,1,2,2,4,4,3,4,4,3,5302
2,3,2,2,4,4,2,3,4,2,1,1,3,3,3,4,3,3,3,2,4,2,3,4,2,3,8,1,3,2,1,1,3,3,2,1,5,4,3,2,3,3,2,3,3,3,1,176,67,1,2,1,2,1,4,4,3,1,4,3,5303
3,3,2,3,4,2,4,4,2,1,1,1,2,3,4,5,2,5,5,3,5,3,4,1,5,2,13,2,1,1,4,3,5,5,4,3,5,5,5,4,3,3,2,5,5,5,1,164,49,2,2,1,2,5,3,3,4,4,4,3,5305
3,2,3,3,3,4,4,4,4,1,1,2,3,3,2,2,3,4,4,4,4,3,3,1,5,3,2,2,3,3,3,3,3,3,4,3,3,2,4,11,3,2,3,4,3,2,1,152,43,2,1,1,2,4,2,3,3,3,4,4,5307
2,3,3,3,2,2,2,3,3,2,2,2,2,3,3,4,3,3,4,4,4,4,2,3,4,3,8,4,4,3,3,3,3,3,3,3,4,3,4,1,3,3,3,4,3,2,4,176,87,2,1,1,2,2,2,2,2,2,4,4,5308
2,3,1,3,3,3,4,4,3,2,1,1,4,3,2,3,3,4,3,3,3,2,1,3,3,1,6,2,3,1,4,2,3,2,3,2,1,1,4,11,4,3,1,4,3,3,3,158,61,2,1,1,2,2,3,2,4,2,3,4,5310
3,2,3,5,2,3,1,4,5,1,1,2,3,4,2,4,5,4,3,4,5,3,5,3,4,1,2,1,3,4,2,2,1,1,1,2,5,4,3,7,4,2,2,4,5,3,1,174,75,2,1,1,2,3,3,3,4,3,4,5,5313
3,3,3,4,2,3,2,2,2,2,2,2,4,3,4,4,2,3,4,4,2,4,4,3,4,3,1,1,3,2,1,1,4,3,3,2,2,1,4,2,2,4,2,3,3,2,1,158,55,3,2,1,1,3,3,2,4,3,3,2,5316
3,4,2,3,4,4,3,2,3,2,1,2,2,3,3,4,2,4,3,3,4,3,3,2,4,1,12,1,1,1,4,4,2,2,2,1,4,4,2,11,4,2,2,4,4,2,2,174,61,3,1,1,2,3,3,3,3,3,3,3,5317
4,4,3,4,3,4,4,3,3,2,1,1,3,2,2,3,3,5,4,5,5,4,5,1,4,1,14,2,3,3,5,5,3,3,3,4,5,5,4,11,3,4,3,4,4,3,3,165,59,2,1,1,2,4,4,4,4,3,4,4,5318
5,3,2,3,3,4,3,2,4,1,1,1,4,4,3,3,3,5,1,5,4,4,2,5,3,2,2,1,5,4,2,3,4,3,2,2,5,3,4,2,4,3,2,5,4,4,1,179,77,1,1,1,2,4,4,4,5,3,5,5,5320
2,3,4,4,3,5,4,4,3,2,1,1,2,2,2,3,3,3,4,3,5,3,3,2,5,3,4,2,3,1,4,3,4,3,5,3,5,3,4,11,2,3,3,3,3,3,1,173,75,2,1,1,2,3,2,3,4,3,3,5,5322
3,3,3,3,4,4,4,4,4,2,1,1,5,4,4,4,4,4,5,5,5,4,4,1,5,3,5,2,2,2,4,4,4,3,4,2,5,5,3,9,3,4,4,4,4,4,3,180,73,1,1,1,2,4,4,4,4,4,4,5,5323
4,3,4,4,2,4,4,4,3,1,1,1,5,4,4,4,3,4,4,5,4,4,4,1,5,1,2,1,1,1,4,3,4,1,1,1,4,4,4,3,3,2,3,4,4,3,1,175,60,2,1,1,2,4,3,3,4,3,4,4,5324
1,2,2,5,3,2,1,3,3,2,1,2,3,1,2,4,3,3,4,3,4,3,4,2,4,3,2,2,3,3,1,2,1,2,1,2,2,3,4,2,3,2,2,4,5,2,1,160,52,3,1,1,2,4,3,2,3,3,3,4,5326
2,3,2,3,2,2,2,3,2,2,1,1,4,5,4,5,3,5,5,5,4,5,5,2,5,3,6,2,4,3,1,1,4,4,5,2,4,3,3,2,5,4,3,5,5,2,1,169,75,2,1,1,2,3,3,3,4,2,3,4,5329
2,2,3,3,3,3,3,3,4,2,2,1,3,4,4,4,3,3,5,4,4,5,3,2,4,4,10,1,1,1,3,3,3,3,2,2,4,3,2,5,3,3,3,4,4,3,3,167,46,2,1,1,2,3,3,3,5,3,4,5,5330
3,3,3,4,3,4,5,3,3,1,1,1,5,4,3,4,3,4,5,4,3,4,4,3,5,2,13,2,1,1,3,3,4,2,3,3,5,4,2,11,4,3,2,4,5,4,1,166,51,2,1,1,2,3,4,3,4,3,5,4,5331
3,3,2,3,3,1,3,2,3,1,1,2,3,4,4,4,2,4,3,4,4,3,3,3,5,3,2,2,3,1,3,3,4,3,4,4,5,4,5,2,4,3,3,3,3,3,1,177,69,2,3,2,2,4,3,3,4,3,3,3,5332
4,3,2,3,4,4,4,3,4,2,1,2,3,4,4,4,3,5,5,4,4,3,4,3,5,1,2,1,3,2,4,3,3,2,5,4,5,4,4,2,4,2,2,4,4,2,1,163,55,3,1,1,2,4,3,3,4,2,3,4,5335
3,3,3,3,3,4,4,4,4,1,1,1,3,4,3,3,3,4,3,5,4,4,4,4,4,3,5,3,1,1,4,4,3,3,3,3,3,4,2,1,4,3,3,4,4,3,4,159,52,2,1,1,2,4,3,3,3,3,4,5,5338
4,4,3,3,3,4,3,2,2,1,2,2,3,4,3,4,3,5,3,5,4,5,4,3,5,3,1,2,2,1,4,3,5,1,1,1,4,3,4,5,2,1,3,3,4,3,3,155,55,1,1,1,2,3,3,3,4,3,4,4,5339
4,4,3,3,4,3,4,5,5,2,1,1,3,4,4,4,3,4,5,5,5,5,5,1,5,3,2,1,3,2,4,3,5,4,3,2,5,3,4,7,4,4,3,4,3,3,1,152,53,2,1,1,2,3,2,2,4,3,4,4,5340
3,3,3,4,1,3,3,2,3,1,1,1,3,2,2,4,3,3,3,3,3,4,4,1,4,1,8,1,2,2,3,3,4,3,3,3,2,3,3,1,2,3,3,3,3,2,3,159,48,2,1,1,2,1,2,2,4,2,3,4,5341
4,4,4,4,5,4,4,3,4,1,1,1,3,4,3,4,3,4,4,4,4,3,4,3,4,4,2,2,4,3,3,3,4,3,2,2,5,3,3,11,3,3,3,4,4,4,1,176,98,3,1,1,2,3,3,3,4,2,4,4,5342
3,3,3,4,3,4,4,4,4,1,1,2,5,4,3,3,2,5,4,3,4,3,4,2,4,1,2,1,1,1,4,1,4,3,5,4,2,1,5,4,3,3,3,3,3,2,1,172,67,2,1,1,2,2,2,2,5,3,4,4,5345
4,3,4,2,4,5,5,3,4,2,1,1,3,1,3,5,3,4,4,5,5,4,5,4,5,4,-5,2,2,3,4,3,1,2,3,1,3,2,4,2,3,3,3,4,4,2,1,157,48,2,1,1,2,3,2,2,4,4,2,5,5346
3,3,2,3,3,3,2,2,3,1,1,2,2,2,2,4,2,3,3,4,4,3,2,2,3,2,5,2,4,3,4,3,4,2,4,3,4,3,4,11,2,2,2,3,3,2,1,167,53,2,1,1,2,3,3,3,4,3,4,5,5348
3,2,4,3,2,4,5,4,4,1,1,1,4,3,2,4,3,4,2,3,2,2,1,4,2,3,8,2,4,3,1,2,4,3,4,3,4,4,4,11,3,2,2,3,3,3,3,154,53,2,2,1,2,2,2,1,4,3,3,4,5349
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,5,3,5,3,4,3,2,2,1,1,4,4,2,2,2,2,5,5,3,1,4,2,4,4,4,4,4,172,63,2,1,1,2,3,2,2,4,3,3,4,5354
2,2,3,3,4,3,3,3,4,1,1,1,5,5,5,5,3,5,3,3,2,3,3,3,5,1,8,1,1,1,1,1,4,3,4,3,4,3,4,3,5,5,2,5,4,5,4,165,55,1,2,2,2,2,5,4,5,2,4,4,5355
3,3,2,4,5,5,4,4,4,2,1,1,4,2,1,3,3,4,2,5,5,3,5,2,3,2,6,2,4,3,2,1,5,5,3,3,5,5,3,8,5,5,2,5,4,3,3,157,60,3,2,1,2,1,5,3,3,3,4,3,5356
3,2,2,3,4,5,4,5,5,1,1,1,3,3,2,5,3,4,5,4,5,4,4,2,5,1,6,1,2,3,4,3,4,4,1,1,1,2,3,3,3,2,3,4,3,2,1,171,85,2,1,1,2,5,2,3,5,3,4,5,5357
4,4,4,3,3,2,2,3,1,1,1,1,5,5,3,3,4,4,4,5,4,4,4,2,4,4,2,2,4,3,1,1,2,1,3,2,4,3,4,2,2,2,3,4,3,3,1,183,60,1,2,1,2,3,3,3,5,4,5,5,5358
3,3,3,4,4,4,3,4,4,1,2,2,3,4,3,4,2,4,4,4,5,5,5,1,3,3,13,2,4,1,3,2,4,2,3,2,5,4,4,2,4,3,4,3,4,3,1,174,70,2,1,1,2,2,5,3,4,5,4,4,5360
3,3,4,5,4,5,4,3,2,2,1,1,4,4,3,5,4,4,4,4,4,4,3,1,4,1,8,1,2,2,4,3,3,3,2,2,5,5,4,2,4,4,3,4,3,4,1,175,65,2,2,1,1,2,3,3,4,4,4,3,5361
4,2,2,5,4,4,3,3,4,1,1,2,4,2,2,4,3,4,4,4,3,4,2,2,4,3,6,2,1,1,3,3,4,4,2,2,4,3,4,3,3,3,2,3,3,2,1,164,47,3,1,1,2,4,4,3,3,3,4,4,5362
3,5,4,4,3,3,4,4,3,1,2,2,3,3,2,3,3,5,5,5,5,5,5,1,5,3,1,1,2,2,1,1,4,3,5,4,5,5,5,11,3,2,4,4,5,4,1,164,49,2,1,1,2,4,3,3,4,4,3,5,5363
3,3,3,3,3,2,5,2,3,2,1,1,4,4,3,5,3,5,5,4,5,5,4,2,5,3,10,2,3,3,4,4,4,3,4,3,1,1,3,2,4,4,4,4,3,3,4,156,46,3,2,2,2,2,4,3,4,3,4,3,5364
5,5,3,5,4,4,5,5,4,1,1,2,4,3,3,5,3,5,5,5,5,5,5,1,5,2,13,2,5,5,3,3,3,3,2,1,2,1,3,1,2,3,2,5,5,4,1,167,80,2,1,1,2,5,4,4,5,4,5,5,5367
3,3,2,2,3,5,4,3,3,2,1,2,2,3,2,4,2,5,4,4,3,4,5,3,3,3,8,2,1,1,4,4,5,3,5,4,3,2,3,11,4,4,4,4,3,2,1,155,51,2,1,1,2,3,3,3,3,3,3,3,5368
3,3,3,4,2,5,4,2,2,1,1,1,4,5,4,4,3,5,4,4,5,5,5,2,5,4,13,3,2,2,4,3,5,4,3,2,4,2,4,9,4,3,3,4,4,2,3,153,66,4,1,1,2,2,4,3,4,3,3,4,5369
2,2,2,3,1,2,2,2,2,2,1,2,3,5,4,5,3,4,3,3,5,3,3,3,5,3,2,1,3,3,1,1,5,3,3,2,1,1,2,5,3,2,3,3,2,3,1,157,53,2,3,1,2,3,4,3,4,3,4,3,5370
3,3,4,-2,4,4,3,3,4,1,1,1,1,4,3,4,2,4,4,2,4,4,4,2,4,4,8,1,1,2,2,1,4,3,5,3,4,3,3,3,2,4,3,5,4,4,1,164,60,2,2,2,2,2,2,3,4,1,3,3,5371
4,3,4,2,3,4,3,5,4,2,1,1,4,3,4,3,3,5,5,4,4,5,3,1,5,3,3,4,1,1,4,3,4,2,4,4,2,1,4,2,3,2,3,4,3,3,1,164,61,2,2,1,2,4,3,3,4,4,4,4,5372
3,3,2,4,4,3,3,2,3,2,1,1,2,4,2,5,2,4,4,2,4,5,5,3,4,1,2,1,1,1,4,3,5,4,2,2,3,2,2,2,4,3,2,4,2,3,2,164,60,2,1,1,2,3,3,3,4,3,4,4,5374
4,4,3,3,4,4,4,4,3,2,1,2,4,4,2,4,4,4,4,5,5,3,4,3,3,2,2,2,3,2,2,3,4,3,2,2,3,2,4,11,3,3,3,4,3,2,4,160,55,2,2,1,2,2,4,4,4,4,5,4,5376
3,3,2,3,2,3,2,2,3,2,1,2,3,2,4,5,3,4,5,3,3,3,2,1,3,3,13,2,5,4,3,2,4,3,3,2,4,3,1,1,2,4,3,4,3,3,3,180,75,1,3,1,2,4,2,4,4,3,4,5,5378
3,3,3,2,3,3,4,3,3,1,2,2,3,4,4,4,3,4,4,3,5,3,2,1,5,1,2,2,2,2,4,3,4,2,3,2,4,3,4,11,3,3,3,4,4,3,3,179,66,1,3,1,2,2,3,3,4,3,3,3,5381
4,3,2,4,4,4,3,3,2,1,1,2,3,4,4,5,3,4,4,5,5,3,3,2,2,3,4,4,1,1,4,4,1,1,1,1,5,5,4,1,4,4,3,4,4,2,4,174,75,1,1,1,2,5,3,3,4,3,4,4,5382
3,3,2,4,3,2,3,1,3,2,1,2,4,3,4,5,3,4,3,5,4,3,3,3,3,3,2,1,3,2,2,1,3,3,3,3,2,3,3,5,3,3,3,3,3,3,1,170,50,1,1,1,2,3,3,3,4,3,3,4,5383
