BYAID,BYA01001,BYA02001,BYA02002C1,BYA02002C2,BYA02002C3,BYA02002C4,BYA02002C5,BYA02003,BYA02004,BYA02005,BYA02006,BYA03001,BYA03002,BYA03003,BYA03004,BYA03005C,BYA03006,BYA03007,BYA03008,BYA04001,BYA04003,BYA04004,BYA04005C,BYA04006,BYA05001,BYA05002,BYA05003,BYA05004,BYA05005,BYA05006,BYA05007,BYA05008,BYA05009,BYA05010,BYA05011,BYA05012,BYA05013,BYA06001,BYA06002,BYA06003,BYA06004,BYA06007,BYA06008,BYA06009,BYA06010,BYA06011,BYA06012,BYA06013,BYA06014,BYA06015,BYA07001,BYA07002,BYA08001,BYA08002,BYA08004,BYA08005,BYA08006,BYA08007,BYA08008,BYA08009,BYA08010,BYA08011,BYA08012,BYA08013,BYA08014,BYA08015,BYA08016,BYA08017,BYA08018,BYA08019,BYA08020,BYA08021,BYA08022,BYA08023,BYA08024,BYA08025,BYA08026,BYA08027,BYA08028,BYA08029,BYA08030,BYA08031,BYA08032,BYA08033,BYA08034,BYA08035,BYA09001,BYA09002,BYA09003,BYA09004,BYA09005,BYA09006,BYA09007,BYA09008,BYA09009,BYA09010,BYA09011,BYA09012,BYA09013,BYA09014,BYA09015,BYA09016,BYA09017,BYA09018,BYA09019,BYA09020,BYA09021,BYA09022,BYA09023,BYA09024,BYA09025,BYA09026,BYA09027,BYA09028,BYA10001,BYA10002,BYA10003,BYA10004,BYA10005,BYA10006,BYA10007,BYA10008,BYA10009,BYA10010,BYA10011,BYA10012,BYA10013,BYA10014,BYA10015,BYA10016,BYA10017,BYA10018,BYA10019,BYA10020,BYA10021,BYA10022,BYA10023,BYA10024,BYA10025,BYA10026,BYA10027,BYA10028,BYA10029,BYA10030,BYA10031,BYA10032,BYA10033,BYA10034,BYA10035,BYA10036,BYA10037,BYA10038,BYA10039,BYA10040,BYA10041,BYA10042,BYA10043,BYA10044,BYA10045,BYA10046
211,2,1,70,-4,-4,-4,-4,1,2,5,2,1,1,2,2,-4,3,3,3,2,1,1,712,3,1,3,2,3,2,3,1,2,2,3,3,2,2,30,20,20,20,182,30,10,95,220/224,3,0,5,0,1,46,3,1,2,1,1,3,1,1987,1132,39,86,373,381,378,13,13,13,0,36,0,2,6,21,40,16,0,0,1,0,23,0,0,1,186,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5384,981163,1336,987883,0,0,1890,0,1890,2867780,1058349,3926129,140558,0,140558,598,0,0,0,301524,369047,670572,40661,5768291,4047799,382684,88486,0,55580,1793,0,0,0,220123,0,0,64418,9771,23259,192271,5940,0,0,376247,671906,5468371
212,1,2,-5,-5,-5,-5,-5,1,1,4,2,1,1,2,2,-4,4,4,5,1,3,1,610,3,4,4,3,3,4,4,2,4,4,4,4,4,4,15,200,9,15,97,18,36,98.6,212/223,8,15,12,-3,1,45,2,1,1,1,1,3,1,1991,928,30,73,317,302,309,9,9,9,3,29,2,9,11,9,17,10,8,6,1,0,29,0,0,1,337,428609,437149,865759,247902,289531,537432,24567,6368,30934,3262,3005,0,0,0,111866,1552258,68565,99991,168556,212686,491143,233818,23091,74518,1035257,291234,0,1495047,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
213,2,2,-5,-5,-5,-5,-5,1,2,10,1,1,1,2,2,03,3,3,3,1,2,1,408,3,5,5,4,4,3,4,2,4,4,4,4,4,4,148,50,8,15,9,12,16,99.5,200/224,1,33,0,0,1,53,2,1,2,1,1,1,1,1964,795,24,61,265,259,271,8,8,8,0,1,0,0,1,12,19,14,9,4,2,0,27,0,0,0,258,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3617,621178,1114,625909,106740,7658,43931,205456,363785,2505582,903616,3409198,53512,10239,63751,551,0,0,0,203540,421496,625036,8971,5097200,3592043,459289,69745,4074,215470,1277,0,0,0,71309,0,0,66461,26638,5608,87402,13808,0,0,401960,601878,5015083
214,2,2,-5,-5,-5,-5,-5,1,1,2,1,1,1,2,2,-4,4,4,5,1,2,1,307,4,3,4,3,4,4,3,2,4,4,4,4,2,4,40,15,1,4,25,47,3,96.8,208/224,4,20,9,0,1,50,2,1,2,1,2,3,1,1994,444,15,31,154,141,149,5,5,5,0,7,0,3,5,7,4,6,2,2,2,0,5,0,0,0,137,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2219,372773,373,375366,0,0,11489,11461,22950,1298057,471176,1769233,69918,9668,79587,0,0,0,0,106192,54601,160793,1710,2409638,1639634,448378,38696,4178,0,915,1800,0,0,40599,0,0,29819,8280,4332,12644,1792,0,0,54601,111467,2285667
215,2,1,70,-4,-4,-4,-4,1,3,4,1,1,1,1,1,05,5,1,5,1,1,1,102,4,3,4,3,3,4,4,1,5,5,4,5,5,5,18,34,50,18,282,10,5,99.46,209/223,3,47,12,1,1,56,3,1,2,1,1,2,1,1974,991,30,63,336,319,336,10,10,10,0,36,0,2,8,9,12,11,13,6,2,0,18,0,0,0,403,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4521,896683,1953,903157,99286,7196,41349,72111,219941,2279206,916343,3195549,37141,0,37141,896,0,0,0,252971,303473,556444,11196,4924324,3467211,259437,0,5169,101001,0,0,0,0,507422,0,0,52678,7777,56337,155333,5515,0,0,303537,581176,4921416
216,1,2,-5,-5,-5,-5,-5,2,-5,-5,2,1,1,1,2,09,3,3,4,4,3,1,307,3,3,3,3,5,3,3,2,4,4,4,4,2,2,0,200,0,125,0,29,22,97,221/221,5,18,11,0,1,56,3,2,1,1,1,1,1,1945,687,24,57,197,174,316,6,7,10,1,38,4,10,6,13,11,4,1,6,2,0,16,0,0,2,297,228535,195777,424312,148595,205869,354464,21449,8096,29545,2607,500,0,195,0,195,811623,48702,121806,170508,166707,82186,163049,11404,11815,435161,205869,0,811538,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
217,2,2,-5,-5,-5,-5,-5,1,5,5,1,1,1,2,2,07,4,4,4,3,2,1,509,4,4,4,3,4,4,4,3,5,5,5,4,3,5,0,179,0,75,60,22,40,98.44,223/223,2,47,5,0,1,59,3,2,2,1,1,2,1,1958,960,30,63,309,324,327,10,10,10,0,20,0,1,1,3,19,13,12,12,2,0,16,0,0,1,344,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5270,1074233,1610,1081113,0,0,11141,0,11141,2831717,1124987,3956704,0,55613,55613,1181,0,0,0,244361,311834,556195,3889,5665836,3710210,1039784,131961,0,0,823,0,0,0,9500,0,0,54608,19856,18370,125561,0,0,0,311834,530229,5422507
218,2,1,30,-4,-4,-4,-4,2,-5,-5,2,1,1,2,2,03,4,4,4,1,1,1,101,3,3,4,4,4,4,4,2,4,4,4,4,3,4,0,150,0,98,31,17,32,97,215/223,3,48,0,0,1,43,2,2,2,1,1,1,1,1973,810,26,53,286,240,284,9,8,9,0,7,0,3,7,9,20,10,2,1,1,0,20,0,0,0,307,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4879,920313,2024,927216,0,0,5269,0,5269,2147513,873349,3020862,0,20119,20119,1978,0,0,0,233512,279344,512856,20490,4508790,2667199,1207528,35302,0,0,1045,0,0,0,0,0,0,44676,12068,37417,61948,0,0,0,279344,435453,4346527
219,2,2,-5,-5,-5,-5,-5,1,4,5,2,1,1,2,2,-4,4,3,3,1,2,1,206,4,3,4,4,5,4,4,1,5,4,4,4,2,3,0,88,1,39,30,15,20,95,221/225,5,28,0,0,1,44,2,2,2,1,2,3,1,1979,423,16,35,158,99,166,5,5,6,0,4,0,2,4,9,14,3,1,0,1,1,11,0,0,0,170,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2686,470359,996,474041,0,0,0,0,0,1505509,392932,1898441,31761,9979,41740,0,0,0,0,97123,138021,235144,8592,2657958,1768522,606775,0,0,0,422,0,0,0,42417,0,0,29209,5848,14555,41003,0,0,0,138021,228636,2646772
220,2,1,10,22,70,-4,-4,1,5,4,1,2,1,2,2,-4,4,3,3,2,1,1,509,4,4,5,5,4,4,4,3,2,2,3,4,3,3,5,300,3,150,80,28,0,99.75,200/224,15,0,5,0,1,49,3,2,2,1,1,2,1,1955,1480,45,97,478,492,510,15,15,15,0,47,2,8,6,13,26,20,15,5,2,0,26,7,0,1,516,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8262,1655525,1333,1665120,0,0,15920,0,15920,3459537,468469,3928006,18042,0,18042,9742,0,0,0,368133,495078,863211,11296,6511337,4765618,723831,3945,0,0,0,0,0,0,98054,0,0,78150,19382,52860,217474,0,0,0,495077,862943,6454391
221,2,1,70,30,-4,-4,-4,1,4,5,1,1,1,1,1,03,4,4,5,1,2,1,611,4,5,5,3,2,4,5,2,5,4,4,4,3,5,0,180,0,148,133,22,27,98,214/223,14,66,0,0,1,50,3,2,2,1,1,2,1,1972,1258,39,82,412,431,415,13,13,13,0,40,1,12,4,6,33,16,7,3,0,0,16,0,0,0,461,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7021,1465663,2349,1475033,0,0,45080,0,45080,2898062,236116,3134178,15608,5524,21132,2066,0,0,0,320283,395711,715994,29332,5422815,4104821,493381,32150,0,0,1075,0,0,0,9997,0,0,67692,23995,81098,149472,0,0,0,395711,717968,5359392
222,2,2,-5,-5,-5,-5,-5,1,3,4,2,1,1,1,1,-4,4,4,5,1,2,1,101,3,4,5,4,2,1,4,2,4,3,4,5,3,5,0,0,0,125,242,74,77,98,216/221,1,45,33,0,1,55,2,2,2,1,1,3,1,1977,1287,45,94,471,380,436,15,15,15,0,4,0,3,1,4,16,25,24,19,2,0,31,1,0,4,458,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8296,1415948,3120,1427364,0,0,69378,622,70000,4653576,380809,5034385,54934,0,54934,6434,0,0,0,304679,345489,650168,38659,7281944,5749328,754206,104,0,0,423,0,0,0,106429,0,0,81190,49516,63376,106618,0,0,0,345489,646189,7256679
223,1,2,-5,-5,-5,-5,-5,1,3,6,1,1,1,2,1,-4,4,4,5,1,2,1,105,5,2,5,1,5,5,5,3,5,5,5,5,3,2,4,31,6,160,21,6,11,98.99,216/221,7,19,10,0,2,39,2,2,1,1,1,3,1,1973,750,27,67,249,252,249,8,8,8,3,39,3,14,6,14,16,5,2,4,3,0,28,0,0,1,228,375448,617160,992608,176323,326770,503093,12907,33560,46467,0,2000,43356,7156,0,7156,1594680,60709,52546,113255,148508,737412,227668,11188,59608,1184384,290891,0,1588530,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
224,1,2,-5,-5,-5,-5,-5,1,5,6,2,1,1,2,2,-4,5,5,5,3,3,1,611,4,2,2,3,1,5,5,1,5,4,4,5,2,4,0,13,0,27,164,47,21,89,206/221,6,31,6,0,1,51,4,2,1,1,1,1,1,1993,813,24,59,314,270,229,8,8,8,0,11,0,4,2,8,15,16,9,3,2,0,28,0,0,0,229,0,0,0,172533,116525,289058,36945,5874,42819,320,0,132447,4305,0,4305,468949,73502,28275,101777,31283,96806,58794,18293,18117,223293,116485,0,441555,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
225,2,2,-5,-5,-5,-5,-5,1,5,5,1,1,1,2,2,03,4,3,3,1,2,1,715,3,2,3,4,3,3,4,2,3,3,3,3,2,4,0,162,10,148,49,22,28,98.44,220/220,7,20,25,0,1,46,3,2,2,1,1,3,1,1972,1149,36,75,385,392,372,12,12,12,0,29,2,3,0,8,32,17,12,1,0,0,26,0,0,1,319,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6528,1308462,824,1315814,0,0,2363,50500,52863,2897981,473244,3371225,1419,74386,75805,0,0,0,0,286921,359004,645925,12142,5473774,3946745,767715,0,0,0,0,0,0,0,75787,0,0,63236,15056,71890,136027,0,0,0,359006,645215,5435462
226,1,2,-5,-5,-5,-5,-5,1,5,3,1,1,1,1,1,-4,5,1,5,1,3,1,611,4,4,5,4,2,4,4,1,4,5,4,4,2,5,0,10,5,5,60,12,1,98,214/221,1,5,2,0,1,47,3,3,1,1,1,3,4,1971,256,9,20,90,86,80,3,3,3,0,9,2,5,1,4,2,3,0,3,0,0,2,0,0,0,83,408395,168926,577321,68373,109459,177832,648,3625,4272,0,0,2228,102713,10129,112842,874495,28343,77734,106077,92006,228962,197891,14116,104563,637538,109514,0,853130,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
227,1,2,-5,-5,-5,-5,-5,1,5,5,2,1,1,1,2,-4,4,4,3,2,2,1,102,3,3,3,4,4,3,4,2,4,3,3,4,4,5,0,25,0,288,140,8,9,98,227/227,1,31,16,0,1,43,2,3,1,1,1,3,1,1990,976,33,69,312,304,360,10,10,10,3,13,1,10,7,11,21,9,3,4,3,0,21,0,0,1,453,999372,613201,1612573,228833,298620,527454,19179,12951,32130,0,0,5400,3738,22000,25738,2203295,61754,80905,142659,342301,1081536,290895,12183,27491,1754406,298620,0,2195686,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
228,1,1,70,30,-4,-4,-4,1,2,3,2,1,1,1,2,-4,3,4,4,1,1,1,714,4,3,4,3,2,4,4,2,4,5,4,4,2,4,3,200,1,120,100,25,8,96,202/222,3,38,25,0,1,57,2,3,1,1,1,3,1,1992,1377,42,91,481,453,443,14,14,14,0,24,3,6,8,15,22,14,9,11,3,0,27,0,0,1,487,613187,1010834,1624021,328521,353965,682486,19693,4695,24388,0,0,34717,38839,0,38839,2404452,79576,96615,176190,562813,906660,271382,13415,34456,1788727,353959,0,2318876,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
229,2,2,-5,-5,-5,-5,-5,1,2,4,1,1,1,1,1,-4,3,3,3,3,2,1,101,2,1,2,2,2,3,3,1,4,4,3,4,3,4,0,70,0,180,115,20,20,99.8,205/223,10,10,10,0,1,43,3,3,2,1,1,3,1,1955,1030,30,64,350,336,344,10,10,10,0,18,2,10,7,5,13,11,12,4,0,0,21,0,0,0,385,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5390,1181545,2602,1189537,0,0,0,0,0,2244298,602780,2847078,4,0,4,0,0,0,0,260921,364188,625109,5720,4667448,3317869,291501,0,1685,8762,1400,421023,0,0,0,0,0,49207,25203,84959,99743,1800,0,0,364186,625098,4667338
230,2,2,-5,-5,-5,-5,-5,1,1,10,2,1,2,2,2,09,4,5,4,1,2,1,611,4,5,5,4,5,5,5,2,5,5,5,5,4,3,9,260,3,44,95,8,0,99.46,217/223,1,29,30,0,1,48,2,4,2,1,1,1,1,1956,1030,30,66,339,342,349,10,10,10,0,6,0,4,6,8,11,17,10,8,2,0,20,0,0,1,426,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5461,1218793,1129,1225383,8201,7090,42918,0,50008,2811232,232836,3044068,40291,14019,54310,23054,0,0,0,249024,333494,582518,18439,4997780,3622727,450927,0,0,183031,0,0,0,0,2903,0,0,51480,27850,32000,99448,32563,0,0,333493,576834,4997780
231,1,2,-5,-5,-5,-5,-5,1,3,6,2,1,1,2,2,-4,5,4,5,1,1,1,408,4,5,5,5,3,4,5,5,5,5,5,4,4,4,25,119,2,42,225,19,6,98.6,198/223,6,23,13,0,1,44,3,4,1,1,1,2,1,1996,1100,33,73,341,342,417,10,10,12,1,47,4,9,17,9,14,10,3,6,1,0,15,0,0,0,423,299317,319915,619232,277226,283931,561157,14752,3816,18568,0,0,4400,71878,0,71878,1275235,60456,49314,109770,118480,389472,195295,15639,47871,766757,281187,0,1275235,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
232,2,2,-5,-5,-5,-5,-5,1,4,6,2,2,1,1,2,03,5,4,5,1,2,1,103,4,5,4,5,5,4,5,3,5,5,5,4,5,5,229,0,24,0,170,18,0,99.01,250/252,3,58,10,0,1,51,2,4,2,1,1,1,1,1965,1065,31,68,340,351,374,10,10,11,0,5,0,6,5,7,9,16,12,11,2,0,26,0,0,0,413,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5544,1266058,2329,1273931,118000,9600,47000,125400,182000,2880943,482833,3363776,256173,6033,262206,6521,0,0,0,408965,112723,521688,55434,5665556,3952993,555242,0,0,472043,0,0,0,0,61684,0,0,53040,44797,42925,132376,45180,241,0,112723,431282,5665556
233,2,1,30,-4,-4,-4,-4,1,4,10,2,1,1,2,2,06,4,4,4,1,2,1,307,4,4,4,3,4,4,4,2,5,4,4,4,3,5,6,85,2,23,24,18,13,99,112/221,9,1,0,0,1,41,2,4,2,1,1,3,1,2000,523,18,40,177,177,169,6,6,6,0,14,3,4,1,9,14,7,2,0,0,0,15,0,0,0,164,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2855,630249,592,633696,11008,0,0,7536,7536,1505930,215784,1721714,57143,6480,63623,0,70965,0,0,136366,41556,177922,12014,2687470,1904781,350769,0,193,139460,0,0,0,0,54003,0,0,31200,30885,9023,54418,0,350,0,41556,167432,2687470
234,1,2,-5,-5,-5,-5,-5,1,2,6,1,1,1,2,2,-4,4,4,5,3,2,1,610,4,1,3,3,3,4,4,4,4,4,4,4,4,4,10,270,20,260,150,0,0,99,220/220,7,0,0,0,1,45,2,5,1,1,2,3,1,1951,1852,56,150,631,628,593,18,18,18,2,48,8,29,21,10,24,11,14,25,8,0,34,0,0,0,686,806790,1849145,2655935,472058,817690,1289748,53951,7956,61907,5128,0,20543,83900,0,83900,4117161,113880,151571,265451,270674,1994141,494240,23768,170684,2953507,817727,0,4036685,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
235,1,2,-5,-5,-5,-5,-5,2,-5,-5,1,1,1,2,2,-4,4,3,5,3,3,2,-5,5,4,4,4,3,3,4,2,5,5,5,5,4,4,0,80,2,31,54,0,2,97.53,221/221,5,10,30,0,1,53,1,5,1,1,1,3,1,1951,567,23,47,216,179,172,7,7,7,2,27,3,5,8,6,4,3,5,10,3,0,10,0,0,1,168,320721,470634,791355,134736,220490,355226,4365,18846,23211,1161,0,7360,10354,0,10354,1188667,41220,92340,133560,108938,445744,195177,11806,54998,816663,220491,0,1170714,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
236,2,2,-5,-5,-5,-5,-5,1,5,4,2,1,1,1,2,09,4,2,4,3,3,1,408,4,3,3,4,4,3,4,2,3,3,3,3,3,4,0,100,0,97,114,20,0,99.8,220/222,0,19,3,0,1,53,3,5,2,1,1,2,1,1980,838,24,48,285,275,278,8,8,8,0,18,0,0,1,7,8,10,10,9,3,0,12,0,0,0,311,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4954,967880,2008,974842,0,0,6400,0,6400,2020133,310851,2330984,31929,1807,33736,0,0,0,0,203786,449753,653538,994,4000495,2983707,283904,60485,7313,3503,1397,0,0,0,0,0,0,31788,14852,43419,89325,16192,0,0,449753,645329,3985638
237,2,2,-5,-5,-5,-5,-5,1,2,10,2,1,1,2,2,-4,5,5,5,1,2,1,712,3,3,4,2,3,4,4,2,4,4,5,4,4,4,0,161,0,111,104,27,32,98.6,206/220,0,48,0,0,1,52,2,6,2,1,1,1,1,1949,1116,33,68,362,377,377,11,11,11,0,4,0,0,3,4,18,20,17,3,3,0,34,0,0,3,380,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5694,1258846,7893,1272433,0,0,9745,3817,13562,3527805,353441,3881246,53847,0,53847,582,0,0,0,272361,469607,741968,7652,5971290,4045393,582182,178955,95777,96670,1371,920,1175,0,65032,0,0,52910,12038,10464,172559,24390,0,0,469603,741964,5809439
238,2,1,70,30,-4,-4,-4,1,4,10,1,1,1,1,1,-4,5,4,5,1,1,1,101,4,4,4,4,3,4,4,1,5,5,5,4,4,4,0,100,16,214,96,30,1,98,220/223,0,18,4,0,1,49,3,6,2,1,1,2,1,1978,993,30,62,335,334,324,10,10,10,0,17,0,0,4,12,22,16,1,5,2,0,21,0,0,1,354,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5226,1177574,5279,1188079,0,0,19506,0,19506,2626252,303516,2929768,34142,314607,348749,603,0,0,0,248480,528234,776714,9518,5272937,3446603,343812,106499,68918,3832,1150,0,3811,0,344085,0,0,48360,9077,46244,124373,19569,857,0,528234,776714,5095424
239,1,1,10,70,30,-4,-4,1,3,2,1,1,1,2,2,-4,4,4,4,1,2,1,307,4,4,4,5,4,4,4,2,4,4,4,3,2,3,0,439,0,128,82,27,28,99.05,222/222,5,38,30,25,1,59,2,7,1,1,1,3,1,1937,1566,45,104,533,514,519,15,15,15,0,30,0,20,7,14,32,15,6,7,3,0,27,0,0,1,649,751336,1014265,1765601,346924,411560,758484,25049,67624,92673,1483,3870,16000,26633,0,26633,2664744,102527,71954,174481,370068,975779,420178,16812,75138,1857975,411679,0,2444135,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
240,1,1,70,30,-4,-4,-4,1,5,6,1,1,1,2,2,09,4,2,5,2,2,1,611,3,1,1,3,1,2,3,2,4,4,4,4,2,2,0,120,0,10,29,23,42,92,217/225,1,15,10,1,1,52,3,7,1,1,1,3,4,1967,497,18,37,182,164,151,6,6,6,0,17,1,4,4,6,10,5,4,2,1,0,12,0,0,1,142,219609,233890,453499,93994,197025,291019,3435,6941,10376,54,0,20000,28994,0,28994,803942,38637,131733,170370,77850,164219,127631,9605,14065,393370,197000,0,760740,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
241,2,2,-5,-5,-5,-5,-5,1,2,5,1,1,1,1,2,04,3,4,4,3,1,1,408,4,3,3,3,3,4,4,2,4,4,4,4,4,4,43,166,14,34,54,20,29,99.5,216/224,6,57,0,0,1,46,2,8,2,1,1,3,2,1985,978,28,63,279,350,349,8,10,10,0,25,1,12,13,10,10,11,3,1,2,0,21,0,0,0,374,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5651,1232035,2654,1240340,0,0,3000,0,3000,1940074,356830,2296904,33273,0,33273,6039,0,0,0,305079,411292,716371,10027,4305954,3094787,348099,0,0,0,1600,0,0,0,132758,0,0,43793,44120,25687,179231,0,0,0,405279,698110,4275354
242,1,2,-5,-5,-5,-5,-5,1,5,5,1,1,1,2,2,-4,4,4,5,1,2,1,611,3,1,3,2,3,4,5,2,3,2,4,4,3,2,0,45,3,5,47,1,0,98.34,197/221,0,16,3,0,1,50,3,8,1,1,1,3,4,1974,435,14,30,192,139,104,6,5,3,0,16,0,5,1,4,7,7,3,3,0,0,12,0,0,1,100,245544,265896,511440,105718,208473,314191,3815,3145,6960,184,0,88966,21095,115340,136435,1058176,40544,47511,88055,50555,80434,198993,13788,392856,736626,208259,0,1032940,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
