BYAID,BYA01001,BYA02001,BYA02002C1,BYA02002C2,BYA02002C3,BYA02002C4,BYA02002C5,BYA02003,BYA02004,BYA02005,BYA02006,BYA03001,BYA03002,BYA03003,BYA03004,BYA03005C,BYA03006,BYA03007,BYA03008,BYA04001,BYA04003,BYA04004,BYA04005C,BYA04006,BYA05001,BYA05002,BYA05003,BYA05004,BYA05005,BYA05006,BYA05007,BYA05008,BYA05009,BYA05010,BYA05011,BYA05012,BYA05013,BYA06001,BYA06002,BYA06003,BYA06004,BYA06007,BYA06008,BYA06009,BYA06010,BYA06011,BYA06012,BYA06013,BYA06014,BYA06015,BYA07001,BYA07002,BYA08001,BYA08002,BYA08004,BYA08005,BYA08006,BYA08007,BYA08008,BYA08009,BYA08010,BYA08011,BYA08012,BYA08013,BYA08014,BYA08015,BYA08016,BYA08017,BYA08018,BYA08019,BYA08020,BYA08021,BYA08022,BYA08023,BYA08024,BYA08025,BYA08026,BYA08027,BYA08028,BYA08029,BYA08030,BYA08031,BYA08032,BYA08033,BYA08034,BYA08035,BYA09001,BYA09002,BYA09003,BYA09004,BYA09005,BYA09006,BYA09007,BYA09008,BYA09009,BYA09010,BYA09011,BYA09012,BYA09013,BYA09014,BYA09015,BYA09016,BYA09017,BYA09018,BYA09019,BYA09020,BYA09021,BYA09022,BYA09023,BYA09024,BYA09025,BYA09026,BYA09027,BYA09028,BYA10001,BYA10002,BYA10003,BYA10004,BYA10005,BYA10006,BYA10007,BYA10008,BYA10009,BYA10010,BYA10011,BYA10012,BYA10013,BYA10014,BYA10015,BYA10016,BYA10017,BYA10018,BYA10019,BYA10020,BYA10021,BYA10022,BYA10023,BYA10024,BYA10025,BYA10026,BYA10027,BYA10028,BYA10029,BYA10030,BYA10031,BYA10032,BYA10033,BYA10034,BYA10035,BYA10036,BYA10037,BYA10038,BYA10039,BYA10040,BYA10041,BYA10042,BYA10043,BYA10044,BYA10045,BYA10046
243,2,2,-5,-5,-5,-5,-5,1,5,5,2,1,2,2,2,-4,3,3,4,1,3,1,712,4,3,3,4,4,3,5,1,5,5,4,4,2,3,11,4,2,0,8,6,4,98.92,210/222,4,12,8,0,1,45,2,8,2,1,1,3,2,1981,426,12,28,132,133,161,4,4,4,0,11,2,7,4,1,7,4,2,0,0,0,10,0,0,0,36,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2125,500541,1110,503776,0,0,2300,0,2300,924455,569406,1493861,50957,-5103,45854,0,0,0,0,142035,106804,248839,1750,2296380,1320465,712868,0,0,0,616,0,0,0,0,0,0,19730,4425,19661,47557,0,0,0,106804,198177,2232126
244,1,2,-5,-5,-5,-5,-5,1,2,10,2,1,1,2,2,-4,3,3,4,2,2,1,105,3,5,5,5,3,3,4,2,4,4,5,4,1,3,15,367,2,6,51,65,119,99.3,220/221,1,39,12,9,1,52,3,8,1,1,1,3,2,1994,1505,47,102,527,508,470,15,15,14,3,87,5,15,23,19,23,9,4,3,1,0,34,0,0,0,424,238117,205851,443968,371586,397625,769211,17108,6955,24063,3305,0,88611,93028,0,93028,1422186,70370,85030,155400,103581,312507,320644,17834,67719,822285,397625,0,1375310,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
245,2,2,-5,-5,-5,-5,-5,1,5,10,2,1,1,2,2,01,4,3,4,1,2,1,610,4,5,3,3,2,3,4,1,4,3,4,4,4,3,14,48,2,3,93,37,9,94,216/223,0,31,20,0,1,41,9,8,2,1,1,2,2,1967,659,22,50,179,266,214,6,8,8,0,25,0,1,11,17,15,5,1,0,0,0,12,0,0,0,251,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2962,770609,1789,775360,1000,0,0,0,1000,1846419,1382006,3228425,6182,11345,17527,7059,0,0,0,172079,104293,276372,715,4306458,2403727,382694,0,0,0,1220,0,0,0,1098734,0,0,33000,8767,4200,125548,0,0,0,104293,275808,4162183
246,2,1,70,30,-4,-4,-4,1,3,5,2,1,1,2,1,-4,4,4,4,1,2,1,101,4,4,4,5,5,4,5,3,5,5,5,4,5,5,50,50,30,270,60,10,0,95,223/223,5,93,0,0,1,53,2,8,2,1,1,3,2,1903,1406,40,93,494,494,418,14,14,12,0,24,0,12,9,17,28,13,9,3,2,0,22,0,0,0,510,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7116,1491708,3555,1502379,0,0,5000,0,5000,3248818,1535155,4783973,0,6201,6201,3412,0,0,0,335851,573564,909415,21796,7232176,4660014,954187,0,0,0,17325,0,0,0,684995,0,0,59746,70952,16664,188056,0,0,0,574238,909656,7226177
247,2,2,-5,-5,-5,-5,-5,1,3,6,1,1,1,1,2,-4,4,3,3,3,2,1,712,4,4,3,4,4,3,4,2,4,4,4,4,4,4,0,348,3,22,137,25,0,97,221/221,9,67,0,0,1,52,3,8,2,1,1,3,2,1978,1452,42,90,491,481,480,14,14,14,0,49,1,12,7,8,33,16,9,3,1,0,18,0,0,2,498,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7970,1730260,3197,1741427,0,0,3970,0,3970,2762341,1973515,4735856,128120,0,128120,853,0,0,0,450458,508928,959386,20359,7589971,4379864,235873,354717,0,0,1946,0,4763,0,1639677,0,0,59230,35028,22408,331058,0,0,0,508808,956532,7573372
248,1,1,30,70,-4,-4,-4,1,2,15,1,1,1,1,2,-4,4,3,4,2,2,1,101,3,4,4,4,4,4,4,2,5,4,4,5,2,3,0,159,3,43,111,28,0,96,221/221,2,28,27,0,1,46,1,8,1,1,1,3,2,1936,1108,34,84,366,355,387,10,10,11,3,36,2,19,13,17,22,6,0,4,1,0,32,0,0,1,317,233744,1343316,1577060,273775,438698,712473,29672,95071,124743,0,0,358151,134543,0,134543,2906970,67934,128844,196778,125768,961190,427806,19539,335407,1869710,438699,0,2505187,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
249,2,2,-5,-5,-5,-5,-5,1,2,10,2,1,1,2,2,-4,4,4,5,2,1,1,610,3,4,4,4,3,3,4,2,4,4,4,4,2,2,30,118,2,12,174,52,63,99.84,195/221,2,40,2,0,1,40,3,8,2,1,1,3,2,1975,1622,45,96,621,517,484,16,15,14,0,46,2,15,18,17,30,9,3,2,0,0,35,0,0,0,477,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9998,1833303,3623,1846924,0,0,22959,0,22959,2320314,396322,2716636,43699,0,43699,21252,0,0,0,410502,584196,994698,15500,5661668,4053494,447345,0,0,0,2316,0,1281,0,117288,0,0,63041,27181,6885,310880,0,0,0,584196,992183,5613907
250,2,2,-5,-5,-5,-5,-5,1,3,5,2,1,1,2,2,04,4,4,3,3,1,1,610,4,4,4,4,3,4,4,3,4,4,4,4,4,3,6,125,12,36,210,9,7,99,196/220,12,53,2,0,1,48,3,8,2,1,1,2,2,1980,1141,34,75,407,407,327,12,12,10,0,40,1,11,12,10,27,8,4,1,1,0,24,0,0,0,430,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6521,1357881,2777,1367179,0,0,42805,0,42805,2246881,656747,2903628,24619,0,24619,7395,0,0,0,337911,270282,608193,6300,4960119,3473087,591478,0,0,0,4054,0,0,0,198774,0,0,48545,38252,6170,232993,0,0,0,270282,596242,4863635
251,1,1,10,70,30,-4,-4,1,4,8,1,1,1,2,2,-4,4,5,5,1,2,1,408,4,3,4,3,3,5,5,3,5,5,5,4,4,5,31,14,76,55,5,6,7,99,220/222,1,22,5,0,1,47,9,8,1,1,1,3,3,1953,597,19,43,212,198,187,6,6,6,1,13,4,5,4,6,11,8,3,1,1,0,19,0,0,0,181,177897,1013093,1190990,150027,629101,779128,583,48091,48674,955,102500,726215,21198,849791,870989,3719451,34267,127600,161867,62223,1107955,184224,12995,712412,2079809,629102,0,2870778,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
252,1,1,10,70,30,-4,-4,1,5,4,2,1,1,2,2,-4,4,5,5,3,2,1,611,2,5,4,5,4,4,4,3,5,5,5,4,3,3,5,83,15,105,8,5,5,99,220/220,3,23,3,0,1,50,9,8,1,1,1,2,3,1955,610,18,44,210,199,201,6,6,6,0,21,0,5,8,11,10,6,3,1,0,0,17,0,0,1,241,173926,256322,430248,153429,514095,667524,5370,8492,13862,606,0,12126,6345,0,6345,1130711,29860,103146,133006,45334,183480,117544,12265,101974,460597,514097,0,1107700,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
253,2,2,-5,-5,-5,-5,-5,1,4,10,1,1,1,2,2,-4,3,4,3,1,1,1,715,3,3,4,3,2,3,4,2,4,4,4,4,1,3,0,145,3,23,27,25,6,89,210/222,1,24,0,0,1,50,2,8,2,1,1,3,3,1980,582,18,42,207,196,179,6,6,6,0,8,0,9,2,8,12,6,5,0,0,0,15,0,0,0,195,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2743,319610,1525,323878,0,0,8482,0,8482,1844101,555141,2399242,367734,1288981,1656715,0,0,0,0,172754,492786,665540,2284,5056141,2054021,718529,9197,0,0,2954,0,0,0,1584135,0,0,27665,18244,24439,97963,0,0,0,492786,661097,5029933
254,2,2,-5,-5,-5,-5,-5,2,-5,-5,1,1,1,2,2,-4,3,2,3,4,1,1,610,3,4,4,3,2,2,3,1,3,2,1,3,1,1,3,110,2,12,330,63,58,98.2,183/220,9,26,35,0,2,47,3,8,2,1,1,2,2,1988,1078,35,77,293,390,395,10,13,12,0,32,2,8,11,14,32,6,3,0,1,0,12,0,0,0,452,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4589,1247715,2601,1254905,0,0,1637,0,1637,2374679,341384,2716063,35594,0,35594,2275,0,0,0,270642,234940,505582,18874,4534930,3439897,396115,0,0,0,1472,0,0,0,147006,0,0,49901,14322,33028,117138,0,0,0,234940,449329,4433819
255,1,1,30,70,-4,-4,-4,1,1,5,2,1,1,2,2,07,4,4,4,1,3,1,611,4,5,4,5,4,4,4,2,5,5,4,4,2,3,113,49,29,103,20,29,5,99.8,200/222,5,49,4,0,1,48,2,8,1,1,1,3,2,1997,1213,34,77,564,342,307,15,10,9,0,34,6,18,9,7,22,7,1,6,1,0,22,0,0,1,348,213718,89935,303653,300984,309799,610783,66705,12121,78826,428,0,666192,114004,0,114004,1773886,58638,47322,105960,103286,774315,306186,14337,25687,1223811,309108,0,1638879,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
256,1,2,-5,-5,-5,-5,-5,1,3,4,1,1,1,2,2,09,3,2,4,3,3,2,-5,4,5,5,4,2,2,4,2,4,4,4,4,2,3,-4,-4,-4,-4,-4,3,3,85,220/220,1,6,3,0,1,48,5,8,1,1,1,3,4,2002,157,6,16,59,59,39,2,2,2,0,5,2,2,2,4,1,3,1,1,0,0,9,0,0,1,0,154649,1096715,1251364,36180,157347,193527,4047,11355,15402,177,0,500,209934,149194,359128,1820098,14638,81840,96478,21459,794769,271560,11289,300006,1399083,157293,0,1652854,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
257,2,2,-5,-5,-5,-5,-5,1,1,5,2,1,1,2,2,-4,4,2,3,1,2,1,206,4,4,5,5,1,4,5,1,4,4,5,5,1,3,7,42,10,49,45,43,3,97.5,198/221,1,29,0,0,1,49,9,8,2,1,1,3,2,1981,632,20,45,279,230,123,8,7,5,0,6,3,7,1,11,9,7,5,2,0,0,8,0,0,1,153,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4540,696468,1803,702811,33390,0,27116,0,60506,1622164,953702,2575866,34520,331926,366446,1047,0,0,0,201685,215739,417424,12411,4136511,2196966,451418,0,0,0,1280,0,0,0,1044653,0,0,29590,18551,18524,98875,0,0,0,213488,379028,4073345
258,1,2,-5,-5,-5,-5,-5,2,-5,-5,2,1,1,2,2,-4,4,4,5,1,3,1,611,3,3,3,3,3,2,3,2,5,4,4,4,1,2,0,56,1,42,71,35,28,93,119/223,0,19,14,0,1,46,5,9,1,1,1,3,4,1954,459,21,52,166,139,154,7,7,7,0,6,1,3,3,7,14,15,7,2,0,0,24,0,0,1,165,324901,1001449,1326350,76063,72494,148557,4023,11177,15200,156,0,15700,93255,0,0,1599218,41979,48560,90539,80967,992887,239814,8960,40636,1363264,71890,0,1525693,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
259,2,2,-5,-5,-5,-5,-5,1,5,10,2,1,1,2,2,-4,4,3,3,1,2,1,408,4,3,3,3,3,4,4,2,4,4,4,4,3,3,0,9,0,31,14,1,0,99.7,220/224,0,62,3,0,1,46,9,9,2,1,1,3,2,1981,1008,30,66,350,322,336,10,10,10,0,16,0,4,16,12,22,7,3,2,0,0,15,0,0,0,341,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4919,845740,2073,852732,0,0,0,0,0,2717695,296108,3013803,168012,0,168012,0,0,0,0,217418,769463,986881,7074,5028502,3308293,478298,39291,12385,12052,1372,0,0,0,150995,0,0,47638,14579,6420,90139,15488,1825,0,769448,945537,4948223
260,1,1,10,30,70,-4,-4,1,2,8,1,1,1,2,2,-4,3,4,4,2,2,1,408,4,3,2,4,4,2,3,1,4,4,4,4,1,4,0,150,0,58,71,58,60,92,210/222,2,20,14,0,1,48,1,9,1,1,1,3,2,1941,1006,34,80,381,350,275,11,11,11,1,40,3,17,8,13,12,5,11,8,3,0,20,0,0,0,280,259920,629203,889123,175773,286361,462134,12285,83726,96011,886,1000,404135,29228,121489,0,2004006,66671,78092,144763,193475,657097,271394,11226,122009,1255201,286358,0,1686322,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
261,1,1,30,70,-4,-4,-4,1,2,7,2,1,1,1,1,09,4,5,5,3,2,1,714,4,2,3,5,4,4,4,2,5,5,4,4,2,5,0,183,10,179,87,20,0,99,226/226,1,50,12,0,1,43,2,9,1,1,1,1,2,1970,1421,42,106,493,473,455,14,14,14,0,25,4,14,7,9,28,20,12,9,3,0,20,0,0,0,459,486852,1149887,1636739,298042,605012,903054,10837,70966,81803,6969,0,522992,75397,15000,0,3241954,93001,30945,123946,322377,1016717,408491,13446,611229,2372260,604965,0,3101171,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
262,1,2,-5,-5,-5,-5,-5,2,-5,-5,2,1,1,2,2,-4,2,2,3,1,3,1,408,3,1,3,4,3,3,4,2,5,5,4,3,1,4,0,69,0,39,75,47,89,98.1,214/221,1,7,10,0,1,53,2,10,1,1,1,3,4,1974,538,18,40,200,170,168,6,6,6,0,8,1,4,4,6,11,9,5,0,0,0,11,0,0,0,183,429187,308554,737741,95256,251626,346882,720,1300,2020,0,0,15309,102155,0,102155,1204107,31900,43865,75765,132046,508660,127604,8110,64856,841276,236526,0,1153567,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
263,1,2,-5,-5,-5,-5,-5,1,4,5,1,1,1,2,2,-4,4,3,5,3,2,1,408,5,3,5,5,4,4,5,2,5,5,5,5,2,2,6,71,2,8,60,8,6,97.87,221/223,0,9,6,0,1,54,3,10,1,1,1,3,3,1964,383,12,24,120,128,135,4,4,4,0,10,0,2,3,5,5,5,4,0,0,0,14,0,0,0,147,186490,438796,625286,71306,181195,252501,1141,5551,6692,0,6702,1260,54478,0,54478,946919,20400,50312,70712,99347,331660,139062,5727,41179,616975,179972,0,867659,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
264,1,2,-5,-5,-5,-5,-5,1,3,5,1,1,1,2,2,-4,4,4,4,2,2,1,102,4,4,4,4,2,2,3,2,2,4,4,3,3,2,0,241,0,125,100,33,25,99,221/221,1,30,23,0,1,44,2,10,1,1,1,3,2,1995,1205,36,88,397,393,415,12,12,12,0,14,2,6,13,12,15,23,8,7,2,0,0,0,0,0,466,537012,1497096,2034108,235554,654665,890219,66018,22166,88184,0,0,32250,174250,0,174250,3219011,69858,51835,121693,346989,1582293,306034,13435,84016,2332767,654490,0,3108950,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
265,1,2,-5,-5,-5,-5,-5,1,5,4,1,1,1,1,2,03,4,4,5,2,2,1,509,3,3,4,3,3,3,4,3,5,5,4,4,4,4,11,182,0,70,134,25,5,97,229/229,4,25,12,0,1,50,3,10,1,1,2,3,2,1983,1020,30,68,339,335,346,10,10,10,0,34,2,7,8,9,21,10,6,5,0,0,31,0,0,0,427,256890,652503,909393,198975,375106,574081,11550,5418,16968,0,0,12570,53145,0,53145,1566157,46433,44928,91361,342575,460490,177175,9728,33711,1023679,374595,0,1489635,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
266,2,1,10,22,40,30,70,1,4,8,2,1,1,1,2,08,4,4,4,1,2,1,103,3,4,4,5,2,4,5,2,4,4,5,4,3,2,0,149,0,38,146,10,22,99.8,221/221,0,11,1,0,1,43,3,10,2,1,1,3,4,1992,797,24,49,263,260,274,8,8,8,0,13,0,3,19,19,5,1,1,1,0,0,11,0,0,0,311,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2990,450909,1516,455415,0,0,11710,0,11710,1915120,126664,2041784,75201,0,75201,0,0,0,0,197899,349921,547820,10177,3142107,2143080,249319,24269,856,7328,1466,0,0,0,22930,0,2214,31460,26437,33654,58790,0,0,0,347707,498048,2949510
267,1,1,70,30,-4,-4,-4,1,2,20,2,1,1,2,2,02,4,5,5,1,1,1,611,5,2,2,4,1,3,4,2,4,4,4,4,3,1,5,50,0,5,66,10,41,98.5,210/220,0,18,16,0,1,51,2,11,1,1,1,3,3,1971,381,16,38,93,122,166,5,5,6,0,10,0,1,5,8,12,6,1,5,0,0,19,0,0,0,116,212739,293455,506194,83636,158265,241901,901,8288,9189,0,8193,0,98631,0,98631,864108,33283,3081,36364,60714,366054,149648,7644,36876,620936,158225,0,815525,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
268,1,2,-5,-5,-5,-5,-5,1,2,5,2,1,1,2,2,07,4,1,4,3,3,2,-5,4,3,4,5,4,4,5,2,5,4,5,5,1,2,0,25,0,2,71,5,6,97.8,221/221,1,18,8,0,1,51,5,11,1,1,1,3,3,1993,255,16,35,98,72,85,5,5,5,1,11,1,2,3,4,7,8,5,4,1,0,18,0,0,0,98,205578,492252,697830,53098,65949,119047,14803,8855,23658,0,0,0,38915,0,38915,879450,30316,28433,58749,52626,274113,145434,12801,10453,495427,65949,0,620125,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
269,1,1,10,30,70,-4,-4,1,5,7,2,1,1,2,2,04,5,3,5,1,1,1,712,5,5,4,3,2,3,4,2,5,4,4,3,4,5,0,104,0,24,75,14,12,97.2,223/223,0,14,23,0,2,49,3,11,1,1,1,2,2,1982,581,18,40,192,201,188,6,6,6,0,14,4,2,1,9,15,3,4,0,2,0,17,0,0,0,200,186657,262380,449037,118870,303166,422036,3405,1301,4706,0,0,6000,34331,0,34331,916110,33058,62613,95671,109464,201225,141256,8832,28136,488913,303145,0,887729,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
270,1,2,-5,-5,-5,-5,-5,1,4,4,2,1,1,2,2,-4,4,4,4,3,2,1,611,3,1,5,3,3,3,4,2,5,3,4,4,3,5,0,24,0,10,36,4,16,98.44,220/223,0,9,8,0,1,49,2,11,1,1,1,3,4,1999,259,9,24,84,86,89,3,3,3,0,4,1,1,5,4,7,2,3,1,0,0,15,0,0,0,72,154085,350217,504302,57209,123036,180245,500,1094,1594,0,0,0,47791,0,47791,733932,20736,36776,57512,47542,282342,112955,8919,57077,508835,123036,0,689383,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
271,1,1,30,70,-4,-4,-4,1,4,5,2,1,1,2,2,01,4,3,5,1,1,2,-5,3,4,4,4,1,4,5,2,4,5,5,4,3,2,0,37,0,1,58,12,13,97,118/222,0,8,20,0,1,41,3,11,1,1,1,2,3,1978,248,14,33,68,87,93,4,5,5,0,18,2,1,4,11,8,4,1,2,0,0,11,0,0,0,97,185831,114265,300096,53564,134323,187887,862,2296,3158,204,700,0,13137,0,13137,505182,28483,62385,90868,37943,73517,152487,7293,0,271240,134322,0,496430,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
272,1,1,10,70,30,-4,-4,1,2,2,1,1,1,2,2,-4,4,2,4,1,2,1,610,3,3,4,3,4,4,4,3,4,4,4,4,2,2,1,1,1,48,244,21,12,95,223/223,1,15,20,0,1,39,2,12,1,1,1,1,2,1974,992,33,78,332,332,328,11,11,11,0,12,0,2,5,11,30,15,5,8,2,0,33,0,0,2,340,574507,562108,1136615,193887,293754,487641,20666,16678,37344,0,0,358710,15968,0,15968,2036278,75170,47079,122249,17021,841401,392392,13672,337429,1601915,293428,0,2017592,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
273,1,2,-5,-5,-5,-5,-5,1,4,6,1,1,1,2,2,-4,3,3,4,3,3,1,101,3,3,4,3,3,3,4,2,4,4,4,4,2,2,1,17,0,5,70,0,0,99.7,209/220,0,0,0,0,1,48,3,12,1,1,1,2,3,1983,202,17,38,47,80,75,5,6,6,0,15,0,1,6,8,8,8,3,3,1,0,15,0,0,0,92,213627,164221,377848,37185,67662,104847,669,2416,3085,0,0,0,8021,0,8021,493801,34584,30723,65307,32411,221960,80214,6750,9414,350749,67661,0,483717,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
274,1,2,-5,-5,-5,-5,-5,1,2,2,1,1,1,2,2,-4,2,2,3,2,3,2,-5,2,2,2,3,2,3,4,2,4,4,4,4,2,2,0,16,0,5,12,5,9,90.8,222/222,1,7,8,0,1,49,2,12,1,1,1,1,4,1955,112,6,18,41,35,36,2,2,2,0,5,1,2,0,0,5,5,3,1,1,0,9,0,0,1,33,222752,101964,324716,21756,72873,94629,97,2484,2581,278,0,79260,42515,0,42515,543979,18557,14753,33310,31399,195277,102717,6360,78723,414476,72873,0,520659,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
