BYSID,BYTID,GENDER,J007C,BYAID,BYHID,BYS01001,BYS01002,BYS01003,BYS01004,BYS01005,BYS01006C,BYS01007,BYS01008,BYS02001,BYS02002,BYS02003,BYS02004,BYS02005,BYS02006,BYS02007,BYS02008,BYS02009,BYS02010,BYS02011,BYS02012,BYS02013,BYS03001,BYS03002,BYS03003,BYS03004,BYS04001,BYS04002,BYS04003,BYS04004,BYS04005,BYS04006,BYS04007,BYS04008,BYS04009,BYS04010,BYS04011,BYS04012,BYS05001,BYS05002C,BYS05003,BYS05004C,BYS05005C,BYS05006,BYS05007C,BYS06001,BYS06002,BYS06003,BYS06004,BYS06005,BYS07001,BYS07002,BYS07003,BYS07004,BYS07005,BYS07006,BYS07007,BYS07008,BYS07009,BYS07010,BYS07011,BYS07012,BYS07013,BYS07014,BYS07015,BYS07016,BYS07017,BYS07018,BYS07019,BYS07020,BYS07021,BYS07022,BYS07023,BYS07024,BYS07025,BYS07026,BYS07027,BYS07028,BYS07029,BYS08001,BYS08002,BYS08003,BYS08004,BYS08005,BYS08006,BYS08007,BYS08008,BYS09001,BYS09002,BYS09003,BYS09004,BYS10001,BYS10002,BYS10003,BYS10004,BYS10005,BYS10006,BYS10007,BYS10008,BYS10009,BYS10010,BYS10011,BYS10012,BYS10013,BYS10014,BYS10015,BYS11001,BYS11002,BYS11003,BYS11004,BYS11005,BYS11006,BYS11007,BYS11008,BYS11009,BYS11010,BYS11011,BYS11012,BYS11013,BYS11014,BYS11015,BYS11016,BYS11017,BYS11018,BYS12001,BYS12002,BYS12003,BYS12004,BYS12005,BYS12006,BYS12007,BYS12008,BYS12009,BYS12010,BYS12011,BYS12012,BYS12013,BYS12014,BYS12015,BYS12016,BYS12017,BYS12018,BYS12019,BYS12020,BYS12021,BYS12022,BYS12023,BYS12024,BYS12025,BYS13001,BYS14001,BYS14002,BYS14013,BYS14014,BYS14025,BYS14026,BYS14027C,BYS14027C1,BYS14028,BYS15001,BYS15002C,BYS15003,BYS15004,BYS15005,BYS15006,BYS15007,BYS15008,BYS15009,BYS15010,BYS15011,BYS16001,BYS16002,BYS16003,BYS16004,BYS16005,BYS16006,BYS16007,BYS16008,BYS17001,BYS17002,BYS17003,BYS17004C,BYS17005,BYS17006,BYS17007,BYS17008,BYS17009C,BYS17010,BYS17011,BYS18001,BYS18002,BYS18003C,BYS18004,BYS18005,BYS18006,BYS18007,BYS18008,BYS18009,BYS18010,BYS18011,BYS19001,BYS20001,BYS20002,BYS20003,BYS20004,BYS20005,BYS20006,BYS20007,BYS20008,BYS20009,BYS20010,BYS20011,BYS20012,BYS20013,BYS20014,BYS20015,BYS20016,BYS20017,BYS20018,BYS20019,BYS20020,BYS20021,BYS20022,BYS21001,BYS21002,BYS21003,BYS21004,BYS21005,BYS21006,BYS21007,BYS21008,BYS21009,BYS21010,BYS21011,BYS21012,BYS21013,BYS22001,BYS22002,BYS22003,BYS22004,BYS22005,BYS22006,BYS22007,BYS22008,BYS22009,BYS22010,BYS22011,BYS22012,BYS22013,BYS22014,BYS22015,BYS22016,BYS22017,BYS23001,BYS23002,BYS23003,BYS23004,BYS24001,BYS24002,BYS24003,BYS24004,BYS24005,BYS25001,BYS25002,BYS25003,BYS26001,BYS26002,BYS26003,BYS26004,BYS26005,BYS26006,BYS26007,BYS26008,BYS26009,BYS26010,BYS27001,BYS27002,BYS27003,BYS27004,BYS27006,BYS27007,BYS27008,BYS27009,BYS27010,BYS27011,BYS27012,BYS27013,BYS27020,BYS29001,BYS29002,BYS29003,BYS29004,BYS29005,BYS29006,BYS29007,BYS29008,BYS29009,BYS29010,BYS29011,BYS29012,BYS29013,BYS29014,BYS29015,BYS29016,BYS29017,BYS29018,BYS29019,BYS29020,BYS29021,BYS29022,BYS30001,BYS30002,BYS30003,BYS30004,BYS30005,BYS30006,BYS32001,BYS32002,BYS32003,BYS32004,BYS32005,BYS32006,BYS32007,BYS32008,BYS32009,BYS32010,BYS32011,BYS32012,BYS32013,BYS32014,BYS32015,BYS32016,BYS32017,BYS32018,BYS32019,BYS32020,BYS32021,BYS32022,BYS32023,BYS32024,BYS32025,BYS32026,BYS32027,BYS32028,BYS32029,BYS32030,BYS32031,BYS32032,BYS32033,BYS32034,BYS32035,BYS32036,BYS32037,BYS32038,BYS32039,BYS32040,BYS32041,BYS32042,BYS32043,BYS32044,BYS32045,BYS32046,BYS32047,BYS32048,BYS32049,BYS32050,BYS32051,BYS32052,BYS32053,BYS32054,BYS32055,BYS32056,BYS32057,BYS32058,BYSCLASS
4471,2401,2,1331,240,44711,,5,1,,3,4166,,3,3,3,2,2,2,4,2,3,3,2,2,3,2,2,2,2,2,3,3,2,3,3,4,4,1,3,2,-5,-5,2,-5,2,-5,-5,1,101,2,-5,-5,2,-5,4,1,1,-5,-5,1,4,4,3,3,3,3,4,1,5,4,3,5,4,2,5,1,3,3,2,1,1,1,2,7,1,2,6,11,13,11,5,3,3,2,3,1,1,1,1,4,2,3,2,3,2,1,1,1,2,1,2,3,2,3,2,2,2,3,3,3,2,2,1,2,3,3,2,2,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,1,2,-5,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,1,,,,,,,3,2,1,60402,3,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,-5,2,-5,2,-5,,,2,-5,1,2,1,2,2,-5,2,-5,1,1,2,2,12,7,1,3,2,2,4,4,6,1,3300,2,3,3,9,1,2,3,3,2,3,2,3,3,1,2,2,3,2,2,2,3,1,4,1,2,2,1,164,60,1,4,6,2,2,2,2,2,2,3,2,3,2,-5,2,-5,1,2,2,-5,-5,-5,10,1,2,-5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,5,4,4,5,3,4,4,0,9.3,3,210001,540001,920021,920050,920273,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,400005,600009,500024,101001,200001,300005,700005,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2
4472,2702,1,855,270,44721,,2,1,,2,4089,,1,4,4,3,1,4,4,3,4,3,3,3,4,4,1,1,1,1,2,3,2,5,2,4,4,4,3,2,-5,-5,2,-5,1,13,-4,1,629,2,-5,-5,2,-5,4,1,1,-5,-5,1,3,4,4,3,2,4,4,1,4,4,4,4,4,2,4,1,4,1,3,1,1,5,1,4,1,4,6,1,2,6,-5,1,1,4,3,1,4,2,2,5,2,4,3,3,3,3,1,3,3,1,3,2,2,1,4,3,3,3,3,2,3,2,2,2,4,4,5,4,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,3,2,-5,2,-5,1,1,210408-1,A03080-13,12,1,86,4,3,2,-5,1,4,1,2,-5,2,1,,,,,,,1,2,1,70203,3,3,4,1,24121402,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,-5,1,2,2,-5,,,2,-5,1,3,2,-5,2,-5,1,4,2,1,1,1,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,2,4,2,4,2,4,4,1,5,4,4,4,4,4,2,1,1,8,2,1,7,170,55,2,4,5,3,3,4,3,1,1,1,1,2,1,4,2,-5,1,2,2,-5,-5,-5,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,3,4,5,3,4,4,0,-2,-2,530001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,610001,700001,920277,910790,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2
4473,2461,1,2020,246,44731,,2,1,,2,4050,,1,4,4,4,1,4,4,4,4,2,4,4,3,4,2,1,2,2,4,4,3,4,3,3,3,3,4,2,-5,-5,1,27,2,-5,-5,2,-5,2,-5,-5,2,-5,5,1,1,-5,-5,1,5,5,3,5,4,5,1,1,5,4,5,4,5,1,5,1,5,4,2,1,1,1,4,2,5,4,6,2,4,2,1,3,1,4,4,3,2,6,2,6,2,3,1,1,1,1,1,1,1,1,1,4,1,4,5,5,1,4,1,4,5,2,1,2,5,5,4,4,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,1,2,-5,2,-5,1,3,160704-1,T06040-15,11,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,1,,,,,,,3,1,1,40801,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,-5,1,2,1,4,,,1,5,1,4,1,5,2,-5,2,-5,2,1,2,1,12,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,8,3,2,1,3,3,4,3,1,6,3,4,4,4,4,3,1,2,1,1,1,2,170,45,2,2,7,2,1,2,2,1,1,1,1,3,2,-5,2,-5,2,-5,2,-5,-5,-5,7,0,2,-5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,3,3,3,2,4,5,1,34.3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,101001,530001,700008,910012,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,500024,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2
4474,2894,1,1529,289,44741,,5,1,,2,4152,,5,4,4,3,2,2,3,5,5,5,4,4,3,5,1,1,1,1,4,3,3,5,3,4,5,1,8,2,-5,-5,1,6,1,12,21,2,-5,2,-5,-5,2,-5,3,1,2,1,5,1,4,5,4,3,3,3,5,1,4,5,4,3,3,3,5,1,2,-5,4,2,2,2,2,2,5,4,6,1,2,3,8,2,1,4,3,5,6,6,1,6,2,1,3,3,3,2,2,1,1,2,4,4,4,3,4,4,3,3,4,4,4,3,5,4,4,4,5,5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,3,1,4,2,-5,1,2,150409-1,S06020-15,12,1,45,4,4,1,4,9,2,1,4,-5,3,1,,,,,,,3,1,1,40803,4,5,4,1,14421501,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,-5,2,-5,2,-5,,,2,-5,1,3,1,4,2,-5,2,-5,1,1,1,1,12,7,1,1,3,2,2,5,5,1,2000,2,1,4,1,8,1,4,3,3,4,3,4,5,1,1,4,5,3,3,4,4,1,2,6,1,1,7,170,65,2,4,8,3,2,3,3,2,2,2,3,2,2,-5,2,-5,2,-5,2,-5,-5,-5,20,0,2,-5,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,4,3,3,4,3,4,3,0,4.2,3,101001,210001,300003,700001,400006,530001,910150,910012,910113,-4,-4,-4,-4,-4,-4,110001,910781,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2
4475,2993,1,1510,299,44751,,6,2,,2,4119,,4,2,3,2,4,2,3,3,2,2,2,2,1,2,1,2,1,1,4,3,2,4,3,3,4,4,6,2,-5,-5,2,-5,2,-5,-5,1,101,2,-5,-5,2,-5,2,1,1,-5,-5,1,2,3,3,2,2,4,3,1,3,3,3,3,2,4,3,2,-5,-5,3,2,1,2,1,7,5,4,6,2,4,2,8,1,2,2,1,2,2,6,2,4,2,3,2,2,1,1,1,1,3,2,3,3,2,2,2,1,5,4,4,4,3,3,4,4,5,5,5,5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,1,1,1,2,-5,-5,2,-5,-5,2,2,2,-5,2,-5,1,4,150217-1,S03020-13,12,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,3,1,,,,,,,1,1,1,40501,3,4,4,1,14810101,7,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,-5,1,2,2,-5,,,1,2,2,-5,1,2,2,-5,2,-5,2,2,2,1,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8,1,4,3,2,3,3,3,3,2,-5,3,3,3,4,4,4,4,1,3,2,1,3,178,65,2,4,8,1,2,3,2,2,3,1,2,2,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,4,3,3,4,3,4,4,0,29.4,3,500024,910019,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,120002,910642,610001,610002,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2
4476,2864,1,1331,286,44761,,2,2,,3,4166,,5,3,3,4,2,2,3,4,2,2,4,4,3,4,1,1,1,1,3,5,5,2,2,5,4,1,4,2,-5,-5,1,27,2,-5,-5,2,-5,2,-5,-5,2,-5,4,2,1,-5,-5,1,2,5,4,1,3,5,4,6,-5,-5,-5,-5,-5,-5,-5,1,5,3,4,1,1,4,1,7,3,6,6,8,4,2,4,4,1,5,3,3,2,6,2,6,2,4,4,2,2,2,2,1,4,2,5,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,1,1,10,2,-5,-5,5,1,1,1,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,3,,,,,,,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,-5,1,4,2,-5,,,2,-5,2,-5,1,2,2,-5,2,-5,1,1,2,2,7,1,1,5,9,1,2,11,1,2,60000,2,3,4,6,2,1,4,5,5,2,2,5,4,2,-5,5,5,3,4,4,5,4,1,2,2,1,1,168,52,1,5,8,2,2,2,2,4,1,3,1,4,2,-5,1,4,1,3,2,-5,-5,-5,0,0,2,-5,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,4,3,3,4,1,4,4,1,45.5,3,500024,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,101008,920070,920023,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,210001,300003,400005,540001,110001,700001,920064,920273,920157,-4,-4,-4,-4,-4,-4,2
4478,2851,1,1250,285,44781,,1,1,,2,4104,,2,2,3,2,3,2,4,3,5,3,4,3,2,4,1,2,1,1,4,3,3,5,3,3,5,1,4,2,-5,-5,1,21,1,-4,25,2,-5,2,-5,-5,2,-5,3,1,1,-5,-5,1,5,2,5,3,3,4,3,1,4,3,3,1,1,1,2,1,3,2,2,1,1,3,2,2,1,6,6,2,8,2,8,1,3,4,2,1,5,5,2,6,2,4,3,2,3,2,3,4,4,1,3,3,1,1,1,1,3,2,1,1,4,3,3,3,3,3,4,4,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,1,1,3,2,-5,1,1,100618-1,O07020-15,12,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,1,,,,,,,1,2,1,40401,3,3,3,1,22620202,5,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,-5,1,2,1,4,,,2,-5,1,3,1,3,1,4,1,2,1,1,1,1,12,7,1,5,16,3,4,10,1,1,2500,2,3,4,2,2,8,1,3,2,3,1,4,5,1,1,4,3,3,3,4,5,1,2,1,3,1,1,171,55,2,3,6,2,2,3,3,2,1,2,2,2,1,6,1,3,1,2,2,-5,-5,-5,20,18,1,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,3,3,3,3,1,3,4,0,62.5,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,210001,300005,500024,750002,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2
4479,2152,2,1331,215,44791,,5,2,,3,4062,,3,4,3,4,4,4,5,4,4,2,3,3,4,4,1,1,1,1,4,5,5,4,3,5,5,1,2,2,-5,-5,2,-5,2,-5,-5,1,417,2,-5,-5,2,-5,4,1,1,-5,-5,1,5,4,5,4,3,2,4,1,5,5,4,5,5,3,5,1,5,3,5,3,1,4,3,2,3,2,3,2,12,2,12,4,1,4,3,1,2,1,1,3,2,2,4,3,1,1,1,1,4,1,3,2,4,3,5,3,1,1,3,3,4,3,3,3,5,5,3,3,2,-5,-5,1,2,6,1,2,3,2,-5,-5,1,5,7,2,-5,-5,2,-5,-5,2,-5,-5,4,3,2,-5,2,-5,1,3,160704-1,T06040-15,10,1,53,2,3,2,-5,1,4,1,3,-5,3,1,,,,,,,2,1,1,20307,4,4,4,1,11121301,4,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,-5,1,2,2,-5,,,1,3,1,4,1,3,2,-5,1,3,1,1,1,1,12,7,1,1,3,2,3,5,6,4,400000,2,3,2,6,1,2,3,4,4,5,3,5,4,1,7,5,5,4,3,4,3,3,1,4,2,2,7,161,52,1,5,5,1,4,4,2,2,2,1,2,3,2,-5,2,-5,1,3,2,-5,-5,-5,12,0,2,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,3,3,4,2,4,4,1,37.6,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,920071,920191,920232,101004,750001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,920272,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2
4483,2091,1,1331,209,44831,,5,1,,2,4165,,3,4,3,1,3,2,3,2,2,1,2,3,1,2,2,1,2,2,2,2,2,1,3,3,3,6,5,2,-5,-5,2,-5,1,-4,21,2,-5,2,-5,-5,2,-5,4,1,1,-5,-5,1,3,3,4,3,4,3,4,1,3,3,4,3,4,3,4,1,3,2,3,1,1,1,1,7,5,6,6,4,13,13,8,5,1,1,3,3,1,6,1,2,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,1,2,-5,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,1,,,,,,,3,1,2,-5,-5,-5,-5,1,14421701,2,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,-5,2,-5,1,2,,,1,2,1,2,1,3,2,-5,1,3,2,1,2,2,11,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,3,3,3,3,3,3,4,3,1,6,3,3,3,4,4,3,3,1,2,1,1,7,177,73,2,4,7,1,2,2,2,2,2,2,2,2,2,-5,1,4,1,3,2,-5,-5,-5,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,3,3,4,4,3,4,0,30.9,3,530001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,101001,500024,750001,120001,400005,700001,-4,-4,-4,-4,-4,-4,-4,-4,-4,910113,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2
4486,2901,2,321,290,44861,,6,2,,3,4059,,2,3,3,3,3,4,5,4,4,5,4,4,2,2,1,1,1,1,4,2,3,5,1,5,5,1,6,2,-5,-5,1,12,1,-4,21,1,103,2,-5,-5,2,-5,2,1,1,-5,-5,1,4,3,2,3,2,2,5,1,3,4,2,4,4,4,4,1,4,2,3,3,1,1,5,2,3,3,6,3,1,12,4,2,1,4,2,4,2,1,2,4,1,2,2,2,3,2,2,2,3,1,3,3,3,3,3,3,4,3,2,2,3,2,3,3,4,4,3,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,1,1,6,2,-5,-5,2,-5,-5,3,2,2,-5,2,-5,1,1,160704-1,T06040-15,11,1,123,3,3,2,-5,1,4,1,3,-5,2,1,,,,,,,1,2,1,20103,3,3,3,1,24720302,4,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,-5,1,2,1,3,,,1,3,1,3,1,3,2,-5,1,3,1,1,1,1,12,11,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,6,3,2,3,5,2,5,5,1,4,3,4,5,3,3,4,4,3,2,2,2,1,150,49,2,4,7,2,3,3,2,1,2,2,1,2,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,3,4,4,3,5,5,1,56.7,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,300003,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2
4487,2814,1,1490,281,44871,,4,1,,2,7040,,2,5,4,5,1,5,5,5,5,5,5,5,4,5,1,1,2,1,5,5,5,5,4,5,5,1,4,2,-5,-5,2,-5,1,-4,21,1,102,2,-5,-5,2,-5,4,1,1,-5,-5,1,5,4,4,3,4,2,4,1,4,5,4,5,5,1,4,1,5,1,4,4,3,4,5,2,1,3,5,2,5,8,4,3,1,4,4,3,2,4,3,5,2,1,3,3,3,1,1,1,4,1,1,2,4,3,5,4,2,2,4,3,3,3,1,2,5,5,3,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,2,2,-5,2,-5,2,-5,-5,-5,-5,1,66,3,3,1,3,2,4,1,3,-5,3,1,,,,,,,1,2,1,60403,3,4,3,1,22420202,5,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,-5,1,2,1,4,,,2,-5,1,3,1,3,2,-5,1,3,1,1,1,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,3,3,4,4,4,3,4,4,1,1,3,4,3,3,4,4,4,1,2,2,1,2,189,72,1,4,7,1,2,4,1,1,1,1,1,1,2,-5,2,-5,2,-5,2,-5,-5,-5,2,4,2,-5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,3,3,3,3,4,4,0,34,3,700001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,300003,400005,910589,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,750001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2
4488,2322,1,2020,232,44881,,1,2,,2,4218,,2,4,3,2,1,3,3,4,4,4,3,4,4,4,1,1,1,2,3,3,2,4,3,4,3,3,6,2,-5,-5,2,-5,2,-5,-5,2,-5,2,-5,-5,2,-5,4,1,1,-5,-5,1,4,2,4,2,3,2,3,1,5,4,4,4,3,2,4,1,4,1,4,3,2,3,3,2,2,2,6,2,13,2,1,2,1,2,2,1,2,1,2,3,2,3,2,2,3,3,1,1,3,1,2,3,3,2,5,3,4,2,3,4,5,3,2,3,4,3,4,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,3,2,-5,2,-5,2,-5,-5,-5,-5,1,153,3,3,2,-5,9,8,1,3,-5,3,2,,,,,,,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,1,153,200,2,1,12,3,1,12,,-5,2,-5,1,4,,,1,4,1,3,1,3,1,3,1,4,1,1,1,1,2,2,1,1,3,3,3,5,4,1,2510,7,3,2,7,1,2,3,4,4,4,3,4,4,1,2,3,4,4,4,4,4,1,2,1,2,1,7,173,55,2,4,7,2,3,3,3,1,3,1,2,2,1,9,2,-5,1,1,2,-5,-5,-5,0,0,2,-5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,2,2,4,3,4,4,0,60.3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,101008,400005,500024,700005,900011,910376,-4,-4,-4,-4,-4,-4,-4,-4,-4,300005,910038,910260,910377,910375,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2
4490,2713,2,1032,271,44901,,1,1,,3,4166,,2,5,4,3,2,3,5,5,4,5,3,5,2,5,1,1,1,1,5,5,4,4,3,4,5,6,9,2,-5,-5,1,5,2,-5,-5,1,101,2,-5,-5,2,-5,5,1,1,-5,-5,1,1,4,3,1,2,4,4,1,4,5,3,3,5,1,5,1,4,3,4,4,2,2,5,6,1,6,6,2,4,13,2,1,1,1,1,3,2,1,1,6,2,2,4,1,3,3,2,1,2,1,3,2,3,4,5,2,1,1,1,2,3,3,3,3,5,4,4,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,1,2,-5,2,-5,2,-5,-5,-5,-5,1,64,2,3,2,-5,3,4,1,4,-5,1,2,,,,,,,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,2,-5,-5,2,2,-5,-5,2,-5,,-5,1,2,2,-5,,,2,-5,2,-5,2,-5,2,-5,1,4,1,1,1,1,3,3,1,2,2,1,2,12,7,4,600000,2,7,4,1,1,3,2,5,4,5,3,5,3,1,6,4,2,4,4,4,4,4,2,4,1,2,7,166,60,1,4,7,2,2,2,4,2,1,1,1,2,1,2,2,-5,1,3,1,1,2003,2,10,7,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,4,2,2,3,4,2,0,84.2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,210001,600003,500024,530001,540001,101001,110001,920081,920050,-4,-4,-4,-4,-4,-4,2
