BYSID,GENDER,father_job,BYS22001,BYS22002,BYS23002,BYS04008,BYS04009,selfConcept_cate,lifeSelfConfidence_cate,emotionalStability_cate,schFacilSatisfi_cate,careerSelfEfficacy_cate,liberalArts_cate,naturalSciences_cate,teacherRel_cate,AT_05,J007C
1371,2,4,1,2,1,6,3,3,3,1,1,2,2,2,1,0,1
1372,1,0,6,2,1,4,1,3,2,1,2,3,2,4,1,2,4
1378,2,1,8,2,3,3,5,3,2,2,2,3,2,3,2,2,1
1384,1,1,8,1,1,6,9,4,4,1,2,4,3,2,1,1,2
1387,1,3,1,10,8,4,2,4,4,2,3,3,3,2,1,1,2
1388,1,4,1,2,1,4,1,3,2,1,3,4,2,3,1,1,3
1389,1,2,10,2,5,4,4,3,3,1,3,4,3,4,1,2,1
1390,1,1,6,1,1,4,6,3,3,1,2,3,2,2,1,2,2
1391,1,1,2,3,1,2,3,2,3,2,2,3,3,2,1,1,1
1392,2,4,7,3,4,4,6,3,2,1,4,3,4,3,1,3,1
1393,2,0,2,9,1,1,5,2,2,2,2,3,2,2,2,0,1
1395,1,4,1,2,1,4,3,4,3,1,3,4,4,4,1,1,1
1399,2,2,9,1,6,4,1,3,3,2,2,4,3,3,1,1,2
1407,2,4,3,7,1,6,5,2,3,1,3,3,1,2,1,1,4
1410,2,4,3,9,2,5,9,3,3,2,2,3,2,2,2,2,1
1413,2,3,9,1,5,6,1,3,4,1,2,3,3,4,1,2,3
1415,2,4,8,1,1,4,5,3,3,2,2,3,3,3,1,0,2
1416,2,4,2,1,1,6,5,3,3,1,3,3,3,3,1,1,1
1418,2,3,3,1,1,5,1,2,2,2,3,2,2,1,2,1,3
1420,2,0,2,1,1,4,1,2,2,1,2,2,2,2,1,1,4
1422,2,1,2,3,1,2,5,3,3,1,2,4,3,3,1,1,3
1423,2,4,2,3,1,5,3,2,2,1,3,2,2,3,2,1,2
1425,2,0,1,8,1,3,9,2,1,1,1,2,1,1,1,0,1
1426,1,0,7,8,1,4,6,3,4,1,3,3,2,3,1,0,4
1434,2,4,3,2,1,4,5,3,2,1,2,3,2,3,1,3,2
1442,1,4,8,3,1,4,3,3,3,1,3,3,3,2,1,0,3
1448,2,4,2,3,1,1,9,3,3,1,2,3,3,3,1,0,1
1449,2,0,2,6,1,5,3,2,2,2,2,2,2,3,1,0,2
1455,1,3,8,3,7,9,6,3,3,2,2,4,3,3,1,1,4
1456,1,4,3,1,1,5,9,3,3,2,3,2,3,2,1,1,2
1459,1,5,3,2,2,4,5,2,2,2,2,2,3,4,1,2,4
1461,1,3,1,8,1,4,3,3,3,1,2,3,3,3,1,1,4
1467,1,4,1,2,2,4,3,2,2,1,3,2,1,3,1,3,4
1469,2,1,2,8,1,4,3,3,2,1,2,2,2,4,1,1,3
1470,1,4,8,6,1,4,1,3,3,1,3,3,2,2,1,0,4
1472,1,1,1,8,3,3,4,2,3,1,3,2,2,3,2,1,1
1478,1,4,2,1,1,4,3,2,2,1,3,3,3,3,1,2,4
1479,2,5,3,1,2,5,6,2,3,2,2,2,2,2,1,1,3
1480,2,1,1,2,1,5,3,3,3,2,3,3,3,2,1,2,3
1481,2,2,2,1,1,5,4,3,3,1,3,4,3,2,1,1,1
1482,2,1,2,1,1,1,4,3,2,1,2,3,3,2,1,1,1
1487,2,5,6,3,1,1,5,2,2,2,2,2,3,2,1,1,3
1490,2,4,2,1,1,5,1,3,2,1,2,3,2,2,1,1,2
1492,2,0,1,2,4,2,1,2,1,3,1,4,1,1,2,0,1
1496,2,0,1,3,3,4,5,3,3,1,3,2,3,1,1,0,4
1498,1,0,2,1,1,5,4,3,3,1,2,3,3,2,1,1,1
1500,1,4,1,8,7,4,3,3,4,2,3,3,3,3,1,0,4
1501,2,4,1,1,1,5,1,3,3,2,3,3,2,2,1,0,1
1503,1,1,2,9,1,4,3,3,3,1,2,3,3,2,1,2,2
1505,1,0,1,2,1,6,2,3,3,2,3,2,3,4,1,2,3
1507,1,0,2,3,1,6,4,3,3,2,1,4,1,2,1,1,3
1511,2,4,1,10,1,6,4,3,4,1,4,4,4,1,1,0,3
1515,1,2,2,9,1,4,6,2,2,1,2,1,1,2,1,2,2
1517,1,1,5,3,1,3,2,2,2,2,3,2,2,2,1,0,2
1519,1,5,8,1,1,4,1,3,2,1,2,3,4,3,1,1,2
1521,1,4,5,9,3,1,4,2,2,2,3,2,3,3,1,1,2
1522,2,1,2,1,1,1,9,2,3,2,3,3,3,3,1,1,1
1525,1,4,3,1,4,4,5,2,2,1,2,3,2,3,1,2,4
1527,1,1,6,3,8,4,1,3,2,2,3,3,3,4,1,2,4
1528,1,1,3,1,2,9,6,3,2,2,3,3,2,3,1,1,3
1529,2,0,1,4,1,5,6,2,1,2,3,1,2,2,1,1,3
1532,1,1,1,2,1,4,6,3,3,1,2,4,4,2,1,1,3
1534,1,2,1,8,1,4,5,3,3,1,3,2,2,2,1,2,3
1542,1,4,1,3,3,4,3,3,2,2,3,2,1,4,1,2,3
1549,2,4,6,3,1,5,3,3,3,1,2,3,4,2,1,1,1
1550,2,4,3,5,2,6,9,3,3,2,2,2,3,3,1,1,1
1552,2,4,6,7,4,6,3,3,3,2,2,2,2,3,1,0,4
1553,1,3,2,8,1,4,3,2,1,1,3,3,2,3,2,1,2
1556,1,1,1,2,1,4,1,3,3,1,3,2,3,4,1,2,2
1560,2,4,1,9,1,6,3,3,4,2,3,2,2,3,1,3,3
1562,2,1,2,5,1,1,4,3,3,1,3,3,2,4,1,0,2
1565,2,4,10,2,5,4,6,3,3,1,2,3,2,3,1,0,1
1566,1,5,8,1,1,4,5,3,2,1,3,3,3,3,1,2,4
1567,2,4,2,1,1,4,5,3,2,2,2,3,3,4,1,2,4
1568,1,1,2,3,2,4,6,3,3,1,2,3,3,2,1,1,3
1572,1,4,8,1,1,4,5,3,3,1,3,3,2,4,1,2,4
1575,2,1,1,3,8,4,3,3,3,2,2,3,3,3,2,2,3
1577,1,1,3,8,4,4,3,3,3,1,2,3,2,3,1,3,3
1579,2,1,3,10,4,3,9,3,3,1,1,3,3,3,1,2,2
1580,1,0,2,1,1,4,3,3,2,2,3,3,3,3,1,0,3
1582,2,4,6,10,1,3,2,3,2,1,3,2,3,3,1,1,1
1583,1,1,1,2,3,2,4,3,2,1,3,2,3,3,1,1,2
1585,2,1,2,1,1,2,5,3,3,2,3,3,3,2,1,1,2
1586,2,0,1,8,1,9,4,2,2,2,3,1,2,2,1,0,1
1589,2,4,9,2,6,3,2,3,3,2,3,3,3,3,1,2,1
1590,1,4,2,7,1,5,1,2,1,2,3,4,2,3,1,0,3
1591,1,4,3,2,1,4,3,3,3,1,2,3,2,3,1,0,3
1593,2,1,1,2,1,1,3,3,3,1,2,3,2,3,1,1,1
1596,1,3,3,9,3,1,4,3,3,1,1,4,4,4,1,2,1
1597,2,3,2,1,1,6,3,3,3,1,2,4,3,2,1,2,3
1598,1,4,1,9,1,4,1,2,1,1,2,2,3,3,1,2,4
1601,2,4,8,2,4,5,4,2,2,1,2,3,2,2,1,0,1
1602,2,0,1,2,1,2,3,2,2,1,2,4,3,3,1,1,2
1604,1,4,1,9,3,4,1,3,3,1,4,2,4,3,1,0,4
1606,2,5,2,8,1,5,3,2,2,2,3,2,3,2,1,1,3
1608,2,4,2,1,7,4,6,2,1,1,3,3,2,2,1,0,3
1609,1,1,2,3,1,4,3,2,2,1,3,3,2,3,1,3,4
1611,2,0,2,8,1,5,4,2,2,1,2,2,3,2,1,1,3
1614,1,4,1,2,1,3,4,3,2,1,2,3,2,2,1,0,4
1615,1,0,1,9,1,4,3,4,4,1,4,4,3,4,1,2,3
1621,2,5,1,6,2,9,6,3,3,2,2,2,2,2,1,0,3
1626,2,4,2,9,1,4,3,3,3,1,1,2,3,3,1,0,3
1627,2,5,5,6,1,6,4,3,4,1,2,3,3,4,1,1,1
1629,1,2,8,7,1,4,5,2,2,2,1,3,1,2,2,0,3
1631,2,4,1,7,9,3,5,3,3,2,1,2,3,2,1,0,1
1635,1,3,5,6,1,4,1,3,2,2,2,5,4,2,1,0,2
1636,2,1,2,6,1,4,8,3,3,2,4,3,3,2,1,1,1
1638,1,3,8,7,4,4,3,3,3,2,3,3,3,3,1,2,4
1640,2,3,1,8,2,6,3,2,2,2,2,2,3,2,1,1,3
1642,1,4,2,9,6,4,1,3,2,1,2,3,3,3,1,2,3
1643,1,1,6,3,4,4,3,2,2,2,2,1,2,3,1,3,2
1644,2,5,5,3,2,6,3,3,3,2,2,2,2,2,1,1,1
1648,2,5,8,2,1,5,4,3,2,2,2,2,2,3,1,0,4
1649,2,4,2,1,1,3,9,2,2,2,2,2,3,2,1,1,1
1650,2,5,8,2,1,3,5,3,3,1,3,3,2,1,1,0,4
1651,2,1,4,1,5,3,2,4,4,1,3,3,4,4,1,2,1
1658,1,4,1,3,1,9,4,3,3,2,3,2,2,3,1,2,4
1659,1,4,1,3,2,4,3,3,4,2,2,3,3,3,1,1,1
1664,1,4,8,7,1,4,3,4,4,1,4,4,3,2,1,1,2
1666,2,2,2,1,5,6,3,3,3,1,4,4,2,3,1,0,4
1667,2,0,2,1,1,7,6,3,3,1,3,3,2,2,1,0,2
1668,1,4,3,2,2,3,6,2,1,2,2,3,3,3,1,1,2
1669,2,1,2,1,3,4,1,3,2,2,2,3,2,4,1,1,3
1670,2,2,1,10,1,6,5,3,3,1,2,2,2,2,1,1,2
1672,2,4,1,3,2,5,9,3,3,1,2,3,2,2,1,0,2
1673,2,4,1,2,1,5,6,3,4,1,2,4,4,2,2,0,1
1680,2,4,1,3,2,4,1,3,3,1,3,2,2,3,1,3,3
1687,2,3,1,3,1,5,4,3,2,1,3,3,3,4,1,2,1
1688,1,1,2,8,1,4,5,3,3,1,3,4,2,4,1,0,1
1689,2,3,2,6,1,6,5,3,3,1,2,3,2,2,2,1,2
1690,1,4,1,9,1,4,3,3,2,1,3,3,2,4,1,2,2
1691,2,4,1,2,1,9,6,3,3,2,1,3,2,2,2,0,1
1695,1,4,8,3,1,4,8,2,1,1,2,2,2,2,1,0,2
1696,1,2,2,9,1,4,2,3,3,1,2,3,2,3,1,1,4
1698,1,5,1,2,1,4,2,2,2,2,2,3,2,3,1,0,4
1701,2,4,2,8,1,4,5,2,2,1,2,2,2,3,1,0,4
1703,2,0,2,1,1,6,9,2,3,2,4,2,2,1,1,0,1
1704,2,3,1,3,1,6,5,3,3,2,2,3,3,3,1,0,1
1713,1,3,8,3,4,4,5,3,3,1,3,3,3,3,2,0,4
1721,1,4,2,1,1,4,5,3,3,1,2,4,3,2,1,1,4
1728,2,4,4,1,1,3,6,3,3,2,3,2,4,3,1,1,1
1729,1,5,2,6,1,3,4,3,2,1,3,3,3,3,1,0,1
1730,1,3,2,9,1,4,1,2,3,1,2,3,2,2,1,1,4
1731,1,0,3,1,4,4,9,4,5,2,2,5,2,1,1,1,1
1733,1,2,2,8,1,4,3,3,2,2,3,3,2,3,1,2,2
1734,1,3,1,2,1,4,1,2,2,2,3,2,2,3,1,1,3
1735,1,1,1,9,1,4,1,3,4,1,3,3,3,3,1,2,4
1736,1,1,2,5,1,4,5,3,2,1,2,2,2,3,1,1,1
1737,2,3,1,2,1,9,6,3,3,1,3,3,3,3,1,2,2
1738,1,5,8,2,1,4,3,3,3,1,3,3,2,2,1,0,3
1739,1,2,1,2,1,4,6,2,2,2,3,3,3,2,1,1,2
1740,1,4,1,2,1,4,1,3,3,1,3,3,4,3,1,1,3
1742,2,1,6,7,1,4,3,2,2,2,2,2,2,2,1,1,1
1743,2,4,2,1,1,3,6,3,3,1,4,3,4,3,1,1,1
1745,2,2,1,8,1,3,6,3,3,2,2,3,2,1,1,3,2
1748,2,0,2,1,1,4,6,2,3,2,2,3,2,2,1,1,1
1752,2,1,2,6,8,3,5,3,2,1,2,3,3,3,1,1,1
1755,1,1,2,1,1,4,3,3,2,2,3,3,3,2,1,1,2
1756,1,4,3,1,1,4,5,1,1,1,2,1,1,1,2,2,4
1760,2,5,2,1,1,3,4,2,3,1,3,2,2,2,1,0,3
1761,2,5,8,3,1,5,6,2,2,2,2,3,2,2,1,0,4
1767,2,1,1,6,1,3,5,2,2,2,2,3,2,4,2,2,2
1768,2,4,1,8,1,3,6,3,3,2,4,3,4,3,1,1,2
1773,2,1,2,9,1,3,4,3,2,1,3,2,3,2,1,1,1
1776,2,1,2,3,1,4,3,2,2,2,2,2,1,1,1,1,1
1778,2,5,3,7,9,1,3,2,2,2,3,2,3,2,2,1,4
1779,2,4,2,7,1,3,9,2,2,2,3,3,2,3,1,0,4
1780,1,4,5,4,5,4,6,4,3,1,2,3,4,3,1,1,4
1781,1,4,2,3,1,4,3,3,2,1,3,3,3,3,1,1,2
1783,1,0,8,1,1,4,9,3,4,2,3,3,1,1,1,0,4
1790,2,4,1,3,2,6,9,3,4,1,2,3,2,3,1,1,1
1791,1,1,2,1,1,4,6,4,4,2,1,2,4,3,2,1,4
1792,2,4,1,7,1,4,9,3,3,1,2,3,3,3,1,0,3
1793,1,0,8,5,1,4,5,2,2,1,2,4,2,2,1,2,4
1795,1,5,2,3,1,4,3,3,3,1,3,2,4,3,1,1,1
1797,1,4,1,8,1,6,4,3,4,1,2,4,3,2,2,1,2
1798,2,1,6,2,4,1,3,3,3,1,2,4,3,3,1,1,1
1801,1,4,8,3,1,4,3,2,2,1,3,2,2,2,1,0,4
1802,1,0,6,8,6,4,3,3,3,1,3,3,3,2,1,0,4
1806,1,3,1,2,1,3,4,2,2,1,3,3,2,3,1,1,1
1810,2,5,2,6,1,3,2,3,3,1,3,3,4,3,1,0,2
1814,2,4,2,1,1,6,3,1,1,2,2,2,1,2,1,1,2
1816,1,4,4,5,1,3,8,4,3,1,2,3,3,3,1,1,3
1822,1,4,2,8,1,4,3,3,3,2,2,3,2,2,2,3,2
1823,1,1,1,8,3,4,3,3,2,1,3,3,2,3,1,1,2
1826,1,1,8,2,9,9,4,3,3,2,2,3,3,3,1,0,3
1827,1,4,9,2,6,4,5,2,2,1,3,2,2,3,1,3,1
1828,2,1,6,1,4,1,6,3,2,2,3,3,4,3,1,1,1
1830,1,0,6,10,2,4,1,4,4,3,3,3,3,3,1,0,3
1831,2,0,2,8,1,3,6,3,4,1,3,4,3,3,1,1,1
1832,2,0,1,2,1,5,6,3,3,1,2,3,2,1,1,1,1
1834,1,4,1,8,1,3,6,3,3,3,2,5,3,2,1,0,4
1835,1,4,1,2,2,4,1,3,2,2,3,4,2,4,1,1,4
1836,1,4,2,6,1,4,5,4,3,1,2,4,4,2,1,1,3
1837,1,4,1,3,2,3,4,3,3,1,2,3,3,3,1,2,3
1840,1,4,3,8,1,4,5,2,2,2,2,3,2,2,1,1,2
1842,1,3,8,4,1,4,3,3,3,2,2,3,3,3,1,2,2
1845,1,4,2,8,1,4,1,3,3,1,4,3,3,3,1,0,2
1846,1,3,1,3,1,4,5,3,1,1,2,4,3,2,1,1,3
1852,2,0,1,7,3,3,5,2,2,1,3,2,2,3,1,1,2
1853,2,4,2,8,1,4,9,3,3,1,2,4,4,5,1,2,3
1860,2,4,3,1,2,1,3,3,3,2,2,2,2,3,1,1,3
1861,2,5,2,6,1,3,4,3,3,1,3,3,3,4,1,2,1
1864,2,1,2,8,1,6,3,3,2,1,3,3,2,3,1,1,2
1871,1,1,8,6,1,4,1,4,4,2,3,3,3,4,1,1,1
1872,1,4,1,7,1,6,4,3,3,2,2,3,3,3,1,0,2
1873,1,4,1,8,1,4,3,2,2,2,2,3,3,3,1,2,4
1875,2,4,8,4,3,3,4,2,2,1,2,2,3,3,1,1,1
1876,2,3,1,2,1,3,1,3,4,1,3,4,3,4,1,2,3
1877,1,4,8,6,5,4,5,3,3,1,3,4,3,4,1,2,1
1879,1,4,3,1,2,5,4,3,3,1,3,3,2,2,2,1,4
1880,2,1,10,4,5,6,1,3,3,1,2,4,3,4,1,2,3
1882,1,4,1,3,1,3,1,2,2,2,2,2,3,2,1,0,3
1883,2,4,1,8,4,5,2,3,2,1,3,3,2,3,1,1,1
1884,1,5,1,8,1,1,4,2,2,1,3,4,3,3,1,1,3
1886,2,4,2,8,1,9,2,3,2,1,3,3,2,2,1,0,3
1890,2,1,2,1,1,3,1,3,3,1,2,4,3,3,1,2,2
1892,2,5,1,4,1,4,6,3,3,2,3,3,4,3,1,1,1
1894,2,5,10,2,5,5,4,2,2,2,3,3,3,3,1,0,1
1897,2,1,2,3,1,4,5,3,3,1,2,3,2,2,1,1,4
1899,1,4,3,7,1,4,6,3,3,2,3,3,1,3,1,1,3
1902,2,1,2,6,1,5,4,3,3,1,3,4,3,3,1,1,3
1904,1,3,6,9,4,7,4,4,3,1,4,5,3,4,1,1,3
1905,2,4,1,8,6,6,9,3,2,1,3,2,2,2,1,0,1
1906,1,4,3,5,2,6,4,1,1,1,2,3,1,1,2,0,3
1911,1,0,1,2,1,2,3,2,1,1,3,2,2,2,2,0,2
1912,1,0,2,3,1,3,6,3,3,2,3,3,2,2,1,0,1
1916,1,4,1,3,2,4,3,3,3,1,3,3,3,2,1,1,4
1919,2,3,8,10,1,1,9,3,3,1,3,3,2,2,1,1,2
1922,1,4,1,3,1,4,6,3,4,2,3,3,3,2,1,2,2
1923,2,1,2,6,1,6,9,3,3,2,3,2,3,3,1,0,2
1924,1,0,3,8,1,4,3,2,2,2,1,2,2,2,2,3,4
1925,1,4,8,3,1,4,6,2,2,2,3,2,3,2,1,0,3
1926,1,1,3,1,3,3,1,4,4,1,3,3,2,2,1,1,3
1927,1,4,3,8,9,9,6,3,2,3,2,1,2,3,1,0,1
1928,2,0,1,7,2,1,9,3,3,2,3,3,3,3,1,3,1
1931,2,1,8,2,1,4,3,3,4,2,3,2,2,1,1,0,1
1933,1,4,1,2,3,6,3,3,3,1,3,3,2,2,1,0,1
1935,2,4,8,1,1,5,1,3,3,2,3,2,4,1,1,0,1
1937,1,4,2,1,1,3,5,2,1,2,2,3,2,4,1,2,2
1941,1,1,1,6,1,4,1,3,2,1,2,3,2,2,1,1,4
1942,1,2,2,1,1,4,1,3,2,1,3,4,4,3,1,1,3
1946,2,4,1,8,1,5,3,2,2,2,3,3,2,3,1,2,4
1947,2,4,3,1,2,3,5,4,3,1,3,4,2,4,1,2,1
1949,1,3,9,7,4,4,3,3,3,1,3,3,3,2,1,1,3
1950,2,4,2,6,1,1,6,3,2,1,3,3,3,3,1,1,1
1951,1,1,1,3,1,1,6,4,4,1,3,3,3,3,1,0,4
1952,1,3,2,8,1,4,3,3,3,1,2,4,3,3,2,2,2
1954,1,1,1,3,2,6,1,3,3,1,3,3,4,3,1,1,1
1957,2,4,1,2,1,9,6,2,2,1,2,3,2,3,1,0,1
1958,2,0,2,3,1,5,9,3,4,1,2,3,2,2,1,1,3
1960,1,3,3,1,2,4,1,3,3,2,3,4,4,3,1,2,3
1964,2,5,8,10,1,9,6,2,2,1,3,2,2,2,1,1,1
1966,2,5,2,5,1,1,5,3,2,1,3,2,3,1,1,1,1
1976,1,2,1,6,1,4,6,3,2,2,3,5,4,2,1,0,1
1977,1,1,2,1,2,4,3,3,3,1,3,3,3,3,1,2,1
1983,2,5,8,1,1,6,3,3,3,2,3,3,2,2,1,1,2
1985,1,4,9,8,6,4,1,3,2,2,2,2,2,2,1,0,2
1993,2,3,3,2,2,3,9,3,4,1,2,3,3,3,1,1,1
1997,1,4,2,10,1,4,5,2,1,2,3,2,3,2,1,1,4
1999,1,4,2,7,1,4,1,3,3,1,3,2,3,2,1,0,2
2002,1,5,1,6,1,4,3,3,3,1,2,3,4,3,1,1,2
2007,1,4,2,6,1,4,3,2,2,2,3,2,2,2,2,0,4
2008,2,4,10,2,5,4,3,3,3,1,3,3,2,3,1,0,1
2010,2,4,3,6,3,4,5,3,2,1,1,4,3,3,1,1,3
2012,1,4,1,3,2,4,1,2,2,1,2,2,2,2,1,1,4
2013,2,1,4,2,1,6,4,3,3,1,3,3,3,4,1,1,1
2018,1,3,3,1,3,4,5,3,3,2,2,3,3,3,1,2,3
2021,2,5,1,3,1,1,5,3,3,1,3,3,3,3,1,1,1
2022,1,3,3,1,3,4,6,2,2,2,3,3,2,3,1,1,2
2024,1,0,2,6,1,4,6,2,2,1,3,3,2,2,2,1,4
2030,2,4,1,6,1,4,1,3,4,2,3,4,2,3,1,3,1
2031,2,0,2,7,1,3,4,3,2,2,2,4,4,4,1,1,1
2033,2,0,2,1,1,9,4,3,2,1,2,3,2,3,1,1,3
2037,1,3,1,2,1,6,9,3,3,1,3,3,3,4,1,0,3
2038,1,4,1,2,1,4,3,3,2,1,3,4,2,3,1,3,1
2042,1,3,2,1,1,6,9,2,2,1,3,3,3,3,1,1,2
2044,1,1,3,1,1,4,3,2,1,1,2,2,2,3,1,1,1
2047,1,1,8,1,1,4,3,2,2,1,3,2,2,2,1,1,4
2052,1,0,2,1,1,6,3,4,4,1,2,4,2,4,1,3,4
2054,1,1,8,3,1,3,4,3,3,1,3,3,2,3,1,1,3
2059,2,2,6,1,1,3,4,4,4,1,2,3,4,3,2,2,1
2060,2,4,8,1,1,5,4,3,2,1,3,2,2,2,1,1,1
2064,1,4,6,9,1,3,4,3,2,1,3,4,2,2,1,0,3
2065,1,4,1,8,3,4,6,2,2,2,2,2,1,1,1,0,1
2067,2,0,1,9,9,4,5,2,2,1,2,3,2,3,1,0,3
2070,1,1,2,1,1,4,1,3,3,1,3,2,2,3,1,1,1
2071,2,1,6,3,2,3,6,3,4,1,2,3,4,1,1,3,2
2074,1,3,2,8,1,4,3,3,3,1,3,3,2,3,1,1,1
2075,2,2,2,3,1,6,4,2,3,2,2,2,3,2,1,1,3
2076,2,4,2,3,1,6,9,3,3,1,3,2,2,3,1,0,1
2078,2,4,2,9,1,1,9,3,3,1,3,2,4,2,1,1,3
2080,2,5,3,1,2,6,1,2,1,3,2,3,2,1,1,1,3
2083,1,1,1,3,1,4,6,3,3,1,3,2,3,2,1,0,2
2084,1,3,8,3,4,4,5,3,3,1,3,3,2,3,1,1,1
2086,1,3,2,10,1,4,3,3,2,1,2,2,3,3,1,2,2
2089,1,4,6,9,1,1,4,2,2,2,2,2,3,1,1,1,2
2092,2,1,2,1,1,6,9,2,2,2,2,3,2,2,2,2,2
2093,1,4,1,6,1,5,4,3,3,2,3,3,2,1,1,0,3
2094,1,4,2,6,2,3,5,3,3,1,2,4,3,4,1,1,3
2097,2,1,2,7,1,3,4,3,3,1,2,2,2,3,1,0,1
2098,1,1,1,2,1,1,6,4,3,1,2,4,4,5,1,0,1
2099,1,3,8,5,2,6,7,2,1,2,2,3,3,4,1,1,1
2100,1,4,9,2,6,4,3,3,2,2,4,2,3,1,1,0,4
2101,2,4,8,9,1,3,5,3,4,2,3,2,4,2,1,3,4
2108,2,4,2,6,1,1,4,2,2,2,3,4,3,4,1,0,2
2109,2,4,2,1,3,4,3,3,3,2,2,2,3,3,1,1,2
2118,1,1,1,9,1,4,3,3,3,1,2,3,3,2,1,1,1
2121,1,5,8,10,4,4,3,3,3,2,2,2,1,1,1,0,2
2122,2,4,2,1,1,9,5,3,4,1,2,3,3,1,1,0,3
2128,1,4,8,3,4,4,5,3,3,1,3,4,2,2,1,2,4
2129,2,5,2,1,2,5,3,2,3,2,2,2,2,3,1,0,4
2130,1,4,9,8,1,4,5,3,4,1,3,3,3,4,1,2,3
2133,2,1,2,8,1,4,5,3,2,1,2,4,3,3,1,2,3
2134,2,4,2,1,1,3,4,2,2,2,3,2,3,2,1,1,3
2135,1,2,1,8,2,4,6,2,2,1,3,2,2,2,1,1,3
2136,2,5,1,3,1,6,5,3,3,1,2,2,2,2,1,1,3
2137,1,1,1,3,1,4,3,2,2,2,2,3,3,3,1,2,2
2139,1,4,1,2,2,6,3,2,3,1,3,4,1,1,1,1,2
2140,2,0,4,2,1,1,4,3,4,2,3,4,2,1,1,1,3
2146,2,4,1,6,3,1,9,3,4,2,3,3,3,3,1,0,1
2148,1,4,9,3,3,4,3,2,2,1,2,3,2,2,2,3,2
2149,1,4,8,2,1,3,4,2,2,1,3,3,2,3,2,0,3
2153,2,5,1,2,1,3,2,3,4,1,4,3,3,2,1,1,1
2154,1,4,1,3,4,3,4,2,2,2,2,2,2,3,1,2,1
2156,1,4,2,9,1,4,5,2,1,1,3,3,4,2,2,1,3
2157,2,1,1,6,1,3,1,3,2,2,3,3,3,3,1,2,1
2158,2,1,2,1,1,3,1,2,2,2,3,3,2,2,1,2,1
2159,1,4,8,1,1,6,4,2,3,1,3,2,2,1,1,0,4
2162,1,1,2,1,1,4,1,3,4,2,4,3,2,3,1,0,1
2165,2,5,3,1,2,4,5,3,2,3,3,2,3,2,1,1,1
2166,2,0,2,6,1,3,4,3,3,1,3,3,2,2,1,0,4
2167,1,4,1,9,3,1,4,2,3,2,2,3,3,3,1,2,1
2168,2,3,2,1,1,4,5,3,3,1,2,4,4,3,1,0,2
2172,2,5,1,7,1,6,3,2,2,2,2,2,3,1,1,1,2
2173,1,4,7,9,1,4,3,2,1,1,2,3,3,3,2,2,2
2174,2,1,1,2,1,5,1,3,2,2,3,2,2,2,1,0,1
2176,2,5,2,1,1,6,1,3,3,2,2,2,2,3,2,1,2
2179,1,4,1,8,2,3,6,3,5,2,3,3,3,3,1,0,4
2181,2,2,8,10,1,3,1,3,2,1,3,4,3,4,1,2,1
2183,2,3,1,2,1,5,6,3,3,1,3,3,2,2,1,1,1
2191,1,4,3,9,3,9,3,2,2,1,2,3,2,2,1,1,2
2193,2,4,2,7,6,3,1,3,3,1,2,2,3,2,1,1,1
2194,1,2,6,1,8,4,1,2,2,2,2,2,3,3,1,1,2
2198,2,0,2,3,2,1,9,2,3,2,2,3,3,3,1,2,3
2200,1,2,9,8,1,4,3,3,3,1,2,4,2,2,2,0,4
2201,2,3,1,8,3,4,5,3,2,2,2,1,2,2,1,1,1
2202,2,4,1,5,1,3,6,3,2,1,2,4,5,5,1,0,3
2203,2,0,8,2,1,9,6,2,1,1,3,4,2,2,1,0,4
2206,2,1,8,6,1,6,5,4,4,1,3,4,4,4,1,2,4
2210,1,1,8,9,3,6,5,2,2,2,2,2,2,2,1,1,2
2215,1,1,1,3,4,9,6,3,3,1,3,3,3,3,1,0,3
2216,1,4,2,1,3,1,4,3,2,1,3,3,3,3,1,1,3
2217,2,5,2,1,1,2,1,3,3,2,3,2,3,2,1,0,4
2218,2,3,2,6,1,4,2,3,3,1,2,3,4,2,1,1,1
2219,2,1,1,2,2,5,7,2,2,1,3,2,2,2,2,1,4
2221,1,2,3,9,3,4,5,2,2,2,2,2,2,2,1,1,1
2224,1,4,1,2,2,3,6,3,3,1,3,4,3,3,1,0,1
2225,1,4,2,1,1,4,3,3,3,2,2,3,3,3,1,2,1
2227,2,4,8,6,3,4,2,3,2,2,2,2,4,3,1,1,4
2228,1,3,1,2,1,4,3,3,2,1,3,3,2,4,2,2,3
2231,2,1,6,1,7,3,1,2,3,1,3,3,2,2,1,1,3
2232,2,1,2,3,8,6,9,3,2,1,3,2,3,3,1,1,3
2233,1,4,1,2,1,4,3,3,3,2,3,4,3,2,1,1,2
2234,1,4,1,8,1,1,4,3,3,2,3,3,3,3,1,1,4
2238,1,4,2,3,2,4,3,2,2,1,2,2,3,2,1,2,3
2246,2,1,2,7,1,5,9,3,3,2,2,3,3,2,1,1,1
2248,2,4,1,2,1,5,4,3,3,1,2,2,2,2,1,0,1
2250,2,4,3,1,3,5,3,3,2,1,3,3,3,3,1,1,1
2251,2,1,1,6,1,3,5,3,3,1,2,2,3,3,1,3,1
2253,2,4,6,2,1,6,4,3,3,1,3,3,3,3,1,0,3
2254,2,3,6,9,4,3,1,3,3,1,3,3,3,4,1,2,1
2255,1,4,2,8,1,4,6,2,2,2,2,3,3,2,1,1,2
2256,1,3,7,1,8,4,1,3,3,1,4,3,3,2,1,2,3
