BYSID,father_job,col_major,BYS22001,BYS22002,BYS23002,BYS04008,BYS04009,selfConcept_cate,lifeSelfConfidence_cate,emotionalStability_cate,schFacilSatisfi_cate,careerSelfEfficacy_cate,liberalArts_cate,naturalSciences_cate,AT_05,GENDER,teacherRel_cate,J007C
5781,5,0,2,3,1,4,3,4,4,1,2,2,4,3,2,1,1,6
5782,1,5,8,3,1,1,4,2,2,2,2,3,1,4,2,1,1,8
5784,5,3,3,1,1,5,4,3,3,1,3,4,2,1,1,2,1,2
5785,1,1,1,6,1,1,4,3,3,1,3,4,3,1,1,2,1,1
5786,1,4,2,3,1,4,1,3,3,2,3,3,2,3,2,1,1,5
5790,1,0,2,1,1,4,6,3,4,1,3,3,3,4,2,1,1,6
5794,1,3,3,5,1,4,1,3,4,1,2,3,3,3,1,1,1,2
5796,1,2,1,2,1,6,1,3,3,1,3,3,3,1,1,2,1,1
5797,1,7,6,2,1,3,1,2,2,2,2,3,3,2,1,2,1,1
5799,4,2,2,9,1,5,2,3,3,1,3,2,2,1,1,2,1,1
5801,0,2,6,2,1,1,5,3,3,1,3,3,4,2,1,2,1,4
5804,1,0,2,1,1,1,7,4,5,2,3,4,3,2,1,1,1,6
5805,3,6,8,1,1,4,3,3,3,1,3,3,2,4,2,1,1,5
5807,0,0,3,1,9,3,1,3,3,2,2,4,3,4,2,1,1,6
5808,3,4,2,1,1,1,4,3,2,1,3,2,2,3,2,1,1,5
5811,4,7,2,3,1,3,1,2,2,1,2,2,2,1,1,2,1,1
5816,5,0,8,2,1,4,3,2,1,1,2,3,2,2,0,1,1,6
5819,1,2,1,8,1,4,1,2,3,2,2,3,2,2,1,1,1,8
5821,1,2,1,3,1,1,3,4,4,2,4,3,4,3,1,2,1,1
5822,1,3,1,3,2,5,4,3,3,2,2,4,3,1,1,2,1,2
5823,1,0,1,9,2,4,6,3,3,1,2,4,3,1,1,1,1,6
5828,1,3,9,4,1,4,3,2,2,2,3,2,2,3,0,2,1,2
5831,0,4,6,8,1,3,4,3,4,1,2,3,2,1,2,1,1,1
5834,1,4,1,3,2,6,1,4,4,1,3,3,3,3,2,1,1,5
5835,1,5,8,2,1,4,1,3,3,1,2,4,2,1,1,2,1,1
5836,2,2,1,2,1,1,5,2,2,1,2,2,2,2,1,1,1,5
5842,4,4,1,2,1,4,3,3,3,1,3,3,2,3,2,1,1,6
5843,0,4,2,3,2,4,1,3,3,1,3,4,2,3,2,1,1,5
5845,0,2,8,1,1,1,6,3,4,1,3,4,3,2,1,2,1,5
5846,2,4,8,2,1,4,6,3,3,2,2,3,2,3,2,1,1,5
5853,1,4,3,2,3,4,3,1,1,2,2,2,2,1,0,1,2,6
5854,5,5,5,1,5,4,1,3,3,1,2,4,3,2,2,1,1,1
5855,1,2,1,2,1,4,9,3,3,1,2,3,3,2,1,1,1,6
5856,0,2,2,9,1,4,3,3,2,1,3,3,4,2,0,2,1,1
5857,2,0,2,8,1,5,3,3,4,2,2,4,2,1,1,2,1,5
5858,2,7,2,6,1,3,1,3,3,1,3,4,3,1,1,2,1,5
5859,4,0,1,2,1,3,1,3,4,1,3,2,1,2,1,2,1,6
5860,1,7,1,3,1,4,2,2,2,2,3,3,2,1,1,1,1,5
5861,0,2,6,3,1,3,1,3,2,2,3,1,3,3,1,1,1,6
5864,0,4,6,1,8,4,1,3,3,1,4,3,3,4,2,1,1,1
5866,4,1,1,8,1,6,3,2,2,2,3,2,3,1,1,2,1,1
5867,4,4,2,6,1,1,4,3,3,1,4,4,3,4,2,2,1,8
5871,1,4,2,1,1,3,1,3,2,2,2,3,2,3,2,1,1,1
5873,4,2,1,9,2,4,9,3,4,2,3,4,3,1,1,1,1,6
5874,4,4,2,6,1,1,3,4,3,1,4,4,2,1,1,1,1,5
5878,5,2,8,2,1,1,2,3,3,1,2,4,3,3,1,1,1,1
5880,0,3,2,1,1,3,1,2,2,1,2,2,3,3,1,2,1,2
5881,5,2,2,1,1,1,2,3,3,2,2,3,2,2,1,2,1,1
5882,0,2,2,6,1,3,1,3,2,1,3,4,3,3,1,2,1,6
5883,2,0,1,2,1,9,4,2,3,2,3,3,1,2,0,2,1,6
5886,4,5,2,7,1,6,2,3,3,2,3,3,2,4,2,2,1,1
5887,4,0,1,6,2,5,1,3,3,1,4,4,3,2,2,1,1,6
5888,5,0,8,2,1,3,1,2,3,1,3,3,3,1,1,2,1,6
5889,4,5,2,1,1,5,2,3,3,2,2,2,3,2,1,2,1,1
5892,4,4,1,4,3,4,1,3,3,1,3,3,2,1,0,1,1,2
5894,4,2,3,1,1,1,9,3,4,2,3,3,3,1,0,1,2,8
5895,3,7,3,10,1,3,4,2,2,2,3,3,3,2,1,1,1,6
5902,3,2,1,2,1,4,5,4,4,2,2,4,3,3,0,1,1,5
5905,1,0,1,6,9,4,6,3,3,2,2,2,3,1,1,1,2,6
5906,3,0,8,1,3,1,4,3,3,1,3,4,2,2,1,2,1,6
5908,3,2,2,1,3,1,6,3,3,2,2,3,2,2,1,2,1,5
5912,1,5,2,8,1,1,7,3,2,1,2,3,2,4,2,2,1,2
5915,0,5,2,1,1,3,5,2,2,1,3,1,2,3,2,2,1,5
5917,4,2,3,1,3,6,1,3,2,2,3,2,3,1,1,1,1,5
5918,0,4,1,2,1,4,1,3,3,2,2,3,3,1,1,1,1,1
5919,4,4,8,1,1,1,6,3,3,2,2,4,3,3,1,2,1,2
5921,4,5,3,2,3,5,1,3,2,2,3,4,1,3,2,2,1,2
5924,3,0,4,7,5,3,1,3,3,2,3,3,3,2,1,2,1,5
5927,0,2,3,8,3,5,1,3,4,2,2,3,3,2,2,1,1,1
5928,2,5,3,7,1,4,6,3,3,1,2,3,1,1,1,1,2,5
5930,2,4,3,1,1,4,1,3,3,2,4,4,2,1,0,1,1,5
5932,3,1,1,9,1,4,5,2,3,1,2,3,2,1,1,1,2,1
5935,4,1,2,3,1,4,3,3,3,2,4,3,3,2,1,1,1,1
5936,1,1,2,8,4,3,1,3,2,1,2,2,3,2,1,2,1,6
5938,3,4,1,9,1,4,3,2,2,2,3,2,2,3,2,1,2,8
5939,2,5,1,3,1,1,5,3,3,2,2,4,2,3,2,2,1,2
5942,3,4,2,1,1,1,6,3,4,2,2,3,3,2,0,1,1,2
5950,1,4,1,3,1,4,1,3,3,1,3,2,2,4,2,1,1,2
5953,1,7,9,2,6,2,1,3,3,1,3,3,2,2,1,1,1,5
5958,5,4,1,8,1,6,5,3,2,1,3,3,3,3,0,1,1,6
5966,4,0,6,3,2,3,4,3,3,2,2,3,3,2,2,1,2,6
5967,3,1,2,1,1,3,1,3,3,2,2,2,2,3,2,2,1,5
5968,1,2,2,9,1,4,1,3,2,1,3,4,3,2,1,1,1,5
5970,5,7,3,9,8,3,9,3,2,1,2,2,2,2,0,2,1,8
5973,4,0,3,8,2,6,1,3,3,2,2,2,2,1,1,2,1,5
5975,1,4,1,2,3,1,4,3,2,1,3,2,2,2,2,1,1,6
5978,3,2,2,9,1,1,5,2,2,2,2,2,4,1,1,2,1,1
5982,5,4,1,2,1,6,1,3,3,3,3,3,3,3,0,2,2,2
5983,0,7,2,8,1,1,3,3,3,1,4,3,3,3,1,2,1,5
5985,4,0,4,10,1,1,4,4,4,1,2,3,3,2,1,1,1,1
5988,4,0,2,1,1,9,1,3,3,2,3,2,2,1,1,2,1,5
5991,1,4,1,2,1,6,5,3,4,1,3,3,3,3,2,1,1,8
5992,5,2,1,3,1,5,9,2,2,2,2,3,2,1,1,2,2,5
5994,0,7,6,1,1,5,9,2,2,1,2,3,2,2,2,2,1,1
5999,1,4,3,1,3,1,7,3,3,2,2,2,2,4,2,1,1,8
6004,1,6,1,3,1,1,4,3,2,1,2,2,3,2,2,1,2,8
6005,1,4,1,7,2,6,4,4,4,2,1,4,4,2,1,1,1,6
6006,1,4,2,9,1,4,3,3,2,1,2,4,4,4,2,1,1,5
6007,3,5,1,6,1,3,1,3,2,2,4,3,3,1,1,2,1,5
6008,0,0,1,3,2,3,6,2,3,1,3,2,3,2,1,1,1,5
6009,1,1,2,9,1,4,5,4,4,1,3,5,4,4,1,2,1,6
6010,3,7,1,2,1,3,6,3,3,1,3,3,2,2,0,2,1,5
6011,4,5,1,2,3,4,1,3,2,2,3,3,2,4,2,1,1,6
6012,5,0,8,3,3,3,2,3,2,1,4,2,3,3,1,2,1,1
6015,1,7,2,6,1,3,1,3,3,1,2,2,3,3,2,2,1,1
6017,0,4,1,6,1,4,3,3,3,2,4,3,2,4,2,1,1,1
6020,1,0,1,2,1,6,1,3,3,1,2,4,3,2,1,1,1,2
6021,4,7,6,8,4,1,4,3,2,1,3,2,3,3,1,1,1,6
6023,1,4,1,7,2,3,1,3,3,1,3,3,2,2,2,1,2,8
6026,4,2,2,6,1,1,4,3,3,1,3,3,3,3,0,2,1,5
6027,0,2,1,9,2,1,9,2,2,2,4,2,3,1,1,2,1,1
6028,4,2,2,1,1,1,6,3,3,1,3,3,4,2,1,1,1,5
6029,2,3,2,1,1,3,1,2,2,2,3,3,2,4,2,2,1,2
6035,4,2,2,1,1,1,6,3,3,1,3,3,2,2,1,2,1,1
6039,4,4,3,1,1,4,3,3,2,1,2,3,2,3,1,1,1,8
6042,3,0,8,3,4,5,4,3,2,1,4,2,4,2,1,2,1,6
6043,4,1,2,1,1,6,4,3,3,2,3,3,3,2,0,1,1,8
6045,3,2,3,2,1,9,1,3,2,2,2,3,2,3,2,2,1,1
6047,1,4,9,4,2,2,7,2,1,2,3,3,1,4,2,2,1,5
6049,1,0,1,3,3,1,5,3,3,1,2,4,2,4,2,1,1,6
6050,1,2,8,5,2,4,1,2,2,1,2,3,4,4,1,1,1,2
6052,3,1,2,1,1,1,6,3,3,2,3,3,3,2,0,1,1,6
6053,5,2,4,1,4,3,8,3,4,1,2,2,3,2,1,1,1,6
6055,4,0,1,9,1,4,6,2,3,2,3,3,1,3,2,1,1,8
6057,2,5,9,6,4,1,2,3,4,2,2,3,4,4,2,2,1,2
6058,4,4,2,3,1,4,1,3,3,2,3,3,2,2,2,1,1,8
6060,5,7,2,1,1,3,4,3,3,1,3,2,2,2,1,2,1,2
6062,1,4,3,1,2,4,3,3,3,1,2,2,3,3,2,1,1,8
6063,1,0,4,1,1,1,4,3,3,1,3,4,4,2,1,1,1,2
6067,5,2,1,3,2,3,4,4,3,2,3,3,3,3,1,1,1,1
6068,4,7,2,1,1,4,3,3,3,2,2,2,3,2,1,1,1,5
6073,1,0,6,8,6,1,6,3,2,1,3,2,3,2,1,2,1,5
6076,1,0,1,2,1,5,4,4,5,1,2,4,3,3,2,1,1,8
6079,4,7,2,9,1,2,6,2,2,3,2,2,1,2,2,2,2,6
6081,1,0,2,9,1,4,1,3,2,1,3,3,3,2,1,1,1,5
6084,1,4,1,9,3,4,1,2,2,2,3,3,3,3,2,1,1,2
6085,2,4,1,3,1,1,6,3,4,1,2,4,2,4,2,2,1,6
6086,1,2,2,10,4,1,4,3,4,2,2,3,3,2,1,2,1,1
6087,3,0,1,2,1,4,3,2,2,1,3,2,2,2,1,1,1,8
6092,1,3,1,2,2,3,1,2,2,1,4,2,3,1,1,2,1,6
6093,5,6,9,2,2,1,4,2,2,2,3,2,3,1,0,1,2,8
6094,5,2,1,2,1,3,4,4,4,2,4,5,1,2,0,1,1,1
6097,4,2,2,1,1,3,1,3,3,2,2,4,1,1,0,1,1,1
6099,3,0,1,7,2,4,1,4,4,1,2,3,4,2,1,1,1,1
6100,1,1,2,1,1,4,1,3,2,1,2,4,3,2,1,1,1,5
6106,0,0,2,8,1,5,1,2,2,2,3,2,2,2,2,2,1,6
6108,4,5,2,8,1,1,3,3,2,1,1,2,3,2,1,2,1,8
6114,0,2,8,1,2,1,5,3,2,2,3,4,2,3,1,2,1,1
6115,1,4,1,2,2,4,3,3,3,2,4,2,2,2,1,1,1,1
6116,1,4,1,9,1,4,1,2,2,2,3,3,3,2,2,1,1,6
6122,4,4,2,1,1,4,5,3,2,3,3,3,3,2,1,1,1,2
6124,0,0,1,9,1,4,3,2,2,3,2,2,2,1,1,1,1,6
6125,4,4,1,9,3,4,1,3,2,1,3,3,1,3,2,1,1,5
6127,3,4,2,1,1,1,4,3,3,2,3,2,3,1,1,1,1,8
6128,4,7,1,3,2,4,1,3,2,1,2,2,3,3,1,1,1,5
6129,1,4,6,2,1,3,1,2,3,1,3,5,3,4,2,2,1,2
6137,1,1,2,1,1,1,6,4,4,1,3,5,3,2,1,2,1,1
6142,4,4,1,9,2,1,4,3,3,2,3,3,1,3,2,1,1,1
6147,4,4,1,8,2,3,1,3,2,2,2,3,2,1,1,1,1,8
6148,4,5,10,2,1,1,3,3,2,1,4,3,3,4,2,2,1,2
6156,3,2,1,9,1,4,6,3,4,1,2,3,3,2,1,1,1,2
6159,1,5,2,1,1,4,1,2,2,2,2,1,1,2,2,1,2,8
6162,3,0,1,2,1,4,3,2,3,2,3,2,3,2,1,1,1,5
6165,5,4,2,1,1,4,1,3,3,1,2,3,3,2,0,1,1,5
6167,0,1,8,2,1,5,1,3,3,1,3,3,4,2,1,2,1,1
6169,1,0,2,4,4,1,3,3,3,2,3,3,3,4,1,2,1,6
3001,5,4,9,8,1,4,3,2,2,1,2,3,2,2,2,1,1,1
3003,1,4,2,4,1,3,6,3,3,1,2,4,3,3,0,2,1,5
3005,4,4,3,6,4,4,2,2,2,2,3,2,2,2,3,1,1,8
3006,2,4,1,3,1,1,4,3,3,2,3,3,3,3,3,1,1,6
3012,4,7,3,1,1,1,5,3,4,2,2,4,3,2,0,1,1,5
3013,4,5,2,6,4,4,5,3,3,1,3,4,2,4,0,1,1,8
3015,0,0,8,1,1,4,9,2,2,1,3,3,1,2,0,1,1,6
3016,5,0,2,1,1,3,6,3,3,1,2,3,1,1,0,2,1,8
3017,5,7,2,3,1,6,5,3,2,2,3,2,1,1,0,2,1,6
3018,4,4,3,1,4,4,1,3,3,2,1,2,2,2,0,1,1,6
3019,1,4,9,1,1,4,1,2,2,1,2,4,2,1,0,1,1,5
3020,5,4,1,2,1,1,4,3,3,1,3,3,3,1,3,1,1,2
3021,4,4,8,1,2,6,9,3,3,2,2,3,2,1,0,2,2,6
3022,4,0,1,2,1,3,5,3,3,2,2,4,2,1,0,2,1,8
3023,0,4,1,2,1,6,4,3,3,1,2,3,2,2,0,1,1,5
3024,1,5,1,2,1,4,1,2,2,2,3,2,2,1,0,1,1,8
3025,4,0,8,2,1,3,4,3,3,2,2,2,3,2,0,1,1,8
3026,4,0,1,2,1,6,2,3,3,2,3,3,2,2,0,2,1,5
3027,4,0,1,3,2,4,3,3,2,1,3,3,2,3,0,1,1,8
3030,1,2,2,6,1,4,5,3,2,2,2,2,3,3,1,2,1,6
3035,4,0,2,10,4,4,3,3,3,1,3,3,3,2,0,1,1,8
3036,1,2,3,9,2,3,1,3,4,1,2,3,4,2,3,1,1,6
3039,1,0,3,1,2,9,6,4,4,2,3,2,2,2,0,2,1,8
3043,4,0,10,1,3,9,1,3,3,2,4,3,3,2,3,2,1,1
3044,4,5,6,1,1,1,3,3,3,1,3,3,3,2,3,2,1,6
3046,0,0,1,2,1,4,5,3,2,2,2,2,2,1,0,2,1,5
3049,4,7,9,2,3,3,4,2,2,2,2,3,3,4,3,2,1,1
3051,4,7,3,6,1,1,4,4,4,2,1,4,3,3,3,1,1,5
3053,4,7,2,1,1,1,6,3,3,2,1,5,1,1,0,2,1,5
3056,0,5,3,2,4,4,1,4,4,1,2,4,1,1,0,1,1,5
3061,5,0,1,6,1,5,4,3,3,1,3,3,3,3,0,2,1,8
3066,4,3,3,6,1,3,5,3,3,1,2,2,2,3,0,2,1,1
3068,4,7,2,1,4,1,9,3,2,1,3,3,2,2,3,2,1,6
3069,5,0,6,8,2,5,9,2,2,2,3,3,2,2,0,2,1,8
3070,2,4,1,8,1,4,5,2,2,2,2,2,2,2,3,1,2,8
3071,4,5,1,7,4,6,1,3,3,2,2,3,2,2,0,1,2,6
3073,4,5,1,2,4,4,9,2,2,2,3,2,2,2,0,1,1,8
3076,1,2,1,3,2,9,6,3,3,2,2,4,2,2,3,2,1,6
3078,4,2,1,3,1,6,1,3,2,1,3,3,3,1,3,2,1,1
3080,4,0,1,8,2,1,5,3,2,2,3,2,2,2,0,2,1,5
3081,4,4,1,2,1,4,3,2,2,1,3,3,2,2,0,1,1,5
3085,4,4,2,9,3,4,2,2,2,2,2,2,2,2,0,2,1,1
3087,4,2,1,3,1,4,6,3,3,2,3,3,2,4,0,2,2,6
3089,4,2,1,9,9,6,1,3,3,2,3,2,2,3,0,2,1,4
3092,0,0,2,1,1,1,2,3,4,1,3,3,2,1,0,1,1,1
3096,5,0,2,3,1,3,4,3,2,1,3,3,3,1,0,1,1,5
3098,0,2,1,8,1,1,4,3,3,2,2,3,3,2,0,1,1,6
3099,2,2,7,3,4,3,4,2,3,2,3,3,2,1,0,1,2,6
3102,3,2,6,3,1,6,3,2,2,3,3,3,1,2,0,1,2,5
3103,4,0,3,8,2,4,6,3,3,1,4,3,2,1,0,1,2,6
3106,0,0,8,2,4,5,3,3,3,2,2,3,2,2,0,2,1,8
3109,1,2,1,3,1,6,1,3,2,2,3,2,3,1,3,2,1,1
3110,4,5,2,3,1,3,2,3,3,1,3,3,2,2,0,2,1,8
3112,4,4,1,6,1,4,3,3,3,1,3,3,2,1,0,1,1,6
3115,0,0,2,6,1,4,3,2,2,1,2,3,2,1,0,1,2,6
3116,0,4,1,4,1,1,4,4,4,1,3,3,3,1,0,1,1,8
3119,1,0,3,8,2,6,4,2,2,2,3,2,1,2,0,1,1,8
3121,2,2,10,1,5,1,6,3,2,2,2,2,2,3,0,1,1,2
3124,0,0,2,8,1,4,5,2,2,1,3,3,2,2,3,1,1,8
3126,4,4,2,1,4,4,5,3,4,1,2,4,2,2,0,1,1,6
3127,5,5,2,6,4,4,1,3,2,1,3,3,2,3,0,1,2,1
3129,3,0,2,1,1,1,3,3,3,1,3,3,2,1,0,2,1,1
3132,5,4,2,6,1,4,5,3,2,2,2,3,1,1,0,1,1,8
3133,0,0,3,2,2,1,4,3,2,1,3,3,3,2,0,2,1,5
3136,4,0,1,3,1,6,4,2,1,1,1,1,1,1,0,1,1,6
3139,5,4,1,3,3,4,1,2,2,2,2,3,1,2,0,1,2,6
3141,4,2,3,2,2,4,1,3,1,2,2,3,3,3,0,1,2,6
3147,1,1,2,3,1,4,3,3,3,1,3,3,3,2,3,1,1,5
3150,4,0,1,2,1,1,6,3,3,1,2,2,2,2,0,2,1,8
3151,0,0,1,8,2,1,5,3,3,2,3,3,2,3,0,2,1,8
3153,4,2,9,2,1,4,9,2,4,1,3,3,3,1,3,1,2,5
3155,5,0,1,3,3,5,6,3,2,2,4,3,1,1,0,1,1,8
3161,5,5,1,3,6,6,1,3,4,2,3,4,2,2,0,1,1,5
3162,0,0,1,8,1,6,9,2,2,2,3,2,2,2,0,1,1,8
3163,1,1,3,2,1,4,6,2,3,1,1,2,2,2,0,1,2,8
3165,0,4,5,8,4,4,7,3,2,2,2,4,4,2,1,1,1,6
3167,0,4,3,1,2,4,3,3,2,2,2,3,3,3,2,1,1,8
3170,5,0,2,1,2,6,9,3,4,2,3,3,2,2,0,2,1,6
3172,0,4,2,8,7,1,2,2,2,1,3,3,2,2,3,2,1,6
3179,3,4,1,9,1,4,6,3,3,1,3,4,3,3,0,1,1,6
3180,4,4,1,8,1,1,4,2,1,2,3,4,3,3,0,1,1,8
3181,0,0,3,1,2,4,1,2,3,1,3,3,3,1,0,1,1,6
3185,0,2,8,2,1,3,4,2,2,1,3,2,1,2,0,1,1,6
3187,3,1,2,8,1,4,3,2,1,1,2,4,1,2,0,1,1,2
3188,4,4,1,9,1,3,4,3,2,1,2,3,3,1,0,1,1,5
3189,5,4,1,7,7,4,6,2,2,2,2,2,2,2,0,1,1,1
3192,4,4,1,6,2,4,9,3,3,1,2,4,2,1,2,1,1,5
3193,0,0,2,3,1,6,4,3,3,1,3,3,2,2,0,1,1,5
3195,2,4,1,6,4,4,5,3,3,1,2,3,2,1,0,1,2,8
3196,1,4,2,3,1,1,3,3,2,2,3,3,3,4,3,1,1,8
3200,0,0,1,3,2,2,3,3,3,1,3,3,2,2,0,2,1,8
3201,0,7,2,3,1,6,4,3,4,1,3,4,2,1,0,1,1,5
3204,1,4,1,2,1,4,6,3,4,1,2,4,1,3,0,1,1,6
3205,5,0,2,1,3,3,9,3,3,1,4,4,2,2,0,2,1,8
3206,5,6,3,1,3,4,5,2,2,1,2,3,2,1,0,1,1,6
3213,4,2,6,8,4,1,4,2,3,2,2,3,4,4,0,1,1,8
3214,4,0,2,1,1,3,6,2,2,2,3,2,1,3,0,2,1,8
3215,1,7,1,2,4,1,6,3,3,2,2,3,2,3,3,2,2,6
3218,5,5,1,4,4,3,6,3,2,1,2,3,1,1,3,2,1,5
3219,5,2,8,2,1,6,3,4,4,1,4,4,3,3,3,2,1,1
3221,3,1,2,1,1,1,6,3,3,1,3,3,2,1,0,2,1,5
3226,4,2,2,8,2,3,9,3,4,1,2,4,2,2,0,1,1,8
3231,3,5,1,9,1,9,3,3,3,1,3,3,3,2,0,2,1,5
3232,4,4,8,1,1,4,3,3,2,1,3,2,2,1,0,1,2,5
3233,4,2,3,7,1,6,9,3,2,2,2,3,2,2,0,1,2,6
3236,4,4,2,1,1,1,4,3,3,2,3,3,2,2,0,1,1,8
3238,4,7,2,6,1,4,1,3,3,1,2,3,3,1,3,1,1,1
3240,1,4,1,3,1,4,9,3,4,1,2,4,2,2,0,1,1,6
3243,5,0,8,2,4,6,4,3,4,1,3,3,2,2,0,1,1,8
3245,4,0,1,3,3,9,2,2,4,2,3,3,1,1,0,2,1,8
3246,1,2,2,3,4,4,3,3,2,1,3,4,2,1,0,1,1,1
3247,0,2,2,1,1,6,4,3,3,1,2,3,2,2,3,1,1,5
3248,1,4,1,4,1,4,1,3,4,1,3,3,2,4,3,1,1,1
3255,4,1,2,1,1,1,9,3,4,1,3,3,3,3,0,2,1,5
3258,4,2,6,1,1,1,3,2,3,2,3,2,2,1,0,2,1,6
3260,0,0,8,3,2,4,3,3,3,1,3,3,2,2,0,1,1,8
3261,0,6,1,3,6,6,4,3,4,1,4,3,3,3,0,1,1,1
3262,5,4,8,3,6,4,8,2,2,2,3,3,1,2,3,1,1,6
3263,3,7,1,3,1,4,6,3,2,1,3,2,2,2,0,2,1,5
3264,1,2,2,1,1,4,5,3,3,1,1,4,3,1,0,1,1,5
3266,2,4,1,7,3,4,1,3,3,2,3,1,2,1,0,1,1,8
3269,4,0,1,3,1,4,1,3,4,1,2,4,3,4,3,1,1,5
3271,4,0,6,2,1,6,5,3,4,1,2,3,1,1,0,1,1,6
3273,0,0,1,6,1,4,1,3,4,1,3,4,3,1,1,1,1,6
3279,4,0,2,6,7,3,6,2,3,1,3,3,2,1,0,2,1,5
3292,0,7,1,8,1,1,5,3,3,2,3,3,2,2,1,2,1,5
3293,5,2,2,6,4,6,4,2,2,1,2,3,1,2,0,1,1,1
3300,4,5,8,3,2,4,6,2,2,2,2,3,2,1,3,2,1,6
3302,1,5,2,10,1,9,6,3,2,1,3,4,2,3,3,2,1,6
3307,1,3,8,6,1,6,4,3,2,2,2,2,2,1,0,2,1,2
3308,5,2,8,6,8,1,6,3,4,2,3,3,3,2,3,2,1,6
3309,4,0,1,8,1,3,6,3,4,1,3,3,3,3,0,1,1,8
3314,0,2,2,9,8,6,3,3,3,2,3,4,2,1,3,2,1,6
3316,4,0,2,7,1,4,1,3,3,1,3,4,2,2,0,2,1,8
3319,5,6,3,1,1,6,9,2,2,2,2,3,1,2,0,2,1,1
3320,0,0,6,2,4,2,4,2,2,2,2,3,2,2,0,2,1,8
3323,3,2,1,2,1,3,4,3,3,1,2,3,2,2,0,1,1,1
3324,1,5,1,8,1,4,9,2,2,1,3,3,2,2,0,1,1,6
3325,4,0,2,6,1,3,6,3,3,1,3,3,2,2,0,2,1,6
3330,4,4,5,8,1,4,3,2,2,1,3,2,1,1,0,1,1,8
3331,1,0,7,1,4,9,6,3,3,2,2,3,2,1,0,2,1,6
3332,1,7,1,8,1,3,6,3,2,1,3,3,2,2,0,2,1,5
3333,2,1,6,3,1,6,3,4,4,1,3,3,2,1,0,2,1,5
3334,0,2,1,3,1,6,3,3,3,1,1,3,3,2,0,2,1,1
3343,4,4,1,3,2,3,4,3,2,1,3,4,1,1,3,1,1,8
3346,5,0,2,8,2,1,3,3,3,1,3,3,3,1,0,2,1,8
3347,4,2,1,2,1,3,6,3,4,2,3,4,3,2,0,1,1,5
3354,4,5,1,3,3,3,6,3,2,2,4,2,2,1,0,2,1,6
3355,4,0,1,2,2,6,4,2,2,1,2,2,1,1,0,1,1,5
3358,4,4,2,1,1,4,9,4,3,2,3,4,4,2,0,1,1,8
3359,0,0,8,1,1,4,3,3,3,2,3,2,2,2,0,2,1,1
3360,4,4,1,3,1,1,2,3,2,2,2,3,1,2,3,2,1,8
3363,4,4,2,1,1,4,1,2,2,2,2,3,1,2,0,1,1,5
3366,4,0,3,2,6,4,5,3,2,1,2,2,2,2,0,1,1,8
3369,0,0,1,2,4,6,4,3,3,1,2,3,1,1,0,1,1,5
3370,4,0,1,2,1,4,6,3,4,1,3,3,3,1,0,1,1,8
3371,0,3,1,2,2,4,9,2,2,1,1,2,2,2,0,2,2,6
3374,5,3,6,1,1,1,6,3,3,1,3,3,2,2,3,2,1,2
3376,5,4,2,8,1,4,5,3,2,1,2,3,2,1,3,1,1,8
3378,4,5,1,8,1,4,3,2,3,1,3,3,1,2,0,1,1,5
3384,1,2,1,3,1,4,1,3,2,1,3,3,3,2,0,1,1,5
3389,3,0,1,6,1,4,1,3,3,1,4,4,2,2,0,2,1,8
3390,0,0,1,3,2,1,6,3,3,1,2,2,3,2,0,2,2,8
3392,4,0,6,1,2,4,3,3,4,2,2,3,3,2,0,2,1,8
3393,4,4,3,1,2,1,6,3,2,1,2,2,2,3,0,1,1,2
3395,4,0,1,3,1,3,1,3,2,2,4,3,2,1,0,2,1,1
3396,5,6,8,1,1,9,6,3,3,1,2,3,2,1,3,2,1,1
3398,3,4,9,2,6,5,9,2,2,2,2,2,2,1,3,2,1,8
3399,5,0,4,1,1,9,3,3,4,1,4,2,1,2,0,2,1,8
3407,5,0,8,9,2,6,1,3,4,1,2,3,2,1,0,2,2,8
3409,1,3,2,1,1,6,3,3,3,1,2,4,2,3,0,2,1,1
3410,2,5,2,1,2,9,3,4,4,1,1,2,2,2,0,2,1,5
3419,0,5,1,2,1,1,4,2,2,1,2,2,2,1,0,1,1,5
3420,3,4,8,1,2,4,5,3,3,1,4,4,3,2,0,1,1,8
3422,4,2,1,2,1,4,1,3,2,1,3,2,3,2,0,1,1,1
3425,0,0,1,2,1,1,6,3,3,2,3,3,3,3,0,1,1,5
3431,0,0,3,2,1,4,3,2,3,1,2,2,2,2,0,1,1,6
3438,0,0,1,2,1,6,2,3,3,2,2,3,2,2,0,2,1,1
3440,4,2,1,3,1,4,9,3,2,1,2,2,3,3,1,1,2,1
3441,4,0,1,2,4,1,6,2,2,1,2,3,3,3,0,2,1,6
3445,3,2,1,2,1,1,2,3,2,1,3,2,3,2,3,2,1,5
3447,1,7,8,2,1,6,1,2,2,1,3,3,3,2,0,2,1,2
3449,2,2,2,3,1,5,4,3,3,1,4,2,2,1,3,2,1,1
3450,5,0,1,8,3,1,6,3,3,1,3,3,3,2,0,2,1,6
3451,4,0,8,1,3,6,3,3,3,2,3,3,3,2,0,2,1,8
3453,1,0,1,4,1,3,4,3,3,2,2,4,2,2,0,1,1,6
3458,5,4,1,3,2,4,5,3,3,2,3,3,3,2,0,1,1,8
3460,4,4,1,2,1,4,9,3,4,2,2,3,1,2,3,1,1,2
3461,2,7,6,1,1,6,4,3,4,1,2,4,2,2,0,1,1,6
