BYSID,father_job,col_major,BYS22001,BYS22002,BYS23002,BYS04008,BYS04009,selfConcept_cate,lifeSelfConfidence_cate,emotionalStability_cate,schFacilSatisfi_cate,careerSelfEfficacy_cate,liberalArts_cate,naturalSciences_cate,AT_05,GENDER,teacherRel_cate,J007C
4274,1,0,2,6,1,4,9,3,3,2,2,3,3,2,0,1,1,5
4275,0,4,1,2,2,4,5,2,2,1,3,3,2,2,0,1,1,5
4276,4,0,1,6,1,4,3,3,2,2,3,3,2,2,0,2,1,8
4278,0,0,1,8,8,4,3,4,5,1,2,5,2,2,0,1,1,6
4279,0,0,1,2,1,3,1,3,3,2,2,5,2,2,0,1,1,8
4282,1,4,1,6,2,4,1,3,3,2,3,2,3,5,2,1,1,5
4283,0,4,3,1,2,4,1,3,3,2,3,3,3,1,0,1,1,6
4284,1,2,2,7,1,4,1,4,4,1,2,4,2,2,0,1,1,5
4286,0,4,1,3,2,4,1,2,2,2,3,2,3,3,0,1,1,8
4291,5,0,2,1,1,4,1,2,2,2,2,2,3,2,0,1,2,5
4293,0,5,4,1,1,6,1,3,2,1,1,4,3,1,0,2,2,1
4294,4,4,3,6,1,4,3,3,2,2,2,3,2,2,0,1,1,8
4295,4,2,3,2,2,9,1,3,3,2,2,3,2,3,0,2,1,6
4296,1,0,3,6,4,4,7,3,4,1,2,4,2,2,3,1,2,6
4297,0,2,1,2,1,6,3,3,3,1,3,3,2,2,0,1,1,8
4298,4,4,1,3,1,3,4,3,3,1,2,2,1,1,3,1,1,8
4299,5,0,2,3,1,3,6,3,3,1,3,3,2,2,0,1,1,5
4305,5,2,2,1,1,4,1,3,2,2,3,3,3,2,0,1,1,5
4306,0,2,6,2,1,4,1,2,1,1,3,2,3,2,0,1,1,6
4307,5,4,3,9,1,1,4,2,1,1,3,2,2,2,0,1,2,8
4310,4,4,2,1,1,4,6,4,4,3,3,4,4,2,0,1,1,8
4312,4,4,6,9,1,4,5,3,3,2,3,2,2,2,0,1,1,5
4318,3,2,2,1,1,6,5,3,3,2,3,3,3,2,0,2,1,6
4319,4,0,2,1,4,3,4,3,3,1,4,3,2,4,1,2,1,6
4323,4,0,2,3,2,5,4,2,3,2,2,2,1,1,0,2,1,6
4324,5,0,6,1,1,6,7,3,3,1,3,3,1,1,0,2,1,6
4327,2,4,3,8,2,4,3,3,3,2,3,4,3,2,0,1,1,6
4331,5,0,2,1,2,4,6,2,2,1,3,3,2,1,0,2,2,8
4337,0,0,1,6,1,4,1,2,3,1,2,2,2,2,0,1,1,8
4339,4,5,8,9,6,4,5,3,3,1,3,3,2,3,0,1,1,8
4340,4,0,10,2,6,4,3,3,4,1,3,4,1,2,0,1,1,8
4349,4,4,1,2,3,4,5,3,3,1,2,2,2,1,0,1,1,8
4351,2,5,1,7,1,4,6,3,3,1,3,4,2,4,0,1,1,5
4354,3,6,2,1,1,4,5,3,3,2,2,2,1,1,0,1,1,5
4355,4,2,8,1,3,4,3,3,2,1,2,3,2,2,0,1,1,5
4356,5,4,3,10,1,4,5,2,1,1,3,2,2,2,0,1,1,8
4364,0,1,1,2,1,4,9,3,4,2,3,2,2,1,0,2,1,1
4367,4,0,2,8,1,3,1,3,2,1,2,3,4,3,0,2,1,1
4372,4,0,9,1,2,6,4,3,4,1,2,3,2,3,0,1,1,8
4375,5,6,1,7,1,4,6,3,4,1,3,3,1,2,0,1,1,8
4378,0,2,1,2,3,1,4,3,2,2,3,3,4,1,3,1,1,6
4379,1,4,3,9,4,4,6,3,2,2,2,3,1,1,0,1,1,8
4382,4,2,6,8,4,1,3,3,2,2,3,3,3,2,0,2,1,5
4385,4,5,3,8,2,6,3,2,2,2,2,2,2,2,0,2,2,5
4389,4,2,7,2,1,3,2,3,3,2,3,2,2,2,0,1,1,6
4393,5,0,6,9,1,5,4,3,2,2,2,2,2,2,0,2,1,6
4394,2,3,7,1,1,5,4,3,3,2,3,3,2,2,3,2,1,4
4395,4,2,2,1,1,4,1,2,2,1,2,3,2,2,0,2,1,1
4398,5,0,2,1,1,1,5,3,2,1,3,3,3,2,0,2,1,8
4399,4,4,3,1,1,3,9,3,4,1,3,4,2,2,0,1,1,8
4400,4,4,1,3,1,6,4,4,4,1,4,2,2,1,0,1,1,8
4402,4,4,1,2,1,4,3,3,1,1,3,3,2,3,0,1,1,8
4407,4,2,1,5,1,3,1,3,4,1,4,3,2,3,0,2,1,1
4408,4,0,2,6,1,4,1,3,4,1,3,4,3,2,0,2,1,5
4410,5,4,2,3,1,4,1,3,2,1,3,4,2,2,3,1,1,5
4413,0,0,3,1,3,1,6,2,3,2,2,2,2,2,0,2,1,6
4421,5,4,1,7,2,1,4,4,3,2,3,5,4,4,0,1,1,6
4423,1,2,10,1,1,1,3,3,3,1,3,2,2,2,1,2,2,6
4424,5,0,1,2,9,6,1,3,3,2,3,3,3,2,0,1,1,8
4426,0,0,8,1,2,6,9,2,2,2,3,3,2,1,0,2,1,1
4432,4,7,2,6,1,5,6,2,2,1,2,3,1,1,0,2,1,6
4436,4,0,1,2,1,5,6,2,2,1,3,3,3,3,0,2,1,5
4440,4,7,2,1,1,2,1,3,3,1,2,3,3,2,0,2,1,1
4441,0,0,3,2,3,6,9,3,3,2,2,3,2,2,0,2,1,8
4447,5,2,9,2,1,4,5,3,3,1,2,2,2,2,0,2,1,1
4455,4,4,1,8,3,4,5,3,3,2,1,5,2,2,0,1,1,1
4456,4,4,1,7,1,4,1,3,3,1,3,4,2,2,0,1,1,8
4463,1,2,2,1,1,3,6,3,3,1,2,3,3,2,0,1,1,1
4465,5,4,8,3,1,4,1,3,2,1,2,3,3,3,0,1,1,6
4469,4,2,2,3,1,1,3,3,3,1,3,3,3,1,3,2,1,5
4471,0,6,1,2,4,1,3,2,2,2,2,2,2,2,0,2,2,5
4473,4,2,3,8,2,3,4,2,1,1,3,4,3,2,3,1,1,8
4474,4,4,8,1,2,1,8,3,3,2,4,3,4,3,0,1,1,8
4475,1,4,8,1,1,4,6,3,2,2,2,4,2,3,3,1,1,8
4476,4,0,2,1,1,1,4,3,5,2,3,4,2,1,0,1,1,5
4478,4,0,2,8,2,1,4,2,2,2,3,3,1,1,0,1,1,5
4479,1,2,1,2,1,1,2,4,4,2,3,3,3,2,1,2,1,5
4483,2,4,9,3,1,6,5,3,3,2,1,4,1,1,3,1,1,5
4486,5,2,1,6,3,1,6,3,2,2,3,3,2,3,0,2,1,1
4488,4,0,1,2,2,3,6,3,4,2,3,4,3,2,3,1,1,8
4490,5,0,1,3,2,6,9,3,4,1,4,4,2,2,0,2,1,6
4491,3,4,7,8,1,4,6,3,4,2,3,2,3,2,0,1,1,6
4494,4,4,6,1,2,4,3,3,3,2,3,3,2,2,0,1,1,8
4496,5,0,8,2,1,3,6,3,4,1,2,4,3,2,1,1,1,5
4500,4,0,1,7,1,6,2,3,2,1,3,2,1,1,0,2,2,8
4501,0,5,1,2,3,6,3,2,2,2,3,3,2,2,0,2,2,1
4505,4,2,9,1,1,6,1,2,1,2,2,4,3,1,3,2,2,5
4506,4,2,1,6,1,6,2,3,3,1,2,3,2,3,3,2,1,5
4508,4,0,2,9,1,2,3,3,3,1,3,4,3,1,0,2,1,8
4510,1,4,2,5,1,4,1,3,3,1,3,4,3,3,0,1,1,6
4516,4,0,8,1,1,3,9,3,3,2,3,3,2,2,3,2,1,8
4521,4,4,3,1,2,4,6,3,3,1,2,4,2,3,1,1,1,5
4522,0,0,1,6,1,9,4,3,4,1,3,3,3,2,0,1,1,6
4523,5,4,2,1,3,6,4,3,4,1,3,2,3,2,3,1,1,5
4526,4,7,2,3,1,4,8,2,3,2,2,3,2,2,1,1,1,5
4530,4,4,1,2,1,4,3,2,2,1,3,3,2,2,0,1,1,6
4531,4,4,2,1,1,1,4,3,2,1,3,2,2,3,0,2,1,8
4533,0,2,8,1,1,1,5,3,2,2,2,1,3,3,0,2,1,1
4534,0,0,2,1,1,4,3,3,2,1,3,2,2,1,0,1,1,8
4536,4,0,1,2,1,4,3,3,2,1,3,2,2,3,0,1,1,8
4537,4,4,1,2,1,4,1,3,4,2,2,4,2,2,0,1,1,8
4540,1,0,1,3,1,6,9,3,3,1,2,3,3,3,0,2,1,1
4541,4,0,3,1,1,4,6,2,3,2,2,2,1,1,0,2,1,8
4546,4,3,8,2,1,1,4,4,4,2,2,4,4,2,0,2,1,6
4547,3,2,1,8,2,3,9,3,3,1,2,3,2,1,0,2,1,1
4549,0,0,2,8,2,4,2,2,2,1,3,3,3,2,0,1,1,5
4550,4,0,10,8,1,1,4,2,2,2,1,2,2,2,0,2,1,1
4555,5,4,8,2,2,9,4,2,2,1,2,2,2,3,0,1,1,1
4559,4,0,1,6,1,5,6,4,5,1,4,4,1,1,0,2,1,8
4561,3,4,1,3,1,1,4,2,3,2,3,2,2,2,0,1,1,6
4563,0,0,2,1,1,4,6,2,3,2,3,3,2,2,0,2,1,8
4564,4,4,1,7,1,6,4,3,4,1,2,4,2,2,0,1,1,8
4567,4,1,3,2,1,1,3,3,2,2,3,2,2,2,3,1,1,6
4572,5,4,1,2,1,4,1,3,3,2,3,3,2,3,3,1,1,8
4573,0,4,1,2,5,4,1,3,2,1,3,4,2,2,0,1,1,5
4574,4,4,3,9,1,4,6,3,5,1,3,5,2,1,0,1,1,8
4577,5,0,6,8,1,3,5,3,3,2,2,3,2,1,0,2,1,8
4578,1,4,1,3,2,4,5,2,2,2,2,2,1,1,3,1,1,8
4579,2,4,1,2,2,4,1,3,3,1,2,3,2,1,3,1,1,8
4581,4,1,2,1,1,1,3,3,2,1,2,3,1,1,0,2,1,2
4583,0,0,1,7,1,8,3,3,4,2,3,3,3,2,0,1,1,6
4584,3,4,1,4,1,9,1,4,4,1,4,2,3,3,3,1,1,5
4586,0,0,2,6,1,3,1,3,3,2,3,3,3,3,0,2,1,5
4587,2,7,2,8,1,1,2,3,3,1,1,4,2,2,0,2,1,5
4588,5,7,6,1,1,3,6,2,2,2,2,2,2,1,3,1,2,5
4590,0,0,1,8,1,5,9,2,2,1,3,3,3,3,0,2,1,1
4592,0,0,1,2,1,4,2,3,4,2,3,3,2,3,0,1,1,8
4593,4,2,3,1,1,5,1,2,1,2,2,3,2,2,3,2,1,1
4594,0,0,1,8,1,3,1,3,2,2,1,4,2,2,0,1,2,5
4598,0,0,2,6,3,4,3,2,3,2,3,2,2,2,0,2,1,1
4604,4,0,2,3,1,1,3,3,3,1,4,3,3,2,0,2,1,8
4605,5,4,3,1,1,4,5,3,3,1,2,3,2,1,0,1,2,6
4608,4,7,1,2,1,4,2,2,2,1,2,4,1,1,0,1,1,5
4609,4,0,3,6,1,6,4,3,4,1,3,3,3,3,0,1,1,8
4610,5,5,1,9,1,3,4,3,3,1,3,2,1,3,3,1,1,5
4613,4,7,1,8,1,4,3,3,3,1,2,2,2,3,3,1,1,6
4614,4,0,1,3,1,5,3,3,3,1,2,3,2,1,0,2,2,8
4615,4,4,3,1,2,4,1,3,3,2,3,3,1,1,0,1,1,5
4621,4,4,6,1,1,4,5,3,3,2,2,2,2,3,2,1,1,8
4622,4,2,2,9,1,2,3,2,2,2,2,3,2,2,3,2,1,1
4627,3,7,2,1,5,1,9,3,3,1,3,3,3,2,1,1,1,6
4631,4,0,6,9,1,4,3,3,3,1,2,4,1,1,0,1,1,8
4633,4,2,2,1,1,1,3,2,3,3,2,1,1,1,0,2,1,4
4634,4,1,6,2,1,1,3,3,3,1,3,3,3,2,0,2,1,1
4636,4,4,1,3,1,4,1,3,2,2,3,2,3,2,0,1,1,8
4641,0,0,2,1,1,6,3,2,3,2,3,3,2,2,0,2,1,6
4646,0,0,8,3,2,3,1,4,3,1,2,5,1,1,0,2,1,8
4649,1,2,6,2,1,1,3,4,3,2,2,2,2,3,3,2,1,8
4650,4,5,1,8,1,1,4,3,3,2,3,2,3,1,0,1,1,2
4653,4,4,1,3,4,1,6,3,3,1,2,2,4,2,0,1,1,6
4660,0,4,1,10,1,4,3,2,2,1,3,3,2,2,0,1,1,8
4663,1,1,1,7,1,4,6,3,3,1,4,3,3,2,0,1,1,5
4664,4,5,1,7,7,1,6,3,4,2,3,2,2,3,0,2,1,1
4666,4,2,2,3,4,1,5,3,2,1,4,2,2,3,3,2,1,8
4669,4,0,2,8,1,4,6,4,4,1,3,4,2,4,3,1,1,6
4671,3,0,1,10,5,5,4,3,4,2,3,5,3,2,0,1,1,8
4672,5,4,2,1,3,4,2,2,1,1,3,2,2,2,3,1,1,6
4674,5,0,2,6,1,1,3,3,2,1,3,4,2,2,0,2,1,8
4675,4,1,1,2,1,4,3,3,3,2,2,3,2,2,0,1,1,6
4676,4,0,1,3,1,9,1,3,4,2,2,3,3,3,0,2,2,8
4688,0,4,1,8,1,5,9,1,1,1,3,3,2,1,0,2,1,6
4690,0,4,8,1,1,4,1,2,1,1,3,3,3,3,0,1,1,6
4691,5,4,6,2,4,3,4,3,3,1,2,3,3,3,0,1,1,8
4692,5,0,6,8,7,4,5,2,2,2,3,2,2,1,0,2,1,8
4693,5,7,1,5,1,1,4,4,3,1,3,4,3,3,0,1,1,5
4699,0,0,1,8,3,1,4,3,3,1,2,4,3,3,3,1,1,2
4701,3,3,1,2,1,3,1,3,3,1,3,3,2,3,3,2,1,4
4703,4,6,1,8,1,4,6,3,3,1,2,3,2,2,0,1,1,2
4704,0,7,2,3,1,6,9,3,5,2,3,3,3,3,3,2,2,6
4707,5,0,3,1,1,4,5,3,3,2,3,3,2,2,0,1,1,8
4709,0,4,9,8,1,1,6,3,3,1,3,3,2,3,0,1,1,6
4710,4,5,1,8,1,1,6,3,3,1,4,4,3,2,0,1,1,1
4711,4,4,3,8,1,4,9,2,2,2,3,2,2,1,0,1,1,8
4714,1,2,9,1,1,4,9,2,2,1,2,2,2,3,0,2,1,1
4715,2,4,1,3,1,9,6,2,3,2,1,2,2,2,0,1,1,6
4720,0,0,3,1,2,4,3,2,1,2,2,2,2,2,0,1,1,8
4721,0,0,5,1,3,6,1,2,4,2,3,2,3,2,0,1,2,8
4722,4,2,3,1,3,6,2,3,3,2,2,3,2,1,0,2,1,1
4727,1,4,3,1,2,4,5,4,4,1,2,3,3,2,0,2,1,1
4728,4,2,1,3,1,6,4,3,5,2,2,3,2,1,0,1,1,5
4731,0,0,8,5,1,1,7,2,1,2,4,4,3,2,0,1,1,8
4732,4,7,3,1,2,9,4,3,4,1,2,3,1,1,0,1,2,6
4733,4,4,8,2,1,5,4,3,3,1,3,4,3,3,0,1,1,8
4737,5,7,1,3,3,6,2,3,3,2,3,3,2,1,0,2,1,5
4741,0,3,2,8,1,2,3,4,5,1,3,4,3,2,0,2,1,1
4743,4,4,1,2,1,4,1,3,3,2,2,2,2,2,3,1,1,6
4745,0,5,1,2,1,1,6,3,2,1,3,3,3,2,3,2,1,5
4756,5,7,2,1,1,1,4,3,3,2,2,4,2,2,1,1,1,6
4759,3,7,2,1,1,3,1,3,3,2,5,3,2,2,0,1,1,8
4762,4,4,1,2,1,1,4,4,4,1,3,4,2,3,0,1,1,5
4765,1,1,1,8,3,4,3,2,2,1,3,3,2,2,0,1,1,6
4768,5,5,1,3,1,4,6,3,3,1,2,3,3,1,0,2,1,6
4772,3,0,3,2,1,1,9,3,4,1,3,4,3,2,0,2,1,1
4773,4,5,2,1,2,4,1,3,1,2,2,4,1,2,0,1,1,5
4777,5,4,2,3,6,4,3,3,2,1,3,3,3,2,0,1,1,8
4779,1,2,1,2,1,9,6,3,3,1,3,3,2,1,0,2,1,5
4785,4,2,5,6,4,6,4,3,3,2,2,3,3,2,0,2,1,1
4786,4,0,1,3,1,9,4,3,4,1,3,3,3,1,0,2,1,8
4787,5,0,3,1,2,5,6,3,3,2,3,3,2,1,0,2,1,8
4789,4,7,2,1,1,1,3,3,3,1,4,2,3,2,3,2,1,6
4790,4,0,6,2,1,5,4,3,2,1,4,3,3,2,0,1,1,8
4791,5,0,2,1,2,4,6,2,2,1,2,3,1,1,0,1,2,5
4792,0,2,1,8,1,2,1,3,4,2,2,3,3,1,1,1,1,1
4793,4,4,3,8,2,4,1,2,2,2,2,4,1,1,0,1,1,5
4796,4,6,1,8,1,4,3,3,2,1,3,2,2,4,0,1,1,6
4797,4,5,8,2,1,4,9,2,2,2,3,3,2,2,0,1,1,6
4799,0,0,2,8,2,4,3,2,1,1,2,2,2,1,0,1,1,6
4801,3,4,2,8,1,4,3,4,5,1,3,4,4,4,3,1,1,8
4802,1,4,3,9,4,6,4,2,3,2,2,2,2,2,0,1,2,2
4803,4,7,6,9,3,1,2,3,3,2,3,3,4,2,3,2,1,5
4804,4,0,8,1,1,1,2,3,3,2,2,3,2,1,0,2,1,5
4806,2,0,8,2,1,4,9,2,2,2,2,2,3,1,3,1,1,5
4808,5,2,1,4,1,1,4,1,1,2,2,2,2,2,3,2,2,1
4810,4,4,1,2,1,4,5,2,2,2,3,2,2,2,0,1,1,6
4812,3,2,1,7,2,1,3,3,3,2,3,3,2,3,3,2,1,5
4817,4,0,1,7,1,4,6,3,3,1,3,3,1,1,0,1,1,8
4820,4,7,1,2,1,1,6,3,3,1,3,4,2,2,0,1,1,8
4823,4,0,6,1,1,4,3,2,2,2,1,2,2,2,0,1,1,6
4825,0,4,2,8,1,4,3,2,1,2,1,1,1,3,0,1,1,8
4828,0,0,3,8,1,1,4,3,3,1,3,3,3,2,0,2,1,1
4829,4,7,1,6,3,1,6,3,3,2,2,4,3,2,0,1,2,5
4830,4,0,3,1,2,4,9,3,3,1,3,4,2,3,0,1,1,6
4833,0,4,8,7,3,8,3,3,2,1,4,3,3,2,0,1,1,6
4837,4,4,1,3,1,4,5,3,3,1,3,3,1,2,0,1,1,8
4840,4,4,1,3,1,4,5,2,3,1,2,2,1,1,0,2,2,8
4845,1,7,1,2,1,6,1,3,3,2,2,3,2,2,0,2,1,5
4846,3,7,2,6,1,4,5,3,3,1,2,2,2,2,0,1,1,5
4849,4,0,2,1,2,4,5,2,2,2,3,3,2,4,0,1,1,6
4857,0,0,7,1,1,3,1,3,3,2,3,3,3,2,0,1,1,8
4860,5,4,3,1,2,1,4,2,2,2,3,2,2,1,3,1,1,2
4862,0,4,1,7,1,6,4,2,4,2,2,2,2,1,0,1,2,8
4866,0,7,2,6,1,6,3,3,2,2,3,3,2,2,0,2,1,6
4868,5,4,1,2,1,5,4,2,2,2,3,3,3,2,0,1,1,8
4869,0,4,1,3,1,4,1,3,3,1,3,4,2,2,0,1,1,8
4872,4,0,8,3,2,3,9,2,3,2,3,2,2,2,0,2,1,1
4874,5,0,1,7,3,4,5,2,2,1,3,2,2,2,0,1,1,8
4879,4,7,10,6,1,4,6,3,1,1,4,4,3,3,0,1,1,5
4881,0,7,7,5,5,4,6,3,3,1,3,3,1,1,0,1,1,6
4884,5,5,2,1,1,4,1,3,3,1,3,2,2,3,0,1,1,6
4888,5,0,1,8,4,3,2,3,2,1,3,3,2,2,0,2,1,1
4890,4,1,1,3,1,5,3,3,2,1,2,3,1,2,0,2,1,1
4895,4,0,3,8,2,1,9,3,4,2,3,4,3,3,0,2,1,1
4903,4,4,5,6,5,9,4,3,3,1,4,3,3,3,0,1,1,2
4904,5,2,1,3,3,6,3,2,2,1,3,4,3,2,3,1,1,6
4907,4,2,1,3,1,3,6,2,1,1,3,3,1,1,0,2,1,5
4908,4,4,1,3,1,3,1,3,3,2,3,4,3,2,3,1,2,6
4909,4,0,2,8,3,1,3,3,3,2,3,2,2,2,0,2,1,1
4910,5,4,2,3,2,4,5,3,2,1,1,2,1,2,0,1,2,6
4913,4,0,3,1,2,1,6,3,3,1,3,3,3,1,0,1,1,8
4917,4,0,2,1,1,4,6,3,3,1,3,3,2,3,0,1,1,8
4918,4,4,2,9,1,4,2,2,1,1,2,1,1,1,0,1,1,8
4919,4,0,2,6,1,1,6,3,3,2,4,3,2,2,0,2,1,1
4927,1,7,8,7,1,1,6,3,4,2,3,2,1,2,1,2,1,5
4928,4,0,1,3,2,1,4,3,2,1,3,2,2,1,0,2,1,1
4930,4,7,4,9,4,3,4,2,1,2,3,4,3,2,0,2,1,1
4934,5,2,8,6,4,3,9,2,2,2,2,3,2,2,0,2,2,1
4937,0,4,3,7,2,4,1,3,3,2,3,3,1,1,3,1,2,8
4939,0,2,2,1,1,1,9,3,3,1,3,3,2,1,0,2,1,5
4945,4,2,1,8,3,5,4,3,3,2,3,2,2,1,0,2,1,5
4950,5,4,3,1,2,3,4,2,1,2,2,2,2,2,3,1,2,8
4953,5,0,1,8,6,3,5,3,3,2,3,3,3,3,0,2,1,8
4954,4,2,2,3,1,1,4,2,2,2,2,2,2,2,0,1,1,6
4955,4,2,8,2,3,4,5,3,3,2,3,3,1,2,0,1,1,5
4956,0,0,1,3,4,4,5,3,3,2,2,3,3,2,0,1,1,5
4957,0,2,1,3,7,6,9,3,3,2,2,4,2,2,0,2,1,1
4960,4,7,6,2,1,7,1,3,3,2,1,3,3,3,0,1,1,6
4962,5,0,8,1,3,1,2,1,1,2,3,1,1,1,0,2,1,8
4964,4,7,6,1,1,3,4,2,2,1,2,3,2,2,0,1,1,2
4968,1,0,1,2,1,1,4,3,3,1,3,3,3,3,0,2,1,1
4969,5,0,1,7,1,3,4,2,2,2,3,4,3,2,0,1,1,5
4971,4,4,2,8,2,1,9,3,3,2,3,4,3,2,3,1,1,8
4972,0,0,4,1,1,1,4,2,2,2,2,4,1,1,0,2,1,5
4974,3,4,3,1,1,4,3,2,1,2,3,3,1,1,0,1,1,5
4976,4,0,2,1,1,1,6,3,4,2,3,3,2,1,0,1,1,6
4977,0,0,2,1,1,4,5,3,3,2,2,3,2,2,0,1,1,8
4980,1,4,2,1,1,4,6,2,1,1,1,3,2,2,0,1,1,6
4981,1,5,2,10,1,1,2,3,3,1,3,3,2,2,0,2,1,1
4984,4,4,1,3,2,6,2,3,3,1,2,3,2,1,0,1,1,5
4986,0,0,1,8,1,3,4,3,3,1,4,3,3,3,0,2,1,8
4989,4,7,1,8,1,6,3,2,1,1,2,4,1,1,0,1,1,5
4991,0,4,1,3,2,4,3,2,2,2,3,3,2,3,0,1,1,8
4993,0,0,8,1,4,6,1,2,3,2,3,3,3,3,0,1,1,8
4994,2,7,2,8,1,4,6,3,3,2,3,3,3,2,0,1,1,5
4999,4,5,1,2,1,6,1,3,3,1,2,3,2,2,0,1,1,5
1001,1,4,6,8,1,4,6,3,3,2,2,3,2,2,3,1,1,8
1004,1,3,1,8,3,4,3,3,3,1,4,3,3,4,1,1,1,2
1007,4,4,1,9,1,4,6,3,4,1,2,2,2,3,2,1,1,5
1008,0,0,9,1,1,4,3,3,3,2,3,4,3,2,2,1,1,6
1010,3,5,1,2,1,2,4,3,3,2,3,3,2,3,1,1,1,1
1012,1,7,4,8,1,2,3,3,3,1,4,4,4,3,1,2,1,2
1014,1,2,2,8,1,3,1,2,2,2,2,3,2,3,1,2,1,6
1015,4,3,2,8,1,5,9,3,3,1,3,3,3,2,1,2,1,6
1019,0,2,1,3,1,4,3,3,3,1,3,3,2,2,1,1,1,6
1020,0,4,1,3,1,4,3,3,3,1,2,2,2,2,3,1,1,5
1021,4,4,2,8,1,4,1,3,3,1,2,3,3,2,0,1,1,1
1023,5,0,1,2,1,5,6,3,3,2,3,2,3,2,0,2,1,8
1025,4,4,6,2,8,5,4,3,3,1,3,2,2,4,2,2,1,6
1026,3,3,1,2,1,3,6,3,3,2,3,3,3,4,2,2,1,1
1029,4,2,2,6,1,4,6,3,3,1,3,3,3,3,0,2,1,5
1032,4,4,8,2,1,4,3,2,2,2,3,2,2,3,0,1,2,5
1034,3,5,1,3,1,3,5,3,2,1,4,3,3,3,1,2,1,1
1039,0,3,1,6,2,3,1,3,3,1,3,4,3,3,1,2,1,6
1040,4,0,3,1,2,6,9,3,3,1,2,3,2,2,0,2,1,5
1046,3,0,2,8,1,5,6,3,3,2,3,2,2,2,1,2,1,1
1047,3,5,10,8,1,4,6,3,3,2,3,3,3,4,2,2,1,5
1048,2,0,9,10,7,4,3,2,1,1,2,3,2,2,1,1,1,5
1056,5,2,2,3,1,5,3,4,5,2,2,2,3,1,1,2,1,5
1058,3,0,8,1,1,4,3,3,2,2,3,2,2,3,0,1,1,8
1059,4,2,1,7,1,3,1,3,3,1,3,3,4,4,1,2,1,6
1060,2,2,3,2,1,5,6,3,3,1,3,3,3,2,2,2,1,5
1061,3,1,2,8,4,6,5,3,3,2,2,2,3,1,0,2,1,5
1068,1,6,1,8,2,3,6,4,4,2,3,3,3,5,2,1,1,2
1071,4,4,2,1,1,4,5,2,2,1,2,3,1,2,2,1,2,8
1076,4,7,1,9,4,4,3,2,2,1,3,3,2,2,0,1,1,6
1078,4,5,2,1,1,4,1,3,3,2,3,2,3,2,0,1,2,6
1081,3,5,1,2,3,3,6,3,3,2,3,2,3,4,2,2,1,5
1084,0,3,2,1,1,2,3,4,5,1,2,3,2,2,0,1,1,5
1085,5,0,2,8,1,4,5,3,3,1,3,4,2,2,0,1,1,6
1087,1,0,1,3,1,1,4,3,3,1,2,3,3,4,1,1,1,1
1091,3,0,2,3,1,9,6,3,3,1,2,3,2,2,0,2,1,5
1095,5,0,8,7,9,4,5,2,2,1,3,2,2,3,0,1,1,8
1104,4,0,2,1,1,5,1,3,2,1,2,3,2,2,0,2,1,6
1107,4,0,2,8,1,3,6,3,3,1,2,3,3,3,1,2,1,6
1109,4,0,6,8,1,4,3,3,4,2,3,3,3,2,1,2,1,6
1110,0,7,1,4,1,2,6,3,4,3,4,3,2,1,0,2,1,6
1113,4,6,2,8,1,5,3,2,2,1,3,2,2,1,0,2,1,1
1114,4,0,7,1,1,4,9,3,4,1,2,4,3,3,0,1,1,2
1118,2,2,1,7,1,4,1,3,2,1,4,3,2,3,0,2,1,6
1119,1,7,2,1,1,1,4,3,4,2,3,3,3,3,1,2,1,5
1121,4,4,1,2,1,1,4,3,2,1,2,4,3,4,2,1,1,8
1122,0,0,3,1,2,4,3,2,2,2,2,3,3,2,0,2,2,1
1123,4,2,3,8,2,4,1,3,2,1,2,3,3,3,2,1,1,5
1124,3,7,2,3,1,3,4,3,3,1,3,3,3,2,1,2,2,8
1128,4,5,6,2,1,1,3,4,3,1,3,2,4,4,2,1,1,5
1129,5,2,8,9,1,4,1,3,3,1,3,3,3,2,1,2,1,6
1131,0,1,1,3,1,3,4,2,2,1,2,3,2,2,3,2,1,6
1138,1,2,3,1,1,6,3,3,3,2,2,3,3,2,1,2,1,5
1142,1,2,2,6,1,5,3,3,3,1,3,3,3,3,1,2,1,1
1146,1,4,1,2,1,4,3,2,2,1,3,2,3,3,2,1,1,2
1147,4,2,1,2,1,4,3,3,3,2,2,5,3,3,1,1,1,6
1148,4,2,2,10,1,6,1,3,3,2,4,3,3,3,0,2,1,1
1151,1,4,2,1,1,4,6,3,3,2,3,3,2,3,2,1,1,1
1153,2,0,1,10,1,3,5,2,3,1,4,2,3,2,0,1,1,5
1155,5,4,1,2,1,4,3,3,2,1,3,2,2,2,0,1,1,1
1156,4,4,3,1,2,4,5,3,3,2,2,3,2,4,2,1,2,5
1158,0,0,2,3,7,4,3,3,4,2,3,4,3,2,3,1,1,5
1159,4,4,1,9,1,4,3,3,2,1,2,2,3,4,2,1,1,6
1160,4,4,2,1,1,4,1,3,3,2,4,2,3,3,2,1,1,1
1165,4,0,1,9,1,6,9,2,2,1,2,4,1,1,0,2,1,6
1166,1,0,2,1,1,3,6,3,3,2,4,3,3,4,1,2,1,1
1167,1,1,1,3,2,1,4,4,4,1,2,3,4,4,1,2,1,6
1168,1,7,2,1,1,5,1,4,4,1,2,3,3,4,2,2,1,6
1169,1,7,1,7,1,5,6,3,3,1,2,1,1,3,1,2,1,6
1170,1,1,3,2,4,6,1,3,4,1,2,3,2,3,2,2,2,5
1171,4,1,2,3,2,3,9,3,4,2,2,3,4,3,1,2,1,2
