BYSID,BYHID,BYAID,BYTID,GENDER,BYSCLASS,BYS01002,BYS01003,BYS01005,BYS01006C,BYS01008,BYS02001,BYS02002,BYS02003,BYS02004,BYS02005,BYS02006,BYS02007,BYS02008,BYS02009,BYS02010,BYS02011,BYS02012,BYS02013,BYS03001,BYS03002,BYS03003,BYS03004,BYS04001,BYS04002,BYS04003,BYS04004,BYS04005,BYS04006,BYS04007,BYS04008,BYS04009,BYS04010,BYS04011,BYS04012,BYS05001,BYS05002C,BYS05003,BYS05004C,BYS05005C,BYS05006,BYS05007C,BYS06001,BYS06002,BYS06003,BYS06004,BYS06005,BYS07001,BYS07002,BYS07003,BYS07004,BYS07005,BYS07006,BYS07007,BYS07008,BYS07009,BYS07010,BYS07011,BYS07012,BYS07013,BYS07014,BYS07015,BYS07016,BYS07017,BYS07018,BYS07019,BYS07020,BYS07021,BYS07022,BYS07023,BYS07024,BYS07025,BYS07026,BYS07027,BYS07028,BYS07029,BYS08001,BYS08002,BYS08003,BYS08004,BYS08005,BYS08006,BYS08007,BYS08008,BYS09001,BYS09002,BYS09003,BYS09004,BYS10001,BYS10002,BYS10003,BYS10004,BYS10005,BYS10006,BYS10007,BYS10008,BYS10009,BYS10010,BYS10011,BYS10012,BYS10013,BYS10014,BYS10015,BYS11001,BYS11002,BYS11003,BYS11004,BYS11005,BYS11006,BYS11007,BYS11008,BYS11009,BYS11010,BYS11011,BYS11012,BYS11013,BYS11014,BYS11015,BYS11016,BYS11017,BYS11018,BYS12001,BYS12002,BYS12003,BYS12004,BYS12005,BYS12006,BYS12007,BYS12008,BYS12009,BYS12010,BYS12011,BYS12012,BYS12013,BYS12014,BYS12015,BYS12016,BYS12017,BYS12018,BYS12019,BYS12020,BYS12021,BYS12022,BYS12023,BYS12024,BYS12025,BYS13001,BYS14001,BYS14002,BYS14013,BYS14014,BYS14025,BYS14026,BYS14027C,BYS14027C1,BYS14028,BYS15001,BYS15002C,BYS15003,BYS15004,BYS15005,BYS15006,BYS15007,BYS15008,BYS15009,BYS15010,BYS15011,BYS16001,BYS16002,BYS17001,BYS17002,BYS17003,BYS17004C,BYS17005,BYS17006,BYS17007,BYS17008,BYS17009C,BYS17010,BYS17011,BYS18001,BYS18002,BYS18003C,BYS18004,BYS18005,BYS18006,BYS18007,BYS18008,BYS18009,BYS18010,BYS19001,BYS20001,BYS20002,BYS20003,BYS20004,BYS20007,BYS20008,BYS20009,BYS20010,BYS20011,BYS20012,BYS20013,BYS20014,BYS20015,BYS20016,BYS20017,BYS20018,BYS20019,BYS20020,BYS20021,BYS20022,BYS21001,BYS21002,BYS21003,BYS21004,BYS21005,BYS21006,BYS21007,BYS21008,BYS21009,BYS21010,BYS21011,BYS21012,BYS21013,BYS22001,BYS22002,BYS22003,BYS22004,BYS22005,BYS22006,BYS22007,BYS22008,BYS22009,BYS22010,BYS22011,BYS22012,BYS22013,BYS22014,BYS22015,BYS22016,BYS22017,BYS23001,BYS23002,BYS23003,BYS23004,BYS24001,BYS24002,BYS24003,BYS24004,BYS24005,BYS25001,BYS25002,BYS25003,BYS26001,BYS26002,BYS26003,BYS26004,BYS26005,BYS26006,BYS26007,BYS26008,BYS26009,BYS26010,BYS27001,BYS27002,BYS27003,BYS27004,BYS27006,BYS27007,BYS27008,BYS27009,BYS27010,BYS27011,BYS27012,BYS27013,BYS27020,BYS29001,BYS29002,BYS29003,BYS29004,BYS29005,BYS29006,BYS29007,BYS29008,BYS29009,BYS29010,BYS29011,BYS29012,BYS29013,BYS29014,BYS29015,BYS29016,BYS29017,BYS29018,BYS29019,BYS29020,BYS29021,BYS29022,BYS30001,BYS30002,BYS30003,BYS30004,BYS30005,BYS30006,BYS32001,BYS32002,BYS32003,BYS32004,BYS32005,BYS32006,BYS32007,BYS32008,BYS32009,BYS32010,BYS32011,BYS32012,BYS32013,BYS32014,BYS32015,BYS32016,BYS32017,BYS32018,BYS32019,BYS32020,BYS32021,BYS32022,BYS32023,BYS32024,BYS32025,BYS32026,BYS32027,BYS32028,BYS32029,BYS32030,BYS32031,BYS32032,BYS32033,BYS32034,BYS32035,BYS32036,BYS32037,BYS32038,BYS32039,BYS32040,BYS32041,BYS32042,BYS32043,BYS32044,BYS32045,BYS32046,BYS32047,BYS32048,BYS32049,BYS32050,BYS32051,BYS32052,BYS32053,BYS32054,BYS32055,BYS32056,BYS32057,BYS32058
4493,44931,255,2554,1,2,4,2,2,4155,3,3,2,2,3,2,5,3,2,3,2,3,1,4,1,2,2,1,3,2,2,5,4,3,4,4,1,2,-5,-5,2,-5,2,-5,-5,2,-5,2,-5,-5,2,-5,2,1,1,-5,-5,1,2,4,5,3,2,3,5,1,4,3,4,5,4,3,5,1,2,-5,5,3,2,3,4,2,3,4,6,1,3,6,2,2,1,4,3,5,2,2,2,5,2,3,1,1,1,1,1,1,2,1,4,3,2,4,2,2,3,4,1,1,3,1,3,2,3,3,3,3,2,-5,-5,1,3,2,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,1,3,2,-5,2,-5,1,1,210402-1,A03060-15,11,1,014,2,2,1,3,3,4,1,5,-5,5,1,2,1,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,2,-5,2,-5,1,3,1,3,2,-5,2,-5,1,1,1,1,12,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,8,3,2,2,4,5,3,4,1,2,3,4,5,3,5,3,1,4,3,1,1,1,188,91,2,3,8,2,2,3,2,2,4,2,1,1,2,-5,2,-5,1,1,2,-5,-5,-5,0,0,2,-5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,4,3,2,3,4,3,5,0,-3,-3,0300003,0910113,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0101001,0700001,0910781,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0500024,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4494,44941,263,2632,1,2,4,1,3,4059,1,3,2,3,3,3,3,4,5,3,1,4,2,4,1,2,1,1,1,2,4,2,3,5,3,4,3,2,-5,-5,2,-5,1,14,21,2,-5,2,-5,-5,2,-5,3,1,1,-5,-5,1,3,5,4,4,3,1,5,1,3,3,4,4,3,1,5,1,5,2,4,1,1,4,3,7,1,5,6,2,8,2,14,2,1,4,2,2,1,6,1,4,1,3,3,2,2,3,2,1,3,1,3,2,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,1,1,1,1,1,1,1,210408-1,A03080-13,12,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,1,1,2,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,1,2,2,-5,1,3,1,2,1,4,1,3,1,1,1,1,8,1,1,5,9,3,2,12,2,2,42000,2,3,1,1,6,1,2,2,4,2,2,5,5,1,6,4,4,4,4,3,5,1,2,4,4,1,3,187,73,2,4,7,1,3,3,3,2,2,1,2,2,2,-5,1,3,1,2,2,-5,-5,-5,10,1,1,3,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,2,3,2,3,3,4,3,1,76.8,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0910642,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0101001,0200001,0530001,0750002,0700008,0920064,0920050,-4,-4,-4,-4,-4,-4,-4,-4
4495,44951,261,2611,1,2,4,1,2,4003,1,4,4,4,2,2,3,3,4,2,3,4,3,3,1,2,2,1,3,3,4,4,3,4,4,9,6,2,-5,-5,2,-5,2,-5,-5,2,-5,2,-5,-5,2,-5,4,3,1,-5,-5,6,-5,-5,-5,-5,-5,-5,-5,1,4,4,2,4,4,1,4,1,3,1,4,2,2,3,3,2,3,6,6,13,1,10,8,3,1,2,3,4,2,4,1,5,2,3,4,2,2,2,2,1,2,1,2,4,1,2,1,2,1,2,2,4,1,2,2,3,3,3,3,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,1,2,-5,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,1,1,2,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,1,3,1,3,2,-5,2,-5,2,-5,2,-5,1,2,1,1,12,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,8,3,2,3,4,3,3,4,1,4,2,3,4,4,4,4,1,3,2,8,1,1,172,56,1,3,7,3,2,2,2,1,1,1,1,1,2,-5,2,-5,1,3,2,-5,-5,-5,0,0,2,-5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,4,3,3,4,3,3,4,0,15.1,3,0210001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0900011,0101008,0910642,0910099,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4496,44961,204,2043,1,2,2,2,3,7052,5,2,2,2,4,1,4,1,2,4,1,3,3,4,2,1,1,2,3,5,4,4,3,4,4,3,6,2,-5,-5,2,-5,1,-4,21,2,-5,2,-5,-5,2,-5,3,1,1,-5,-5,1,4,4,4,2,2,3,2,1,3,4,4,3,2,3,2,1,4,1,3,1,1,3,1,2,5,6,6,2,1,13,1,4,1,4,3,2,3,6,2,4,2,1,4,1,1,4,2,1,4,1,3,3,4,2,4,3,3,2,3,3,5,5,4,4,4,4,5,5,1,1,3,1,1,3,1,1,6,2,-5,-5,1,1,3,2,-5,-5,1,2,3,2,-5,-5,4,1,1,1,1,1,2,-5,-5,-5,-5,1,084,5,5,1,2,1,4,1,4,-5,2,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,1,1,1,4,1,3,1,4,1,4,1,3,1,1,1,1,8,9,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8,2,3,4,4,4,3,4,3,1,6,4,4,4,4,4,4,3,1,4,2,1,3,184,72,2,3,6,1,1,1,1,1,1,1,2,2,1,9,2,-5,1,2,1,3,2000,2,0,0,2,-5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,2,1,2,5,4,4,4,4,4,4,1,12.1,3,0220017,0300003,0400005,0530004,0530032,0530016,-4,-4,-4,-4,-4,-4,-4,-4,-4,0220012,0110001,0101008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4497,44971,212,2124,1,2,5,1,2,7025,1,2,3,2,2,3,5,2,4,1,2,2,2,4,2,2,2,2,4,2,2,4,2,5,5,1,2,2,-5,-5,1,09,1,-4,22,1,313,2,-5,-5,2,-5,1,1,1,-5,-5,1,2,1,1,1,1,4,3,1,4,3,3,3,3,3,3,1,1,-5,3,1,1,1,1,7,5,1,2,2,1,2,5,5,3,2,2,1,1,1,1,6,2,1,1,1,1,1,1,2,4,1,2,3,4,1,1,1,1,1,1,1,1,1,3,3,4,3,4,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,1,2,-5,1,1,1,4,180203-1,H03100-15,11,1,085,2,3,2,-5,1,2,1,2,-5,2,1,1,2,1,40801,3,4,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,2,-5,2,-5,2,-5,1,2,2,-5,2,-5,2,2,2,2,12,11,1,1,3,3,4,6,6,1,2700,1,3,4,9,1,3,3,2,2,3,1,3,3,2,-5,2,2,3,2,2,3,3,1,2,4,1,7,180,80,2,4,5,3,2,3,4,2,1,1,1,1,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,4,3,4,4,4,4,4,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
4498,44981,246,2464,2,2,4,1,2,4224,3,4,3,4,2,3,4,4,4,3,3,4,3,4,1,1,1,1,4,3,3,4,3,4,4,5,7,2,-5,-5,1,11,2,-5,-5,1,101,2,-5,-5,2,-5,3,1,1,-5,-5,1,3,5,3,3,3,2,4,1,4,5,3,4,4,2,4,1,3,4,2,1,1,3,2,2,1,4,6,1,2,2,12,2,1,4,3,4,2,4,2,6,2,3,1,2,2,1,1,1,4,1,2,3,3,3,2,2,4,3,4,3,4,3,3,3,4,2,3,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,1,1,5,4,1,1,1,2,-5,1,2,160704-1,T06040-15,12,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,2,1,2,2,2,-5,-5,-5,-5,1,24123502,4,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,1,3,1,3,1,3,1,3,1,3,1,3,1,2,1,1,12,7,1,1,3,3,3,5,6,1,2300,5,3,4,1,2,6,2,2,2,3,2,3,3,1,2,2,3,4,3,3,2,4,1,4,3,2,7,164,60,2,3,9,1,2,3,2,1,1,2,2,2,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,4,1,2,3,3,3,5,1,40.6,3,0220017,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0120002,0101001,0750002,0910502,0910499,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0300005,0500024,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4499,44991,252,2522,2,2,4,1,3,4166,4,4,3,3,2,3,4,3,3,3,4,3,1,3,1,2,1,2,4,4,4,4,3,4,4,3,1,2,-5,-5,2,-5,2,-5,-5,2,-5,1,1,5,2,-5,4,1,1,-5,-5,1,4,3,4,4,4,1,5,1,4,3,4,5,5,1,5,1,5,3,3,4,2,2,5,4,1,2,4,12,2,6,12,1,2,2,3,1,2,1,1,3,2,3,3,2,3,1,3,1,3,1,3,3,1,1,4,3,3,3,1,1,3,3,3,3,5,5,3,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,1,2,-5,2,-5,2,-5,-5,-5,-5,1,067,3,4,2,-5,7,2,1,3,-5,2,1,1,2,1,60403,3,4,3,1,24123002,4,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,2,-5,1,4,2,-5,2,-5,2,-5,2,-5,1,1,1,1,5,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,10,2,3,3,5,3,4,3,1,4,3,4,4,4,3,4,1,2,6,1,2,3,173,76,2,3,6,1,3,3,2,1,1,2,1,3,2,-5,2,-5,2,-5,2,-5,-5,-5,2,0,2,-5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,2,4,3,3,3,4,3,0,95.8,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0920050,0920064,0920021,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4500,45001,282,2822,2,2,1,1,3,4166,2,3,2,3,3,3,3,3,3,4,2,3,4,3,2,2,2,2,3,3,4,4,4,4,3,6,2,2,-5,-5,2,-5,2,-5,-5,2,-5,2,-5,-5,2,-5,3,1,1,-5,-5,1,3,4,3,3,3,3,4,1,3,4,4,3,4,3,4,1,4,3,2,1,1,2,1,6,3,6,6,1,2,1,2,1,1,4,2,5,1,1,1,3,1,2,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,1,2,-5,2,-5,2,-5,-5,-5,-5,1,121,1,1,2,-5,1,2,1,2,-5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,2,-5,-5,2,2,-5,-5,2,-5,-5,1,1,2,-5,2,-5,2,-5,1,4,2,-5,2,-5,1,1,1,1,12,2,1,5,2,2,2,8,1,2,20000,2,1,3,9,1,7,2,3,2,3,3,4,4,1,2,3,3,3,2,2,2,1,1,2,1,2,7,164,58,1,4,9,2,2,2,1,1,2,1,2,2,1,2,2,-5,1,1,2,-5,-5,-5,2,0,2,-5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,2,3,2,3,3,3,4,1,60,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0600009,0400005,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4501,45011,248,2484,2,2,2,1,1,5029,1,3,3,3,4,3,3,4,3,3,4,4,3,4,2,2,2,2,4,3,3,4,3,4,4,6,3,2,-5,-5,2,-5,2,-5,-5,1,101,2,-5,-5,2,-5,3,1,1,-5,-5,1,3,4,4,3,2,2,3,1,3,4,4,3,4,2,4,1,4,2,4,1,1,3,4,2,3,6,6,12,1,1,-5,1,1,1,2,4,2,3,1,3,4,2,3,2,2,1,1,1,2,1,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,1,2,-5,2,-5,2,-5,-5,-5,-5,1,067,3,2,2,-5,3,1,1,3,-5,2,1,6,2,1,50302,2,3,3,1,24121202,7,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,1,1,1,7,7,1,2,3,3,3,6,4,1,2500,2,2,4,1,1,2,3,2,2,4,2,3,3,1,1,3,3,3,3,3,3,4,3,1,3,2,2,162,50,1,4,7,2,2,2,2,2,2,2,2,2,2,-5,2,-5,1,2,2,-5,-5,-5,0,0,2,-5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,3,3,4,3,4,4,0,27.1,3,0101001,0220012,0530001,1000008,0900339,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0120001,0210001,0500024,0700008,0750001,0910810,0900340,-4,-4,-4,-4,-4,-4,-4,-4,0300003,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4502,45021,239,2393,1,2,4,1,2,5062,3,4,3,2,3,2,4,3,3,2,2,3,2,3,2,2,1,2,3,3,3,3,2,3,3,4,6,2,-5,-5,1,10,2,-5,-5,2,-5,2,-5,-5,2,-5,2,2,1,-5,-5,1,3,3,3,3,3,3,3,6,-5,-5,-5,-5,-5,-5,-5,1,3,4,4,1,1,3,1,2,5,6,6,14,4,4,13,3,1,1,3,4,1,2,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,1,1,1,4,4,4,4,2,2,3,3,4,4,3,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,1,2,-5,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,3,1,2,2,1,40403,2,2,2,1,22620202,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,2,-5,2,-5,1,3,1,4,2,-5,2,-5,2,2,2,2,3,1,1,3,2,3,2,8,7,1,3100,4,3,4,1,2,1,3,2,3,3,2,3,3,2,-5,3,3,2,2,2,4,3,1,2,2,1,1,180,74,1,4,5,2,3,3,3,2,2,2,2,1,1,9,2,-5,1,2,2,-5,-5,-5,0,0,2,-5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,2,2,2,2,4,3,3,2,4,3,0,68.1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0500024,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0700001,0300003,0530001,0910505,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4503,45031,210,2101,2,2,4,1,3,4166,3,5,5,4,1,4,4,3,5,2,3,4,2,2,1,2,1,1,4,3,3,4,2,5,5,1,4,2,-5,-5,1,18,2,-5,-5,2,-5,2,-5,-5,2,-5,4,1,1,-5,-5,1,3,4,3,2,2,2,3,1,4,5,4,5,4,1,5,1,4,3,5,2,2,3,1,2,1,3,5,1,13,1,2,3,3,3,4,4,2,1,2,3,2,3,2,4,3,4,1,2,3,1,4,3,2,1,5,3,1,2,4,2,1,2,1,1,4,4,5,4,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,1,1,5,4,2,2,-5,2,-5,1,6,010309-4,B02999-40,11,1,023,3,2,1,4,4,2,1,4,-5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,1,023,100,1,1,8,2,1,10,-5,2,-5,1,5,1,3,1,2,1,5,2,-5,1,3,1,1,1,1,6,4,1,4,2,3,4,5,6,1,2500,4,7,3,7,2,3,4,2,3,4,3,4,4,1,2,4,4,4,2,4,4,2,1,4,2,2,7,165,53,1,4,8,2,2,3,2,2,1,1,2,3,1,7,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,4,2,3,4,1,4,5,0,18.8,3,0500001,0920021,0920272,0920268,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0101001,0210001,0600009,0300003,0700001,0920258,0920077,0920032,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4504,45041,297,2971,2,2,1,1,3,4166,2,3,3,3,2,4,3,4,3,4,4,3,4,3,2,2,2,2,2,2,2,4,4,2,3,4,5,2,-5,-5,2,-5,2,-5,-5,1,417,2,-5,-5,2,-5,3,1,1,-5,-5,1,3,4,3,1,4,3,2,1,4,4,3,4,4,3,4,1,5,4,4,1,1,2,2,2,1,4,6,6,8,6,1,1,1,2,3,5,1,1,2,4,2,3,3,2,2,1,1,1,2,1,3,2,1,2,1,2,3,3,2,3,4,5,1,2,1,2,3,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,1,2,-5,2,-5,2,-5,-5,-5,-5,1,171,2,2,2,-5,8,9,1,3,-5,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,1,197,60,4,2,-5,-5,2,-5,-5,1,1,2,-5,2,-5,2,-5,1,3,2,-5,2,-5,2,2,2,2,13,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,4,3,2,2,4,3,2,4,2,-5,3,4,4,4,3,3,4,4,8,2,2,3,141,32,2,2,10,2,3,2,2,2,1,3,2,1,2,-5,2,-5,2,-5,2,-5,-5,-5,10,3,2,-5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,2,2,2,3,3,2,5,3,2,4,0,70.3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0700001,0220015,0530001,0540001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4505,45051,215,2154,2,2,5,2,3,4045,5,2,3,1,3,2,4,2,4,2,3,2,3,4,2,2,2,2,2,2,2,2,3,3,3,6,1,2,-5,-5,2,-5,2,-5,-5,2,-5,2,-5,-5,2,-5,1,1,1,-5,-5,1,2,1,2,1,2,4,1,1,4,5,4,3,4,2,5,1,4,7,2,1,1,1,1,2,5,3,6,2,3,5,13,3,1,3,2,1,3,6,1,5,2,1,4,3,2,1,2,1,4,1,5,3,1,1,5,3,3,1,4,2,4,1,3,2,1,1,5,4,2,-5,-5,2,-5,-5,1,5,5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,1,2,-5,2,-5,1,6,160704-1,T06040-15,9,1,066,2,3,2,-5,1,6,1,4,-5,2,1,2,2,1,60403,4,4,4,1,24122502,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,2,-5,2,-5,2,-5,1,2,2,-5,2,-5,2,1,1,2,12,11,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,1,3,2,1,5,1,2,4,2,-5,4,5,4,5,3,1,3,1,6,4,2,7,150,45,2,2,6,2,2,2,3,2,1,4,4,3,1,7,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,4,3,3,5,3,3,5,1,11.7,3,0101004,0750002,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0210001,0530006,0700005,0920232,0920191,0920273,0920071,0920272,0920056,-4,-4,-4,-4,-4,-4,0540001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
