BYSID,BYHID,GENDER,BYSCLASS,F1S01002,F1S01003,F1S01004,F1S01005,F1S01006,F1S01011,F1S01012,F1S01014,F1S01015,F1S01016,F1S01017,F1S01018,F1S01019,F1S01020,F1S01021,F1S01022,F1S01024,F1S01025,F1S01026,F1S01027,F1S01028,F1S01029,F1S01030,F1S01031,F1S01032,F1S01033,F1S01034,F1S01035,F1S01036,F1S01037,F1S01038,F1S01039,F1S01040,F1S01041,F1S01042,F1S01043,F1S01044,F1S01045,F1S01046,F1S01047,F1S01050,F1S01051,F1S01052,F1S01053,F1S01054,F1S01055,F1S01056,F1S01057,F1S01058,F1S01059,F1S01060,F1S01061,F1S01062,F1S01063,F1S01064,F1S01065,F1S01066,F1S02001,F1S02002,F1S02003,F1S02004,F1S02005,F1S02006,F1S02007,F1S02008,F1S02009,F1S02010,F1S02011,F1S02012,F1S02013,F1S02014,F1S02015,F1S02016,F1S02017,F1S02018,F1S02019,F1S02020,F1S02021,F1S02022,F1S02023,F1S02024,F1S02025,F1S02026,F1S02027,F1S02028,F1S02029,F1S02030,F1S02031,F1S02032,F1S02033,F1S02034,F1S02035,F1S02036,F1S02037,F1S02038,F1S02039,F1S02040,F1S02041,F1S02042,F1S02043,F1S02044,F1S02045,F1S02046,F1S02047,F1S02048,F1S02049,F1S02050,F1S02051,F1S02052,F1S02053,F1S02054,F1S02055,F1S02056,F1S02057,F1S02058,F1S02059,F1S02060,F1S02061,F1S02062,F1S02063,F1S02064,F1S02065,F1S02066,F1S02067,F1S02068,F1S02083,F1S02084,F1S02085,F1S02086,F1S02087C,F1S02088,F1S02089C,F1S02090,F1S02091,F1S02092,F1S02093,F1S02094C,F1S02095,F1S02096C,F1S02097,F1S02118,F1S03001,F1S03002,F1S03003,F1S03004,F1S03005,F1S03006,F1S03007,F1S03008,F1S03009,F1S03010,F1S03011,F1S03012,F1S03013,F1S03014,F1S03015,F1S03016,F1S03017,F1S03018,F1S03019,F1S03020,F1S03021,F1S03022,F1S03023,F1S03024,F1S03025,F1S03026,F1S03027,F1S03028,F1S03029,F1S03030,F1S03031,F1S03032,F1S03033,F1S03034,F1S03035,F1S03036,F1S03037,F1S03038,F1S03039,F1S04001,F1S04002,F1S04003,F1S04004,F1S04005,F1S04006,F1S04007,F1S04008,F1S04009,F1S04010,F1S04011,F1S04012,F1S04013,F1S04014,F1S04015,F1S04016,F1S04017,F1S04018,F1S04019,F1S04020,F1S04021,F1S04022,F1S04023,F1S04024,F1S04025,F1S04026,F1S04027,F1S05001,F1S05002,F1S05003,F1S05004,F1S05005,F1S05006,F1S05007,F1S05008,F1S05009,F1S05010,F1S05011,F1S05012,F1S05013,F1S05014,F1S05015,F1S05016,F1S05017,F1S05018,F1S05019,F1S05020,F1S05021,F1S05022,F1S05023,F1S05024,F1S06001,F1S06002,F1S06003,F1S06004,F1S06005,F1S06006,F1S06007,F1S06008,F1S06009,F1S06010,F1S06011,F1S06012,F1S07001,F1S07002C,F1S07003,F1S07004,F1S07005,F1S07006,F1S07007,F1S07008,F1S07009,F1S07010,F1S07011,F1S07012,F1S07013,F1S07014C,F1S07015,F1S08001,F1S08002,F1S08003,F1S08004,F1S08005,F1S08006,F1S08007,F1S08008,F1S09001,F1S09002,F1S09003,F1S09004,F1S09005,F1S09006,F1S09007,F1S09008,F1S09009,F1S09010,F1S09011,F1S09012,F1S09013,F1S09014,F1S09015,F1S09016,F1S09017,F1S09018,F1S09019,F1S09020,F1S09021,F1S09022,F1S09023,F1S09024,F1S09025,F1S09026,F1S09027,F1S09028,F1S09029,F1S09030,F1S09031,F1S09032,F1S09033,F1S09034,F1S09035,F1S09036,F1S09037,F1S10001,F1S10002,F1S10003,F1S10004,F1S10005,F1S10006,F1S10007,F1S10008,F1S10009,F1S10010,F1S10011,F1S10012,F1S10013,F1S10014,F1S10015,F1S10016,F1S10017,F1S10018,F1S10019,F1S10020,F1S10030,F1S10031,F1S11002,F1S11003,F1S11004,F1S11005,F1S11006,F1S11014,F1S11018,F1S11019,F1S11020
2743,27431,1,1,10,1,7,2,-5,4,4,4,3,3,1,4,3,4,3,4,4,3,2,5,4,3,4,3,5,4,2,2,3,4,3,2,2,2,5,5,4,4,5,5,1,28,34,2,-5,-5,5,2,2,2,-5,2,-5,-5,-5,-5,-5,1,1,1,-5,40,-5,3,4,4,4,3,4,3,3,4,3,3,3,3,4,4,4,1,5,1,1,-5,60,-5,4,3,4,4,2,4,4,2,4,4,2,3,4,4,5,4,1,4,4,1,1,30000,2,6,1,2,-5,-5,1,3001,3,2,-5,2,-5,-5,-5,-5,-5,1,3001,6,2,12510101,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,2,1,6,1,4,2,1,2,3,1,1,2,3,4,2,1,3,2,3,4,3,1,1,15,7,1,1,2,10,1,12,6,4,1,1,3,2,4,3,4,1,1,3,1,1,4,1,1,3,1,1,3,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,300000,3,1,1,3,1,1,5,1,1,4,1,1,3,1,1,3,1,2,-5,-5,2,-5,-5,250000,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0451,3,2,1,4,1,3,-5,3,1,2,1,30501,-5,1,1,1,1,1,1,3,2,1,2,-5,-5,1,7,2,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,200000,5,2,-5,-5,-5,-5,-5,-5,-5,-5,1,20,7,2,5,3,6,1,2,2,-5,2,2,2,1,1,1,2,1,2,-5,2,-5,3,181,78,1,2,1,1,1128,33,67,2,2
2744,27441,2,1,7,1,7,2,-5,3,3,4,5,3,1,2,3,3,2,2,2,3,2,3,4,3,5,2,3,3,4,3,2,3,5,4,4,3,4,4,2,1,5,5,1,16,38,1,147,387,-5,2,2,2,-5,2,-5,-5,-5,-5,-5,1,1,1,-5,20,-5,1,3,4,1,2,3,3,4,2,1,2,3,5,3,1,1,5,4,1,1,-5,30,-5,4,2,4,3,3,5,5,4,5,4,2,3,5,3,4,2,1,4,5,3,1,50000,2,9,1,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1,3,1,3,1,12,1,3,1,.5,2,1,3,2,1,1,1,4,3,2,1,1,1,1,2,-5,-5,-5,1,0,17,3,1,1,6,4,4,4,4,1,1,3,1,1,3,1,1,3,1,1,4,1,1,3,1,2,-5,-5,2,-5,-5,2,-5,-5,300000,4,1,1,2,1,1,3,1,1,3,1,1,2,1,1,2,1,2,-5,-5,2,-5,-5,200000,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0451,5,5,1,4,1,3,-5,3,1,1,1,50205,-5,1,2,1,1,1,1,12,5,1,1,4,1,1,5,1,1,4,1,1,3,1,2,-5,-5,2,-5,-5,2,-5,-5,200000,2,2,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,2,5,.5,5,3,2,2,-5,3,2,1,1,1,2,2,1,2,-5,2,-5,2,170,43,1,1,1,2,742,20,43,1,2
2747,27471,2,1,3,4,7,2,-5,4,4,4,5,3,2,3,3,2,3,2,2,2,2,2,5,2,3,19,2,3,4,4,2,2,4,2,5,5,4,4,4,4,5,5,1,7,35,2,-5,-5,3,1,2,2,-5,2,-5,-5,-5,-5,-5,1,1,2,5,2,-5,2,4,2,4,2,2,2,4,1,2,1,4,3,3,1,2,1,3,1,1,-5,30,-5,4,3,4,4,2,2,4,2,2,1,4,4,4,1,2,1,3,3,2,2,1,20000,3,6,1,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,10,1,9,13,14,1,4,1,1,3,1,3,1,1,1,2,3,2,3,1,2,-5,-5,1,1,1,7,1,2,10,6,10,1,12,1,1,1,4,1,2,-5,-5,2,-5,-5,1,6,2,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,280000,1,1,2,-5,-5,1,6,2,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,280000,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,1,2,1,4,2,-5,-5,2,-5,1,1,1,2,1,11,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,2,4,1,6,1,2,2,-5,2,4,1,2,1,2,2,3,2,-5,2,-5,2,158,42,1,1,1,3,717,23,47,1,2
2749,27491,2,1,9,1,5,2,-5,3,4,3,3,2,1,3,1,4,4,2,1,2,2,4,3,4,4,20,4,3,4,2,1,1,2,2,4,4,5,3,4,4,5,3,1,20,30,1,40,60,-5,2,2,2,-5,2,-5,-5,-5,-5,-5,1,1,1,-5,30,-5,5,5,2,1,2,4,5,5,4,2,1,4,5,4,4,2,1,3,1,1,-5,2,-5,5,5,1,3,2,4,5,3,2,4,1,4,5,4,2,1,1,4,5,1,1,100000,3,2,1,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3012,1,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,2,2,10,2,1,8,1,1,3,1,2,4,2,1,1,1,1,2,2,3,3,2,1,1,1,1,1,2,11,1,3,5,6,5,1,6,4,2,4,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,300000,3,3,300000,8,1,1,300000,4,3,1,1,1311,1,1,2,-5,1,4,-5,2,1,1,1,50302,-5,1,2,1,1,1,1,12,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,2,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,2,3,10,8,2,2,2,-5,2,3,1,1,-4,1,1,3,2,-5,2,-5,3,167,67,1,3,1,3,248,9,24,2,2
2752,27521,2,1,1,1,7,2,-5,4,4,3,4,2,1,3,3,3,5,1,2,2,2,4,3,2,4,.5,2,2,5,3,4,2,4,3,3,1,2,2,2,2,2,1,2,-5,-5,2,-5,-5,5,2,2,2,-5,2,-5,-5,-5,-5,-5,1,1,1,-5,20,-5,2,4,2,2,2,3,4,3,4,2,1,4,4,4,2,3,1,5,1,1,-5,50,-5,5,2,2,2,1,4,5,3,4,2,1,4,5,4,2,3,1,5,5,1,1,25000,7,2,1,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,5,10,1,3,1,14,5,10,1,0,2,1,2,2,2,1,1,2,1,2,1,1,3,1,1,1,2,16,1,0,5,1,3,14,1,2,3,2,3,1,2,-5,-5,1,4,3,1,1,4,1,2,7,1,1,7,2,-5,-5,2,-5,-5,2,-5,-5,100000,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0452,4,3,1,4,1,9,-5,3,1,4,1,30401,-5,2,-5,1,1,1,2,3,2,1,2,-5,-5,2,-5,-5,1,1,4,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,100000,2,2,-5,-5,-5,-5,-5,-5,-5,-5,1,8,1,2,4,0,8,1,2,2,-5,4,4,2,1,1,2,4,2,2,-5,2,-5,1,160,55,1,1,1,3,1439,42,89,1,2
2753,27531,2,1,7,1,7,2,-5,4,4,3,4,3,2,4,2,4,3,3,2,3,3,4,3,3,3,2,4,2,2,2,3,3,3,3,3,3,4,4,4,4,3,3,2,-5,-5,2,-5,-5,-2,2,2,2,-5,2,-5,-5,-5,-5,-5,1,1,1,-5,20,-5,4,3,2,1,1,4,4,4,2,1,1,4,4,4,2,1,1,4,1,1,-5,40,-5,4,3,2,1,2,3,4,4,4,2,1,4,4,5,3,1,1,4,4,1,1,30000,2,3,1,2,-5,-5,1,3011,1,-5,-5,2,-5,-5,-5,-5,-5,1,3011,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,2,1,6,1,-4,1,2,.5,2,1,0,.5,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,10,1,4,4,3,10,1,6,4,4,4,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0451,4,2,1,4,1,4,-5,4,1,1,1,10102,-5,1,1,1,1,1,1,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,1,5,1,2,4,.5,6,1,2,2,-5,1,1,1,1,1,1,1,1,2,-5,2,-5,1,156,48,1,1,1,3,1162,32,64,1,2
2756,27561,1,1,1,1,7,1,1,5,5,5,4,4,2,4,2,4,5,4,2,3,4,4,3,2,5,14,3,4,5,5,2,2,3,4,4,4,3,2,3,3,4,2,1,5,37,2,-5,-5,3,2,2,2,-5,2,-5,-5,-5,-5,-5,1,1,2,5,0,-5,3,4,2,1,1,5,3,4,4,1,1,5,3,4,3,1,1,4,1,1,-5,60,-5,4,2,4,4,3,4,3,3,5,4,2,4,4,4,4,4,1,4,5,2,1,15000,9,2,1,2,-5,-5,1,3001,3,1,20,2,-5,-5,-5,-5,-5,1,3001,6,1,14220701,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,2,1,4,1,3,6,2,1,2,1,1,2,2,2,2,2,1,1,1,2,3,1,2,-5,-5,2,-5,-5,-5,1,10,0,4,1,5,9,3,4,2,4,1,1,4,1,1,5,1,1,4,1,1,3,1,1,2,1,2,-5,-5,2,-5,-5,2,-5,-5,400000,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,4,5,1,1,2,-5,-5,1,1,1,1,1,2,2,3,1,1,4,1,1,5,1,1,5,1,1,3,1,1,2,1,2,-5,-5,2,-5,-5,400000,2,2,-5,-5,-5,-5,-5,-5,-5,-5,1,3,7,2,4,.5,6,1,2,2,-5,4,3,1,1,1,1,2,1,1,1,2,-5,2,173,60,1,1,1,3,304,10,25,1,2
2759,27591,2,1,8,1,5,2,-5,3,3,2,2,3,1,3,2,3,4,3,3,3,3,4,4,2,3,3,4,4,4,3,4,4,3,3,3,3,5,4,5,5,3,3,2,-5,-5,2,-5,-5,-2,2,2,2,-5,2,-5,-5,-5,-5,-5,1,1,1,-5,120,-5,4,3,2,2,2,5,4,3,4,2,1,5,5,4,1,1,1,5,1,1,-5,240,-5,5,5,4,3,2,4,5,3,4,2,1,4,5,4,4,2,1,3,4,1,1,40000,6,1,1,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1,6,2,1,13,1,2,4,1,1,3,1,3,3,1,2,2,4,2,2,1,1,3,1,1,1,3,11,1,3,3,6,1,1,9,3,3,3,4,1,1,5,7,2,-5,-5,1,5,7,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,-2,3,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,-5,-5,2,-5,-5,270000,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0853,4,4,1,1,1,8,-5,3,1,2,1,70103,-5,1,1,1,1,1,1,12,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,1,4,1,2,4,2,3,3,2,2,-5,3,3,1,1,1,1,2,2,2,-5,2,-5,1,160,50,2,2,1,3,689,20,44,2,2
2760,27601,2,1,2,1,7,2,-5,3,3,2,4,4,2,3,2,3,4,3,2,3,3,3,4,3,4,20,2,3,4,3,3,3,3,3,2,2,4,4,4,4,4,4,1,19,34,2,-5,-5,6,2,2,2,-5,2,-5,-5,-5,-5,-5,1,1,1,-5,5,-5,4,2,2,4,2,4,4,3,3,2,2,4,4,4,2,2,2,4,1,1,-5,10,-5,4,3,3,4,2,4,4,3,3,3,2,4,4,4,4,3,1,4,4,4,4,50000,2,1,1,2,-5,-5,1,3001,3,2,-5,2,-5,-5,-5,-5,-5,1,3001,6,1,-3,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,2,0,4,14,14,1,2,0,2,1,0,2,1,2,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,1,0,2,6,1,1,3,4,4,4,4,1,2,-5,-5,1,3,1,2,-5,-5,1,3,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,92000,4,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,2,-5,-5,2,-5,-5,200000,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0451,3,3,1,4,3,1,-5,3,1,1,1,30505,-5,1,2,1,1,1,1,12,3,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,2,-5,-5,2,-5,-5,200000,15,2,-5,-5,-5,-5,-5,-5,-5,-5,1,2,1,2,4,0,6,1,2,2,-5,2,2,1,1,1,1,1,1,2,-5,2,-5,1,160,46,1,1,1,2,1024,30,66,1,2
2762,27621,2,1,2,1,7,2,-5,2,4,1,5,4,1,3,1,3,5,5,3,4,5,2,5,1,1,7,3,4,4,4,3,4,3,4,3,5,2,3,4,4,4,4,1,2,38,2,-5,-5,-6,2,2,2,-5,2,-5,-5,-5,-5,-5,1,1,1,-5,30,-5,4,4,3,2,1,2,2,3,5,3,1,3,4,4,4,3,1,4,1,1,-5,60,-5,5,4,4,4,4,4,5,4,5,4,2,4,5,4,2,2,1,4,5,2,1,40000,2,6,1,2,-5,-5,1,3001,3,2,-5,2,-5,-5,-5,-5,-5,1,3001,6,4,11122601,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,2,.5,3,1,2,5,2,.5,2,1,.5,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,5,1,0,5,3,1,9,1,4,4,5,4,1,2,-5,-5,1,4.5,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,170000,5,1,2,-5,-5,1,5,1,1,5,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,350000,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0451,3,3,1,4,1,5,-5,3,1,1,1,30500,-5,1,2,1,1,1,1,12,5,1,2,-5,-5,1,5,1,1,5,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,350000,5,2,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,2,5,6,5,1,1,2,-5,2,2,2,1,1,1,1,1,2,-5,2,-5,1,158,60,2,1,1,3,1334,36,75,1,2
2763,27631,2,1,3,1,7,2,-5,3,4,3,2,4,3,3,4,3,2,3,2,2,2,2,3,4,3,2,3,3,1,1,3,3,2,2,3,4,3,3,4,4,3,2,2,-5,-5,1,359,420,-5,2,2,2,-5,2,-5,-5,-5,-5,-5,1,1,1,-5,40,-5,3,4,2,2,2,4,3,3,3,2,1,4,3,3,2,3,1,4,1,1,-5,120,-5,4,4,2,3,1,4,4,4,3,3,1,4,4,4,2,3,1,4,4,1,1,3000,2,7,1,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,9,1,2,1,2,2,5,1,1,4,2,3,2,1,1,1,2,2,2,1,1,2,7,2,-5,-5,-5,1,1,4,3,6,1,4,3,4,3,3,1,2,-5,-5,1,2,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,70000,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0451,4,3,2,-5,3,1,-5,3,1,1,1,30503,-5,1,1,1,1,1,2,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-5,-5,-5,-5,-5,-5,-5,-5,1,1,7,2,4,.5,7,1,2,2,-5,2,3,2,1,1,1,1,2,2,-5,2,-5,1,160,52,2,1,1,3,1126,32,69,1,2
2765,27651,1,1,15,1,7,2,-5,4,3,2,3,2,1,4,2,3,4,3,3,3,3,2,3,2,4,2,3,3,5,4,3,3,3,2,2,2,4,3,2,2,4,2,1,7,35,1,7,35,-5,2,2,2,-5,2,-5,-5,-5,-5,-5,1,1,1,-5,30,-5,4,4,2,2,1,4,4,4,3,1,1,4,4,4,2,1,1,5,1,1,-5,70,-5,4,4,3,3,1,4,4,4,3,4,1,4,4,4,3,2,1,4,4,3,1,10000,2,7,1,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,0,10,-4,-2,2,1,0,3,1,-6,2,2,2,4,2,1,1,2,2,2,1,1,1,1,1,1,1,16,1,20,10,4,6,1,2,3,2,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-5,-5,2,-5,-5,220000,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0451,3,3,2,-5,1,6,-5,4,1,1,1,30505,-5,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-5,-5,2,-5,-5,2,-5,-5,220000,3,2,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,2,2,1,5,1,2,1,0,3,3,1,1,1,1,1,2,2,-5,2,-5,1,175,48,1,2,1,3,1227,36,73,1,2
2767,27671,1,1,5,1,7,2,-5,3,3,1,4,4,1,4,2,4,3,4,3,2,2,4,3,4,4,6,4,4,2,3,2,3,3,4,4,4,3,1,1,1,4,4,2,-5,-5,2,-5,-5,3,2,2,2,-5,1,0,1,0,0,0,1,1,1,-5,10,-5,1,1,4,2,1,3,2,4,1,1,1,5,3,4,2,1,1,4,1,1,-5,30,-5,4,3,3,4,2,4,4,4,3,4,1,5,4,4,2,3,1,4,4,2,2,20000,2,9,1,2,-5,-5,1,3011,1,-5,-5,2,-5,-5,-5,-5,-5,1,3011,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,2,-6,3,3,-4,13,2,.5,-6,1,.5,3,3,2,3,2,2,2,1,3,2,1,1,5,1,1,2,1,10,1,2,3,6,5,1,14,1,2,3,3,1,2,-5,-5,1,1,1,1,2,2,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,450000,3,1,2,-5,-5,1,1,1,1,2,2,1,1,1,2,-5,-5,2,-5,-5,2,-5,-5,500000,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0111,3,3,1,1,1,4,-5,4,1,2,1,10104,-5,1,2,1,1,1,1,3,-2,1,2,-5,-5,1,1,2,1,2,2,1,1,1,2,-5,-5,2,-5,-5,2,-5,-5,500000,3,2,-5,-5,-5,-5,-5,-5,-5,-5,1,5,1,2,5,1,6,1,2,2,-5,2,2,1,1,1,1,1,2,2,-5,2,-5,1,174,55,2,1,1,3,1029,30,64,1,2
2770,27701,2,1,8,1,1,2,-5,4,4,4,4,4,1,2,1,3,2,4,1,1,4,4,4,1,3,21,2,2,4,4,2,2,4,4,2,2,2,2,2,2,3,3,1,17,41,1,180,450,-5,2,2,2,-5,2,-5,-5,-5,-5,-5,1,1,1,-5,10,-5,4,4,2,3,2,2,4,4,4,2,2,4,4,4,4,3,1,3,1,1,-5,30,-5,4,4,4,2,2,2,4,4,4,3,4,4,3,4,4,3,1,4,3,2,3,50000,2,9,1,2,-5,-5,1,3011,1,-5,-5,2,-5,-5,-5,-5,-5,1,3011,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,2,2,7,1,2,2,5,1,3,1,-6,1,1,1,2,2,1,1,3,1,3,1,1,8,7,2,-5,-5,-5,1,0,4,4,1,1,9,2,4,4,2,1,2,-5,-5,1,4,1,1,4,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,350000,4,1,1,4,1,1,5,1,1,5,1,1,3,1,1,3,1,2,-5,-5,2,-5,-5,380000,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0630,2,4,2,-5,1,3,-5,3,1,1,1,60301,-5,1,2,1,1,1,1,1,2,1,2,-5,-5,1,4,1,1,4,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,350000,30,2,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,2,3,0,4,1,2,2,-5,2,2,1,1,1,2,2,2,2,-5,2,-5,1,156,62,2,2,1,3,1163,28,54,1,2
2772,27721,2,1,10,1,7,2,-5,3,3,4,5,3,1,3,2,3,3,3,2,2,2,4,2,2,3,2,4,4,3,2,3,3,2,2,4,4,4,4,3,3,2,2,1,5,28,1,5,28,-5,2,2,2,-5,2,-5,-5,-5,-5,-5,1,1,1,-5,30,-5,4,4,2,2,1,4,4,3,3,2,3,4,4,4,3,2,1,2,1,1,-5,1,-5,4,4,3,2,4,3,4,4,3,2,1,3,4,4,3,2,1,2,4,2,1,40000,2,3,1,2,-5,-5,1,3001,7,1,120,1,3002,3,2,-5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,4,6,1,2,1,2,3,4,1,1,2,2,1,2,1,1,2,4,4,4,1,1,3,1,1,2,2,1,1,2,2,5,6,1,6,3,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1310,3,3,1,2,1,8,-5,4,1,1,2,-5,-5,1,2,2,1,1,2,12,11,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,2,-5,-5,-5,-5,-5,-5,-5,-5,1,3,1,2,2,7,8,2,2,2,-5,2,2,1,1,2,3,3,3,2,-5,2,-5,1,161,58,1,4,1,3,72,3,11,2,2
