BYSID,J007C
2575,1331
2576,640
2576,640
2577,1032
2577,1045
2579,640
2579,315
2580,252
2580,232
2582,1333
2582,1032
2582,1045
2582,228
2582,1912
2584,1319
2584,1319
2584,1319
2584,1045
2584,1032
2585,1032
2585,1032
2586,1212
2586,1045
2587,1581
2587,1723
2587,1723
2587,1540
2588,640
2588,640
2589,1045
2589,851
2590,1264
2591,222
2592,1045
2594,1032
2594,1032
2594,1032
2594,1032
2594,1032
2595,1490
2596,1310
2598,1331
2598,1331
2599,1045
2599,220
2600,220
2602,462
2606,1045
2606,1045
2606,1045
2606,1045
2606,1331
2606,1045
2606,1332
2606,1331
2606,1332
2611,1045
2613,2028
2615,1045
2615,722
2615,228
2615,228
2615,228
2616,1331
2617,1331
2617,1333
2617,1331
2617,1331
2617,1331
2619,1331
2619,1332
2620,889
2620,1045
2620,1332
2620,1032
2620,242
2620,1332
2620,1045
2620,241
2622,1043
2625,1582
2625,1119
2625,156
2627,1331
2627,1331
2627,1331
2628,822
2628,1332
2628,822
2628,822
2628,1045
2628,1045
2629,464
2629,464
2629,464
2629,464
2629,851
2631,1032
2631,231
2632,1331
2632,1331
2632,1331
2632,959
2634,1045
2634,872
2636,1331
2636,679
2636,232
2637,1014
2637,1313
2638,1331
2638,2272
2639,1250
2639,1264
2643,1045
2643,252
2643,453
2643,453
2644,1045
2645,461
2645,1331
2645,1331
2645,1331
2645,711
2645,1331
2645,2127
2645,2127
2646,2024
2646,462
2647,1032
2647,1032
2647,1032
2649,1032
2650,1319
2650,674
2651,1331
2651,1331
2651,1237
2651,252
2653,220
2653,1237
2655,1331
2655,252
2656,1331
2656,1319
2656,1264
2656,822
2656,1650
2657,461
2657,852
2662,1219
2662,1212
2662,1212
2662,1212
2662,1212
2663,1411
2663,450
2664,1313
2664,813
2664,813
2664,813
2664,813
2667,659
2668,1331
2671,252
2671,1032
2671,453
2673,1032
2673,1460
2673,1121
2674,1331
2674,1331
2674,453
2675,1313
2678,1032
2678,1032
2678,1045
2678,1032
2678,231
2680,1331
2681,1332
2681,231
2681,1331
2681,232
2681,1215
2681,1121
2684,1529
2687,1264
2687,1331
2691,453
2691,453
2693,1331
2693,1331
2693,1331
2693,1331
2693,1331
2693,1331
2694,1313
2694,1310
2694,1250
2696,1250
2697,220
2700,1045
2700,1032
2700,1045
2700,1310
2700,1314
2700,1332
2700,1313
2700,1332
2700,220
2701,1032
2701,1032
2701,1032
2701,1032
2702,2410
2704,242
2705,2410
2707,464
2707,464
2707,1250
2707,1032
2707,464
2708,1132
2708,1132
2708,1043
2708,2410
2711,1052
2711,228
2716,242
2716,1032
2716,1032
2717,1331
2717,1332
2717,1331
2719,1331
2720,1132
2726,462
2728,252
2728,252
2728,252
2728,2121
2728,2121
2729,1331
2729,1331
2729,241
2729,242
2729,242
2731,1044
2731,1319
2733,453
2733,450
2733,453
2737,241
2738,462
2738,252
2738,462
2738,462
2739,1119
2740,1313
2740,1313
2741,454
2742,1833
2742,1833
2742,1810
2742,1970
2742,1970
2743,1333
2744,1332
2744,462
2744,460
2744,460
2745,1044
2749,1331
2749,1032
2752,1032
2752,1032
2752,220
2752,220
2752,232
2753,1045
2753,1331
2753,663
2753,663
2754,1043
2754,1045
2754,640
2754,640
2754,677
2755,1690
2760,1331
2760,1219
2760,232
2760,1219
2760,1219
2760,242
2760,1219
2761,1920
2762,1032
2762,1032
2762,241
2764,1970
2764,1970
2764,1970
2764,1970
2765,1121
2766,2028
2766,252
2766,2128
2766,1931
2767,1045
2768,1219
2768,1520
2769,1331
2769,1331
2769,1032
2769,721
2771,2121
2771,1045
2772,2127
2772,2127
2773,2252
2773,2030
2774,1331
2774,1331
2775,1970
2775,1970
2775,677
2775,677
2775,677
2775,677
2775,677
2779,1583
2779,224
2780,1045
2780,1045
2780,1970
2780,1970
2780,1114
2780,1970
2784,252
2784,252
2788,1044
2788,1331
2788,889
2788,952
2789,1331
2794,1032
2794,1331
2794,1331
2794,1331
2797,462
2797,462
2797,464
2800,1032
2800,1032
2800,1032
2800,462
2800,1222
2800,1051
2800,1032
2801,1045
2801,1032
2801,1045
2801,1032
2801,1032
2801,1045
2801,1032
2801,1032
2802,640
2802,640
2802,640
2805,2024
2805,252
2805,252
2805,220
2805,252
2805,855
2805,854
2805,232
2806,1045
2806,1045
2806,663
2809,1331
2809,952
2809,1331
2809,1583
2810,462
2810,1032
2810,1032
2810,462
2811,1119
2812,1032
2812,1032
2812,462
2817,1032
2822,1310
2822,1331
2822,1331
2824,252
2824,232
2824,721
2827,1331
2827,1331
2827,1331
2827,1330
2827,1331
2827,251
2832,1331
2832,1032
2832,1032
2832,1032
2832,1032
2833,2123
2833,1045
2833,1331
2833,1031
2834,1533
2836,1045
2836,252
2836,252
2837,1250
2837,1331
2837,1331
2837,1250
2837,1970
2837,1521
2838,1014
2838,1333
2839,1032
2839,323
2839,1032
2839,1045
2840,1045
2840,1139
2840,2410
2840,2410
2841,1032
2841,1032
2841,1032
2841,1032
2841,1032
2841,1032
2841,1032
2842,2272
2842,1931
2844,1331
2844,1331
2845,879
2845,1119
2845,223
2847,241
2847,1045
2847,1045
2847,156
2849,222
2850,1045
2850,1045
2850,1032
2850,1970
2850,1045
2850,228
2851,1043
2851,1032
2851,1032
2851,1132
2851,1032
2852,442
2852,679
2857,953
2858,1331
2858,1310
2859,1032
2859,1031
2859,252
2859,1331
2859,1032
2859,640
2860,1332
2861,2020
2865,1583
2865,1551
2865,1970
2865,1970
2866,462
2866,462
2866,462
2867,651
2869,252
2869,1032
2869,1114
2869,2030
2869,1970
2874,1032
2874,1032
2874,721
2875,1331
2875,1331
2876,1331
2876,1331
2876,252
2878,2272
2880,228
2880,228
2883,432
2884,462
2885,1540
2885,1119
2888,1331
2888,1045
2888,231
2889,1310
2889,1331
2889,1310
2889,1331
2889,1310
2889,1310
2889,1310
2889,220
2890,1032
2890,651
2890,651
2891,462
2891,1962
2892,1331
2892,1331
2895,677
2895,663
2895,663
2899,462
2899,462
2899,1331
2899,1331
2899,462
2900,1032
2900,1032
2900,1045
2900,1582
2900,462
2900,1970
2903,2272
2903,221
2903,1032
2903,1032
2903,252
2903,252
2905,1331
2905,677
2905,677
2905,677
2905,677
2905,677
2905,677
2905,677
2905,677
2906,1032
2908,1331
2908,1331
2908,1310
2908,1310
2908,1310
2911,1222
2911,1222
2911,462
2914,1032
2914,1044
2914,224
2914,224
2915,460
2915,464
2916,462
2916,462
2916,462
2916,462
2916,462
2916,462
2918,241
2918,1045
2920,1331
2920,663
2920,663
2921,1331
2921,241
2922,854
2924,1032
2924,1331
2924,1331
2924,1331
2927,1931
2927,1032
2929,1331
2930,1045
2930,1045
2931,1121
2931,1044
2931,1331
2931,221
2932,1045
2937,1032
2937,1032
2937,1032
2937,1032
2938,663
2938,663
2940,1332
2940,242
2941,1045
2941,252
2941,252
2941,1032
2941,2020
2941,225
2942,1045
2942,1045
2942,1045
2942,1331
2942,1045
2942,1510
2942,1510
2943,1332
2943,1332
2944,1219
2944,1212
2944,1212
2947,721
2949,156
2949,1332
2949,1332
2949,1032
2949,1332
2954,1310
2954,651
2954,651
2957,870
2958,1045
2958,1332
2958,1332
2959,252
2959,252
2959,1032
2959,1970
2960,1032
2960,1032
2961,1331
2961,220
2961,1411
2962,2410
2964,1332
2964,1332
2964,1332
2964,226
2965,1332
2965,1330
2965,1332
2965,1332
2965,1051
2965,1332
2965,1331
2966,1331
2966,677
2966,1331
2966,241
2966,1045
2966,1045
2966,1032
2966,640
2966,640
2969,1045
2969,1222
2969,850
2970,1331
2970,2410
2970,2410
2971,462
2972,1032
2972,855
2972,850
2972,855
2973,252
2974,1045
2974,1045
2974,2127
2974,659
2974,659
2975,1331
2976,1045
2976,2271
2978,1320
2978,220
2980,1331
2980,1032
2980,224
2986,226
2986,1970
2986,220
2986,220
2988,1043
2988,1045
2988,1032
2992,252
2992,462
2992,462
2996,462
2996,1045
2996,1052
2996,460
2996,462
2996,252
2998,453
2998,453
2999,854
2999,1331
2999,1970
3000,452
3001,224
3003,1250
3003,220
3003,677
3003,242
3003,677
3003,640
3003,242
3003,242
3005,1540
3005,2271
3006,1032
3006,1640
3006,1640
3012,1132
3012,1044
3012,1921
3012,1139
3012,1920
3012,2034
3013,1970
3015,1044
3015,1044
3015,1333
3015,1032
3015,1032
3015,1032
3016,1970
3016,1970
3016,1970
3016,1970
3016,1970
3016,1970
3016,1970
3017,1045
3017,1045
3017,1045
3017,1045
3017,1045
3018,1045
3018,1045
3018,1939
3018,1045
3018,1970
3018,1583
3018,2241
3018,1673
3019,1113
3019,1112
3019,1250
3019,1032
3020,2410
3020,2410
3020,2410
3020,2410
3020,2410
3021,1045
3021,242
3021,242
3021,242
3021,242
3022,1970
3022,1970
3022,1970
3022,1052
3022,1970
3022,228
3022,232
3022,232
3022,232
3023,1114
3023,224
3023,1583
3023,959
3023,959
3024,1722
3024,1720
3024,1970
3024,1970
3024,1661
3025,1661
3025,1583
3025,1650
3025,1650
3025,1650
3025,1650
3025,1650
3025,1650
3025,1650
3026,1331
3026,241
3026,241
3026,241
3026,241
3027,1970
3027,2241
3027,2241
3027,2241
3027,2241
3030,1045
3030,241
3030,1045
3030,1045
3030,1045
3030,252
3030,232
3035,2241
3035,2272
3036,959
3036,855
3036,1250
3036,1119
3036,1490
3036,1463
3036,1463
3038,854
3038,852
3039,1970
3039,1970
3039,1970
3039,1970
3039,1970
3039,1970
3039,1970
3043,252
3043,222
3043,222
3043,252
3043,252
3044,1032
3044,1033
3044,252
3044,851
3044,853
3044,1912
3046,1331
3046,1331
3046,220
3046,232
3046,232
3046,232
3046,226
3048,850
3048,855
3049,252
3049,252
3049,242
3049,1033
3051,1250
3051,1264
3051,1264
3053,1214
3053,1214
3056,1250
3056,1553
3056,1045
3056,1940
3056,1332
3056,1045
3056,1820
3057,722
3057,722
3057,722
3057,722
3057,722
3059,677
3059,640
3061,1970
3061,1970
3061,1970
3061,1052
3061,2271
3066,252
3066,232
3066,1970
3066,220
3066,1331
3066,1045
3066,220
3068,1032
3068,232
3068,252
3068,252
3068,252
3068,1331
3068,220
3068,232
3068,252
3068,252
3068,850
3068,232
3068,232
3069,1970
3069,1970
3069,1970
3069,1970
3069,1970
3069,1213
3069,1213
3070,1621
3070,1510
3070,1911
3071,1045
3071,1045
3071,1331
3071,1045
3071,959
3071,1331
3071,1490
3073,1970
3073,1962
3073,1469
3073,1623
3074,1682
3076,1032
3076,1032
3076,1032
3076,1032
3076,1032
3076,1032
3077,1032
3077,1032
3077,1032
3077,1214
3077,852
3077,721
3077,677
3078,220
3078,251
3078,220
3078,251
3078,251
3079,1416
3079,2272
3079,1331
3080,1250
3080,1970
3080,1331
3080,1331
3080,1331
3080,220
3080,232
3081,1264
3081,225
3081,2031
3085,231
3085,232
3085,220
3085,220
3085,252
3087,1045
3087,1045
3087,228
3087,228
3087,252
3087,252
3087,228
3089,721
3089,721
3089,321
3089,1032
3089,242
3089,1032
3089,1032
3089,1032
3092,141
3092,1970
3092,1237
3092,1119
3092,1670
3093,856
3093,251
3093,251
3093,251
3093,251
3094,2310
3094,2110
3094,252
3094,1331
3094,252
3094,220
3094,220
3094,220
3096,1114
3096,1970
3096,1970
3096,1962
3098,1043
3098,1052
3099,1032
3099,1031
3099,1031
3102,1250
3102,1250
3103,1032
3103,1032
3103,1331
3103,1331
3103,1331
3103,1032
3103,1032
3106,1970
3106,1970
3106,1331
3106,721
3106,1032
3106,1032
3106,231
3109,231
3109,231
3109,231
3109,231
3110,2110
3110,442
3110,224
3110,422
3112,933
3112,1032
3112,1045
3112,1032
3112,1032
3112,1032
3114,721
3114,721
3114,721
3115,1045
3115,1045
3115,1250
3115,1581
3116,2033
3116,2033
3118,879
3119,1583
3119,1931
3119,1032
3119,2410
3119,2410
3119,2410
3120,1970
3120,1032
3120,677
3120,677
3120,677
3120,677
3120,677
3120,640
3121,532
3121,532
3121,532
3122,640
3122,640
3122,640
3122,640
3122,640
3124,1831
3124,1250
3124,1331
3126,1045
3126,1331
3127,252
3127,942
3127,225
3128,1970
3128,1939
3128,721
3128,721
3128,721
3128,721
3128,721
3128,721
3129,252
3129,252
3129,227
3129,220
3129,227
3129,252
3129,220
3129,1045
3130,1970
3130,232
3130,1970
3130,1970
3130,1970
3130,1970
3130,1032
3130,677
3130,663
3132,1583
3132,959
3133,1250
3133,225
3136,1044
3136,952
3136,1043
3136,1114
3138,462
3138,721
3139,1032
3139,1014
3141,1043
3141,1043
3141,1269
3141,1043
3141,1043
3147,1331
3147,1970
3147,1970
3147,220
3147,1920
3150,2121
3150,2121
3150,2121
3150,2121
3150,1032
3150,2121
3150,1032
3150,1032
3151,1583
3151,1032
3151,1970
3151,252
3151,232
3151,232
3151,220
3153,1264
3153,1411
3153,1264
3153,1490
3153,1331
3153,952
3153,1970
3153,1970
3153,1045
3155,1970
3155,1460
3155,1529
3155,1521
3155,1821
3155,1581
3161,1310
3161,1310
3161,1310
3162,1939
3162,1463
3162,1331
3162,1032
3162,1032
3162,1032
3163,1970
3163,1683
3163,1683
3163,225
3163,2129
3163,1970
3165,1032
3167,1810
3167,1043
3170,1033
3170,1032
3170,220
3170,1045
3170,1032
3172,1032
3175,677
3175,1051
3175,1970
3175,1970
3178,1490
3179,1014
3179,1112
3179,1112
3179,1119
3179,1112
3180,1900
3180,1970
3180,1962
3180,2012
3181,1032
3181,232
3181,223
3181,1552
3181,1932
3181,1552
3181,1551
3183,2340
3183,1014
3183,1014
3185,1045
3185,1045
3187,2410
3187,2410
3187,2410
3187,2410
3188,1331
3188,1460
3189,252
3189,1724
3189,1724
3192,1121
3192,1034
3192,252
3192,1032
3192,1032
3193,1264
3193,1264
3195,1970
3195,2127
3195,1031
3196,1921
3196,220
3200,1970
3200,1044
3200,1044
3200,232
3200,232
3200,232
3200,232
3200,232
3201,1264
3201,1264
3201,1723
3201,1264
3201,464
3201,1320
3201,1264
3201,1264
3204,1045
3204,1119
3205,1970
3205,1970
3205,1032
3205,1032
3206,1045
3206,1581
3209,678
3209,1727
3209,1331
3210,677
3210,677
3210,640
3210,640
3210,640
3210,677
3210,640
3213,1970
3213,2127
3213,421
3214,1970
3214,1970
3214,1970
3214,1970
3214,1970
3214,1970
3214,1970
3214,1970
3215,1045
3215,1032
3215,721
3215,721
3215,1032
3215,1032
3215,464
3215,464
3215,464
3218,1232
3218,1032
3218,1014
3218,232
3218,1331
3218,1032
3218,1032
3219,220
3219,220
3221,1332
3221,2127
3221,2127
3221,2127
3221,1331
3221,220
3221,1031
3225,1132
3225,1032
3225,855
3225,855
3225,853
3226,1720
3226,2272
3226,225
3231,1331
3231,220
3231,241
3231,232
3231,1332
3231,242
3232,1331
3232,1331
3232,1331
3233,930
3233,1044
3233,2229
3233,2229
3233,1970
3233,224
3233,224
3235,1032
3235,1032
3235,677
3235,252
3235,640
3235,640
3236,1840
3236,1032
3236,1111
3236,1111
3238,221
3238,1931
3240,1045
3240,225
3241,1043
3241,1582
3241,856
3243,1583
3243,1970
3243,1032
3243,1032
3245,1970
3245,1970
3245,1970
3245,1970
3245,1970
3245,1970
3245,1970
3245,1970
3246,221
3246,242
3246,221
3246,1032
3247,1112
3247,1044
3247,220
3248,252
3253,232
3253,232
3253,722
3255,1233
3255,242
3258,1032
3258,721
3258,721
3258,453
3260,1583
3260,1970
3260,1970
3260,939
3261,315
3261,315
3261,315
3262,1032
3262,1045
3262,252
3262,1264
3263,1331
3263,1331
3263,252
3263,226
3263,2127
3263,2127
3263,889
3263,2127
3264,1331
3264,1045
3266,1581
3266,1970
3266,1970
3266,1970
3266,2262
3266,1581
3269,1331
3269,1032
3269,1031
3270,1490
3270,224
3270,142
3270,1510
3271,1032
3271,1032
3271,1250
3271,1250
3271,1032
3271,1250
3271,2271
3271,1032
3271,1032
3271,1032
3273,1032
3273,1032
3273,1032
3273,1014
3274,659
3274,659
3274,659
3274,659
3274,659
3279,1219
3279,1219
3279,1970
3279,1212
3285,1045
3285,1045
3285,721
3285,721
3285,721
3285,721
3285,721
3288,1469
3288,1331
3288,1045
3288,1331
3288,1014
3288,1331
3288,1014
3288,1014
3288,1013
3289,855
3289,855
3292,1331
3292,1331
3292,872
3292,2027
3292,1331
3292,228
3293,252
3293,959
3293,322
3293,322
3293,321
3293,321
3295,1490
3295,1331
3295,220
3300,1032
3300,1032
3300,252
3302,1032
3302,252
3302,1032
3302,462
3302,252
3302,242
3302,242
3302,242
3307,453
3307,453
3307,453
3307,453
3307,453
3307,453
3308,1045
3308,1032
3308,221
3308,232
3308,252
3309,1583
3309,1045
3309,2030
3309,1032
3309,1331
3309,1032
3310,677
3310,677
3310,677
3310,640
3310,677
3310,677
3311,721
3311,721
3311,721
3311,721
3314,1045
3314,1320
3314,1331
3314,1331
3314,1331
3314,232
3314,220
3314,1031
3314,1331
3314,222
3316,1970
3316,1970
3316,1970
3316,1970
3316,1970
3316,1970
3319,252
3319,1032
3319,1032
3319,677
3319,220
3319,220
3320,1970
3320,1970
3320,1045
3320,1045
3320,1032
3320,1031
3320,1510
3323,152
3323,241
3323,1237
3324,1032
3324,1710
3324,1710
3325,1032
3325,1213
3325,1213
3325,242
3327,1970
3327,1045
3327,453
3327,721
3327,721
3327,721
3327,721
3327,721
3328,640
3328,640
3328,640
3330,1931
3330,1119
3330,1970
3330,1970
3330,1521
3331,1045
3331,1032
3331,242
3331,242
3331,242
3331,712
3331,232
3331,332
3331,1033
3331,1033
3332,1331
3332,1213
3332,1213
3332,1213
3332,1213
3332,1213
3332,1213
3332,1213
3333,1331
3333,1032
3333,1032
3333,1045
3333,1213
3333,1213
3333,1213
3334,220
3334,220
3334,220
3337,640
3337,640
3337,640
3337,640
3337,663
3343,1583
3343,1723
3344,1032
3344,252
3344,711
3344,711
3344,711
3344,711
3344,711
3345,663
3345,663
3345,663
3345,663
3345,663
3345,663
3346,1970
3346,1970
3346,1970
3346,1032
3346,1331
3346,2320
3347,1331
3347,217
3348,1469
3350,1250
3350,853
3350,853
3350,464
3350,141
3350,853
3350,460
3350,855
3351,1970
3353,815
3353,815
3353,815
3353,815
3353,815
3354,1045
3354,224
3354,224
3354,224
3355,1331
3355,1331
3355,2410
3355,1932
3358,2251
3358,1684
3359,242
3359,1032
3359,1032
3359,1264
3359,1264
3359,1264
3359,232
3359,1032
3359,1032
3359,1032
3359,1219
3359,1032
3360,2028
3360,252
3360,252
3360,231
3360,231
3360,220
3360,220
3363,1114
3363,2023
3363,2023
3366,1583
3366,1331
3366,220
3366,2269
3366,220
3369,1222
3369,1970
3369,1970
3369,1552
3369,1552
3369,1552
3370,1970
3370,1970
3370,1970
3370,1970
3370,224
3370,224
3370,1650
3370,224
3370,1729
3371,1045
3371,453
3371,453
3371,453
3371,854
3371,889
3371,460
3371,462
3374,453
3374,453
3374,453
3374,453
3376,2129
3376,959
3376,2241
3376,2241
3378,1250
3378,2322
3384,1250
3384,217
3384,1970
3386,2125
3386,2125
3386,2125
3386,2125
3386,2272
3386,677
3386,640
3386,1551
3386,677
3388,1331
3388,850
3388,1045
3388,852
3388,852
3389,1970
3389,1043
3389,1033
3390,1970
3390,1970
3390,1970
3390,1970
3390,1970
3390,1970
3390,1962
3390,1962
3391,677
3391,1250
3391,1045
3391,640
3391,640
3391,677
3391,640
3391,241
3392,1970
3392,1962
3392,1970
3392,1970
3392,1970
3393,421
3393,2212
3393,2229
3393,2229
3393,1970
3395,220
3395,228
3395,228
3395,228
3395,228
3395,228
3395,228
3395,228
3396,321
3396,323
3396,321
3398,1911
3398,220
3398,220
3398,232
3398,232
3398,220
3399,1970
3399,1970
3399,1970
3399,1970
3399,332
3399,1032
3399,1032
3400,677
3400,679
3400,651
3400,651
3400,651
3400,651
3400,651
3400,651
3400,651
3400,651
3401,1045
3405,2323
3405,2253
3405,2253
3405,2253
3407,1970
3407,1032
3407,252
3407,232
3407,220
3407,220
3407,232
3407,220
3407,220
3407,220
3409,220
3409,220
3409,252
3409,220
3410,1215
3410,1212
3410,1215
3410,1215
3410,1215
3410,1212
3415,1583
3415,1250
3415,1045
3415,1045
3415,679
3419,1332
3419,1332
3419,1333
3419,1333
3419,1540
3419,1540
3419,942
3420,1581
3420,1581
3420,1581
3420,1460
3422,221
3423,1662
3425,1250
3425,1940
3425,1583
3425,2271
3425,2271
3425,2271
3431,1014
3431,1970
3431,1970
3431,959
3431,1032
3431,959
3433,847
3433,847
3433,847
3433,847
3434,856
3434,1032
3434,1970
3434,1970
3438,220
3438,1970
3438,2271
3438,1970
3438,224
3438,224
3438,224
3438,224
3440,241
3441,1045
3441,1032
3441,1045
3441,220
3443,640
3443,640
3443,640
3443,640
3443,640
3444,854
3444,854
3444,815
3444,854
3444,854
3444,854
3445,1332
3445,1032
3445,1045
3445,1045
3445,252
3445,1045
3445,231
3447,461
3447,241
3447,1331
3447,2269
3447,1032
3447,1043
3449,228
3449,252
3449,220
3449,232
3449,232
3450,1032
3450,1970
3450,1970
3450,1970
3450,1970
3450,1970
3450,1970
3450,1970
3451,1970
3451,1961
3451,1970
3451,1970
3453,1043
3453,1840
3453,1250
3453,1033
3453,1052
3453,1970
3453,1583
3453,1045
3453,2272
3453,242
3453,1045
3453,2123
3456,1112
3456,1119
3456,1490
3456,1331
3456,889
3456,1119
3458,2026
3458,2026
3460,2410
3461,1014
3461,1582
3467,251
3467,1623
3467,2271
3467,1650
3468,2222
3468,2222
3469,231
3469,220
3469,222
3469,222
3470,1581
3474,1970
3474,1970
3474,1911
3474,1911
3474,1911
3474,1911
3478,1114
3478,1031
3478,952
3478,221
3479,1132
3480,1411
3481,1331
3481,1331
3481,1032
3481,1032
3481,1332
3484,1331
3485,851
3485,1910
3485,851
3487,1219
3487,1212
3487,1212
3487,1212
3488,232
3488,851
3488,1331
3488,851
3488,252
3488,1032
3488,242
3488,1033
3488,242
3491,1331
3491,1045
3494,1250
3494,1045
3494,251
3494,879
3494,1032
3496,1582
3496,1970
3496,1970
3496,1970
3498,1264
3498,1264
3498,1264
3498,221
3498,1264
3498,1264
3498,1264
3499,1331
3499,1031
3499,1032
3499,1032
3500,1219
3500,1970
3500,1970
3500,1970
3500,1970
3500,1213
3500,1213
3500,252
3500,232
3502,1331
3502,1331
3502,1331
3502,1331
3502,228
3502,1045
3502,1032
3502,1032
3502,1031
3503,1331
3503,1331
3503,242
3503,1032
3503,1970
3503,242
3504,1970
3504,1970
3504,1034
3504,232
3504,231
3504,232
3504,232
3507,1332
3507,1332
3507,959
3507,1970
3507,225
3508,1264
3508,1970
3508,252
3508,1932
3511,1970
3511,1970
3511,1970
3511,1970
3511,1331
3511,1331
3514,1970
3514,1970
3514,1970
3514,1970
3514,220
3514,220
3514,1970
3515,221
3515,221
3515,1032
3515,1237
3515,1237
3517,232
3517,231
3517,231
3517,220
3517,231
3517,231
3517,232
3517,1045
3517,1213
3517,461
3518,1313
3518,1313
3518,1119
3518,1113
3518,1112
3518,1112
3518,1113
3519,1723
3520,252
3520,1581
3520,1331
3525,1119
3525,252
3525,853
3525,853
3525,853
3526,1581
3526,1581
3526,1032
3526,1032
3526,1032
3526,1032
3527,1332
3527,1032
3530,1970
3530,677
3530,677
3530,677
3530,677
3530,677
3530,677
3531,1014
3531,1523
3532,1331
3532,1331
3532,1331
3532,1032
3532,242
3533,220
3533,879
3533,1112
3533,1920
3535,2121
3535,1031
3535,1014
3535,221
3536,1319
3536,959
3536,959
3536,1467
3536,332
3543,252
3543,1331
3543,1032
3543,152
3543,1032
3543,1032
3544,1870
3544,879
3544,2229
3544,252
3547,1331
3547,1032
3547,1264
3547,1264
3547,1264
3547,1264
3547,1264
3547,1264
3547,1264
3547,1264
3547,1264
3551,1939
3551,1939
3553,1032
3553,1032
3553,1213
3553,1213
3553,1213
3553,1970
3553,1213
3554,251
3554,663
3554,677
3554,677
3554,663
3554,663
3556,875
3556,1119
3556,1112
3556,1119
3556,1119
3556,1119
3556,1139
3557,1032
3557,2252
3557,2271
3557,2253
3557,2253
3557,2253
3559,942
3559,959
3559,942
3563,677
3563,640
3563,677
3563,640
3563,677
3563,677
3563,677
3565,651
3565,651
3565,651
3565,651
3565,651
3566,1970
3566,1970
3566,1970
3568,1031
3568,1581
3571,1032
3571,1032
3571,232
3571,242
3571,220
3571,242
3571,321
3571,242
3571,242
3574,640
3574,640
3574,640
3574,640
3577,232
3577,1332
3577,1332
3577,252
3577,232
3577,220
3577,323
3577,323
3577,323
3577,321
3578,1032
3578,1032
3578,1032
3578,1031
3578,1032
3579,241
3579,241
3579,1331
3579,252
3580,232
3580,228
3580,220
3580,220
3580,220
3581,854
3581,855
3581,855
3581,855
3587,1490
3587,1415
3587,1415
3587,1415
3587,1415
3588,1331
3590,1332
3590,1034
3590,1014
3590,252
3590,1045
3590,1032
3590,242
3590,242
3590,228
3590,228
3590,252
3593,1112
3593,959
3593,959
3593,640
3594,251
3594,251
3594,422
3594,252
3595,1970
3595,1970
3595,1970
3595,1032
3595,232
3595,2028
3595,220
3595,232
3597,1650
3598,1970
3598,2271
3598,1331
3598,1331
3598,1331
3598,1310
3599,1331
3599,1032
3599,221
3599,221
3599,221
3601,1032
3601,1032
3601,1032
3601,1032
3601,1032
3602,959
3602,154
3602,1032
3602,1650
3602,1650
3602,1650
3602,1650
3602,1650
3602,1650
3602,1650
3604,2271
3604,1032
3604,959
3605,1650
3605,1970
3605,1970
3605,1970
3605,1970
3605,1970
3607,677
3607,677
3607,1970
3607,2027
3607,1033
3609,2241
3609,2241
3609,1237
3609,1970
3609,2253
3609,2253
3614,1469
3614,242
3617,242
3617,2026
3617,2020
3618,959
3618,959
3618,1032
3618,1045
3618,1333
3618,953
3618,953
3618,953
3619,1331
3619,220
3619,220
3619,252
3619,226
3622,1581
3622,1661
3622,1581
3623,1970
3623,1970
3623,1970
3626,1581
3626,952
3627,1331
3627,1319
3627,1310
3627,1313
3627,1333
3627,1014
3627,223
3629,1540
3629,1540
3629,1521
3629,1962
3629,1581
3632,220
3632,220
3632,228
3633,1214
3634,2027
3634,227
3634,227
3635,1331
3635,1045
3636,1114
3636,864
3636,864
3637,1250
3637,1332
3637,1314
3637,1314
3637,1932
3637,1521
3639,1032
3639,1032
3639,1032
3639,252
3639,252
3639,232
3639,232
3645,252
3645,2028
3645,232
3645,220
3646,1970
3646,1970
3646,1970
3648,959
3648,879
3648,889
3648,1583
3653,1331
3653,1264
3655,1970
3655,1970
3655,1970
3655,1970
3655,1970
3655,1970
3655,1970
3656,1119
3656,1553
3656,224
3656,1672
3656,889
3656,221
3656,221
3656,221
3657,1132
3657,1250
3657,1583
3657,1970
3657,1970
3658,1970
3660,220
3662,1331
3662,252
3662,252
3664,846
3664,871
3665,1970
3665,952
3665,225
3665,225
3666,2272
3666,1970
3666,1032
3667,232
3667,220
3671,952
3671,1582
3671,1650
3671,934
3672,1970
3672,1970
3672,1970
3672,1970
3672,1970
3672,1970
3672,1970
3674,220
3674,1970
3674,1970
3674,461
3674,872
3676,442
3677,1264
3677,453
3677,1264
3677,1264
3678,1970
3678,1014
3678,221
3683,1044
3683,1044
3683,1931
3684,1583
3684,2272
3684,2272
3684,1970
3684,1970
3684,1970
3684,1970
3684,1970
3685,1032
3685,232
3685,220
3685,1331
3685,241
3687,252
3687,220
3687,232
3687,322
3687,220
3687,460
3688,1970
3688,1970
3688,1970
3688,1970
3688,224
3688,1970
3688,1970
3688,1970
3689,1213
3689,1213
3689,1213
3689,1213
3689,1213
3689,1213
3690,232
3690,220
3690,1331
3695,221
3695,1014
3695,1014
3695,1014
3695,1014
3697,220
3697,1510
3697,220
3699,1034
3699,1331
3699,1034
3699,1970
3699,854
3699,854
3699,1581
3700,1264
3700,1264
3700,1264
3703,220
3703,221
3703,221
3707,1331
3707,1331
3707,1331
3707,1331
3707,1331
