BYSID,BYS23001,,,BYSID,hope_job_reason
3051,4,,,4200,4
3053,4,,,4202,4
3056,3,,,4203,4
3057,2,,,4204,1
3059,1,,,4207,1
3061,4,,,4208,3
3066,3,,,4210,3
3068,1,,,4211,3
3069,1,,,4213,1
3070,1,,,4215,4
3071,1,,,4217,3
3073,4,,,4218,2
3074,3,,,4219,1
3076,1,,,4221,1
3077,3,,,4223,3
3078,1,,,4225,4
3079,3,,,4226,1
3080,4,,,4229,1
3081,1,,,4233,1
3085,4,,,4234,1
3087,1,,,4240,1
3089,4,,,4241,1
3092,1,,,4242,1
3093,4,,,4245,1
3094,3,,,4248,2
3096,1,,,4249,1
3098,1,,,4251,1
3099,4,,,4254,1
3102,1,,,4255,1
3103,1,,,4256,3
3106,2,,,4257,1
3109,1,,,4258,1
3110,4,,,4259,1
3112,1,,,4260,4
3114,3,,,4264,1
3115,4,,,4265,1
3116,4,,,4267,1
3118,1,,,4271,1
3119,4,,,4272,1
3120,1,,,4273,1
3121,2,,,4274,3
3122,3,,,4275,1
3124,1,,,4276,1
3126,4,,,4278,1
3127,3,,,4279,1
3128,1,,,4281,1
3129,1,,,4282,1
3130,1,,,4283,1
3132,1,,,4284,3
3133,4,,,4286,1
3136,1,,,4291,1
3138,1,,,4293,4
3139,1,,,4294,1
3141,4,,,4295,1
3147,1,,,4296,4
3150,1,,,4297,3
3151,1,,,4298,4
3153,1,,,4299,4
3155,1,,,4305,3
3161,1,,,4306,1
3162,1,,,4307,1
3163,3,,,4310,1
3165,4,,,4312,1
3167,3,,,4318,4
3170,1,,,4319,1
3172,1,,,4323,1
3175,4,,,4324,4
3178,4,,,4327,1
3179,1,,,4330,3
3180,1,,,4331,1
3181,1,,,4337,1
3183,3,,,4339,1
3185,1,,,4340,3
3187,1,,,4342,1
3188,4,,,4347,2
3189,1,,,4349,1
3192,1,,,4351,3
3193,1,,,4354,1
3195,1,,,4355,4
3196,1,,,4356,4
3200,1,,,4364,1
3201,1,,,4366,4
3204,1,,,4367,3
3205,1,,,4370,1
3206,1,,,4372,1
3209,3,,,4375,3
3210,1,,,4378,1
3213,3,,,4379,4
3214,1,,,4380,3
3215,4,,,4382,1
3218,3,,,4385,1
3219,3,,,4389,1
3221,3,,,4393,3
3225,4,,,4394,2
3226,1,,,4395,1
3231,3,,,4398,1
3232,1,,,4399,1
3233,1,,,4400,4
3235,1,,,4402,1
3236,1,,,4407,1
3238,4,,,4408,3
3240,1,,,4410,3
3241,1,,,4411,3
3243,1,,,4413,1
3245,1,,,4421,1
3246,4,,,4423,1
3247,1,,,4424,1
3248,1,,,4426,1
3253,1,,,4431,1
3255,3,,,4432,1
3258,1,,,4436,4
3260,1,,,4440,3
3261,1,,,4441,4
3262,1,,,4442,1
3263,4,,,4443,4
3264,1,,,4445,4
3266,1,,,4447,1
3269,3,,,4452,1
3270,1,,,4455,1
3271,1,,,4456,1
3273,1,,,4463,1
3274,4,,,4465,3
3279,1,,,4469,4
3285,3,,,4471,1
3288,3,,,4473,1
3289,3,,,4474,1
3292,1,,,4475,4
3293,4,,,4476,4
3295,3,,,4478,1
3300,4,,,4479,3
3302,3,,,4483,3
3307,3,,,4486,4
3308,1,,,4488,1
3309,2,,,4490,4
3310,4,,,4491,1
3311,3,,,4494,1
3314,3,,,4496,3
3316,1,,,4500,1
3319,4,,,4501,4
3320,3,,,4505,3
3323,3,,,4506,4
3324,1,,,4507,3
3325,3,,,4508,3
3327,4,,,4510,1
3328,1,,,4514,1
3330,1,,,4516,3
3331,1,,,4521,3
3332,1,,,4522,3
3333,4,,,4523,4
3334,3,,,4524,4
3337,1,,,4526,1
3343,1,,,4530,1
3344,1,,,4531,1
3345,1,,,4533,1
3346,1,,,4534,1
3347,1,,,4536,3
3348,1,,,4537,1
3350,4,,,4540,1
3351,1,,,4541,4
3353,4,,,4545,1
3354,1,,,4546,4
3355,4,,,4547,3
3358,4,,,4549,1
3359,1,,,4550,4
3360,1,,,4555,1
3363,1,,,4558,3
3366,3,,,4559,4
3369,1,,,4560,2
3370,1,,,4561,1
3371,1,,,4563,4
3374,3,,,4564,1
3376,1,,,4566,1
3378,1,,,4567,4
3384,1,,,4572,1
3386,3,,,4573,1
3388,3,,,4574,1
3389,4,,,4577,3
3390,1,,,4578,1
3391,4,,,4579,1
3392,1,,,4581,3
3393,4,,,4583,4
3395,1,,,4584,1
3396,1,,,4586,4
3398,1,,,4587,3
3399,3,,,4588,4
3400,3,,,4590,1
3401,1,,,4592,4
3405,4,,,4593,3
3407,1,,,4594,1
3409,1,,,4598,3
3410,1,,,4604,1
3415,3,,,4605,1
3419,1,,,4608,3
3420,1,,,4609,1
3422,1,,,4610,1
3423,2,,,4613,1
3425,4,,,4614,1
3431,1,,,4615,3
3433,3,,,4621,1
3434,1,,,4622,1
3438,1,,,4627,4
3440,3,,,4628,1
3441,4,,,4631,3
3443,1,,,4633,3
3444,3,,,4634,1
3445,1,,,4636,1
3447,1,,,4641,4
3449,3,,,4646,4
3450,3,,,4649,3
3451,1,,,4650,1
3453,3,,,4653,1
3456,1,,,4656,4
3458,4,,,4658,3
3460,1,,,4660,1
3461,1,,,4663,1
3467,3,,,4664,1
3468,1,,,4666,3
3469,4,,,4669,1
3470,1,,,4671,4
3474,3,,,4672,1
3478,1,,,4674,4
3479,4,,,4675,1
3480,4,,,4676,4
3481,4,,,4679,1
3484,1,,,4688,1
3485,3,,,4690,1
3487,3,,,4691,4
3488,1,,,4692,1
3491,1,,,4693,2
3494,1,,,4696,1
3496,1,,,4699,1
3498,1,,,4701,2
3499,4,,,4703,1
3500,1,,,4704,3
3502,3,,,4707,1
3503,1,,,4709,4
3504,1,,,4710,3
3507,4,,,4711,4
3508,3,,,4714,1
3511,3,,,4715,1
3514,4,,,4720,1
3515,3,,,4721,1
3517,3,,,4722,1
3518,1,,,4727,1
3519,1,,,4728,1
3520,1,,,4729,1
3525,1,,,4731,1
3526,3,,,4732,1
3527,1,,,4733,1
3530,3,,,4737,4
3531,1,,,4739,4
3532,1,,,4741,1
3533,1,,,4743,1
3535,4,,,4745,3
3536,3,,,4751,1
3543,1,,,4756,3
3544,1,,,4759,3
3547,3,,,4762,1
3551,1,,,4765,1
3553,1,,,4768,1
3554,1,,,4772,1
3556,2,,,4773,1
3557,1,,,4777,4
3559,1,,,4779,1
3563,1,,,4783,1
3565,1,,,4785,3
3566,-2,,,4786,1
3568,1,,,4787,1
3571,1,,,4788,1
3574,4,,,4789,1
3577,4,,,4790,4
3578,4,,,4791,1
3579,3,,,4792,1
3580,1,,,4793,1
3581,4,,,4795,4
3587,1,,,4796,1
3588,3,,,4797,1
3590,1,,,4799,1
3593,3,,,4801,1
3594,2,,,4802,1
3595,1,,,4803,1
3597,1,,,4804,1
3598,1,,,4806,1
3599,1,,,4808,1
3601,1,,,4810,1
3602,1,,,4812,1
3604,1,,,4817,2
3605,1,,,4818,1
3607,3,,,4820,1
3609,1,,,4823,4
3614,4,,,4824,3
3617,4,,,4825,1
3618,1,,,4828,1
3619,4,,,4829,3
3622,4,,,4830,1
3623,3,,,4833,1
3626,1,,,4837,1
3627,1,,,4840,1
3629,1,,,4845,4
3632,1,,,4846,4
3633,3,,,4849,1
3634,3,,,4855,4
3635,1,,,4857,3
3636,3,,,4860,4
3637,1,,,4862,1
3639,1,,,4866,1
3645,4,,,4868,3
3646,1,,,4869,1
3648,1,,,4872,1
3653,1,,,4874,1
3655,3,,,4875,1
3656,3,,,4877,1
3657,1,,,4879,1
3658,4,,,4881,3
3660,3,,,4884,1
3662,3,,,4888,3
3664,3,,,4890,4
3665,3,,,4891,1
3666,2,,,4895,1
3667,1,,,4903,3
3671,1,,,4904,3
3672,3,,,4907,1
3674,2,,,4908,1
3676,1,,,4909,1
3677,3,,,4910,1
3678,1,,,4913,1
3683,1,,,4917,4
3684,1,,,4918,4
3685,3,,,4919,1
3687,4,,,4925,3
3688,1,,,4927,4
3689,3,,,4928,4
3690,1,,,4930,3
3695,1,,,4934,4
3697,1,,,4936,1
3699,1,,,4937,1
3700,1,,,4939,3
3703,4,,,4945,1
3707,3,,,4950,1
3708,1,,,4953,3
3709,4,,,4954,4
3711,4,,,4955,3
3712,4,,,4956,1
3714,1,,,4957,4
3715,4,,,4959,3
3717,1,,,4960,3
3721,1,,,4962,1
3722,4,,,4964,1
3723,4,,,4968,3
3725,1,,,4969,1
3728,3,,,4971,3
3732,3,,,4972,4
3736,4,,,4974,1
3737,3,,,4976,4
3740,1,,,4977,1
3746,4,,,4980,1
3747,3,,,4981,2
3748,4,,,4984,1
3750,3,,,4986,4
3752,1,,,4989,4
3753,2,,,4991,1
3754,3,,,4993,1
3755,1,,,4994,4
3756,1,,,4999,1
3758,1,,,5000,1
3763,1,,,1001,3
3765,1,,,1004,1
3766,1,,,1007,1
3768,1,,,1008,3
3769,1,,,1010,1
3770,3,,,1012,3
3771,4,,,1014,1
3772,4,,,1015,3
3777,4,,,1017,1
3779,1,,,1019,1
3780,1,,,1020,4
3781,3,,,1021,3
3782,1,,,1023,1
3784,1,,,1025,3
3787,1,,,1026,1
3793,1,,,1029,3
3795,1,,,1032,1
3796,1,,,1034,1
3797,1,,,1035,2
3798,1,,,1039,4
3807,1,,,1040,1
3808,1,,,1044,3
3809,1,,,1046,1
3811,3,,,1047,3
3812,1,,,1048,3
3817,1,,,1056,1
3822,3,,,1058,3
3827,3,,,1059,1
3828,4,,,1060,1
3830,3,,,1061,3
3832,1,,,1068,1
3833,4,,,1071,2
3834,3,,,1075,1
3835,3,,,1076,1
3839,4,,,1078,1
3840,1,,,1081,1
3842,1,,,1084,3
3844,3,,,1085,3
3845,1,,,1087,1
3847,3,,,1091,3
3848,4,,,1093,4
3849,1,,,1095,1
3850,1,,,1096,3
3852,4,,,1104,1
3853,1,,,1106,1
3854,4,,,1107,1
3855,3,,,1109,1
3856,1,,,1110,4
3857,1,,,1113,1
3859,1,,,1114,1
3860,4,,,1116,3
3863,4,,,1117,1
3864,1,,,1118,3
3866,3,,,1119,3
3867,1,,,1121,1
3872,4,,,1122,1
3874,1,,,1123,1
3875,1,,,1124,1
3876,1,,,1128,1
3879,1,,,1129,1
3881,1,,,1130,1
3882,1,,,1131,1
3884,1,,,1132,1
3885,1,,,1137,1
3888,1,,,1138,4
3889,3,,,1142,3
3892,1,,,1145,2
3893,1,,,1146,3
3895,1,,,1147,1
3896,4,,,1148,2
3897,1,,,1150,4
3899,1,,,1151,3
3900,1,,,1153,1
3901,1,,,1155,3
3902,1,,,1156,1
3903,1,,,1158,4
3904,1,,,1159,1
3906,1,,,1160,1
3907,4,,,1165,1
3908,1,,,1166,3
3909,3,,,1167,1
3910,4,,,1168,3
3911,3,,,1169,1
3913,3,,,1170,3
3917,1,,,1171,1
3919,1,,,1172,2
3920,3,,,1173,1
3921,4,,,1176,3
3922,4,,,1182,1
3923,3,,,1183,4
3925,3,,,1184,1
3926,3,,,1185,1
3927,1,,,1186,1
3929,1,,,1191,4
3931,3,,,1192,4
3937,4,,,1193,3
3939,1,,,1197,3
3941,3,,,1199,1
3942,3,,,1201,4
3944,1,,,1205,3
3945,3,,,1206,3
3946,1,,,1207,3
3948,4,,,1209,1
3949,1,,,1210,1
3950,3,,,1213,1
3951,1,,,1216,1
3952,4,,,1218,3
3954,4,,,1220,3
3955,1,,,1225,4
3956,2,,,1226,4
3957,2,,,1227,1
3958,1,,,1229,2
3959,1,,,1232,1
3960,3,,,1233,4
3962,4,,,1234,4
3963,1,,,1236,1
3964,3,,,1238,1
3968,1,,,1242,1
3969,4,,,1243,1
3971,1,,,1247,4
3973,1,,,1248,4
3974,3,,,1251,4
3976,1,,,1252,1
3977,4,,,1253,1
3978,1,,,1261,4
3981,1,,,1262,3
3983,3,,,1275,2
3984,4,,,1277,3
3985,1,,,1278,4
3986,1,,,1284,3
3990,1,,,1287,3
3991,1,,,1288,4
3992,4,,,1289,1
3993,1,,,1290,1
3994,4,,,1291,4
3998,3,,,1292,1
3999,4,,,1293,3
4005,4,,,1296,1
4006,1,,,1297,1
4007,1,,,1298,1
4008,2,,,1300,3
4013,1,,,1304,1
4016,4,,,1307,2
4017,3,,,1309,2
4018,1,,,1310,1
4019,1,,,1313,1
4020,1,,,1314,3
4022,1,,,1315,4
4023,1,,,1316,4
4024,1,,,1318,1
4027,3,,,1320,3
4028,1,,,1321,1
4030,4,,,1323,3
4031,3,,,1324,3
4032,1,,,1325,1
4035,1,,,1326,1
4038,1,,,1327,1
4041,1,,,1329,3
4043,1,,,1332,1
4044,4,,,1333,3
4045,1,,,1334,1
4047,4,,,1335,4
4048,1,,,1339,4
4049,1,,,1347,1
4053,1,,,1348,2
4056,1,,,1349,1
4057,3,,,1350,4
4058,3,,,1351,4
4059,1,,,1355,3
4060,1,,,1356,3
4061,3,,,1357,3
4064,4,,,1358,1
4068,4,,,1359,3
4069,1,,,1360,4
4071,1,,,1363,4
4073,2,,,1364,3
4076,1,,,1366,4
4079,4,,,1367,1
4080,3,,,1371,1
4081,4,,,1372,4
4082,4,,,1373,1
4085,1,,,1378,1
4088,1,,,1384,1
4092,2,,,1387,2
4093,4,,,1388,1
4096,1,,,1389,2
4100,1,,,1390,4
4102,1,,,1391,1
4103,3,,,1392,1
4104,3,,,1393,3
4108,3,,,1395,1
4111,1,,,1396,1
4112,3,,,1399,1
4113,1,,,1407,3
4119,3,,,1410,4
4120,4,,,1413,2
4125,3,,,1414,4
4129,3,,,1415,1
4130,1,,,1416,1
4133,1,,,1418,1
4135,4,,,1420,1
4140,1,,,1422,1
4143,3,,,1423,3
4145,4,,,1425,3
4148,1,,,1426,1
4149,1,,,1429,1
4151,1,,,1433,1
4152,1,,,1434,4
4153,4,,,1442,1
4154,1,,,1448,3
4155,1,,,1449,1
4158,3,,,1450,2
4160,3,,,1455,4
4166,1,,,1456,4
4168,4,,,1459,1
4169,1,,,1460,4
4171,2,,,1461,1
4172,3,,,1467,1
4173,3,,,1469,1
4183,3,,,1470,4
4189,1,,,1471,1
4190,3,,,1472,1
4191,1,,,1478,4
4192,1,,,1479,1
4193,2,,,1480,3
4195,1,,,1481,2
4198,1,,,1482,3
4199,1,,,1487,1
4200,4,,,1490,3
4201,3,,,1492,1
4202,4,,,1493,4
4203,4,,,1496,1
4204,1,,,1498,1
4207,1,,,1500,1
4208,3,,,1501,4
4210,3,,,1503,3
4211,3,,,1504,1
4213,1,,,1505,1
4215,4,,,1507,3
4217,3,,,1511,3
4218,2,,,1515,1
4219,1,,,1517,1
4221,1,,,1519,1
4223,3,,,1521,2
4225,4,,,1522,1
4226,1,,,1525,3
4229,1,,,1527,1
4232,3,,,1528,1
4233,1,,,1529,2
4234,1,,,1532,1
4235,1,,,1534,1
4240,1,,,1542,1
4241,1,,,1547,3
4242,1,,,1548,1
4245,1,,,1549,1
4248,2,,,1550,1
4249,1,,,1552,2
4251,1,,,1553,1
4253,4,,,1556,3
4254,1,,,1560,3
4255,1,,,1561,1
4256,3,,,1562,3
4257,1,,,1565,2
4258,1,,,1566,1
4259,1,,,1567,3
4260,4,,,1568,1
4264,1,,,1572,1
4265,1,,,1575,3
4267,1,,,1577,4
4271,1,,,1579,2
4272,1,,,1580,1
4273,1,,,1581,3
4274,3,,,1582,3
4275,1,,,1583,3
4276,1,,,1585,1
4278,1,,,1586,1
4279,1,,,1589,3
4281,1,,,1590,1
4282,1,,,1591,1
4283,1,,,1593,1
4284,3,,,1595,3
4286,1,,,1596,1
4291,1,,,1597,1
4293,4,,,1598,3
4294,1,,,1601,2
4295,1,,,1602,3
4296,4,,,1604,1
4297,3,,,1606,3
4298,4,,,1608,3
4299,4,,,1609,3
4305,3,,,1611,1
4306,1,,,1614,3
4307,1,,,1615,3
4310,1,,,1617,1
4312,1,,,1620,3
4318,4,,,1621,3
4319,1,,,1626,4
4321,3,,,1627,3
4323,1,,,1629,1
4324,4,,,1631,4
4327,1,,,1635,3
4329,3,,,1636,3
4330,3,,,1638,3
4331,1,,,1640,1
4337,1,,,1642,1
4339,1,,,1643,4
4340,3,,,1644,4
4342,1,,,1647,3
4347,2,,,1648,3
4349,1,,,1649,1
4351,3,,,1650,3
4354,1,,,1651,2
4355,4,,,1658,1
4356,4,,,1659,1
4358,1,,,1664,1
4360,1,,,1665,3
4364,1,,,1666,4
4366,4,,,1667,4
4367,3,,,1668,1
4370,1,,,1669,1
4372,1,,,1670,3
4375,3,,,1672,3
4376,1,,,1673,3
4377,1,,,1678,1
4378,1,,,1680,1
4379,4,,,1683,3
4380,3,,,1687,1
4382,1,,,1688,1
4385,1,,,1689,1
4388,1,,,1690,1
4389,1,,,1691,3
4390,1,,,1693,1
4393,3,,,1695,2
4394,2,,,1696,1
4395,1,,,1698,1
4398,1,,,1701,2
4399,1,,,1703,1
4400,4,,,1704,4
4402,1,,,1713,2
4407,1,,,1719,1
4408,3,,,1721,3
4410,3,,,1726,3
4411,3,,,1728,2
4413,1,,,1729,2
4420,1,,,1730,1
4421,1,,,1731,1
4423,1,,,1733,1
4424,1,,,1734,1
4426,1,,,1735,1
4431,1,,,1736,3
4432,1,,,1737,3
4436,4,,,1738,1
4440,3,,,1739,1
4441,4,,,1740,4
4442,1,,,1741,1
4443,4,,,1742,3
4445,4,,,1743,3
4447,1,,,1745,3
4452,1,,,1748,1
4455,1,,,1752,3
4456,1,,,1754,4
4457,1,,,1755,4
4461,1,,,1756,3
4463,1,,,1759,3
4465,3,,,1760,1
4469,4,,,1761,4
4471,1,,,1767,1
4472,1,,,1768,1
4473,1,,,1772,4
4474,1,,,1773,1
4475,4,,,1776,1
4476,4,,,1778,4
4478,1,,,1779,1
4479,3,,,1780,2
4483,3,,,1781,4
4486,4,,,1783,1
4487,4,,,1790,1
4488,1,,,1791,3
4490,4,,,1792,4
4491,1,,,1793,1
4494,1,,,1795,1
4496,3,,,1797,4
4500,1,,,1798,3
4501,4,,,1801,1
4505,3,,,1802,3
4506,4,,,1805,3
4507,3,,,1806,1
4508,3,,,1809,3
4509,1,,,1810,2
4510,1,,,1814,3
4513,1,,,1816,2
4514,1,,,1822,1
4516,3,,,1823,1
4521,3,,,1826,1
4522,3,,,1827,1
4523,4,,,1828,1
4524,4,,,1830,4
4526,1,,,1831,3
4528,1,,,1832,1
4530,1,,,1834,1
4531,1,,,1835,1
4533,1,,,1836,1
4534,1,,,1837,1
4536,3,,,1838,1
4537,1,,,1840,1
4540,1,,,1842,1
4541,4,,,1845,1
4545,1,,,1846,1
4546,4,,,1852,1
4547,3,,,1853,1
4549,1,,,1854,3
4550,4,,,1860,3
4555,1,,,1861,3
4558,3,,,1863,3
4559,4,,,1864,3
4560,2,,,1865,4
4561,1,,,1871,1
4563,4,,,1872,1
4564,1,,,1873,1
4566,1,,,1875,3
4567,4,,,1876,3
4572,1,,,1877,3
4573,1,,,1879,1
4574,1,,,1880,2
4577,3,,,1882,1
4578,1,,,1883,4
4579,1,,,1884,1
4581,3,,,1886,3
4583,4,,,1887,1
4584,1,,,1890,1
4586,4,,,1892,3
4587,3,,,1894,2
4588,4,,,1897,4
4590,1,,,1899,1
4592,4,,,1902,1
4593,3,,,1904,1
4594,1,,,1905,1
4598,3,,,1906,1
4604,1,,,1909,1
4605,1,,,1911,1
4608,3,,,1912,1
4609,1,,,1916,4
4610,1,,,1919,1
4613,1,,,1921,3
4614,1,,,1922,1
4615,3,,,1923,3
4619,1,,,1924,3
4621,1,,,1925,3
4622,1,,,1926,3
4623,1,,,1927,4
4627,4,,,1928,1
4628,1,,,1929,1
4631,3,,,1930,4
4633,3,,,1931,1
4634,1,,,1932,3
4636,1,,,1933,3
4639,1,,,1935,3
4641,4,,,1937,1
4646,4,,,1941,3
4649,3,,,1942,3
4650,1,,,1946,3
4653,1,,,1947,4
4656,4,,,1949,3
4658,3,,,1950,1
4660,1,,,1951,1
4663,1,,,1952,1
4664,1,,,1954,3
4666,3,,,1955,3
4669,1,,,1957,1
4671,4,,,1958,1
4672,1,,,1960,1
4674,4,,,1964,2
4675,1,,,1966,4
4676,4,,,1976,3
4679,1,,,1977,1
4684,4,,,1983,2
4688,1,,,1985,3
4690,1,,,1987,1
4691,4,,,1993,1
4692,1,,,1994,1
4693,2,,,1996,1
4696,1,,,1997,3
4699,1,,,1999,1
4701,2,,,2002,1
4703,1,,,2007,1
4704,3,,,2008,2
4707,1,,,2010,1
4709,4,,,2012,1
4710,3,,,2013,3
4711,4,,,2018,1
4714,1,,,2019,1
4715,1,,,2021,1
4720,1,,,2022,1
4721,1,,,2024,1
4722,1,,,2025,1
4727,1,,,2030,4
4728,1,,,2031,3
4729,1,,,2033,1
4730,3,,,2037,3
4731,1,,,2038,3
4732,1,,,2040,3
4733,1,,,2042,1
4735,1,,,2044,1
4737,4,,,2047,1
4739,4,,,2052,1
4741,1,,,2054,1
4743,1,,,2057,1
4745,3,,,2059,3
4751,1,,,2060,1
4753,1,,,2064,4
4756,3,,,2065,3
4759,3,,,2067,4
4762,1,,,2070,4
4763,1,,,2071,1
4765,1,,,2074,3
4768,1,,,2075,3
4772,1,,,2076,1
4773,1,,,2078,3
4777,4,,,2080,1
4779,1,,,2083,1
4783,1,,,2084,1
4784,2,,,2086,1
4785,3,,,2089,3
4786,1,,,2091,1
4787,1,,,2092,1
4788,1,,,2093,1
4789,1,,,2094,1
4790,4,,,2097,4
4791,1,,,2098,3
4792,1,,,2099,1
4793,1,,,2100,3
4795,4,,,2101,3
4796,1,,,2108,4
4797,1,,,2109,1
4799,1,,,2117,3
4801,1,,,2118,3
4802,1,,,2119,1
4803,1,,,2121,2
4804,1,,,2122,3
4805,1,,,2125,4
4806,1,,,2128,3
4808,1,,,2129,3
4810,1,,,2130,4
4812,1,,,2133,3
4817,2,,,2134,1
4818,1,,,2135,1
4820,1,,,2136,1
4823,4,,,2137,4
4824,3,,,2139,1
4825,1,,,2140,2
4828,1,,,2144,3
4829,3,,,2145,1
4830,1,,,2146,1
4833,1,,,2148,1
4837,1,,,2149,1
4838,3,,,2153,1
4840,1,,,2154,3
4845,4,,,2156,1
4846,4,,,2157,1
4849,1,,,2158,1
4855,4,,,2159,3
4857,3,,,2162,4
4860,4,,,2165,1
4862,1,,,2166,1
4866,1,,,2167,1
4867,1,,,2168,1
4868,3,,,2172,1
4869,1,,,2173,1
4872,1,,,2174,3
4874,1,,,2176,1
4875,1,,,2178,1
4877,1,,,2179,3
4879,1,,,2180,2
4881,3,,,2181,3
4884,1,,,2183,4
4888,3,,,2191,1
4890,4,,,2193,4
4891,1,,,2194,1
4892,3,,,2196,4
4895,1,,,2198,1
4903,3,,,2200,-2
4904,3,,,2201,1
4907,1,,,2202,3
4908,1,,,2203,3
4909,1,,,2204,1
4910,1,,,2206,3
4913,1,,,2210,1
4914,1,,,2213,3
4917,4,,,2215,3
4918,4,,,2216,3
4919,1,,,2217,1
4925,3,,,2218,3
4927,4,,,2219,1
4928,4,,,2221,2
4930,3,,,2224,1
4932,4,,,2225,1
4934,4,,,2227,1
4936,1,,,2228,3
4937,1,,,2231,1
4939,3,,,2232,3
4941,1,,,2233,3
4945,1,,,2234,1
4950,1,,,2237,1
4951,3,,,2238,1
4953,3,,,2239,4
4954,4,,,2240,4
4955,3,,,2243,3
4956,1,,,2246,1
4957,4,,,2248,1
4958,1,,,2250,1
4959,3,,,2251,1
4960,3,,,2253,4
4962,1,,,2254,3
4964,1,,,2255,1
4968,3,,,2256,1
4969,1,,,2257,1
4971,3,,,2258,3
4972,4,,,2260,1
4974,1,,,2263,4
4976,4,,,2266,4
4977,1,,,2271,3
4980,1,,,2276,1
4981,2,,,2277,2
4984,1,,,2279,1
4986,4,,,2280,3
4988,2,,,2281,1
4989,4,,,2283,1
4990,4,,,2286,3
4991,1,,,2288,1
4993,1,,,2290,2
4994,4,,,2292,1
4999,1,,,2294,1
5000,1,,,2295,1
1001,3,,,2296,4
1004,1,,,2297,3
1007,1,,,2298,3
1008,3,,,2302,1
1010,1,,,2305,1
1012,3,,,2309,1
1014,1,,,2310,1
1015,3,,,2311,4
1017,1,,,2313,1
1019,1,,,2315,1
1020,4,,,2316,3
1021,3,,,2321,3
1022,1,,,2324,1
1023,1,,,2326,2
1025,3,,,2327,1
1026,1,,,2329,1
1029,3,,,2331,1
1032,1,,,2332,3
1034,1,,,2333,1
1035,2,,,2335,1
1039,4,,,2336,1
1040,1,,,2337,1
1041,1,,,2338,1
1044,3,,,2342,1
1046,1,,,2345,4
1047,3,,,2346,3
1048,3,,,2347,1
1056,1,,,2349,4
1058,3,,,2351,1
1059,1,,,2354,3
1060,1,,,2355,3
1061,3,,,2356,1
1068,1,,,2357,1
1071,2,,,2361,1
1075,1,,,2362,3
1076,1,,,2371,1
1077,3,,,2372,1
1078,1,,,2378,1
1080,2,,,2380,1
1081,1,,,2382,3
1084,3,,,2385,1
1085,3,,,2387,1
1087,1,,,2388,3
1088,1,,,2389,3
1091,3,,,2391,3
1093,4,,,2393,1
1095,1,,,2396,1
1096,3,,,2398,1
1104,1,,,2399,3
1105,4,,,2400,3
1106,1,,,2402,1
1107,1,,,2404,4
1109,1,,,2405,4
1110,4,,,2407,4
1113,1,,,2408,1
1114,1,,,2410,1
1116,3,,,2414,1
1117,1,,,2416,3
1118,3,,,2418,1
1119,3,,,2419,3
1120,3,,,2421,1
1121,1,,,2422,1
1122,1,,,2425,1
1123,1,,,2429,3
1124,1,,,2430,1
1128,1,,,2431,3
1129,1,,,2436,1
1130,1,,,2437,1
1131,1,,,2439,1
1132,1,,,2440,4
1137,1,,,2441,2
1138,4,,,2443,1
1142,3,,,2444,2
1145,2,,,2447,2
1146,3,,,2449,1
1147,1,,,2450,3
1148,2,,,2452,1
1150,4,,,2453,1
1151,3,,,2454,1
1153,1,,,2458,1
1155,3,,,2459,3
1156,1,,,2460,1
1158,4,,,2462,1
1159,1,,,2468,1
1160,1,,,2470,2
1165,1,,,2471,4
1166,3,,,2475,4
1167,1,,,2476,1
1168,3,,,2477,4
1169,1,,,2481,3
1170,3,,,2483,1
1171,1,,,2485,3
1172,2,,,2487,3
1173,1,,,2488,1
1176,3,,,2489,3
1181,1,,,2490,3
1182,1,,,2491,1
1183,4,,,2492,4
1184,1,,,2494,1
1185,1,,,2495,1
1186,1,,,2497,1
1191,4,,,2499,1
1192,4,,,2503,2
1193,3,,,2506,3
1197,3,,,2507,2
1199,1,,,2508,1
1201,4,,,2511,3
1205,3,,,2512,2
1206,3,,,2517,1
1207,3,,,2519,3
1209,1,,,2525,1
1210,1,,,2526,4
1213,1,,,2528,1
1216,1,,,2529,1
1218,3,,,2530,1
1220,3,,,2532,1
1222,3,,,2533,1
1225,4,,,2535,4
1226,4,,,2537,1
1227,1,,,2540,3
1229,2,,,2541,4
1232,1,,,2542,3
1233,4,,,2543,1
1234,4,,,2544,1
1236,1,,,2545,1
1238,1,,,2546,1
1242,1,,,2547,1
1243,1,,,2548,3
1247,4,,,2549,3
1248,4,,,2552,1
1251,4,,,2554,1
1252,1,,,2557,2
1253,1,,,2559,3
1254,1,,,2560,4
1257,1,,,2562,1
1261,4,,,2564,1
1262,3,,,2566,1
1269,4,,,2568,4
1275,2,,,2570,1
1277,3,,,2574,1
1278,4,,,2575,1
1284,3,,,2577,3
1287,3,,,2580,3
1288,4,,,2582,4
1289,1,,,2584,1
1290,1,,,2585,4
1291,4,,,2586,3
1292,1,,,2587,2
1293,3,,,2589,3
1296,1,,,2590,3
1297,1,,,2591,1
1298,1,,,2592,1
1300,3,,,2594,1
1304,1,,,2596,1
1307,2,,,2598,3
1308,1,,,2599,2
1309,2,,,2600,1
1310,1,,,2602,2
1313,1,,,2606,3
1314,3,,,2611,1
1315,4,,,2613,1
1316,4,,,2615,4
1318,1,,,2616,3
1320,3,,,2617,1
1321,1,,,2619,3
1322,1,,,2622,3
