C1_id1,C1_ind1,C1_ind2,C1_KSIC,C1_type,C1_SCALE,C1A_Sex1,C1A_Sex2,C1A_Sex3,C1A01_01,C1A01_01_01,C1A01_02,C1A01_03_01,C1A01_03_02,C1A01_04,C1A01_05,C1A01_06,C1A01_07,C1A01_08,C1A01_09,C1A01_10_01,C1A01_10_02,C1A01_10_03,C1A01_10_04,C1A01_10_05,C1A01_11_01,C1A01_11_02,C1A01_11_03,C1A01_11_04,C1A01_11_05,C1A01_11_06,C1A02_01_01,C1A02_01_02,C1A02_01_03,C1A02_01_04,C1A02_01_05,C1A02_01_06,C1A02_02_01,C1A02_02_02,C1A02_02_03,C1A02_02_04,C1A02_03,C1A02_04,C1A02_05_09,C1A02_05_01,C1A02_05_02,C1A02_05_03,C1A02_05_04,C1A02_05_05,C1A02_05_06,C1A02_05_07,C1A02_05_08,C1A03_01,C1A03_02_01,C1A03_02_02,C1A03_03,C1A03_04_01,C1A03_04_02,C1A03_04_03,C1A03_04_04,C1A03_04_05,C1A04_01_05,C1A04_01_01,C1A04_01_02,C1A04_01_03,C1A04_01_04,C1B01_01,C1B01_02,C1B01_03,C1B01_04,C1B01_05_01,C1B01_05_02,C1B01_05_03,C1B01_05_04,C1B01_05_05,C1B01_05_06,C1B01_05_07,C1B01_05_08,C1B01_05_09,C1B01_05_10,C1B01_05_11,C1B01_05_12,C1B01_05_13,C1B01_05_14,C1B01_05_15,C1B01_05_16,C1B01_05_17,C1B01_05_18,C1B01_05_19,C1B01_05_20,C1B01_06_01,C1B01_06_02,C1B01_06_03,C1B01_06_04,C1B01_07_01,C1B01_07_02,C1B01_07_03,C1B01_07_04,C1B01_07_05,C1B01_07_06,C1B01_07_07,C1B01_07_08,C1B01_07_09,C1B01_07_10,C1B01_07_11,C1B01_07_12,C1B02_01_01,C1B02_01_02,C1B02_01_03,C1B02_02_01,C1B02_02_02,C1B02_02_03,C1B02_02_04,C1B02_02_05,C1B02_02_06,C1B02_02_07,C1B02_02_08,C1B02_02_09,C1B02_02_10,C1B02_02_11,C1B02_02_12,C1B02_02_13,C1B02_02_14,C1B02_02_15,C1B02_02_16,C1B02_02_17,C1B02_02_18,C1B02_02_19,C1B02_02_20,C1B02_02_21,C1B02_02_22,C1B02_02_23,C1B02_02_24,C1B02_02_25,C1B02_02_26,C1B02_02_27,C1B02_03_01,C1B02_03_02,C1B02_04,C1B02_05_01,C1B02_05_02,C1B02_05_03,C1B02_05_04,C1B02_05_05,C1B02_05_06,C1B02_05_07,C1B02_05_08,C1B02_05_09,C1B02_05_10,C1B02_05_11,C1B02_05_12,C1B02_06_01,C1B02_06_02,C1B02_06_03,C1B03_01_01,C1B03_01_02,C1B03_01_03,C1C01_01_01,C1C01_01_02,C1C01_01_03,C1C01_01_04,C1C01_01_05,C1C01_01_06,C1C01_01_07,C1C01_01_08,C1C01_01_09,C1C01_01_10,C1C01_01_11,C1C01_01_12,C1C01_01_13,C1C01_01_14,C1C01_01_15,C1C01_01_16,C1C01_01_17,C1C01_01_18,C1C01_01_19,C1C01_01_20,C1C01_01_21,C1C01_01_22,C1C01_01_23,C1C01_01_24,C1C01_01_25,C1C01_01_26,C1C01_01_27,C1C01_01_28,C1C01_01_29,C1C01_01_30,C1C01_01_31,C1C01_01_32,C1C01_01_33,C1C01_01_34,C1C01_01_35,C1C01_01_36,C1C01_01_37,C1C01_01_38,C1C01_01_39,C1C01_01_40,C1C01_01_41,C1C01_01_42,C1C01_01_43,C1C01_01_44,C1C01_01_45,C1C01_01_46,C1C01_01_47,C1C01_01_48,C1C01_01_49,C1C01_01_50,C1C01_01_51,C1C02_01,C1C02_01_01,C1C02_01_02,C1C02_01_03,C1C02_01_04,C1C02_02,C1C02_03_01,C1C02_03_02,C1C02_03_03,C1C02_03_04,C1C02_03_05,C1C02_03_06,C1C02_03_07,C1C02_03_08,C1C02_03_09,C1C02_03_10,C1C02_03_11,C1C02_03_12,C1C02_03_13,C1C02_03_14,C1C02_03_15,C1C02_03_16,C1C02_03_17,C1C02_03_18,C1C02_03_19,C1C02_03_20,C1C02_03_21,C1C02_03_22,C1C02_03_23,C1C02_03_24,C1C02_04,C1C03_01_01,C1C03_01_02,C1C03_01_03,C1C03_01_04,C1C03_01_05,C1C03_01_06,C1C03_01_07,C1C03_01_08,C1C03_01_09,C1C03_01_10,C1C03_01_11,C1C03_01_12,C1C03_01_13,C1C03_01_14,C1C03_01_15,C1C03_01_16,C1C03_01_17,C1C03_01_18,C1C03_01_19,C1C03_01_20,C1C03_01_21,C1C03_02,C1C03_02_01,C1C03_02_02,C1C03_02_03,C1C03_02_04,C1C03_02_05,C1C03_03_01,C1C03_03_02,C1C03_03_03,C1C03_03_04,C1C03_03_05,C1C03_03_06,C1C03_03_07,C1C03_03_08,C1C03_03_09,C1C03_03_10,C1C03_04_01,C1C03_04_02,C1C03_04_03,C1C03_04_04,C1C03_04_05,C1C03_04_06,C1C03_04_07,C1C03_04_08,C1C03_04_09,C1C03_04_10,C1C03_05,C1C03_06,C1C04_01_01,C1C04_01_02,C1C04_01_03,C1C04_01_04,C1C04_01_05,C1C04_02,C1C04_03,C1C04_04,C1C05_01,C1C05_02,C1C05_03_01,C1C05_03_02,C1C05_03_03,C1C05_03_04,C1C05_03_05,C1C05_03_06,C1C05_03_07,C1C05_03_08,C1C05_03_09,C1C05_03_10,C1C05_04_01,C1C05_04_02,C1C05_04_03,C1C05_04_04,C1C05_04_05,C1C05_04_06,C1C05_04_07,C1C05_04_08,C1C05_04_09,C1C05_04_10,C1C05_04_11,C1C05_04_12,C1C05_04_13,C1C05_04_14,C1C05_04_15,C1C05_04_16,C1C05_04_17,C1C05_04_18,C1C05_04_19,C1C05_04_20,C1C05_04_21,C1C05_04_22,C1C05_04_23,C1C05_04_24,C1C05_04_25,C1C05_04_26,C1C05_04_27,C1C05_04_28,C1C05_04_29,C1C05_04_30,C1C05_04_31,C1C05_04_32,C1C05_04_33,C1C05_04_34,C1C05_04_35,C1C05_04_36,C1C05_04_37,C1C05_04_38,C1C05_04_39,C1C05_04_40,C1C05_04_41,C1C05_04_42,C1C05_04_43,C1C05_04_44,C1C05_04_45,C1C05_04_46,C1C05_04_47,C1C05_04_48,C1C05_04_49,C1C05_04_50,C1C05_04_51,C1C05_04_52,C1C05_04_53,C1C05_04_54,C1C05_05_01,C1C05_05_02,C1C05_05_03,C1C05_05_04,C1C05_05_05,C1C05_05_06,C1C05_05_07,C1C05_05_08,C1C05_05_09,C1C05_06_01,C1C05_06_02,C1C05_06_03,C1C06_01,C1C06_02_05,C1C06_02_01,C1C06_02_02,C1C06_02_03,C1C06_02_04,C1C06_03,C1C06_03_01,C1C06_03_02,C1C06_03_03,C1C06_03_04,C1C06_03_05,C1C06_03_06,C1C07_01_01,C1C07_01_02,C1C07_01_03,C1C07_01_04,C1C07_01_05,C1C07_01_06,C1C07_02,C1C07_02_01,C1C07_02_02,C1C07_02_03,C1C07_03_07,C1C07_03_01,C1C07_03_02,C1C07_03_03,C1C07_03_04,C1C07_03_05,C1C07_03_06,C1C08_01,C1C08_02,C1C08_03,C1C08_04_01,C1C08_04_02,C1C08_04_03,C1C09_01,C1C09_01_01,C1C09_01_02,C1C09_01_03,C1C09_02,C1D01_01,C1D01_01_01,C1D01_01_02,C1D01_02,C1D01_02_01,C1D01_03,C1D01_03_01,C1D01_03_02,C1D01_04,C1D02_01_01,C1D02_01_02,C1D02_01_03,C1D02_01_04,C1D02_01_05,C1D02_01_06,C1D02_01_07,C1D02_01_08,C1D02_01_09,C1D02_01_10,C1D02_01_11,C1D02_01_12,C1D02_01_13,C1D02_01_14,C1D02_01_15,C1D02_01_16,C1D02_01_17,C1D02_01_18,C1D02_01_19,C1D02_01_20,C1D02_01_21,C1D02_01_22,C1D02_01_23,C1D02_01_24,C1D02_01_25,C1D02_01_26,C1D02_01_27,C1D02_01_28,C1D02_01_29,C1D02_01_30,C1D02_01_31,C1D02_01_32,C1D02_01_33,C1D02_01_34,C1D02_01_35,C1D02_01_36,C1D02_01_37,C1D02_01_38,C1D02_01_39,C1D02_01_40,C1D02_01_41,C1D02_01_42,C1D02_01_43,C1D02_01_44,C1D02_01_45,C1D02_01_46,C1D02_01_47,C1D02_01_48,C1D02_01_49,C1D02_01_50,C1D02_01_51,C1D02_01_52,C1D02_01_53,C1D02_01_54,C1D02_01_55,C1D02_01_56,C1D02_01_57,C1D02_01_58,C1D02_01_59,C1D02_01_60,C1D02_01_61,C1D02_01_62,C1D02_01_63,C1D02_01_64,C1D02_01_65,C1D02_01_66,C1D02_01_67,C1D02_01_68,C1D02_01_69,C1D02_01_70,C1D02_01_71,C1D02_01_72,C1D02_01_73,C1D02_01_74,C1D02_01_75,C1D02_01_76,C1D02_01_77,C1D02_02_01,C1D02_02_02,C1D02_02_03,C1D02_02_04,C1D02_02_05,C1D02_02_06,C1D02_02_07,C1D02_02_08,C1D02_02_09,C1D02_02_10,C1D02_02_11,C1D02_02_12,C1D02_02_13,C1D02_02_14,C1D02_02_15,C1D02_02_16,C1D02_02_17,C1D02_02_18,C1D02_02_19,C1D02_02_20,C1D02_02_21,C1D02_02_22,C1D02_02_23,C1D02_02_24,C1D02_02_25,C1D02_02_26,C1D02_02_27,C1D02_02_28,C1D02_02_29,C1D02_02_30,C1D02_02_31,C1D02_02_32,C1D02_02_33,C1D02_02_34,C1D02_03_01,C1D02_03_02,C1D02_03_03,C1D02_03_04,C1D02_04_01,C1D02_04_02,C1D02_04_03,C1D02_04_04,C1D02_04_05,C1D02_04_06,C1D02_04_07,C1D02_04_08,C1D02_04_09,C1D03_01_01,C1D03_01_02,C1D03_01_03,C1D03_01_04,C1D03_02_06,C1D03_02_01,C1D03_02_02,C1D03_02_03,C1D03_02_04,C1D03_02_05,C1D04_01_01,C1D04_01_02,C1D04_01_03,C1D04_01_04,C1D04_01_05,C1D04_01_06,C1D04_01_07,C1D04_01_08,C1D05_01_01,C1D05_01_02,C1D05_01_03,C1D05_02_01,C1D05_02_02,C1D05_02_03,C1D05_03_01,C1D05_03_02,C1D05_03_03,C1D05_03_04,C1E01_01_01,C1E01_01_02,C1E01_02_01,C1E01_02_02,C1E01_02_03,C1E01_02_04,C1E01_02_05,C1E01_02_06,C1E01_02_07,C1E01_02_08,C1E01_02_09,C1E01_02_10,C1E01_03_01,C1E01_03_02,C1E01_03_03,C1E01_03_04,C1E01_03_05,C1E01_03_06,C1E01_03_07,C1E01_03_08,C1E01_03_09,C1E01_03_10,C1E01_03_11,C1E01_03_12,C1E01_03_13,C1E01_03_14,C1E01_03_15,C1E01_03_16,C1E01_03_17,C1E01_03_18,C1E01_03_19,C1E01_03_20,C1E01_03_21,C1E01_03_22,C1E01_03_23,C1E01_03_24,C1E01_03_25,C1E01_03_26,C1E01_03_27,C1E01_03_28,C1E01_03_29,C1E01_03_30,C1E01_04_01,C1E01_04_02,C1E01_04_03,C1E01_04_04,C1E01_04_05,C1E01_04_06,C1E01_04_07,C1E01_04_08,C1E01_04_09,C1E01_04_10,C1E01_04_11,C1E01_04_12,C1E02_01_01,C1E02_01_02,C1E02_01_03,C1E02_01_04,C1E02_02_01,C1E02_02_02,C1E02_02_03,C1E02_02_04,C1E02_02_05,C1E02_02_06,C1E02_02_07,C1E02_02_08,C1E02_02_09,C1E02_02_10,C1E02_02_11,C1E02_02_12,C1E02_03_01,C1E02_03_02,C1E02_03_03,C1E02_03_04,C1E02_03_05,C1E02_03_06,C1E02_03_07,C1E02_03_08,C1E02_03_09,C1E02_03_10,C1E02_03_11,C1E02_03_12,C1E02_03_13,C1E02_03_14,C1E02_03_15,C1E02_03_16,C1E02_03_17,C1E02_03_18,C1E02_03_19,C1E02_03_20,C1E02_03_21,C1E02_03_22,C1E02_03_23,C1E02_03_24,C1E02_03_25,C1E02_03_26,C1E02_03_27,C1E02_03_28,C1E02_03_29,C1E02_03_30,C1E02_04_01,C1E02_04_02,C1E02_04_03,C1E02_04_04,C1E02_04_05,C1E02_04_06,C1E02_04_07,C1E02_04_08,C1E02_04_09,C1E02_04_10,C1E02_04_11,C1E02_04_12,C1E02_05_01,C1E02_05_02,C1E02_05_03,C1E02_05_04,C1E02_05_05,C1E02_05_06,C1E02_05_07,C1E02_05_08,C1E02_05_09,C1E02_05_10,C1E02_05_11,C1E02_05_12,C1E02_05_13,C1E02_05_14,C1E02_05_15,C1E02_05_16,C1E02_05_17,C1E02_05_18,C1E02_05_19,C1E02_05_20,C1E02_05_21,C1E02_05_22,C1E02_05_23,C1E02_05_24,C1E02_05_25,C1E02_05_26,C1E02_05_27,C1E02_05_28,C1E02_05_29,C1E02_05_30,C1E02_06_01,C1E02_06_02,C1E02_06_03,C1E02_06_04,C1E02_06_05,C1E02_06_06,C1E02_06_07,C1E02_06_08,C1E02_06_09,C1E02_06_10,C1E02_06_11,C1E02_06_12,C1E02_06_13,C1E02_06_14,C1E02_06_15,C1E02_06_16,C1E02_06_17,C1E02_06_18,C1E02_06_19,C1E02_06_20,C1E02_06_21,C1E02_06_22,C1E02_06_23,C1E02_06_24,C1E02_06_25,C1E02_06_26,C1E02_06_27,C1E02_06_28,C1E02_06_29,C1E02_06_30,C1E02_07_01,C1E02_07_02,C1E02_07_03,C1E02_07_04,C1E02_07_05,C1E02_07_06,C1E02_07_07,C1E02_07_08,C1E02_07_09,C1E02_07_10,C1E02_07_11,C1E02_07_12,C1E02_07_13,C1E02_07_14,C1E02_07_15,C1E02_07_16,C1E02_07_17,C1E02_07_18,C1E02_07_19,C1E02_07_20,C1E02_07_21,C1E02_07_22,C1E02_07_23,C1E02_07_24,C1E02_07_25,C1E02_07_26,C1E02_07_27,C1E02_07_28,C1E02_07_29,C1E02_07_30,C1E03_01_01,C1E03_01_02,C1E03_01_03,C1E03_01_04,C1E03_01_05,C1E03_01_06,C1E03_01_07,C1E03_01_08,C1E03_01_09,C1E03_01_10,C1E03_02_01,C1E03_02_02,C1E03_02_03,C1E03_02_04,C1E03_02_05,C1E03_02_06,C1E03_02_07,C1E03_02_08,C1E03_02_09,C1E03_02_10,C1E03_02_11,C1E03_02_12,C1E03_02_13,C1E03_02_14,C1E03_02_15,C1E03_02_16,C1E03_02_17,C1E03_02_18,C1E03_02_19,C1E03_02_20,C1E03_02_21,C1E03_02_22,C1E03_02_23,C1E03_02_24,C1E03_02_25,C1E04_01_01,C1E04_01_03,C1E04_01_02,C1E04_01_05,C1E04_01_07,C1E04_01_06,C1E04_01_11,C1E04_01_12,C1E04_01_13,C1E04_01_14,C1E04_01_15,C1E04_01_16,C1E04_01_22,C1E04_01_20,C1E04_01_21,C1E04_01_08,C1E04_01_09,C1E04_01_25,C1E04_01_23,C1E04_01_24,C1E04_01_17,C1E04_01_18,C1E04_01_04,C1E04_01_10,C1E04_01_19,C1E04_01_26,C1E04_01_27,C1E04_01_28,C1E05_01_01,C1E05_01_02,C1E05_01_03,C1E05_01_04,C1E05_01_05,C1E05_01_06,C1E05_01_07,C1E05_01_08,C1E05_01_09,C1E05_01_10,C1E05_01_11,C1E05_01_12
1,1,3,241,1,1,1,,,1954,,3,1,12,2,4,1,4,2,1,4,1,2,2,2,30,30,26,9,6,22,2,3,3,2,2,3,2,5,3,3,1,3,2,,,,,,,,,2,4,5,2,4,4,3,3,3,1,,,1,,2,,2,,3,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,10,,5,15,0,6,0,0,0,0,0,0,0,0,0,0,30,50,20,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,1,1,1,2,,,2,,,1,2000,3,2,,,2,,,2,,,2,,,2,,,2,,,1,1998,4,2,,,1,2000,4,2,,,2,,,2,,,2,,,2,,,1,11,11,11,11,100,2,7,2,1,2,10,1,3,9,0,0,1,1,0,0,0,0,1,0,0,1,0,3,1,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,90,10,,,,,,,,,,,,,,1,2,3,4,5,1,2,3,4,5,,2,8,8,4,1,15,0,4,3,3,4,100,0,0,0,0,100,0,0,0,0,1,1972,3,1,1999,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,22,30,40,2,2,2,2,2,2,2,100,100,2,2,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,2,,,,2,,,,,,,3,1,3,5,5,1,1,2,2,2,3,2,,,2,,2,,,2,1,3,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,48,0.1,,,,,,,,,2,,2,,1,2,1,2,2,,,,,,,,3,1,1,3,1,2,,,4,3,2,,,2,,,2,,,2,,,2,,,1,4,3,2,,,2,,,4.5,0,1733,0.1,2,,,2,,,2,,,3,3,3,3,1,0,0,0,0,1,4,3,4,4,4,4,3,3,1,1,3,4,4,3,2,,,,100,0,0,7,10,11,72,,,,90,10,72,0,28,0,0,0,0,0,0,0,0,0,10,0,0,,,,,,,,,,,,,,,,68,6,4,3,5,4,10,0,0,0,0,0,11,0,11,0,0,11,0,0,0,0,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,3,1,2,1,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0,0,0
2,1,1,155,3,2,1,,,1971,,1,1,12,2,4,3,5,2,1,3,0,2,1,2,44,45,30,33,9,15,2,2,3,2,4,2,2,4,2,2,3,2,2,,,,,,,,,2,5,6,2,4,4,4,4,4,1,,,1,,1,3,,4,0,0,1,0,1,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,1,,17,,1,0,0,0,0,1,0,0,1,1,0,0,30,30,40,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,,1,,1,,1,1,1,,,3,2,,1,2,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,1997,2,2,,,2,,,2,,,1,2002,4,1,2005,2,1,6000,100,120,96,1200,2,2,8,5,9,5,4,8,2,0,0,1,1,0,0,1,0,1,1,0,1,0,4,1,,2,,,1,1990,3,2,,,2,,,1,1990,3,2,,,2,,,5,14,53,28,4,1,3,,,,,,,,,,1,2,4,5,6,1,2,4,5,6,,2,8,6,8,1,20,22,2,1,6,4,100,0,0,0,0,100,0,0,0,0,1,1971,2,1,2000,3,1,1971,2,2,,,1,1999,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,1,100,0,0,0,0,,,,,,,18,27,35,2,3,2,3,2,3,2,140,140,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,,,,1,0,1,0,0,0,0,2,1,2,2,2,2,1,3,3,3,5,1,100,0,2,,1,10,90,2,1,3,3,1,3,3,1,4,3,1,3,3,2,,,1,2,4,2,,,2,,,2,,,1,3,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,480,19,71,28,8,0.8,,,,,1,3,1,3,1,3,1,3,1,3,,,,,,,4,2,1,3,2,2,,,3,2,1,3,2,1,3,2,2,,,2,,,2,,,1,4,3,2,,,2,,,50,0,13496,107,1,3,30,1,5,5,2,,,3,3,2,3,1,0,1,1,0,1,2,2,4,2,4,4,2,4,1,1,2,4,4,3,2,,,,486,30,44,227,30,80,105,,,,386,100,189,72,196,28,1,0,7,17,20,0,23,3,3,1,0,,,,,,,,,,,,,,,,236,69,41,31,3,6,98,1,0,1,0,0,96,16,43,53,72,24,5,2,2,0,,,,,,,17,16,56,7,0,0,0,2,5,0,1,0,1,0,0,,,,,,,,,,,,,,,,64,3,3,0,0,2,24,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,31,9,0,4,0,0,23,5,2,0,0,0,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,10,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,51,16,4,1,1,2,32,0,0,0,0,0
4,2,11,660,1,3,1,,,1946,,21,4,3,2,4,5,5,3,1,4,3,0,2,2,45.5,44.1,43,44.5,6.7,6,3,,3,4,4,4,4,2,,3,4,3,2,,,,,,,,,2,5,6,2,4,4,3,4,3,1,,1,,,1,3,,4,2,0,2,0,2,1,0,0,3,0,0,0,4,1,2,0,3,0,0,0,4,3,5,,1,3,0,0,0,3,0,0,1,2,0,0,20,60,20,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,,,,1,,,,1,,,,6,2,5,1,4,3,2,,,2,,,1,1999,3,2,,,2,,,2,,,2,,,1,2004,3,2,,,1,2001,3,2,,,1,1999,4,2,,,2,,,2,,,1,2003,3,1,2003,3,1,1000,94,94,94,1816,2,3,2,,10,7,4,3,6,0,0,1,1,0,0,0,0,0,0,0,1,0,4,1,1,2,,,1,2003,3,1,2003,4,2,,,1,2003,3,2,,,1,2003,3,4,20,40,35,5,,4,1,0,0,,50,0,0,0,50,1,2,4,9,3,1,2,4,9,3,,1,9,11,6,,,3,3,0.01,,,97.5,0,0,2.5,0,,,,,,1,1946,2,2,,,2,,,2,,,2,,,,,,2,,,1,2003,3,2,,,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,1,,26,41,56,2,3,2,3,2,3,2,100,100,2,1,1,0,0,0,1,0,1,0,0,1,0,0,23,19,,,,1,1,5,,2,,,,,,,,,,,,,2,2,2,3,4,1,30,70,2,,1,30,70,2,1,4,3,1,4,3,1,2,3,1,2,3,1,4,3,1,4,2,2,,,2,,,2,,,1,3,3,2,,,1,-9,-9,2,,,2,,,1,2,2,1,2,3,2,,,715,299,49,88,250,33,1,35,21,10,,,1,3,,,1,3,,,1,3,1,3,,,3,2,1,3,3,2,,,3,3,2,,,1,3,3,1,3,4,2,,,2,,,1,3,2,2,,,2,,,290,99,35000,1000,1,20,40,,,,2,,,3,3,3,3,1,1,1,1,0,0,2,2,4,1,4,4,4,2,1,1,3,3,3,3,1,3,300,20,1179,255,,886,,185,,90,18,,729,450,325,207,629,18,0,,,,,,,,,,,16,5,66,3,0,2,1,13,2,0,,,,,,193,180,225,101,30,0,417,26,5,2,0,0,94,205,85,9,43,51,,,,,6,2,2,0,,,0,39,54,1,0,,,,,,,,,,,0,0,7,1,0,0,0,2,0,0,,,,,,34,1,2,4,2,0,51,0,0,0,0,0,,,,,,,,,,,,,3,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,43,17,18,9,3,0,8,2,4,3,1,0,,,,,,,,,,,,,,,,,,,7,1,0,0,0,0,1,0,0,0,1,0,,,,,,,18,32,18,3,2,10,0,1,0,0,,,,,,,,,,,3,4,1,1,0,0,1,0,0,0,,,,,,,,,,2,,,,,,4,,0,7.8,1,3,0.1,5,5,5,0.5,0.5,,,,,,,16,7,5,0,2,0,32,1,0,0,0,0
5,2,11,660,3,2,1,,,1990,,21,4,3,2,4,5,5,1,1,2,12,3,1,2,83.5,85.1,7.2,5.4,7.1,6.9,2,,3,3,2,3,4,1,,3,3,3,2,,,,,,,,,2,4,4,2,5,5,5,4,5,1,,1,,,1,3,,4,2,2,0,0,1,1,0,0,0,1,1,0,1,4,1,0,2,0,0,0,2,4,10,,1,3,0,0,0,2,0,0,0,2,0,0,35,35,30,1,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,3,3,1,1,1,1,1,1,,,1,1,1,,4,2,6,1,2,2,1,2004,3,2,,,1,2004,4,1,2004,3,2,,,1,2004,3,2,,,1,2000,4,2,,,2,,,2,,,1,1999,3,2,,,2,,,1,2004,3,1,2005,3,1,2002,4,1,1007,52,52,52,400,1,2,3,7,9,7,8,10,2,1,0,1,1,0,0,0,0,0,0,0,1,0,4,2,1,1,2004,3,1,2004,3,1,2004,3,1,2004,3,1,2004,3,1,2004,3,2,,,5,0.5,23.1,63.1,13,0.3,2,,,,,,,,,,1,2,10,11,4,1,2,10,11,4,2,1,9,17,7,,,0,3,0,,,87,13,0,0,0,,,,,,2,,,2,,,2,,,2,,,1,2004,4,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,50,50,0,0,0,1,0,50,50,0,0,,,,,,,39,58,86,5,4,5,4,5,4,2,101,102,2,1,1,0,0,0,2,,,,,,,0,0,0,,,,2,,,,2,,,,,,,,,,,,,2,1,1,2,5,1,100,0,2,,1,80,20,2,1,4,4,1,4,4,1,4,4,2,,,1,4,3,1,4,4,2,,,2,,,2,,,1,4,4,2,,,1,4,4,2,,,2,,,2,,,2,,,1,3,3,879,232,144,88,781,58,2,6,,,,,1,3,,,1,3,,,1,3,1,3,,,4,3,1,4,3,2,,,3,2,1,4,3,1,4,3,1,4,3,1,4,3,2,,,1,4,3,1,4,3,2,,,173,25,34657,394,1,30,50,,,,2,,,4,3,3,4,1,1,1,1,1,1,1,2,2,1,4,3,1,1,1,1,1,4,4,4,1,4,80,47,692,156,,422,,203,,21,46,,426,266,227,75,377,13,0,,,,,,,,,,,0,0,18,3,0,10,0,34,2,0,,,,,,85,84,178,52,27,0,255,6,5,0,0,0,52,37,48,4,19,33,,,,,2,0,3,0,,,0,32,20,0,0,,,,,,,,,,,0,0,2,0,0,0,0,3,0,0,,,,,,15,0,3,1,0,0,33,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,9,5,5,0,2,0,14,10,14,2,6,0,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,2,0,1,0,0,0,,,,,,,11,28,8,3,0,3,0,0,0,0,,,,,,,,,,,0,0,0,0,0,3,5,1,1,0,,,,,,,,,,3,,,,,,8,,0,5,0,0.2,0,0,5,2,0.5,0.5,,,,,,,2,0,0,1,0,0,1,0,0,0,0,0
