BYSID,BYHID,GENDER,BYSCLASS,F1Y01001,F1Y01002,F1Y01003,F1Y01004,F1Y01005,F1Y01006,F1Y01007,F1Y01008,F1Y01009,F1Y01010,F1Y01011,F1Y01012,F1Y01013,F1Y01014,F1Y01015,F1Y01016,F1Y01017,F1Y01018,F1Y01019,F1Y01020,F1Y01021,F1Y01022,F1Y01023,F1Y01024,F1Y01025,F1Y01026,F1Y01027,F1Y01028,F1Y01029,F1Y01030,F1Y01031,F1Y01032,F1Y01033,F1Y01034,F1Y01035,F1Y01036,F1Y01037,F1Y01038,F1Y01039,F1Y01040,F1Y01041,F1Y01042,F1Y01043,F1Y01044,F1Y02001,F1Y02002,F1Y02003,F1Y02004,F1Y02005,F1Y02006,F1Y02007,F1Y02008,F1Y02009,F1Y02010,F1Y02011,F1Y02012,F1Y02013,F1Y02014,F1Y02015,F1Y02016,F1Y02017,F1Y02018,F1Y02019,F1Y02020,F1Y02021,F1Y02022,F1Y02023,F1Y02024,F1Y02025,F1Y02026,F1Y02027,F1Y02028,F1Y02029,F1Y02030,F1Y02031,F1Y02032,F1Y02033,F1Y02034,F1Y02035,F1Y02036,F1Y02037,F1Y02038,F1Y02039,F1Y02040,F1Y02041,F1Y02042,F1Y02043,F1Y02044,F1Y02045,F1Y02046,F1Y02047,F1Y02048,F1Y02049,F1Y02050,F1Y02051,F1Y02052,F1Y02053,F1Y02054,F1Y02055,F1Y02056,F1Y02057,F1Y02058,F1Y02059,F1Y02060,F1Y02061,F1Y02062,F1Y02063,F1Y02078,F1Y02079,F1Y02080,F1Y02081,F1Y02082C,F1Y02083,F1Y02084C,F1Y02085,F1Y02086,F1Y02087,F1Y02088,F1Y02089C,F1Y02090,F1Y02091C,F1Y02092,F1Y02113,F1Y03001,F1Y03002,F1Y03003,F1Y03004,F1Y03005,F1Y03006,F1Y03007,F1Y03008,F1Y03009,F1Y03010,F1Y03011,F1Y03012,F1Y03013,F1Y03014,F1Y03015,F1Y03016,F1Y03017,F1Y03018,F1Y03019,F1Y03020,F1Y03021,F1Y03022,F1Y03023,F1Y03024,F1Y03025,F1Y03026,F1Y03027,F1Y03028,F1Y03029,F1Y03030,F1Y03031,F1Y03032,F1Y04001,F1Y04002,F1Y04003,F1Y04004,F1Y04005,F1Y04006,F1Y04007,F1Y04008,F1Y04009,F1Y04010,F1Y04011,F1Y04012,F1Y04013,F1Y04019,F1Y04020,F1Y04021,F1Y04022,F1Y05001,F1Y05002,F1Y05003,F1Y05004,F1Y05005,F1Y05006,F1Y05007,F1Y05008C,F1Y05009C,F1Y05010,F1Y05011,F1Y05012,F1Y05013,F1Y05014,F1Y05015,F1Y05016,F1Y05017,F1Y05018,F1Y05019,F1Y05020C,F1Y05021C,F1Y05022,F1Y05023,F1Y05024,F1Y05025,F1Y05026,F1Y05027,F1Y05028,F1Y05029,F1Y05030,F1Y05031,F1Y05032C,F1Y05033C,F1Y05034,F1Y05035,F1Y05036,F1Y05037,F1Y05038,F1Y05039,F1Y05040,F1Y05041,F1Y05042,F1Y05043,F1Y05044C,F1Y05045C,F1Y05046,F1Y05047,F1Y05048,F1Y05049,F1Y05050,F1Y05051,F1Y05052,F1Y06001,F1Y06002,F1Y06003,F1Y06004,F1Y06005,F1Y06006,F1Y06007,F1Y06008,F1Y06009,F1Y06010C,F1Y06011C,F1Y06013,F1Y06014,F1Y06015,F1Y06016,F1Y06017,F1Y06018,F1Y06019,F1Y06020,F1Y06021,F1Y06022,F1Y06023,F1Y06024,F1Y06025,F1Y06026,F1Y06027,F1Y06028,F1Y06029C,F1Y06030,F1Y06031C,F1Y06036,F1Y07001,F1Y07002,F1Y07003,F1Y07004,F1Y07005,F1Y07006,F1Y07007,F1Y07008,F1Y07009,F1Y07010,F1Y07011,F1Y07012,F1Y07013,F1Y07014,F1Y07015,F1Y07016,F1Y07017,F1Y07018,F1Y07019,F1Y07020,F1Y07021,F1Y07022,F1Y07023,F1Y07024,F1Y07025,F1Y07026,F1Y07027,F1Y07028,F1Y07029,F1Y07030,F1Y07031,F1Y07032,F1Y07033,F1Y07034,F1Y07035,F1Y07036,F1Y07037,F1Y07038,F1Y07039,F1Y07040,F1Y07041,F1Y08001,F1Y08002,F1Y08003,F1Y08004,F1Y08005C,F1Y08006C,F1Y08007,F1Y08008,F1Y08009,F1Y08010,F1Y08011,F1Y08012,F1Y08013,F1Y08014,F1Y08015,F1Y08016,F1Y09001,F1Y09002,F1Y09003,F1Y09004,F1Y09005,F1Y09006,F1Y09007,F1Y09008,F1Y09009,F1Y09010,F1Y09011,F1Y09012,F1Y09013,F1Y09014,F1Y09015,F1Y09016,F1Y09017,F1Y09018,F1Y09019,F1Y09020,F1Y09021,F1Y09022,F1Y10001,F1Y11001,F1Y11002,F1Y11003,F1Y11005,F1Y11006C,F1Y11007C,F1Y11009,F1Y11010,F1Y11011,F1Y11012,F1Y11013,F1Y11014,F1Y11015,F1Y11016,F1Y11017,F1Y11018,F1Y11019,F1Y11020,F1Y11021,F1Y11022,F1Y11023,F1Y11024,F1Y11025,F1Y11026,F1Y11027,F1Y11028,F1Y11029,F1Y11030,F1Y11031,F1Y11032,F1Y11033,F1Y11034,F1Y11035,F1Y11036,F1Y11037,F1Y11038,F1Y11039,F1Y11040,F1Y11041,F1Y11042,F1Y11043,F1Y11044C,F1Y11045,F1Y11046,F1Y11047,F1Y11048,F1Y11049,F1Y11050,F1Y11051,F1Y11052,F1Y11053,F1Y11054,F1Y11055,F1Y11056,F1Y11057,F1Y11058,F1Y11059,F1Y11060,F1Y11061,F1Y11062,F1Y11063,F1Y11064,F1Y11065,F1Y11066,F1Y11067,F1Y11068,F1Y11069,F1Y11070,F1Y11071C,F1Y11072C,F1Y11073,F1Y11074,F1Y11075,F1Y11076,F1Y11077,F1Y11078,F1Y11079,F1Y11081,F1Y11082C,F1Y11083C,F1Y11085,F1Y11086,F1Y11087,F1Y11088,F1Y11089,F1Y11090,F1Y11091,F1Y11092,F1Y11093,F1Y11094,F1Y11095,F1Y11096,F1Y11097,F1Y11098,F1Y11099,F1Y11100,F1Y11101,F1Y11102,F1Y11103,F1Y11104,F1Y11105,F1Y11106,F1Y11107,F1Y11108,F1Y11109,F1Y11110,F1Y11111,F1Y11112,F1Y11113,F1Y11114,F1Y11115,F1Y11116,F1Y11117,F1Y12001,F1Y12002,F1Y12003,F1Y12004,F1Y12005C,F1Y12006,F1Y13001,F1Y13002,F1Y13003,F1Y13004,F1Y13005,F1Y13006
3008,30081,2,2,1,32,1,1,10,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,3,5,2,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,2,4,1,1,-5,10,1,3,3,2,3,3,3,3,4,3,3,2,3,3,3,2,3,1,3,1,1,-5,30,1,4,2,2,2,4,4,4,4,3,2,2,4,4,4,2,2,2,4,5,300000,2,3,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1,3,2,5,2,5,-4,-4,1,1,1,3,3,1,1,1,1,1,2,1,1,2,-5,-5,2,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,0,8,1,2,2,-5,1,2,2,2,1,2,2,2,2,-5,2,-5,3,-3,-3,1,1,1,200412,8,321,1970,1,-5,2,3,5,1,2,1,1,1,54,12,110,20,30,1,2,1,4,3,3,3,3,3,4,3,3,4,4,2,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3010,30101,2,2,1,20,1,1,10,1,2,1,4,1,4,1,3,2,-5,2,-5,2,-5,2,-5,2,-5,5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,2,1,1,2,3,30,1,1,1,1,1,1,4,1,1,4,1,1,5,1,3,3,1,1,4,1,1,-5,60,1,2,1,1,1,1,3,3,3,3,1,1,3,3,2,2,1,1,4,3,100000,3,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,5,5,1,9,9,-4,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,1,2,1,2,200505,200506,10,552,1032,1,2,1,80,54,10,1,200504,200507,10,889,1250,1,2,1,80,54,10,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,1,-5,1,2,2,2,2,0,2,2,0,0,2,1,24122802,1,503,1,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,1,15,1,2,-5,-5,500000,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,0,7,3,2,1,2,2,2,2,1,1,1,1,2,2,-5,2,-5,4,164,51,1,1,1,200507,3,889,1250,2,3,1,1,1,2,2,2,2,2,50,0,80,0,0,1,2,1,3,1,1,3,4,4,4,4,1,1,1,2,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3011,30111,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,7,-5,-5,-5,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1,-5,10,2,2,2,3,3,2,2,3,2,4,3,2,3,4,3,3,3,1,2,2,100000,1,9,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,4,6,2,1,2,1,3,5,1,4,5,4,4,3,2,1,1,2,1,1,1,2,-5,-5,2,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-5,-5,526,0959,1,45,11,1,700000,2,3,3,3,2,4,0,6,3,1,2,-5,2,1,3,2,1,1,1,2,2,-5,2,-5,3,163,70,1,1,1,200501,1,526,0959,1,-5,2,3,2,2,2,2,2,2,70,0,60,-4,-4,1,2,1,3,2,3,3,3,3,3,2,4,2,2,2,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3015,30151,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,-5,30,1,3,3,2,2,2,3,4,3,3,2,1,3,3,4,2,2,1,4,1,1,-5,30,1,4,3,3,3,2,4,4,2,3,2,1,4,3,3,2,2,1,4,4,200000,2,5,4,1,3001,6,2,-5,2,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,4,1,13,13,1,.5,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,-5,-5,2,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,0,7,2,2,2,-5,1,1,2,1,1,1,1,1,2,-5,1,20,3,172,60,1,2,1,200503,3,504,1044,2,1,1,1,5,2,2,2,2,2,48,4,50,4,0,1,2,1,3,2,2,3,3,2,3,2,2,2,1,2,-5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,200510,3,552,1333,2,1,1,1,1,2,2,2,2,2,30,0,50,0,30,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3016,30161,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,1,2,1,10,1,4,3,3,1,4,3,3,3,3,2,1,3,3,3,2,1,1,3,1,2,1,10,1,4,4,4,3,1,5,4,4,3,2,1,4,4,4,3,2,1,4,3,200000,3,2,4,1,3002,5,2,-5,2,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,10,1,13,9,2,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,2,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-5,-5,295,1970,4,150,12,1,1100000,1,3,4,4,3,4,0,8,2,2,2,-5,1,1,2,1,-4,1,2,2,2,-5,2,-5,3,155,48,1,1,1,200409,5,295,1970,1,-5,1,3,5,1,2,1,1,1,-6,-6,72,30,10,1,2,1,3,1,2,3,3,2,4,4,3,4,3,2,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3022,30221,2,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,1,2,4,5,1,3,2,3,2,2,3,3,2,3,2,2,3,3,2,3,2,2,3,1,2,4,5,1,2,2,3,2,2,3,2,3,3,2,2,4,3,2,2,2,1,4,2,200000,2,3,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,5,10,1,13,5,9,4,5,1,1,3,2,4,1,4,1,1,3,3,2,1,2,-5,-5,2,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,1,-5,1,2,2,2,2,20000,2,4,0,0,2,1,22120202,1,503,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-5,-5,320,1970,5,90,8,1,600000,1,4,4,4,4,4,0,7,1,2,2,-5,2,2,1,2,1,1,1,1,2,-5,2,-5,3,160,50,1,1,1,200408,14,322,1970,1,-5,2,1,5,1,2,1,1,1,48,14,100,20,0,1,2,1,2,2,2,3,3,3,4,4,2,4,4,2,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3025,30251,1,2,1,32,2,-5,-5,2,-5,2,-5,1,3,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,4,6,2,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,2,1,1,1,-5,10,1,4,4,3,2,2,3,2,3,3,2,1,3,3,4,3,2,1,3,1,1,-5,10,1,3,4,4,3,3,3,4,3,4,4,2,3,3,3,2,3,2,3,3,100000,2,3,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,11,2,1,2,1,1,2,1,2,3,2,1,2,2,1,2,2,1,2,1,1,2,7,2,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,-5,-5,-5,-5,-5,-5,1,-5,-5,-5,-5,1,-5,1,2,2,2,2,0,2,5,0,0,1,1,12210101,1,404,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-5,-5,999,1583,2,90,10,1,80000,2,3,3,2,2,3,1,6,1,2,2,-5,1,1,1,1,1,1,1,1,2,-5,2,-5,2,177,60,1,1,1,200502,7,341,1661,2,3,1,1,3,1,2,1,1,1,50,20,130,20,0,1,2,1,1,1,1,3,3,3,4,3,2,3,3,2,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3026,30261,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,-5,1,1,4,4,2,2,3,4,4,2,2,2,2,2,4,4,2,2,1,4,1,1,-5,3,1,4,4,3,2,2,4,4,4,3,2,2,4,4,4,3,2,1,4,4,200000,2,6,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,4,1,2,1,2,3,5,1,2,4,3,4,1,1,1,1,1,4,4,1,2,-5,-5,2,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,-5,-5,-5,-5,-5,-5,1,-5,-5,-5,-5,1,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,2,8,2,2,2,-5,2,3,2,1,1,1,2,2,2,-5,2,-5,4,158,50,1,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,200503,6,552,1331,5,1000,4,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
