BYSID,Influence_cate,Influence_cate_one,Feeling_cate,consideration_cate,Intuition_cate,Sensing_cate,GENDER,jobselect1st,jobselect2nd,jobSuccess,careerMaturity_cate,selfConcept_cate,lifeSelfConfidence_cate,emotionalStability_cate,schLecSatisfi_cate,schFacilSatisfi_cate,teacherRel_cate,careerInfo_cate,selfUnderstanding_cate,careerSelfEfficacy_cate,liberalArts_cate,naturalSciences_cate,foreignLanguage_cate,physical_cate,faAttention_cate,moAttention_cate,BYS22001,BYS22002,BYS23002,BYS23003,BYS23004,BYS04008,BYS04009,sch_code,AT_05,club,father_job,col_major,h_major,col_major,LN_house_income,house_income_cat,J007C
4500,1,0,1,1,1,1,2,1,2,2,2,3,2,1,2,3,2,1,3,2,1,1,1,1,3,3,1,7,1,2,1,6,2,4,0,0,4,0,5,0,5.298317367,2,4
4501,2,1,1,1,1,1,2,2,1,1,3,2,2,2,3,3,2,2,3,3,2,2,2,3,3,3,1,2,3,1,3,6,3,5,0,0,0,5,5,5,4.553876892,1,3
4505,1,0,2,1,1,2,2,1,2,1,3,2,1,2,2,2,2,2,4,4,3,1,4,1,1,4,9,1,1,6,4,6,1,4,3,0,4,2,5,2,5.940171253,4,1
4506,1,0,1,1,1,1,2,1,2,1,2,3,3,1,2,2,1,4,2,3,2,3,4,4,3,4,1,6,1,3,5,6,2,4,3,0,4,2,5,2,5.560681631,3,1
4508,1,0,1,1,2,2,2,1,2,2,3,3,3,1,3,3,1,3,3,4,3,1,3,2,2,3,2,9,1,3,1,2,3,7,0,0,4,0,5,0,5.347107531,3,4
4510,1,0,1,1,1,1,1,1,1,1,3,3,3,1,1,3,1,3,3,4,3,3,4,4,3,3,2,5,1,4,2,4,1,4,0,8,1,4,5,4,5.521460918,3,3
4516,2,1,2,2,2,2,2,1,2,1,3,3,3,2,3,3,1,3,3,3,2,2,2,3,3,4,8,1,1,7,2,3,9,4,3,11,4,0,5,0,4.17438727,1,4
4521,2,1,1,2,2,2,1,2,1,2,3,3,3,1,3,2,1,2,4,4,2,3,3,4,3,4,3,1,2,1,1,4,6,4,1,0,4,4,5,4,5.991464547,4,2
4522,1,0,0,0,0,1,1,1,1,1,3,3,4,1,3,3,1,4,4,3,3,2,3,4,3,3,1,6,1,4,3,9,4,4,0,15,0,0,5,0,4.828313737,2,3
4523,1,0,1,1,2,1,1,2,1,2,3,3,4,1,3,3,1,3,3,2,3,2,3,4,3,5,2,1,3,4,1,6,4,4,3,28,5,4,5,4,4.094344562,1,2
4526,2,1,2,2,1,2,1,1,1,1,3,2,3,2,3,2,1,3,3,3,2,2,2,3,3,3,2,3,1,8,2,4,8,4,1,15,4,7,5,7,5.686975356,3,2
4530,1,0,1,2,1,1,1,1,2,1,3,2,2,1,3,3,1,3,3,3,2,2,2,5,3,3,1,2,1,7,2,4,3,4,0,10,4,4,5,4,4.976733742,2,1
4531,1,0,1,2,2,1,2,1,1,1,3,3,2,1,4,3,1,3,3,2,2,3,3,2,4,4,2,1,1,8,2,1,4,4,0,0,4,4,5,4,5.272999559,2,4
4533,1,0,2,2,1,1,2,1,2,1,2,3,2,2,2,2,1,2,3,1,3,3,4,1,3,4,8,1,1,2,2,1,5,4,0,8,0,2,5,2,4.553876892,1,1
4534,1,0,1,1,1,1,1,1,2,1,2,3,2,1,3,3,1,2,3,2,2,1,1,3,3,3,2,1,1,3,2,4,3,4,0,0,0,0,5,0,5.37815,3,4
4536,2,1,1,2,2,2,1,1,2,1,2,3,2,1,3,3,1,3,3,2,2,3,3,4,3,3,1,2,1,3,4,4,3,4,0,15,4,0,5,0,5.703782475,3,4
4537,2,1,1,1,1,1,1,1,1,1,3,3,4,2,3,2,1,3,2,4,2,2,3,4,2,3,1,2,1,4,2,4,1,4,0,0,4,4,5,4,5.857933154,4,3
4540,2,1,2,2,1,2,2,1,2,1,3,3,3,1,2,2,1,3,4,3,3,3,3,2,3,4,1,3,1,2,2,6,9,7,0,11,1,0,5,0,5.272999559,2,3
4541,1,0,1,1,1,1,2,1,2,2,2,2,3,2,2,2,1,3,2,2,1,1,1,2,3,3,3,1,1,6,1,4,6,4,0,0,4,0,5,0,4.553876892,1,1
4546,1,0,1,1,1,1,2,1,1,1,4,4,4,2,2,2,1,3,5,4,4,2,4,3,4,4,8,2,1,4,2,1,4,4,0,26,4,3,5,3,4.976733742,2,2
4547,2,1,1,2,1,1,2,2,1,1,3,3,3,1,3,2,1,3,4,3,2,1,3,4,4,3,1,8,2,1,2,3,9,2,0,0,3,2,5,2,6.902742737,5,1
4549,1,0,1,1,2,1,1,2,1,1,3,2,2,1,3,3,1,3,3,3,3,2,3,3,3,3,2,8,2,1,3,4,2,4,0,0,0,0,5,0,5.37815,3,4
4550,1,0,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,3,2,2,2,2,1,4,3,3,10,8,1,8,1,1,4,2,0,0,4,0,5,0,5.192956851,2,3
4555,1,0,1,1,1,2,1,2,2,1,2,2,2,1,3,2,1,2,2,2,2,3,1,4,3,3,8,2,2,3,2,9,4,4,0,0,5,4,5,4,6.098074282,4,4
4559,1,0,0,3,3,3,2,1,1,1,4,4,5,1,4,4,1,2,3,4,1,1,1,5,3,3,1,6,1,4,3,5,6,2,0,26,4,0,5,0,4.976733742,2,4
4561,1,0,1,1,1,1,1,1,2,2,2,2,3,2,3,3,1,3,3,2,2,2,2,4,3,3,1,3,1,3,1,1,4,4,0,0,3,4,5,4,4.553876892,1,1
4563,2,1,1,1,1,2,2,1,2,2,3,2,3,2,3,3,1,3,3,3,2,2,2,4,3,3,2,1,1,6,1,4,6,4,0,15,0,0,5,0,5.37815,3,4
4564,1,0,1,1,1,1,1,1,2,1,4,3,4,1,3,2,1,2,4,4,2,2,1,5,4,3,1,7,1,2,2,6,4,7,0,0,4,4,5,4,4.941642423,2,1
4567,2,1,1,2,1,1,1,1,2,2,3,3,2,2,3,3,1,3,3,2,2,2,2,1,2,2,3,2,1,2,1,1,3,4,3,0,4,1,5,1,5.598421959,3,3
4572,1,0,1,1,0,1,1,1,2,1,3,3,3,2,3,3,1,3,4,3,2,3,3,3,2,3,1,2,1,2,2,4,1,4,3,27,5,4,5,4,4.553876892,1,4
4573,1,0,0,1,2,2,1,1,1,1,4,3,2,1,4,3,1,2,4,4,2,2,2,3,4,4,1,2,5,1,2,4,1,5,0,0,0,4,5,4,5.37815,3,2
4574,1,0,1,1,1,1,1,1,2,2,4,3,5,1,1,3,1,3,4,5,2,1,1,5,3,2,3,9,1,2,1,4,6,4,0,4,4,4,5,4,5.272999559,2,4
4577,2,1,1,1,1,1,2,1,1,1,3,3,3,2,2,2,1,2,3,3,2,1,3,3,2,3,6,8,1,4,4,3,5,4,0,0,5,0,5,0,5.192956851,2,3
4578,1,0,2,1,1,1,1,2,1,1,2,2,2,2,3,2,1,3,2,2,1,1,1,4,3,3,1,3,2,1,3,4,5,4,3,0,1,4,5,4,5.579729826,3,1
4579,1,0,1,1,1,1,1,2,1,2,3,3,3,1,3,2,1,3,4,3,2,1,2,3,4,4,1,2,2,1,1,4,1,7,3,15,2,4,5,4,5.991464547,4,4
4581,1,0,1,1,1,1,2,1,1,1,3,3,2,1,2,2,1,2,4,3,1,1,3,1,4,5,2,1,1,4,4,1,3,2,0,0,4,1,5,1,5.272999559,2,1
4583,1,0,0,0,1,1,1,1,2,1,3,3,4,2,2,3,1,3,3,3,3,2,3,4,3,4,1,7,1,3,2,8,3,4,0,15,0,0,5,0,5.37815,3,1
4584,1,0,1,2,2,1,1,1,2,1,3,4,4,1,3,4,1,4,3,2,3,3,4,5,4,4,1,4,1,2,2,9,1,4,3,0,3,4,5,4,5.298317367,2,4
4586,1,0,2,1,1,1,2,1,1,1,3,3,3,2,2,3,1,3,3,3,3,3,3,3,3,3,2,6,1,4,3,3,1,4,0,0,0,0,5,0,4.744932128,2,2
4587,2,1,1,2,2,1,2,1,1,1,3,3,3,1,2,1,1,3,4,4,2,2,3,3,3,4,2,8,1,4,2,1,2,2,0,0,2,7,5,7,5.347107531,3,2
4588,1,0,0,2,1,1,1,1,2,1,3,2,2,2,2,2,2,2,3,2,2,1,2,4,2,3,6,1,1,7,3,3,6,2,3,0,5,7,5,7,5.799092654,4,2
4590,1,0,1,2,2,2,2,1,2,1,3,2,2,1,2,3,1,3,3,3,3,3,3,3,3,2,1,8,1,2,4,5,9,4,0,0,0,0,5,0,4.976733742,2,1
4592,2,1,1,1,1,1,1,1,2,1,3,3,4,2,3,3,1,4,4,3,2,3,3,5,3,4,1,2,1,6,3,4,2,4,0,15,0,0,5,0,3.80666249,1,4
4593,1,0,1,1,2,1,2,1,1,1,3,2,1,2,3,2,1,3,3,3,2,2,3,3,3,4,3,1,1,4,2,5,1,4,3,21,4,2,5,2,5.393627546,3,1
4594,1,0,2,2,2,1,1,1,2,2,4,3,2,2,2,1,2,3,4,4,2,2,2,3,3,3,1,8,1,2,1,3,1,4,0,0,0,0,5,0,5.37815,3,4
4598,1,0,1,1,2,1,2,2,2,1,2,2,3,2,3,3,1,3,3,2,2,2,2,4,3,3,2,6,3,2,3,4,3,4,0,0,0,0,5,0,4.65396035,2,1
4604,1,0,2,2,1,1,2,1,2,1,3,3,3,1,2,4,1,3,4,3,3,2,1,3,3,3,2,3,1,2,2,1,3,4,0,21,4,0,5,0,5.272999559,2,4
4605,2,1,1,2,1,1,1,1,2,2,3,3,3,1,2,2,2,3,4,3,2,1,1,4,3,3,3,1,1,2,1,4,5,4,0,0,5,4,5,4,4.553876892,1,3
4608,2,1,1,2,2,2,1,1,2,1,3,2,2,1,2,2,1,3,2,4,1,1,1,3,3,2,1,2,1,6,2,4,2,4,0,0,4,7,5,7,5.438079309,3,4
4609,1,0,1,2,1,1,1,1,2,2,3,3,4,1,3,3,1,3,3,3,3,3,3,4,3,3,3,6,1,2,1,6,4,2,0,0,4,0,5,0,5.940171253,4,4
4610,2,1,0,1,2,1,1,1,1,1,3,3,3,1,3,3,1,3,4,2,1,3,2,3,4,4,1,9,1,4,5,3,4,4,3,0,5,5,5,5,4.605170186,1,4
4613,1,0,1,1,1,1,1,1,2,2,3,3,3,1,2,2,1,2,3,2,2,3,3,4,3,3,1,8,1,3,1,4,3,4,3,0,4,7,5,7,5.480638923,3,3
4614,2,1,1,1,1,1,2,1,2,2,3,3,3,1,2,2,2,3,3,3,2,1,2,3,3,4,1,3,1,3,1,5,3,4,0,0,4,0,5,0,4.976733742,2,4
4615,0,0,2,2,1,1,1,2,2,1,3,3,3,2,1,3,1,3,3,3,1,1,1,3,3,3,3,1,2,3,2,4,1,4,0,0,4,4,5,4,4.976733742,2,2
4621,1,0,1,1,1,1,1,1,2,1,2,3,3,2,2,2,1,3,3,2,2,3,2,4,3,3,6,1,1,7,2,4,5,4,2,21,4,4,5,4,5.010635294,2,4
4622,1,0,1,2,1,1,2,1,1,1,3,2,2,2,2,2,1,3,3,3,2,2,2,2,3,4,2,9,1,4,3,2,3,4,3,0,4,2,5,2,4.553876892,1,1
4627,1,0,1,1,1,1,1,1,1,1,3,3,3,1,3,3,1,3,3,3,3,2,3,4,4,4,2,1,5,1,2,1,9,7,1,0,3,7,5,7,6.204557763,4,3
4631,1,0,1,1,2,2,1,1,1,1,3,3,3,1,2,2,1,3,3,4,1,1,1,4,3,3,6,9,1,8,2,4,3,4,0,0,4,0,5,0,5.043425117,2,4
4633,1,0,2,1,2,1,2,1,2,1,2,2,3,3,2,2,1,2,3,1,1,1,1,1,2,2,2,1,1,3,2,1,3,4,0,0,4,2,5,2,5.978885765,4,1
4634,1,0,2,2,1,2,2,1,2,1,3,3,3,1,3,3,1,4,3,3,3,2,3,2,4,4,6,2,1,3,2,1,3,7,0,0,4,1,5,1,5.272999559,2,1
4636,1,0,1,2,1,1,1,1,2,1,3,3,2,2,2,3,1,3,3,2,3,2,3,1,3,4,1,3,1,2,2,4,1,4,0,0,4,4,5,4,5.272999559,2,4
4641,2,1,1,2,1,2,2,1,2,1,2,2,3,2,2,3,1,3,2,3,2,2,1,2,2,3,2,1,1,2,3,6,3,4,0,5,0,0,5,0,5.37815,3,2
4646,1,0,1,1,1,2,2,2,1,1,5,4,3,1,3,2,1,4,5,5,1,1,1,5,3,4,8,3,2,4,4,3,1,4,0,0,0,0,5,0,4.553876892,1,4
4649,1,0,1,2,1,1,2,1,1,1,3,4,3,2,3,2,1,2,4,2,2,3,4,4,4,4,6,2,1,4,2,1,3,4,3,26,1,2,5,2,5.105945474,2,1
4650,1,0,0,2,2,1,1,1,1,1,2,3,3,2,3,3,1,3,3,2,3,1,2,4,3,3,1,8,1,4,2,1,4,4,0,15,4,5,5,5,5.220355825,2,1
4653,2,1,1,2,2,1,1,1,1,1,3,3,3,1,3,2,1,3,3,2,4,2,4,1,4,4,1,3,4,1,2,1,6,4,0,0,4,4,5,4,6.204557763,4,4
4660,1,0,1,2,1,1,1,1,1,1,2,2,2,1,3,3,1,3,2,3,2,2,2,3,3,3,1,10,1,5,3,4,3,4,0,21,0,4,5,4,4.17438727,1,1
4663,1,0,1,1,1,1,1,1,2,1,4,3,3,1,3,4,1,5,5,3,3,2,4,5,2,4,1,7,1,3,2,4,6,5,0,0,1,1,5,1,5.438079309,3,4
4664,2,1,1,2,2,1,2,2,2,1,3,3,4,2,3,3,1,3,4,2,2,3,4,2,3,4,1,7,7,2,2,1,6,4,0,9,4,5,5,5,5.926926026,4,1
4666,0,0,0,0,0,0,2,1,2,1,2,3,2,1,2,4,1,3,2,2,2,3,3,4,3,4,2,3,4,2,2,1,5,4,3,0,4,2,5,2,5.686975356,3,1
4669,2,1,2,2,2,2,1,1,2,1,4,4,4,1,3,3,1,5,4,4,2,4,3,5,4,4,2,8,1,2,2,4,6,4,3,0,4,0,5,0,5.521460918,3,4
4671,1,0,1,1,1,1,1,1,1,2,4,3,4,2,2,3,1,3,3,5,3,2,4,3,3,3,1,10,5,4,1,5,4,4,0,0,3,0,5,0,4.553876892,1,4
4672,0,0,1,1,1,1,1,2,1,1,2,2,1,1,2,3,1,3,2,2,2,2,2,1,3,4,2,1,3,1,3,4,2,4,3,0,5,4,5,4,4.976733742,2,4
4674,1,0,1,1,1,1,2,1,1,1,4,3,2,1,2,3,1,4,4,4,2,2,3,2,3,3,2,6,1,4,2,1,3,4,0,0,5,0,5,0,4.700480366,2,1
4675,2,1,1,2,2,1,1,1,2,1,3,3,3,2,2,2,1,3,2,3,2,2,1,3,2,3,1,2,1,7,2,4,3,4,0,0,4,1,5,1,5.135798437,2,4
4676,2,1,1,1,1,1,2,1,2,1,3,3,4,2,2,2,2,3,3,3,3,3,4,5,3,3,1,3,1,2,4,9,1,4,0,0,4,0,5,0,4.382026635,1,4
4688,1,0,1,1,1,1,2,1,2,1,3,1,1,1,2,3,1,3,3,3,2,1,1,2,3,3,1,8,1,3,2,5,9,4,0,0,0,4,5,4,4.317488114,1,3
4690,1,0,1,1,1,1,1,1,2,1,3,2,1,1,2,3,1,3,3,3,3,3,3,3,2,4,8,1,1,2,2,4,1,4,0,11,0,4,5,4,4.317488114,1,4
4691,2,1,2,2,2,2,1,1,1,1,3,3,3,1,3,2,1,2,3,3,3,3,3,4,2,3,6,2,4,1,2,3,4,4,0,26,5,4,5,4,5.192956851,2,4
4692,1,0,1,1,1,1,2,2,2,1,2,2,2,2,3,3,1,2,2,2,2,1,1,2,2,3,6,8,7,2,2,4,5,4,0,0,5,0,5,0,5.272999559,2,4
4693,2,1,1,1,1,1,1,1,2,1,4,4,3,1,4,3,1,3,5,4,3,3,5,5,5,5,1,5,1,3,2,1,4,4,0,4,5,7,5,7,4.317488114,1,2
4699,1,0,0,1,1,2,1,2,2,1,4,3,3,1,2,2,1,4,4,4,3,3,3,3,3,3,1,8,3,9,4,1,4,4,3,0,0,0,5,0,5.37815,3,1
4701,1,0,1,2,1,1,2,1,1,1,3,3,3,1,3,3,1,3,3,3,2,3,2,3,3,3,1,2,1,5,2,3,1,3,3,0,3,3,5,3,5.135798437,2,1
4703,1,0,1,1,1,1,1,1,2,2,3,3,3,1,3,2,1,3,3,3,2,2,2,4,3,3,1,8,1,9,1,4,6,4,0,2,4,6,5,6,5.634789603,3,1
4704,1,0,1,1,1,1,2,1,2,1,3,3,5,2,2,3,2,3,4,3,3,3,3,5,3,3,2,3,1,2,2,6,9,4,3,0,0,7,5,7,5.37815,3,3
4707,1,0,0,1,1,1,1,1,1,2,3,3,3,2,3,3,1,3,3,3,2,2,2,4,3,3,3,1,1,5,1,4,5,7,0,0,5,0,5,0,4.976733742,2,4
4709,2,1,1,2,1,1,1,1,2,1,2,3,3,1,3,3,1,3,2,3,2,3,2,3,3,3,9,8,1,2,3,1,6,4,0,0,0,4,5,4,4.290459441,1,4
4710,1,0,1,2,1,2,1,1,2,1,4,3,3,1,4,4,1,4,4,4,3,2,3,5,4,4,1,8,1,3,2,1,6,4,0,0,4,5,5,5,5.272999559,2,1
4711,1,0,1,1,1,1,1,1,1,1,2,2,2,2,3,3,1,2,3,2,2,1,1,3,3,3,3,8,1,4,4,4,9,4,0,0,4,4,5,4,5.634789603,3,4
4714,1,0,2,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,3,2,1,2,3,9,1,1,6,2,4,9,4,0,18,1,2,5,2,5.978885765,4,1
4715,3,1,0,2,1,1,1,1,2,1,2,2,3,2,3,1,1,3,3,2,2,2,2,4,3,4,1,3,1,2,3,9,6,4,0,0,2,4,5,4,6.684611728,5,3
4720,1,0,0,1,1,1,1,2,2,1,2,2,1,2,2,2,1,3,2,2,2,2,1,2,3,3,3,1,2,3,2,4,3,4,0,0,0,0,5,0,5.37815,3,4
4721,1,0,1,1,1,1,1,2,2,2,3,2,4,2,2,3,2,3,3,2,3,2,3,3,3,4,5,1,3,2,1,6,1,4,0,26,0,0,5,0,4.553876892,1,1
4722,1,0,1,1,1,2,2,2,1,1,2,3,3,2,2,2,1,2,2,3,2,1,2,4,3,4,3,1,3,1,2,6,2,2,0,0,4,2,5,2,4.905274778,2,1
4727,2,1,2,2,2,1,2,2,1,2,4,4,4,1,1,2,1,3,4,3,3,2,2,4,2,3,3,1,2,1,1,4,5,4,0,24,1,4,5,4,5.634789603,3,4
4728,2,1,1,2,3,2,1,1,2,1,3,3,5,2,1,2,1,2,4,3,2,1,3,5,2,2,1,3,1,2,2,6,4,4,0,15,4,2,5,2,5.521460918,3,3
4731,2,1,0,2,2,2,1,1,2,1,4,2,1,2,2,4,1,2,4,4,3,2,4,3,3,4,8,5,1,2,2,1,7,5,0,0,0,0,5,0,4.007333185,1,3
4732,1,0,1,2,2,1,1,2,1,2,3,3,4,1,1,2,2,3,3,3,1,1,1,5,2,4,3,1,2,1,1,9,4,7,0,30,4,7,5,7,5.480638923,3,3
4733,1,0,0,1,1,0,1,1,2,1,4,3,3,1,3,3,1,3,4,4,3,3,3,4,4,4,8,2,1,7,5,5,4,4,0,0,4,4,5,4,4.553876892,1,4
4737,1,0,2,1,1,2,2,2,2,2,3,3,3,2,3,3,1,3,3,3,2,1,2,1,3,4,1,3,3,2,8,6,2,7,0,6,5,7,5,7,6.204557763,4,3
4741,2,1,2,2,1,2,2,1,2,1,4,4,5,1,3,3,1,3,4,4,3,2,2,5,4,4,2,8,1,2,2,2,3,4,0,0,0,3,5,3,4.976733742,2,3
4743,2,1,1,1,2,1,1,1,1,2,2,3,3,2,3,2,1,3,2,2,2,2,2,3,3,3,1,2,1,5,1,4,1,4,3,0,4,4,5,4,5.347107531,3,1
4745,2,1,1,1,1,1,2,1,2,1,3,3,2,1,3,3,1,3,2,3,3,2,3,3,3,3,1,2,1,3,4,1,6,7,3,9,0,5,5,5,5.37815,3,1
4756,1,0,1,1,1,1,1,1,2,1,4,3,3,2,3,2,1,3,4,4,2,2,2,4,2,3,2,1,1,3,2,1,4,7,1,0,5,7,5,7,4.976733742,2,2
4759,1,0,2,1,3,1,1,1,1,1,3,3,3,2,3,5,1,3,3,3,2,2,2,3,2,3,2,1,1,4,2,3,1,7,0,2,3,7,5,7,5.501258211,3,3
4762,2,1,1,1,2,2,1,1,2,1,4,4,4,1,2,3,1,4,4,4,2,3,4,5,4,4,1,2,1,3,2,1,4,2,0,0,4,4,5,4,5.703782475,3,1
4765,1,0,0,1,0,1,1,2,2,2,3,2,2,1,3,3,1,3,3,3,2,2,1,1,4,4,1,8,3,6,1,4,3,4,0,0,1,1,5,1,5.075173815,2,4
4768,2,1,1,1,2,1,2,1,2,2,2,3,3,1,3,2,1,3,3,3,3,1,3,3,2,3,1,3,1,2,1,4,6,5,0,20,5,5,5,5,5.272999559,2,3
4772,1,0,1,1,1,1,2,1,2,1,4,3,4,1,2,3,1,4,4,4,3,2,4,2,3,3,3,2,1,2,2,1,9,4,0,0,3,0,5,0,5.105945474,2,1
4773,2,1,2,1,1,1,1,2,2,2,3,3,1,2,2,2,1,3,3,4,1,2,1,1,3,3,2,1,2,3,1,4,1,4,0,21,4,5,5,5,5.272999559,2,2
4777,1,0,1,2,2,1,1,2,1,2,3,3,2,1,4,3,1,3,4,3,3,2,3,3,3,4,2,3,6,8,1,4,3,4,0,0,5,4,5,4,5.272999559,2,4
4779,2,1,1,0,1,1,2,1,2,1,3,3,3,1,3,3,1,2,4,3,2,1,2,4,3,3,1,2,1,2,4,9,6,7,0,9,1,2,5,2,6.204557763,4,1
4785,2,1,1,1,1,1,2,1,2,2,2,3,3,2,3,2,1,3,2,3,3,2,3,1,3,3,5,6,4,6,7,6,4,4,0,0,4,2,5,2,5.991464547,4,1
4786,1,0,2,1,1,2,2,1,2,1,3,3,4,1,2,3,1,4,4,3,3,1,4,2,3,3,1,3,1,2,2,9,4,7,0,15,4,0,5,0,5.991464547,4,1
4787,1,0,2,1,0,1,2,2,2,1,3,3,3,2,4,3,1,3,4,3,2,1,2,4,3,3,3,1,2,3,2,5,6,4,0,15,5,0,5,0,4.317488114,1,4
4789,2,1,1,1,1,1,2,1,1,1,2,3,3,1,4,4,1,3,3,2,3,2,4,5,4,3,2,1,1,4,2,1,3,4,3,0,4,7,5,7,6.204557763,4,3
4790,1,0,1,1,2,1,1,1,2,1,3,3,2,1,3,4,1,3,3,3,3,2,2,3,3,2,6,2,1,3,4,5,4,2,0,0,4,0,5,0,5.192956851,2,4
4791,1,0,0,1,1,0,1,2,1,1,3,2,2,1,3,2,2,3,3,3,1,1,1,2,3,3,2,1,2,1,2,4,6,4,0,0,5,0,5,0,5.857933154,4,4
4792,1,0,1,2,1,1,1,1,2,2,4,3,4,2,1,2,1,3,4,3,3,1,3,5,3,4,1,8,1,2,1,2,1,4,1,0,0,2,5,2,4.828313737,2,1
4793,2,1,1,1,2,2,1,2,2,1,3,2,2,2,3,2,1,3,2,4,1,1,1,4,2,3,3,8,2,3,2,4,1,4,0,27,4,4,5,4,4.553876892,1,2
4796,1,0,1,1,1,1,1,1,2,1,2,3,2,1,3,3,1,3,2,2,2,4,1,1,3,4,1,8,1,2,2,4,3,4,0,0,4,6,5,6,5.393627546,3,1
4797,1,0,2,2,1,2,1,1,2,1,3,2,2,2,3,3,1,2,3,3,2,2,2,5,3,3,8,2,1,2,2,4,9,4,0,0,4,5,5,5,5.752572639,4,4
4799,1,0,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,3,4,4,2,8,2,7,2,4,3,4,0,0,0,0,5,0,4.976733742,2,3
4801,2,1,0,2,2,1,1,1,1,1,4,4,5,1,3,3,1,3,4,4,4,4,4,5,5,5,2,8,1,4,2,4,3,4,3,0,3,4,5,4,6.796823718,5,4
4802,1,0,1,1,1,1,1,1,2,1,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,3,9,4,9,2,6,4,7,0,0,1,4,5,4,4.976733742,2,2
4803,0,0,2,1,1,1,2,2,2,1,3,3,3,2,2,3,1,3,4,3,4,2,3,1,2,4,6,9,3,2,2,1,2,4,3,11,4,7,5,7,4.941642423,2,2
4804,1,0,1,1,1,1,2,1,1,1,3,3,3,2,2,2,1,2,4,3,2,1,4,3,3,4,8,1,1,8,2,1,2,4,0,5,4,0,5,0,4.976733742,2,3
4806,1,0,1,1,1,1,1,1,2,1,3,2,2,2,3,2,1,3,3,2,3,1,2,3,3,3,8,2,1,6,3,4,9,4,3,0,2,0,5,0,5.978885765,4,1
4808,1,0,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,3,1,2,2,2,2,3,3,4,1,4,1,5,2,1,4,4,3,0,5,2,5,2,4.976733742,2,1
4810,1,0,1,2,1,1,1,1,1,1,2,2,2,2,3,3,1,3,3,2,2,2,2,3,3,4,1,2,1,4,2,4,5,4,0,21,4,4,5,4,5.480638923,3,3
4812,1,0,1,1,1,1,2,2,2,2,2,3,3,2,2,3,1,3,2,3,2,3,2,4,4,4,1,7,2,3,1,1,3,2,3,30,3,2,5,2,5.703782475,3,1
4817,2,1,1,1,1,1,1,1,1,1,3,3,3,1,4,3,1,1,4,3,1,1,1,5,3,3,1,7,1,8,2,4,6,4,0,0,4,0,5,0,4.553876892,1,4
4820,1,0,1,1,1,1,1,1,2,1,4,3,3,1,2,3,1,4,4,4,2,2,2,5,4,4,1,2,1,3,2,1,6,4,0,26,4,7,5,7,5.105945474,2,4
4823,1,0,2,1,2,1,1,1,1,1,3,2,2,2,3,1,1,3,3,2,2,2,2,3,3,3,6,1,1,4,2,4,3,4,0,0,4,0,5,0,5.521460918,3,2
4825,1,0,0,1,2,2,1,1,2,1,2,2,1,2,2,1,1,3,2,1,1,3,1,4,2,4,2,8,1,2,4,4,3,4,0,0,0,4,5,4,5.37815,3,4
4828,1,0,1,2,2,1,2,1,2,1,3,3,3,1,2,3,1,3,3,3,3,2,2,2,3,3,3,8,1,2,2,1,4,4,0,0,0,0,5,0,4.317488114,1,4
4829,1,0,1,2,1,1,1,2,1,1,4,3,3,2,2,2,2,4,4,4,3,2,5,4,3,3,1,6,3,1,2,1,6,4,0,0,4,7,5,7,5.501258211,3,2
4830,2,1,2,2,2,2,1,2,2,2,3,3,3,1,3,3,1,4,4,4,2,3,2,4,3,3,3,1,2,3,1,4,9,2,0,0,4,0,5,0,5.416100402,3,1
4833,1,0,1,1,2,1,1,2,1,1,3,3,2,1,4,4,1,3,4,3,3,2,2,3,3,3,8,7,3,1,3,8,3,4,0,8,0,4,5,4,5.37815,3,4
4837,2,1,1,1,2,2,1,1,2,1,3,3,3,1,3,3,1,2,3,3,1,2,1,5,4,4,1,3,1,2,2,4,5,4,0,0,4,4,5,4,5.480638923,3,4
4840,1,0,1,1,1,1,2,1,2,2,2,2,3,1,2,2,2,3,2,2,1,1,1,1,2,3,1,3,1,2,1,4,5,7,0,0,4,4,5,4,4.828313737,2,3
4845,1,0,1,1,1,1,2,1,2,2,3,3,3,2,2,2,1,3,3,3,2,2,2,2,3,3,1,2,1,2,1,6,1,2,0,0,1,7,5,7,5.298317367,2,2
4846,2,1,1,2,2,2,1,1,1,1,2,3,3,1,3,2,1,3,2,2,2,2,3,3,3,3,2,6,1,8,2,4,5,4,0,0,3,7,5,7,4.317488114,1,4
4849,1,0,0,1,1,2,1,2,1,1,3,2,2,2,3,3,1,4,3,3,2,4,3,3,3,3,2,1,2,1,2,4,5,7,0,15,4,0,5,0,4.553876892,1,2
4857,1,0,1,1,1,1,1,1,2,1,3,3,3,2,3,3,1,3,3,3,3,2,3,4,3,3,7,1,1,2,2,3,1,4,0,0,0,0,5,0,4.553876892,1,4
4860,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,3,1,2,2,2,2,1,2,5,3,3,3,1,2,6,1,1,4,4,3,21,5,4,5,4,4.976733742,2,1
4862,2,1,1,1,1,1,1,1,2,2,2,2,4,2,1,2,2,3,2,2,2,1,2,5,3,3,1,7,1,2,7,6,4,4,0,15,0,4,5,4,4.553876892,1,1
