BYSID,Influence_cate,Influence_cate_one,Feeling_cate,consideration_cate,Intuition_cate,Sensing_cate,GENDER,jobselect1st,jobselect2nd,jobSuccess,careerMaturity_cate,selfConcept_cate,lifeSelfConfidence_cate,emotionalStability_cate,schLecSatisfi_cate,schFacilSatisfi_cate,teacherRel_cate,careerInfo_cate,selfUnderstanding_cate,careerSelfEfficacy_cate,liberalArts_cate,naturalSciences_cate,foreignLanguage_cate,physical_cate,faAttention_cate,moAttention_cate,BYS22001,BYS22002,BYS23002,BYS23003,BYS23004,BYS04008,BYS04009,sch_code,AT_05,club,father_job,col_major,h_major,col_major,LN_house_income,house_income_cat,J007C
6116,1,0,0,1,1,1,1,1,2,1,3,2,2,2,3,3,1,2,3,3,3,2,3,2,3,3,1,9,1,6,3,4,1,9,2,0,1,4,2,4,5.075173815,2,4
6122,1,0,1,1,1,1,1,1,2,1,3,3,2,3,3,3,1,4,4,3,3,2,3,3,3,3,2,1,1,6,4,4,5,8,1,1,4,4,1,4,6.214608098,4,4
6124,1,0,1,2,1,1,1,1,1,1,3,2,2,3,3,2,1,3,4,2,2,1,2,4,2,3,1,9,1,4,2,4,3,8,1,0,0,0,1,0,4.553876892,1,4
6125,2,1,1,2,2,1,1,2,2,1,3,3,2,1,2,3,1,3,4,3,1,3,2,3,2,3,1,9,3,2,3,4,1,9,2,0,4,4,2,4,5.703782475,3,2
6127,2,1,1,1,2,2,1,1,2,1,3,3,3,2,3,3,1,4,4,2,3,1,3,5,4,2,2,1,1,6,2,1,4,8,1,0,3,4,1,4,5.978885765,4,3
6128,1,0,1,2,1,1,1,2,2,1,3,3,2,1,2,2,1,3,4,2,3,3,1,3,4,3,1,3,2,3,2,4,1,8,1,0,4,7,1,7,5.247024072,2,2
6129,2,1,1,2,2,1,2,1,2,1,4,2,3,1,3,3,1,3,4,5,3,4,4,4,5,5,6,2,1,2,2,3,1,9,2,0,1,4,2,4,4.976733742,2,4
6137,2,1,1,1,2,2,2,1,2,1,4,4,4,1,3,3,1,2,3,5,3,2,4,3,4,4,2,1,1,2,2,1,6,8,1,0,1,1,1,1,6.388561406,5,1
6142,1,0,1,1,1,1,1,2,1,1,3,3,3,2,3,3,1,3,4,3,1,3,2,4,3,3,1,9,2,1,2,1,4,9,2,0,4,4,2,4,5.220355825,2,1
6147,2,1,1,1,1,1,1,2,1,2,3,3,2,2,2,2,1,3,4,3,2,1,3,3,4,4,1,8,2,1,1,3,1,8,1,0,4,4,1,4,5.616771098,3,4
6148,2,1,1,1,1,2,2,1,1,1,4,3,2,1,3,4,1,3,4,3,3,4,5,2,4,4,10,2,1,5,2,1,3,9,2,11,4,5,2,5,5.686975356,3,4
6156,2,1,1,2,2,2,1,1,2,1,3,3,4,1,2,2,1,3,4,3,3,2,3,4,2,3,1,9,1,3,4,4,6,8,1,26,3,2,1,2,5.459585514,3,1
6159,1,0,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,3,2,1,1,2,1,2,2,4,2,1,1,9,3,4,1,9,2,0,1,5,2,5,5.598421959,3,4
6162,2,1,0,2,1,2,1,1,2,2,2,2,3,2,2,3,1,3,1,2,3,2,2,3,2,3,1,2,1,2,8,4,3,8,1,18,3,0,1,0,5.940171253,4,3
6165,2,1,1,2,1,1,1,1,2,1,3,3,3,1,3,2,1,2,3,3,3,2,2,5,4,4,2,1,1,9,2,4,1,9,0,0,5,4,2,4,4.553876892,1,4
6167,1,0,1,1,1,1,2,1,1,1,3,3,3,1,2,3,1,2,3,3,4,2,4,1,3,3,8,2,1,4,2,5,1,8,1,0,0,1,1,1,5.164785974,2,1
6169,2,1,1,2,1,1,2,1,1,1,3,3,3,2,3,3,1,3,3,3,3,4,3,3,3,4,2,4,4,1,4,1,3,8,1,24,1,0,1,0,5.978885765,4,1
3001,1,0,1,1,1,1,1,1,2,1,3,2,2,1,2,2,1,3,3,3,2,2,2,2,3,3,9,8,1,6,3,4,3,4,2,0,5,4,5,4,5.272999559,2,1
3003,2,1,0,2,2,1,2,1,1,1,4,3,3,1,3,2,1,3,4,4,3,3,4,3,3,4,2,4,1,4,2,3,6,7,0,0,1,4,5,4,5.686975356,3,1
3005,1,0,1,1,1,1,1,1,2,1,2,2,2,2,3,3,1,3,3,2,2,2,2,3,3,3,3,6,4,3,4,4,2,4,3,0,4,4,5,4,4.941642423,2,4
3006,2,1,0,1,1,1,1,1,2,1,3,3,3,2,3,3,1,3,4,3,3,3,3,4,4,4,1,3,1,2,4,1,4,4,3,0,2,4,5,4,5.416100402,3,4
3012,1,0,1,1,1,1,1,1,1,1,4,3,4,2,3,2,1,3,4,4,3,2,3,5,4,3,3,1,1,4,3,1,5,4,0,0,4,7,5,7,5.347107531,3,4
3013,1,0,2,2,2,2,1,1,1,1,3,3,3,1,3,3,1,3,3,4,2,4,2,4,4,4,2,6,4,1,4,4,5,5,0,0,4,5,5,5,4.976733742,2,4
3015,1,0,1,2,1,1,1,1,2,1,3,2,2,1,2,3,1,2,3,3,1,2,1,1,3,2,8,1,1,3,2,4,9,2,0,0,0,0,5,0,5.37815,3,3
3016,1,0,1,1,1,1,2,1,2,1,3,3,3,1,3,2,1,2,3,3,1,1,2,3,4,4,2,1,1,2,2,3,6,4,0,0,5,0,5,0,4.553876892,1,4
3017,0,0,1,2,1,1,2,1,1,1,2,3,2,2,2,3,1,2,2,2,1,1,1,3,3,4,2,3,1,4,2,6,5,2,0,2,5,7,5,7,4.905274778,2,3
3018,2,1,1,2,2,2,1,1,2,2,2,3,3,2,2,1,1,3,3,2,2,2,1,5,3,3,3,1,4,2,1,4,1,4,0,27,4,4,5,4,5.298317367,2,4
3019,1,0,1,1,2,2,1,1,2,1,3,2,2,1,4,2,1,3,3,4,2,1,3,4,3,3,9,1,1,3,3,4,1,4,0,15,1,4,5,4,5.521460918,3,2
3020,2,1,1,2,2,1,1,1,1,1,3,3,3,1,3,3,1,4,4,3,3,1,3,4,3,3,1,2,1,4,2,1,4,4,3,5,5,4,5,4,4.442651256,1,1
3021,1,0,1,2,1,1,2,2,1,2,3,3,3,2,1,2,2,3,3,3,2,1,2,4,2,3,8,1,2,1,1,6,9,4,0,26,4,4,5,4,5.010635294,2,1
3022,2,1,2,1,2,1,2,1,2,1,4,3,3,2,2,2,1,4,4,4,2,1,2,4,3,4,1,2,1,3,3,3,5,4,0,0,4,0,5,0,4.787491743,2,1
3023,1,0,1,1,2,1,1,1,1,1,3,3,3,1,2,2,1,3,4,3,2,2,2,5,3,3,1,2,1,4,2,6,4,4,0,0,0,4,5,4,4.317488114,1,3
3024,1,0,1,1,1,1,1,1,1,1,2,2,2,2,3,3,1,3,3,2,2,1,1,3,2,4,1,2,1,4,2,4,1,4,0,0,1,5,5,5,6.109247583,4,4
3025,1,0,1,1,1,1,1,1,1,1,3,3,3,2,3,2,1,3,3,2,3,2,3,4,3,3,8,2,1,8,2,3,4,4,0,27,4,0,5,0,5.560681631,3,4
3026,2,1,1,2,1,1,2,1,2,1,3,3,3,2,2,3,1,3,3,3,2,2,2,4,4,4,1,2,1,2,2,6,2,4,0,26,4,0,5,0,5.799092654,4,1
3027,1,0,2,1,1,0,1,2,1,1,3,3,2,1,2,3,1,3,3,3,2,3,2,3,3,3,1,3,2,4,3,4,3,4,0,0,4,0,5,0,5.393627546,3,4
3030,1,0,1,1,1,1,2,1,2,1,2,3,2,2,1,2,1,3,2,2,3,3,4,2,2,3,2,6,1,3,4,4,5,2,1,0,1,2,5,2,5.192956851,2,1
3035,1,0,1,2,1,1,1,1,1,1,3,3,3,1,2,3,1,3,3,3,3,2,3,4,3,3,2,10,4,5,4,4,3,4,0,0,4,0,5,0,5.043425117,2,4
3036,2,1,1,2,2,2,1,2,2,1,3,3,4,1,3,2,1,3,3,3,4,2,5,5,4,5,3,9,2,6,2,3,1,4,3,0,1,2,5,2,5.075173815,2,2
3039,1,0,1,1,1,1,2,2,2,1,3,4,4,2,1,3,1,3,4,2,2,2,1,4,3,4,3,1,2,7,2,9,6,4,0,0,1,0,5,0,5.075173815,2,4
3043,1,0,1,1,1,1,2,2,1,1,3,3,3,2,4,4,1,3,4,3,3,2,3,4,3,3,10,1,3,5,2,9,1,4,3,21,4,0,5,0,5.347107531,3,1
3044,2,1,1,1,1,1,2,1,2,1,3,3,3,1,3,3,1,3,3,3,3,2,3,1,3,4,6,1,1,2,4,1,3,2,3,11,4,5,5,5,5.501258211,3,4
3046,1,0,2,1,1,2,2,1,2,1,3,3,2,2,2,2,1,3,4,2,2,1,3,2,3,4,1,2,1,9,4,4,5,4,0,0,0,0,5,0,4.17438727,1,1
3049,1,0,1,1,1,1,2,2,1,1,3,2,2,2,1,2,1,2,3,3,3,4,3,2,3,3,9,2,3,1,2,3,4,7,3,0,4,7,5,7,5.634789603,3,3
3051,2,1,2,2,2,2,1,1,2,1,4,4,4,2,2,1,1,4,4,4,3,3,5,4,2,3,3,6,1,2,4,1,4,4,3,18,4,7,5,7,4.976733742,2,2
3053,1,0,1,1,1,1,2,1,1,1,5,3,3,2,1,1,1,4,5,5,1,1,1,2,1,3,2,1,1,4,2,1,6,4,0,0,4,7,5,7,5.393627546,3,2
3056,2,1,1,2,1,1,1,1,1,1,4,4,4,1,3,2,1,3,4,4,1,1,1,4,3,2,3,2,4,1,3,4,1,4,0,0,0,5,5,5,4.317488114,1,4
3061,1,0,1,1,2,1,2,1,1,1,3,3,3,1,3,3,1,3,4,3,3,3,3,4,4,4,1,6,1,4,4,5,4,4,0,6,5,0,5,0,3.80666249,1,4
3066,2,1,2,2,2,2,2,1,1,1,2,3,3,1,2,2,1,3,3,2,2,3,2,4,3,3,3,6,1,4,2,3,5,4,0,0,4,3,5,3,5.105945474,2,1
3068,1,0,1,1,2,1,2,1,2,1,3,3,2,1,3,3,1,4,3,3,2,2,2,3,4,3,2,1,4,3,2,1,9,4,3,0,4,7,5,7,4.976733742,2,1
3069,2,1,2,2,2,2,2,2,1,1,2,2,2,2,3,3,1,3,2,3,2,2,2,4,3,3,6,8,2,4,2,5,9,2,0,0,5,0,5,0,4.905274778,2,2
3070,0,0,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,1,8,1,4,4,4,5,4,3,15,2,4,5,4,5.978885765,4,4
3071,1,0,0,1,2,1,1,1,2,1,3,3,3,2,2,2,2,3,3,3,2,2,2,2,3,3,1,7,4,2,3,6,1,7,0,0,4,5,5,5,4.744932128,2,2
3073,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,3,1,3,2,2,2,2,3,3,2,2,1,2,4,3,4,4,9,4,0,0,4,5,5,5,5.272999559,2,4
3076,1,0,1,0,1,1,2,2,2,2,3,3,3,2,2,2,1,3,3,4,2,2,3,3,1,3,1,3,2,9,1,9,6,4,3,0,1,2,5,2,5.703782475,3,3
3078,1,0,1,2,2,2,2,1,2,1,3,3,2,1,2,3,1,3,3,3,3,1,3,2,3,3,1,3,1,2,2,6,1,4,3,0,4,2,5,2,5.886104031,4,1
3080,1,0,1,1,1,1,2,2,1,1,3,3,2,2,3,3,1,4,4,2,2,2,3,4,3,3,1,8,2,1,2,1,5,4,0,0,4,0,5,0,5.135798437,2,1
3081,1,0,1,2,1,1,1,1,2,1,2,2,2,1,2,3,1,3,2,3,2,2,2,4,3,3,1,2,1,7,2,4,3,4,0,0,4,4,5,4,4.744932128,2,4
3085,2,1,2,1,1,1,2,2,2,1,3,2,2,2,2,2,1,3,4,2,2,2,2,5,2,5,2,9,3,2,3,4,2,2,0,0,4,4,5,4,5.298317367,2,1
3087,2,1,2,1,1,1,2,1,2,1,3,3,3,2,2,3,2,3,4,3,2,4,2,3,2,3,1,3,1,2,2,4,6,2,0,0,4,2,5,2,5.857933154,4,1
3089,2,1,2,2,2,1,2,2,2,1,3,3,3,2,2,3,1,4,3,2,2,3,3,3,3,4,1,9,9,2,2,6,1,4,0,10,4,2,5,2,5.669880923,3,3
3092,1,0,0,1,2,1,1,1,2,1,3,3,4,1,2,3,1,3,3,3,2,1,2,5,3,3,2,1,1,3,2,1,2,4,0,0,0,0,5,0,4.442651256,1,4
3096,1,0,1,1,1,1,1,1,2,1,2,3,2,1,2,3,1,3,3,3,3,1,3,5,3,4,2,3,1,2,2,3,4,4,0,0,5,0,5,0,5.991464547,4,4
3098,1,0,2,1,1,1,1,1,2,1,3,3,3,2,2,2,1,3,3,3,3,2,3,4,3,4,1,8,1,6,2,1,4,2,0,15,0,2,5,2,5.37815,3,3
3099,1,0,1,2,2,1,1,1,1,2,3,2,3,2,3,3,2,3,3,3,2,1,2,3,3,3,7,3,4,1,7,3,4,4,0,5,2,2,5,2,4.976733742,2,3
3102,1,0,1,1,1,1,1,1,2,2,3,2,2,3,3,3,2,2,3,3,1,2,1,3,3,2,6,3,1,7,1,6,3,2,0,0,3,2,5,2,5.686975356,3,2
3103,2,1,1,2,2,1,1,2,1,1,3,3,3,1,2,4,2,3,4,3,2,1,2,4,3,3,3,8,2,1,2,4,6,4,0,0,4,0,5,0,4.17438727,1,3
3106,2,1,1,1,2,1,2,1,1,1,3,3,3,2,3,2,1,2,3,3,2,2,2,3,2,3,8,2,4,8,4,5,3,4,0,21,0,0,5,0,4.17438727,1,1
3109,1,0,1,1,1,1,2,1,2,1,2,3,2,2,3,3,1,3,2,2,3,1,3,3,3,3,1,3,1,2,2,6,1,4,3,0,1,2,5,2,6.214608098,4,1
3110,2,1,1,2,2,2,2,1,2,2,3,3,3,1,3,3,1,2,3,3,2,2,2,3,3,3,2,3,1,2,1,3,2,7,0,0,4,5,5,5,5.347107531,3,1
3112,2,1,0,1,1,2,1,1,2,1,3,3,3,1,3,3,1,3,3,3,2,1,1,4,3,4,1,6,1,3,2,4,3,5,0,0,4,4,5,4,4.553876892,1,3
3115,1,0,1,1,1,1,1,1,1,1,3,2,2,1,1,2,2,3,3,3,2,1,3,3,3,2,2,6,1,4,4,4,3,4,0,0,0,0,5,0,5.37815,3,4
3116,2,1,1,2,1,1,1,1,1,1,3,4,4,1,2,3,1,3,4,3,3,1,4,5,3,4,1,4,1,8,2,1,4,4,0,0,0,4,5,4,4.317488114,1,4
3119,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,1,3,2,2,1,2,2,2,3,4,3,8,2,6,1,6,4,4,0,0,1,0,5,0,5.501258211,3,1
3121,2,1,0,1,1,1,1,1,2,1,2,3,2,2,2,2,1,2,3,2,2,3,3,2,3,3,10,1,5,3,2,1,6,4,0,0,2,2,5,2,5.828945618,4,1
3124,1,0,1,1,1,1,1,1,2,1,3,2,2,1,4,3,1,4,4,3,2,2,1,4,3,3,2,8,1,2,2,4,5,4,3,0,0,0,5,0,2.708050201,1,2
3126,2,1,1,2,2,2,1,1,2,1,4,3,4,1,2,2,1,3,4,4,2,2,2,5,4,4,2,1,4,3,3,4,5,4,0,0,4,4,5,4,5.703782475,3,2
3127,1,0,1,1,1,1,1,1,2,1,3,3,2,1,3,3,2,3,3,3,2,3,2,3,4,4,2,6,4,2,2,4,1,4,0,0,5,5,5,5,4.553876892,1,1
3129,2,1,1,1,2,1,2,1,2,1,2,3,3,1,3,3,1,2,2,3,2,1,3,2,3,3,2,1,1,2,2,1,3,7,0,0,3,0,5,0,4.553876892,1,1
3132,1,0,1,2,1,1,1,1,2,1,3,3,2,2,3,2,1,3,4,3,1,1,1,4,3,4,2,6,1,6,2,4,5,4,0,0,5,4,5,4,2.708050201,1,3
3133,1,0,2,1,1,1,2,2,1,1,3,3,2,1,3,3,1,3,3,3,3,2,3,4,4,4,3,2,2,1,2,1,4,4,0,0,0,0,5,0,4.094344562,1,2
3136,1,0,1,1,0,0,1,1,2,2,1,2,1,1,1,1,1,3,2,1,1,1,1,1,3,3,1,3,1,2,1,6,4,4,0,15,4,0,5,0,4.744932128,2,3
3139,1,0,1,0,1,1,1,2,2,1,3,2,2,2,2,2,2,2,2,3,1,2,1,3,3,3,1,3,3,7,4,4,1,4,0,0,5,4,5,4,4.553876892,1,3
3141,1,0,1,2,2,1,1,2,1,1,4,3,1,2,2,2,2,3,5,3,3,3,2,5,3,5,3,2,2,1,4,4,1,4,0,0,4,2,5,2,4.553876892,1,3
3147,1,0,1,1,1,1,1,1,1,1,3,3,3,1,3,3,1,3,4,3,3,2,3,4,3,3,2,3,1,4,4,4,3,4,3,0,1,1,5,1,6.204557763,4,4
3150,1,0,2,2,2,2,2,1,2,1,2,3,3,1,3,2,1,3,3,2,2,2,2,4,2,3,1,2,1,2,4,1,6,4,0,17,4,0,5,0,5.521460918,3,3
3151,1,0,2,1,1,1,2,2,1,1,3,3,3,2,3,3,1,3,3,3,2,3,1,4,3,3,1,8,2,1,2,1,5,4,0,0,0,0,5,0,4.553876892,1,1
3153,1,0,1,1,2,1,1,1,2,1,2,2,4,1,1,3,2,3,2,3,3,1,2,5,3,3,9,2,1,6,4,4,9,4,3,24,4,2,5,2,5.521460918,3,3
3155,1,0,1,1,1,0,1,2,1,1,3,3,2,2,3,4,1,3,3,3,1,1,1,5,3,4,1,3,3,5,2,5,6,4,0,0,5,0,5,0,5.501258211,3,4
3161,1,0,1,2,2,1,1,2,2,1,4,3,4,2,3,3,1,3,4,4,2,2,2,4,3,4,1,3,6,7,2,6,1,4,0,0,5,5,5,5,6.01615716,4,2
3162,1,0,1,1,1,1,1,1,2,2,3,2,2,2,2,3,1,3,3,2,2,2,1,4,3,3,1,8,1,2,1,6,9,7,0,0,0,0,5,0,5.37815,3,3
3163,0,0,0,0,0,0,1,1,2,1,3,2,3,1,2,1,2,3,4,2,2,2,1,3,3,3,3,2,1,2,2,4,6,4,0,0,1,1,5,1,6.388561406,5,4
3165,1,0,2,1,1,1,1,1,1,1,3,3,2,2,1,2,1,3,2,4,4,2,3,3,3,4,5,8,4,8,4,4,7,4,1,0,0,4,5,4,4.007333185,1,3
3167,1,0,1,2,2,1,1,2,2,2,2,3,2,2,2,2,1,3,2,3,3,3,3,3,3,3,3,1,2,6,1,4,3,4,2,0,0,4,5,4,3.555348061,1,3
3170,1,0,2,1,1,1,2,2,1,1,3,3,4,2,3,3,1,2,4,3,2,2,3,3,3,3,2,1,2,1,3,6,9,7,0,0,5,0,5,0,5.991464547,4,3
3172,1,0,1,2,1,1,2,2,2,1,3,2,2,1,4,3,1,3,3,3,2,2,2,2,3,3,2,8,7,6,2,1,2,4,3,0,0,4,5,4,5.37815,3,3
3179,2,1,1,1,1,1,1,1,2,1,4,3,3,1,4,3,1,3,5,4,3,3,5,5,4,4,1,9,1,7,3,4,6,4,0,6,3,4,5,4,6.678342115,5,2
3180,1,0,1,1,1,1,1,1,2,2,4,2,1,2,3,3,1,2,5,4,3,3,2,4,4,4,1,8,1,2,1,1,4,4,0,15,4,4,5,4,5.272999559,2,4
3181,2,1,1,1,1,1,1,2,1,1,3,2,3,1,3,3,1,3,2,3,3,1,3,3,3,3,3,1,2,1,4,4,1,4,0,26,0,0,5,0,5.37815,3,4
3185,1,0,1,1,1,1,1,1,2,1,2,2,2,1,3,3,1,3,2,2,1,2,1,3,3,3,8,2,1,7,2,3,4,7,0,28,0,2,5,2,5.37815,3,3
3187,1,0,1,1,1,2,1,1,2,2,4,2,1,1,2,2,1,2,4,4,1,2,2,1,3,3,2,8,1,2,1,4,3,4,0,0,3,1,5,1,6.204557763,4,1
3188,1,0,1,1,1,1,1,1,2,1,3,3,2,1,2,2,1,3,3,3,3,1,3,4,3,3,1,9,1,2,3,3,4,4,0,0,4,4,5,4,5.272999559,2,4
3189,1,0,1,1,1,1,1,2,1,1,2,2,2,2,3,2,1,3,3,2,2,2,1,1,3,4,1,7,7,4,3,4,6,4,0,15,5,4,5,4,3.80666249,1,4
3192,1,0,1,1,1,1,1,2,2,2,3,3,3,1,1,2,1,3,2,4,2,1,2,4,3,3,1,6,2,3,7,4,9,4,2,15,4,4,5,4,5.010635294,2,3
3193,1,0,1,2,1,1,1,1,1,1,3,3,3,1,3,3,1,3,3,3,2,2,2,5,4,3,2,3,1,4,4,6,4,4,0,0,0,0,5,0,5.37815,3,2
3195,1,0,1,1,1,1,1,1,1,1,3,3,3,1,2,2,2,2,3,3,2,1,2,3,3,3,1,6,4,1,5,4,5,4,0,0,2,4,5,4,5.272999559,2,3
3196,2,1,1,2,2,1,1,1,1,1,3,3,2,2,3,3,1,4,3,3,3,4,4,4,2,3,2,3,1,4,2,1,3,4,3,0,1,4,5,4,6.204557763,4,1
3200,1,0,2,2,2,2,2,2,2,2,3,3,3,1,3,3,1,3,3,3,2,2,2,4,2,3,1,3,2,3,1,2,3,7,0,30,0,0,5,0,4.553876892,1,1
3201,2,1,2,2,2,2,1,1,2,2,4,3,4,1,2,3,1,3,4,4,2,1,2,3,3,3,2,3,1,2,1,6,4,4,0,5,0,7,5,7,3.80666249,1,2
3204,2,1,2,2,2,1,1,1,1,1,4,3,4,1,1,2,1,3,4,4,1,3,1,5,4,3,1,2,1,4,2,4,6,4,0,0,1,4,5,4,5.978885765,4,2
3205,1,0,1,1,1,1,2,2,2,1,3,3,3,1,3,4,1,3,3,4,2,2,2,3,3,4,2,1,3,2,2,3,9,7,0,18,5,0,5,0,4.828313737,2,3
3206,2,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,3,2,3,2,1,3,1,3,2,3,1,3,7,1,4,5,2,0,0,5,6,5,6,5.521460918,3,4
3213,1,0,1,1,1,1,1,1,2,1,3,2,3,2,2,2,1,3,3,3,4,4,5,3,2,3,6,8,4,6,5,1,4,4,0,0,4,2,5,2,5.075173815,2,1
3214,1,0,2,1,1,2,2,1,2,1,2,2,2,2,3,3,1,3,2,2,1,3,1,4,3,3,2,1,1,3,2,3,6,4,0,27,4,0,5,0,5.298317367,2,4
3215,1,0,0,2,0,1,2,1,2,1,3,3,3,2,2,2,2,3,3,3,2,3,2,1,2,2,1,2,4,2,3,1,6,7,3,11,1,7,5,7,5.686975356,3,1
3218,2,1,1,2,1,1,2,1,1,1,3,3,2,1,3,2,1,3,3,3,1,1,2,3,4,3,1,4,4,8,2,3,6,4,3,0,5,5,5,5,4.553876892,1,3
3219,1,0,1,1,2,1,2,1,2,1,4,4,4,1,2,4,1,2,4,4,3,3,4,4,4,4,8,2,1,3,2,6,3,4,3,27,5,2,5,2,4.976733742,2,1
3221,2,1,1,2,1,1,2,1,1,1,3,3,3,1,2,3,1,2,4,3,2,1,2,3,4,4,2,1,1,8,2,1,6,2,0,0,3,1,5,1,6.678342115,5,3
3226,2,1,1,1,1,1,1,2,1,1,3,3,4,1,3,2,1,3,3,4,2,2,2,4,3,3,2,8,2,1,2,3,9,4,0,0,4,2,5,2,5.043425117,2,1
3231,1,0,1,1,1,1,2,1,2,1,3,3,3,1,3,3,1,3,3,3,3,2,3,3,4,4,1,9,1,7,2,9,3,4,0,20,3,5,5,5,5.978885765,4,1
3232,1,0,1,2,1,1,1,1,2,1,3,3,2,1,2,3,2,3,3,2,2,1,2,4,3,4,8,1,1,3,2,4,3,4,0,27,4,4,5,4,5.521460918,3,2
3233,2,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,4,2,2,3,7,1,2,1,6,9,4,0,0,4,2,5,2,5.393627546,3,1
3236,1,0,0,2,1,1,1,1,2,1,2,3,3,2,2,3,1,3,2,3,2,2,2,3,2,3,2,1,1,2,2,1,4,4,0,0,4,4,5,4,5.991464547,4,2
3238,2,1,0,2,1,1,1,1,2,1,3,3,3,1,2,2,1,3,3,3,3,1,3,3,4,4,2,6,1,6,2,4,1,7,3,7,4,7,5,7,5.978885765,4,4
3240,1,0,1,1,1,1,1,1,2,1,3,3,4,1,3,2,1,3,3,4,2,2,2,4,3,4,1,3,1,2,3,4,9,4,0,0,1,4,5,4,5.501258211,3,1
3243,0,0,0,0,0,0,1,1,2,1,3,3,4,1,3,3,1,3,4,3,2,2,2,4,3,3,8,2,4,2,2,6,4,4,0,5,5,0,5,0,3.80666249,1,3
3245,2,1,2,2,2,2,2,2,1,2,3,2,4,2,2,3,1,3,3,3,1,1,2,5,3,3,1,3,3,1,1,9,2,4,0,27,4,0,5,0,5.703782475,3,4
3246,1,0,0,2,2,0,1,1,2,1,4,3,2,1,4,3,1,2,3,4,2,1,3,2,4,4,2,3,4,3,2,4,3,4,0,0,1,2,5,2,6.214608098,4,3
3247,1,0,0,1,1,1,1,1,2,1,3,3,3,1,2,2,1,3,2,3,2,2,2,4,3,3,2,1,1,3,2,6,4,2,3,26,0,2,5,2,4.553876892,1,1
3248,2,1,0,2,1,1,1,1,2,1,3,3,4,1,4,3,1,3,3,3,2,4,3,4,3,4,1,4,1,2,2,4,1,4,3,27,1,4,5,4,4.976733742,2,1
3255,1,0,1,1,1,1,2,1,1,1,3,3,4,1,3,3,1,4,4,3,3,3,3,2,3,3,2,1,1,4,3,1,9,4,0,21,4,1,5,1,5.686975356,3,2
3258,1,0,1,2,2,2,2,1,2,1,2,2,3,2,2,3,1,3,2,2,2,1,3,2,2,3,6,1,1,2,4,1,3,2,0,11,4,2,5,2,5.298317367,2,1
3260,1,0,0,2,2,2,1,2,1,1,3,3,3,1,2,3,1,3,3,3,2,2,2,4,3,3,8,3,2,1,2,4,3,4,0,0,0,0,5,0,3.218875825,1,3
3261,1,0,1,1,1,1,1,2,2,1,3,3,4,1,3,4,1,3,3,3,3,3,3,4,3,3,1,3,6,3,5,6,4,4,0,0,0,6,5,6,5.272999559,2,1
3262,1,0,0,2,1,1,1,2,2,1,3,2,2,2,3,3,1,3,3,3,1,2,2,3,3,3,8,3,6,2,2,4,8,4,3,0,5,4,5,4,5.043425117,2,2
3263,2,1,2,2,1,1,2,1,1,1,2,3,2,1,3,3,1,2,3,2,2,2,3,2,3,3,1,3,1,4,5,4,6,7,0,18,3,7,5,7,5.828945618,4,4
3264,2,1,0,1,1,1,1,1,1,1,3,3,3,1,2,1,1,3,3,4,3,1,4,5,3,5,2,1,1,4,2,4,5,4,0,0,1,2,5,2,5.872117789,4,2
3266,1,0,1,1,1,0,1,2,2,1,2,3,3,2,3,3,1,2,3,1,2,1,2,3,4,4,1,7,3,2,2,4,1,4,0,0,2,4,5,4,5.686975356,3,4
3269,2,1,0,1,1,1,1,1,2,1,3,3,4,1,3,2,1,3,4,4,3,4,4,5,4,4,1,3,1,2,3,4,1,4,3,0,4,0,5,0,5.164785974,2,3
3271,1,0,2,1,1,1,1,1,2,1,3,3,4,1,2,2,1,3,4,3,1,1,1,5,1,3,6,2,1,2,4,6,5,4,0,0,4,0,5,0,5.843544417,4,3
3273,2,1,0,1,1,2,1,1,2,1,4,3,4,1,3,3,1,4,4,4,3,1,4,3,3,4,1,6,1,2,3,4,1,7,1,21,0,0,5,0,4.553876892,1,3
3279,2,1,1,2,1,1,2,2,2,1,3,2,3,1,3,3,1,2,3,3,2,1,3,3,3,3,2,6,7,6,2,3,6,4,0,0,4,0,5,0,5.416100402,3,2
3292,3,1,1,2,2,2,2,1,2,1,3,3,3,2,2,3,1,4,3,3,2,2,2,3,2,3,1,8,1,3,2,1,5,7,1,0,0,7,5,7,5.37815,3,1
3293,2,1,1,2,1,1,1,1,2,2,3,2,2,1,2,2,1,3,2,3,1,2,1,3,3,3,2,6,4,2,1,6,4,4,0,0,5,2,5,2,5.298317367,2,1
3300,2,1,2,2,1,1,2,2,2,1,3,2,2,2,3,2,1,3,3,3,2,1,1,2,3,3,8,3,2,6,3,4,6,2,3,0,4,5,5,5,5.686975356,3,1
3302,2,1,1,1,2,1,2,1,1,1,3,3,2,1,3,3,1,3,3,4,2,3,2,2,4,4,2,10,1,4,2,9,6,4,3,0,1,5,5,5,6.214608098,4,1
3307,1,0,1,1,2,1,2,1,1,1,2,3,2,2,3,2,1,3,2,2,2,1,2,1,3,4,8,6,1,8,2,6,4,4,0,0,1,3,5,3,5.686975356,3,1
